,Unnamed: 0,Russian,POS,ChatGPT_Sentence
40,441,продолжать,verb,"Я буду продолжать чувствовать твоё сердце рядом со мной.

I will continue to feel your heart next to me."
41,442,красный,adjective,"Красная служба вполне справляется с задачами.

The red service is quite coping with the tasks."
42,443,глава,noun,"Он пытался прочитать главу, но в ряду книг не нашёл нужную.

He tried to read the chapter, but in the row of books, he didn't find the right one."
43,444,ко,pr,"Ко мне быстро подошёл человек, наверное, он что-то хотел спросить.

A person quickly approached me, probably he wanted to ask something."
44,445,слушать,verb,"Мой товарищ любит слушать особую музыку.

My friend likes to listen to special music."
45,446,наука,noun,"Мы решили провести опыт для изучения науки.
We decided to conduct an experiment to study science."
46,447,узнать,verb,"Я смогу узнать больше о социальных проблемах.

I will be able to learn more about social issues."
47,448,ряд,noun,"В ряду научных опытов этот эксперимент был самым успешным.
In the series of scientific experiments, this one was the most successful."
48,449,газета,noun,"Красная газета лежит на столе рядом с главой книги.
The red newspaper lies on the table next to the chapter of the book."
49,450,причина,noun,"Причина, по которой мы не можем продолжать, заключается в том, что это слишком сложно.

The reason we cannot continue is that it is too difficult."
50,451,против,pr,"Он был чуть против этого проекта.
He was slightly against this project."
51,452,плечо,noun,"Он пытался поднять тяжёлую сумку, но, впрочем, его плечо болело.

He tried to lift the heavy bag, but, however, his shoulder hurt."
52,453,современный,adjective,"Современные технологии могут помочь четырем людям одновременно.

Modern technologies can help four people at the same time."
53,454,цена,noun,"Цена за четыре дня проживания в отеле зависит от срока бронирования.
The price for four days of staying at the hotel depends on the booking period."
54,455,план,noun,"Я заметил, что у нас есть скорый план на завтра.
I noticed that we have a quick plan for tomorrow."
55,456,приехать,verb,"Мы решили приехать в Москву, потому что у нас был план и хорошая идея.

We decided to come to Moscow because we had a plan and a good idea."
56,457,речь,noun,"Иногда речь бывает даже важнее действий.

Sometimes speech is even more important than actions."
57,458,четыре,numeral,"Впрочем, четыре яблока — это слишком много для меня.

However, four apples are too many for me."
58,459,отвечать,verb,"Современные дети часто спрашивают, зачем нужно отвечать на все вопросы.

Modern children often ask why it is necessary to answer all questions."
59,460,точка,noun,"Русский: У него есть план, и он показал на карту пальцем точку, где мы встретимся.
English: He has a plan, and he pointed to a spot on the map with his finger where we will meet."
60,461,основа,noun,"Ранний опыт и знания являются основой для успеха, как я слышал.

Early experience and knowledge are the foundation for success, as I have heard."
61,462,товарищ,noun,"Товарищ долго ждал в современном кафе.

The comrade waited for a long time in the modern cafe."
62,463,культура,noun,"Русская культура готова предоставить богатый материал для изучения.

Russian culture is ready to provide rich material for study."
63,464,слишком,adverb,"Этот план слишком тяжёлый для моего плеча.
This plan is too heavy for my shoulder."
64,465,рассказывать,verb,"Я хочу рассказывать тебе о своём мнении и о том, что у меня на сердце.
I want to tell you about my opinion and what is in my heart."
65,466,вполне,adverb,"Этот скорый поезд вполне особый.  
This fast train is quite special."
66,467,далее,adverb,"Я готовый продолжать, далее покажу, как правильно держать палец на гитаре.
I am ready to continue, next I will show how to properly place your finger on the guitar."
67,468,рассказать,verb,"Я могу рассказать вам обо всём, но это, наверное, займёт оба дня.

I can tell you about everything, but it will probably take both days."
68,469,данные,noun,"Мы должны представить план, основанный на данных.
We need to present a plan based on the data."
69,470,представлять,verb,"Он пытался представить, как современный палец работает на сенсорном экране.

He tried to imagine how a modern finger works on a touch screen."
70,471,мнение,noun,"Ваше мнение может помочь нам улучшить этот документ.
Your opinion can help us improve this document."
71,472,социальный,adjective,"Этот материал помогает рассказать о социальных проблемах.
This material helps to talk about social issues."
72,473,около,pr,"Около стола существует важный документ.

There is an important document near the table."
73,474,документ,noun,"Документ должен быть готов в срок для движения проекта.
The document must be ready on time for the project's progress."
74,475,институт,noun,"Моя сестра часто рассказывает мне истории, которые она слышала в институте.
My sister often tells me stories that she heard at the institute."
75,476,ход,noun,"Он почувствовал боль в плече после хода федерации.

He felt pain in his shoulder after the federation's move."
76,477,брать,verb,"Я беру газету и кладу её на вещь.
I take the newspaper and put it on the thing."
77,478,забыть,verb,"Я забыл прочитать главу в газете.

I forgot to read the chapter in the newspaper."
78,479,проект,noun,"Проект по науке требует, чтобы студенты отвечали на сложные вопросы.

The science project requires students to answer difficult questions."
79,480,ранний,adjective,"Ранний утро становится светлым, и я рассказываю тебе о своих планах на день.
Early morning becomes bright, and I tell you about my plans for the day."
80,481,встреча,noun,"Встреча была назначена на ряд важных вопросов, ведь это очень важно.

The meeting was scheduled for a number of important issues, because it is very important."
81,482,особый,adjective,"Он приехал в особый день, несмотря на плохую погоду.
He arrived on a special day, despite the bad weather."
82,483,целый,adjective,"Мы долго строили целый дом на основе старого проекта.
We built a whole house for a long time based on an old project."
83,484,директор,noun,"Директор целый день ходил по офису.

The director walked around the office the whole day."
84,485,провести,verb,"Мы часто проводим анализ данных.

We often conduct data analysis."
85,486,спать,verb,"В нашей культуре принято спать не менее четырёх часов.

In our culture, it is customary to sleep at least four hours."
86,487,плохой,adjective,"Я заметил плохой запах в комнате.
I noticed a bad smell in the room."
87,488,может,adverb,"Конечно, он может прийти ко мне в особый день.

Of course, he can come to me on a special day."
88,489,впрочем,adverb,"Впрочем, у нас есть точка на карте, где мы можем обсудить наш план.

However, we have a point on the map where we can discuss our plan."
89,490,сильный,adjective,"У него сильное сердце, и он подписал важный документ.  
He has a strong heart, and he signed an important document."
90,491,наверное,adverb,"Наверное, сегодня на дороге больше движение, чем обычно.
Probably, there is more traffic on the road today than usual."
91,492,скорый,adjective,"Учёные хотят создать скорый метод для изучения науки.
Scientists want to create a rapid method for studying science."
92,493,ведь,conjunction,"Мы должны провести собрание, ведь далее будет важное обсуждение.

We need to hold a meeting, for there will be an important discussion next."
93,494,срок,noun,"Глава компании установил особый срок для завершения проекта.
The head of the company set a special deadline for the project's completion."
94,495,палец,noun,"Современная культура часто использует палец как символ.

Modern culture often uses the finger as a symbol."
95,496,опыт,noun,"Я чувствую, что мой опыт подтверждает правду.

I feel that my experience confirms the truth."
96,497,помочь,verb,"Я могу помочь тебе поднять коробку, если ты дашь мне плечо для движения.
I can help you lift the box if you give me a shoulder for movement."
97,498,больше,numeral,"Наверное, мне нужно больше времени, чтобы заниматься спортом.
Probably, I need more time to exercise."
98,499,приходить,verb,"Каждый день он приходил домой в плохом настроении после целого дня работы.

Every day he came home in a bad mood after a whole day of work."
99,500,служба,noun,"Служба существует для организации встреч.
Service exists for organizing meetings."
