,Unnamed: 0,Russian,POS,ChatGPT_Sentence
33,334,подобный,adjective,"Подобную любовь называют настоящей.

Such love is called true."
34,335,следующий,adjective,"Следующая комната принадлежит маме.
The next room belongs to mom."
35,336,утро,noun,"Утро было огромным, и я учил новый язык.

The morning was enormous, and I was learning a new language."
36,337,особенно,adverb,"В последнее время происходит много событий, особенно важная информация поступает каждый день.
In recent times, many events are happening, especially important information is coming in every day."
37,338,помощь,noun,"Мне нужна помощь, чтобы вернуться к программе.
I need help to return to the program."
38,339,ситуация,noun,"Ситуация требует быстрого ответа от нашей организации.
The situation requires a quick response from our organization."
39,340,роль,noun,"Роль учителя в классе равна ответственности за правильный ответ учеников.
The role of the teacher in the classroom is equal to the responsibility for the correct answers of the students."
40,341,бывать,verb,"Бывают задачи, которые требуют политического решения.

There are tasks that require a political solution."
41,342,ходить,verb,"Каждое утро я хожу в парк, где лежат пять больших камней.
Every morning I go to the park where five big stones lie."
42,343,рубль,noun,"Я получил ответ и вернулся с одним рублём.

I received an answer and returned with one ruble."
43,344,начинать,verb,"Предприятие начинает заботиться о здоровье тела своих сотрудников.
The company is starting to take care of the health of its employees' bodies."
44,345,появиться,verb,"На политическом окне появилось новое объявление.

A new announcement appeared in the political window."
45,346,смысл,noun,"Муж не видит смысла в производстве этого продукта.
My husband does not see the point in the production of this product."
46,347,состояние,noun,"Рядом с домом я хочу показать тебе состояние сада.

Next to the house, I want to show you the condition of the garden."
47,348,называть,verb,"Когда мы наконец вернулись домой, мы решили называть нашего нового котёнка Мурзик.
When we finally returned home, we decided to name our new kitten Murzik."
48,349,рядом,adverb,"Рядом с нашим домом все-таки находится государственное учреждение.

Next to our house, there is still a state institution."
49,350,квартира,noun,"Президент часто бывает в моей квартире.
The president often visits my apartment."
50,351,назад,adverb,"Он остался позади стены пять минут назад.
He stayed behind the wall five minutes ago."
51,352,равный,adjective,"Все люди равны, и наша цель — чтобы это происходило в реальной жизни.
All people are equal, and our goal is for this to happen in real life."
52,353,из-за,pr,"Из-за месяца я не мог уделять внимание работе.

Because of the month, I couldn't pay attention to work."
53,354,орган,noun,"Русское правительство совершенно не заботится о здоровье органа.

The Russian government absolutely does not care about the health of the organ."
54,355,внимание,noun,"Сын привлёк моё внимание, когда начал говорить на новом языке.
My son caught my attention when he started speaking in a new language."
55,356,тело,noun,"Кто-то нашёл смысл в изучении своего тела.
Someone found meaning in studying their body."
56,357,труд,noun,"Рядом с домом стоит огромный завод, где труд важен для всех работников.
Next to the house stands a huge factory where labor is important for all workers."
57,358,прийтись,verb,"Утром мне пришлось пойти на собрание общества.  
In the morning, I had to go to the society meeting."
58,359,хотеться,verb,"Мне хочется играть на известной сцене.
I want to play on a famous stage."
59,360,сын,noun,"Сын в нашей семье равный всем.

The son in our family is equal to everyone."
60,361,мера,noun,"Письмо от органа власти содержало важную меру.

The letter from the government body contained an important measure."
61,362,пять,numeral,"В музее нам показали пять огромных картин.

In the museum, they showed us five huge paintings."
62,363,смерть,noun,"Смерть поставила всех людей в равные условия.
Death has put all people on equal terms."
63,364,живой,adjective,"Военный вернулся из далёкого путешествия живой.
The soldier returned alive from a distant journey."
64,365,рынок,noun,"Мне хочется пойти на известный рынок.
I want to go to the famous market."
65,366,программа,noun,"Мой муж хочет посмотреть новую программу по телевизору.
My husband wants to watch the new program on TV."
66,367,задача,noun,"Давно наша деятельность включает в себя решение сложных задач.

A long time ago, our activities have included solving complex tasks."
67,368,предприятие,noun,"Предприятие все-таки совершенно новое и требует внимания.

The enterprise is still completely new and requires attention."
68,369,известный,adjective,"Известный актёр исполнил действие на сцене.

The famous actor performed an action on the stage."
69,370,окно,noun,"Я попросил помощь, чтобы решить задачу и открыть окно.
I asked for help to solve the task and open the window."
70,371,вести,verb,"Правительство решило вести новый рынок.

The government decided to lead the new market."
71,372,совершенно,adverb,"Этот проект совершенно равный по значимости с огромным успехом.

This project is completely equal in importance to a huge success."
72,373,военный,adjective,"Сын повесил военный плакат на стену.
The son hung a military poster on the wall."
73,374,разговор,noun,"Разговор значит, что мы не будем просто лежать и молчать.

A conversation means that we won't just lie down and stay silent."
74,375,показать,verb,"Я хочу показать вам наше производство, когда вы вернётесь.

I want to show you our production when you return."
75,376,правительство,noun,"Правительство поддерживает простые предприятия.

The government supports simple businesses."
76,377,важный,adjective,"Читать важные книги и посмотреть интересные фильмы — это полезно.

Reading important books and watching interesting movies is beneficial."
77,378,семья,noun,"Семья имеет большое значение и смысл в жизни каждого человека в той или иной мере.
Family has great importance and meaning in everyone's life to some extent."
78,379,великий,adjective,"Великий художник часто бывал у окна, чтобы найти вдохновение.
The great artist often stayed by the window to find inspiration."
79,380,производство,noun,"Семья работает на заводе, где правительство контролирует производство.

The family works at the factory where the government controls the production."
80,381,простой,adjective,"В наш век моя мама любит простой стиль жизни.
In our age, my mom loves a simple lifestyle."
81,382,значит,adverb,"Он хочет оставаться здесь, значит, это место важно для него в этот век.
He wants to stay here, which means this place is important to him in this era."
82,383,третий,anum,"Третий член семьи хочет показать фотографии.
The third member of the family wants to show photographs."
83,384,сколько,numeral,"Сколько учеников особенно любят школу?

How many students especially love school?"
84,385,огромный,adjective,"Мой сын стоит рядом с огромным деревом.
My son is standing next to a huge tree."
85,386,давно,adverb,"Давно происходил простой разговор.

A simple conversation happened a long time ago."
86,387,политический,adjective,"Нам нужно подумать о политической организации.

We need to think about the political organization."
87,388,информация,noun,"Следует внимательно изучить информацию перед действием.
You should carefully study the information before taking action."
88,389,действительно,adverb,"Русский язык действительно особенно красив.

The Russian language is indeed especially beautiful."
89,390,положение,noun,"Далёкий смысл этого положения не сразу понятен.
The distant meaning of this situation is not immediately clear."
90,391,поставить,verb,"Я хочу поставить стол из-за стены.

I want to place the table behind the wall."
91,392,бояться,verb,"Она боится, что её орган любви может пострадать.

She is afraid that her organ of love might suffer."
92,393,наконец,adverb,"Наконец, я нашёл живой цветок рядом с домом.
Finally, I found a living flower next to the house."
93,394,центр,noun,"Кто-то сказал, что третий дом находится в центре города.
Someone said that the third house is located in the center of the city."
94,395,происходить,verb,"В этом государстве часто происходят военные конфликты.
In this state, military conflicts often occur."
95,396,ответ,noun,"Рядом с домом я нашёл ответ на вопрос, который искал целый век.
Next to the house, I found the answer to the question I had been searching for a whole century."
96,397,муж,noun,"Мой муж совершенно не знал эту информацию.
My husband absolutely did not know this information."
97,398,автор,noun,"Автор выпустил новую книгу на рынок в прошлом месяце.
The author released a new book to the market last month."
98,399,все-таки,particle,"Он все-таки решил вернуться и бросил последний взгляд на дом.  
He still decided to return and cast one last look at the house."
99,400,стена,noun,"Я читаю книгу у совершенно белой стены.  
I am reading a book by the completely white wall."
