,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*capaces* (capaz),"*able*
adjective: able, capable, competent",*able*,capaz,"[['able', 'capable', 'competent', 'liable', 'proficient', 'capacious', 'efficient', 'roomy']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=capaces,"adjective: able, capable, competent"


12,*temía* (temer),"*feared*
verb: fear, dread, apprehend",*feared*,temer,"[['fear', 'dread', 'apprehend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=temía,"verb: fear, dread, apprehend"


13,*sonríe* (sonreír),"*smile*
verb: smile, grin",*smile*,sonreír,"[['smile', 'grin']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sonríe,"verb: smile, grin"


14,*quite* (quitar),"*remove*
noun: parry",*remove*,quitar,[['parry']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=quite,noun: parry


15,*necesites* (necesitar),"*you need*
verb: need, require, take",*you need*,necesitar,"[['need', 'require', 'take', 'want', 'necessitate', 'lack']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=necesites,"verb: need, require, take"


16,*mostrarle* (mostrar),"*show him*
",*show him*,mostrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mostrarle,


17,*mordió* (morder),"*bit*
verb: bite, bite into, nibble",*bit*,morder,"[['bite', 'bite into', 'nibble', 'champ']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mordió,"verb: bite, bite into, nibble"


18,*jefa*,"*boss*
noun: head, chief, boss",*boss*,jefa,"[['head', 'chief', 'boss', 'leader', 'manager', 'officer', 'master', 'chieftain', 'headman', 'foreman']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=jefa,"noun: head, chief, boss"


19,*fallo* (fallo fallar),"*failed*
noun: failure, ruling, judgment",*failed*,fallo fallar,"[['failure', 'ruling', 'judgment', 'decision', 'verdict', 'trouble', 'adjudication', 'order', 'rule', 'findings', 'shortcoming', 'judgement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fallo,"noun: failure, ruling, judgment"


20,*empiezan* (empezar),"*begin*
verb: start, begin, get",*begin*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empiezan,"verb: start, begin, get"


21,*dispositivo*,"*device*
noun: device, appliance, mechanism",*device*,dispositivo,"[['device', 'appliance', 'mechanism', 'gadget']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dispositivo,"noun: device, appliance, mechanism"


22,*detesto* (detestar),"*I hate*
noun: hate, hatred",*I hate*,detestar,"[['hate', 'hatred']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=detesto,"noun: hate, hatred"


23,*aprendiste* (aprender),"*you learned*
verb: learn, pick up, acquire",*you learned*,aprender,"[['learn', 'pick up', 'acquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aprendiste,"verb: learn, pick up, acquire"


24,*aman* (amar),"*love*
verb: love",*love*,amar,[['love']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aman,verb: love


25,*agradecido* (agradecido agradecer),"*grateful*
adjective: grateful, thankful, appreciative",*grateful*,agradecido agradecer,"[['grateful', 'thankful', 'appreciative', 'obliged', 'indebted', 'beholden']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=agradecido,"adjective: grateful, thankful, appreciative"


26,*agáchate* (agachar),"*get down*
",*get down*,agachar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=agáchate,


27,*terminaste* (terminar),"*You finished*
verb: end, finish, complete",*You finished*,terminar,"[['end', 'finish', 'complete', 'end up', 'terminate', 'conclude', 'stop', 'finish off', 'break', 'expire', 'discontinue', 'break off', 'sign off', 'close up', 'follow up', 'leave off', 'let up', 'dispose of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=terminaste,"verb: end, finish, complete"


28,*sida* (SIDA),"*AIDS*
abbreviation: AIDS",*AIDS*,SIDA,[['AIDS']],abbreviation,abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=sida,abbreviation: AIDS


29,*mueras* (morir),"*die*
verb: die, kill, die out",*die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mueras,"verb: die, kill, die out"


30,*mentí* (mentir),"*i lied*
verb: lie, tell a lie, prevaricate",*i lied*,mentir,"[['lie', 'tell a lie', 'prevaricate', 'fib']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mentí,"verb: lie, tell a lie, prevaricate"


31,*lujo*,"*luxury*
noun: luxury, luxe, lushness",*luxury*,lujo,"[['luxury', 'luxe', 'lushness', 'fleshpots']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lujo,"noun: luxury, luxe, lushness"


32,*láser*,"*laser*
noun: laser",*laser*,láser,[['laser']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=láser,noun: laser


33,*importe* (importe importar),"*amount*
noun: amount",*amount*,importe importar,[['amount']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=importe,noun: amount


34,*físico*,"*physical*
adjective: physical, material
noun: physicist, physique",*physical*,físico,"[['physical', 'material'], ['physicist', 'physique']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=físico,"adjective: physical, material
noun: physicist, physique"


35,*caes* (caer),"*you fall*
verb: fall, drop, fall down",*you fall*,caer,"[['fall', 'drop', 'fall down', 'fall off', 'fall out', 'go', 'tumble', 'sink', 'decline', 'go down', 'fall over', 'fall on', 'come down', 'plunge', 'tumble down', 'crumble', 'like', 'demise', 'catch on', 'set', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=caes,"verb: fall, drop, fall down"


36,*tiros* (tiro),"*shooting*
noun: shooting",*shooting*,tiro,[['shooting']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tiros,noun: shooting


37,*miran* (mirar),"*they watch*
verb: look, look at, watch",*they watch*,mirar,"[['look', 'look at', 'watch', 'see', 'view', 'glance', 'peer', 'look to', 'regard', 'look on', 'look around', 'eye', 'look after', 'look about', 'survey']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=miran,"verb: look, look at, watch"


38,*hadas* (hada),"*fairies*
noun: fairy, sprite",*fairies*,hada,"[['fairy', 'sprite']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hadas,"noun: fairy, sprite"


39,*ganancias* (ganancia),"*Profits*
noun: earnings, winnings, proceeds",*Profits*,ganancia,"[['earnings', 'winnings', 'proceeds', 'pickings', 'loot', 'gainings']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ganancias,"noun: earnings, winnings, proceeds"


40,*fritas* (frito),"*fries*
adjective: fried, pan-fried",*fries*,frito,"[['fried', 'pan-fried']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=fritas,"adjective: fried, pan-fried"


41,*fantasía*,"*fancy*
noun: fantasy, fantasia, fancy",*fancy*,fantasía,"[['fantasy', 'fantasia', 'fancy', 'phantasy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fantasía,"noun: fantasy, fantasia, fancy"


42,*deténgase* (detener),"*Stop*
phrase: Stop",*Stop*,detener,[['Stop']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=deténgase,phrase: Stop


43,*déjenlo* (dejar),"*leave it*
",*leave it*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=déjenlo,


44,*curar*,"*cure*
verb: cure, heal, treat",*cure*,curar,"[['cure', 'heal', 'treat', 'remedy', 'dress', 'doctor', 'season', 'weather']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=curar,"verb: cure, heal, treat"


45,*comidas* (comida comido comer),"*foods*
noun: feeding",*foods*,comida comido comer,[['feeding']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comidas,noun: feeding


46,*quisiste* (querer),"*did you want*
verb: want, love, wish",*did you want*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quisiste,"verb: want, love, wish"


47,*pacífico*,"*peaceful*
adjective: Pacific, peaceful, peaceable",*peaceful*,pacífico,"[['Pacific', 'peaceful', 'peaceable', 'calm', 'nonviolent']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pacífico,"adjective: Pacific, peaceful, peaceable"


48,*oler*,"*smell*
verb: smell, sniff, scent",*smell*,oler,"[['smell', 'sniff', 'scent', 'sniff out', 'smack', 'whiff', 'reek', 'nose', 'smell out', 'savor', 'savour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=oler,"verb: smell, sniff, scent"


49,*ofreció* (ofrecer),"*offered*
verb: offer, give, present",*offered*,ofrecer,"[['offer', 'give', 'present', 'feature', 'offer up', 'extend', 'yield', 'bid', 'proffer', 'hire', 'tout', 'bargain', 'hold out', 'hand around', 'hand round', 'put up', 'tender']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ofreció,"verb: offer, give, present"


50,*importaba* (importar),"*mattered*
verb: import, matter, amount to",*mattered*,importar,"[['import', 'matter', 'amount to', 'reck']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=importaba,"verb: import, matter, amount to"


51,*certeza*,"*certainty*
noun: certainty, assurance, surety",*certainty*,certeza,"[['certainty', 'assurance', 'surety', 'sureness', 'assuredness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=certeza,"noun: certainty, assurance, surety"


52,*actividades* (actividad),"*activities*
noun: activity, movement, briskness",*activities*,actividad,"[['activity', 'movement', 'briskness', 'ado', 'commonness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actividades,"noun: activity, movement, briskness"


53,*vestidos* (vestido),"*dresses*
noun: clothes, garments, clothing",*dresses*,vestido,"[['clothes', 'garments', 'clothing', 'apparel', 'wardrobe']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vestidos,"noun: clothes, garments, clothing"


54,*suele* (soler),"*usually*
verb: floor",*usually*,soler,[['floor']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suele,verb: floor


55,*submarino*,"*submarine*
adjective: submarine, underwater, undersea
noun: submarine",*submarine*,submarino,"[['submarine', 'underwater', 'undersea'], ['submarine']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=submarino,"adjective: submarine, underwater, undersea
noun: submarine"


56,*podrias* (poder),"*could you*
verb: be able to, can, may",*could you*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=podrias,"verb: be able to, can, may"


57,*pesa* (pesa pesar),"*weight*
noun: weight, dumbbell",*weight*,pesa pesar,"[['weight', 'dumbbell']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pesa,"noun: weight, dumbbell"


58,*judas*,"*Judas*
noun: peephole",*Judas*,judas,[['peephole']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=judas,noun: peephole


59,*idioma*,"*language*
noun: language, tongue, idiom",*language*,idioma,"[['language', 'tongue', 'idiom']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=idioma,"noun: language, tongue, idiom"


60,*identificar*,"*identify*
verb: identify, recognize, detect",*identify*,identificar,"[['identify', 'recognize', 'detect', 'finger', 'get on to', 'zero in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=identificar,"verb: identify, recognize, detect"


61,*hubiéramos* (haber),"*we would have*
verb: have",*we would have*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hubiéramos,verb: have


62,*cañones* (cañón),"*cannons*
noun: ordnance, cannonry",*cannons*,cañón,"[['ordnance', 'cannonry']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cañones,"noun: ordnance, cannonry"


63,*beneficios* (beneficio),"*benefits*
noun: benefit, profit, advantage",*benefits*,beneficio,"[['benefit', 'profit', 'advantage', 'gain', 'interest', 'revenue', 'bonus', 'benefice', 'proceeds', 'blessing', 'benefaction', 'dividend', 'leak', 'living']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=beneficios,"noun: benefit, profit, advantage"


64,*sospecha* (sospecha sospechar),"*suspicion*
noun: suspicion, hunch, odor",*suspicion*,sospecha sospechar,"[['suspicion', 'hunch', 'odor']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sospecha,"noun: suspicion, hunch, odor"


65,*observación*,"*observation*
noun: observation, remark, sighting",*observation*,observación,"[['observation', 'remark', 'sighting', 'comment', 'note', 'look-out']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=observación,"noun: observation, remark, sighting"


66,*muchachas* (muchacha),"*Girls*
noun: boy, lad, youngster",*Girls*,muchacha,"[['boy', 'lad', 'youngster', 'laddie', 'cully']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=muchachas,"noun: boy, lad, youngster"


67,*manejo* (manejo manejar),"*driving*
noun: management, handling, driving",*driving*,manejo manejar,"[['management', 'handling', 'driving', 'operation', 'use', 'control', 'running', 'usage', 'horsemanship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=manejo,"noun: management, handling, driving"


68,*jodiendo* (joder),"*fucking*
verb: fuck, screw, fuck up",*fucking*,joder,"[['fuck', 'screw', 'fuck up', 'fuck about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=jodiendo,"verb: fuck, screw, fuck up"


69,*explicarlo* (explicar),"*explain it*
",*explain it*,explicar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=explicarlo,


70,*divino*,"*divine*
adjective: divine, godlike
noun: divine",*divine*,divino,"[['divine', 'godlike'], ['divine']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=divino,"adjective: divine, godlike
noun: divine"


71,*divertida* (divertido divertir),"*fun*
adjective: funny, amusing, amused",*fun*,divertido divertir,"[['funny', 'amusing', 'amused', 'enjoyable', 'diverting', 'merry', 'jolly', 'droll', 'comical', 'comic']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=divertida,"adjective: funny, amusing, amused"


72,*despegue* (despegue despegar),"*takeoff*
noun: takeoff, blast-off",*takeoff*,despegue despegar,"[['takeoff', 'blast-off']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=despegue,"noun: takeoff, blast-off"


73,*contrató* (contratar),"*contract*
noun: contract, agreement, engagement",*contract*,contratar,"[['contract', 'agreement', 'engagement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=contrató,"noun: contract, agreement, engagement"


74,*volumen*,"*volume*
noun: volume, bulk, loudness",*volume*,volumen,"[['volume', 'bulk', 'loudness', 'bulkiness', 'dimension', 'edition', 'capacitance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=volumen,"noun: volume, bulk, loudness"


75,*trabajó* (trabajar),"*job*
noun: work, job, labor",*job*,trabajar,"[['work', 'job', 'labor', 'assignment', 'occupation', 'toil', 'employ', 'craft', 'dissertation', 'enterprise', 'elaboration', 'labour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=trabajó,"noun: work, job, labor"


76,*términos* (término),"*terms*
noun: determination",*terms*,término,[['determination']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=términos,noun: determination


77,*morirán* (morir),"*they will die*
verb: die, kill, die out",*they will die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=morirán,"verb: die, kill, die out"


78,*hombros* (hombro),"*shoulders*
noun: shoulder",*shoulders*,hombro,[['shoulder']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hombros,noun: shoulder


79,*hada*,"*fairy*
noun: fairy, sprite",*fairy*,hada,"[['fairy', 'sprite']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hada,"noun: fairy, sprite"


80,*alegre*,"*cheerful*
",*cheerful*,alegre,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=alegre,


81,*terribles* (terrible),"*terrible*
adjective: terrible, awful, dreadful",*terrible*,terrible,"[['terrible', 'awful', 'dreadful', 'horrible', 'fearful', 'dire', 'dread', 'hideous', 'devastating', 'ghastly', 'gruesome', 'horrid', 'evil', 'wicked', 'outrageous', 'splitting', 'unholy', 'hellish', 'eerie', 'lurid']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=terribles,"adjective: terrible, awful, dreadful"


82,*temes* (temer),"*you fear*
verb: fear, dread, apprehend",*you fear*,temer,"[['fear', 'dread', 'apprehend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=temes,"verb: fear, dread, apprehend"


83,*sabiduría*,"*wisdom*
noun: wisdom, knowledge, sageness",*wisdom*,sabiduría,"[['wisdom', 'knowledge', 'sageness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sabiduría,"noun: wisdom, knowledge, sageness"


84,*prioridad*,"*priority*
noun: priority, precedence, preference",*priority*,prioridad,"[['priority', 'precedence', 'preference', 'precedency']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=prioridad,"noun: priority, precedence, preference"


85,*pluma*,"*feather*
noun: pen, feather, quill",*feather*,pluma,"[['pen', 'feather', 'quill', 'plume', 'hackle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pluma,"noun: pen, feather, quill"


86,*misil*,"*missile*
noun: missile",*missile*,misil,[['missile']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=misil,noun: missile


87,*mansión*,"*Mansion*
",*Mansion*,mansión,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mansión,


88,*detenerme* (detener),"*stop me*
",*stop me*,detener,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=detenerme,


89,*despertó* (despertar),"*woke up*
verb: wake, awaken, arouse",*woke up*,despertar,"[['wake', 'awaken', 'arouse', 'rouse', 'waken', 'get up', 'revive', 'knock up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=despertó,"verb: wake, awaken, arouse"


90,*decírmelo* (decir),"*tell me*
",*tell me*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=decírmelo,


91,*cambiará* (cambiar),"*switch to*
verb: change, switch, shift",*switch to*,cambiar,"[['change', 'switch', 'shift', 'exchange', 'alter', 'turn', 'swap', 'vary', 'transfer', 'turn around', 'swing', 'swap over', 'distort', 'swop', 'swap around', 'swap round', 'dislocate', 'barter']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cambiará,"verb: change, switch, shift"


92,*arranca* (arrancar),"*Starts*
verb: tear, pull, pluck",*Starts*,arrancar,"[['tear', 'pull', 'pluck', 'tear off', 'pull up', 'extract', 'tear out', 'pull out', 'rip out', 'pull off', 'rip off', 'draw', 'tear away', 'pull away', 'tear up', 'grub up', 'tear down', 'switch on', 'root up', 'pluck off', 'draw out', 'prize off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=arranca,"verb: tear, pull, pluck"


93,*alejado* (alejado alejar),"*away*
verb: move away, walk away, recede",*away*,alejado alejar,"[['move away', 'walk away', 'recede', 'walk off', 'move off', 'draw away', 'estrange', 'flounce away', 'pass over', 'bear off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=alejado,"verb: move away, walk away, recede"


94,*soltero*,"*single*
adjective: single, unmarried, stag
noun: bachelor",*single*,soltero,"[['single', 'unmarried', 'stag', 'unattached'], ['bachelor']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=soltero,"adjective: single, unmarried, stag
noun: bachelor"


95,*pierden* (perder),"*lose*
verb: lose, miss, waste",*lose*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pierden,"verb: lose, miss, waste"


96,*mascota*,"*pet*
noun: mascot",*pet*,mascota,[['mascot']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mascota,noun: mascot


97,*empuja* (empujar),"*Push*
verb: push, drive, shove",*Push*,empujar,"[['push', 'drive', 'shove', 'urge', 'thrust', 'press', 'nudge', 'poke', 'move', 'push on', 'push back', 'push in', 'propel', 'prod', 'jostle', 'push to', 'hustle', 'jog', 'jolt', 'dig']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empuja,"verb: push, drive, shove"


98,*dentista*,"*dentist*
noun: dentist",*dentist*,dentista,[['dentist']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dentista,noun: dentist


99,*cogido* (cogido coger),"*caught*
adjective: taken",*caught*,cogido coger,[['taken']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cogido,adjective: taken


