,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
10,*querían* (querer),"*they wanted*
verb: want, love, wish",*they wanted*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=querían,"verb: want, love, wish"


11,*precioso*,"*precious*
adjective: beautiful, lovely, precious",*precious*,precioso,"[['beautiful', 'lovely', 'precious', 'nice', 'dreamy', 'dinky']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=precioso,"adjective: beautiful, lovely, precious"


12,*lord*,"*lord*
noun: lord",*lord*,lord,[['lord']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lord,noun: lord


13,*comenzó* (comenzar),"*began*
verb: start, begin, commence",*began*,comenzar,"[['start', 'begin', 'commence', 'initiate', 'launch', 'open', 'start up', 'kick off', 'take up', 'dawn', 'open up', 'lead off', 'come on', 'enter on', 'turn to', 'take to', 'institute', 'light']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comenzó,"verb: start, begin, commence"


14,*truco*,"*trick*
noun: trick, gimmick, knack",*trick*,truco,"[['trick', 'gimmick', 'knack', 'dodge', 'hoax', 'gag', 'wangle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=truco,"noun: trick, gimmick, knack"


15,*inspector*,"*inspector*
noun: inspector, checker, surveyor",*inspector*,inspector,"[['inspector', 'checker', 'surveyor', 'supervisor', 'superintendent', 'overseer', 'check-taker']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=inspector,"noun: inspector, checker, surveyor"


16,*enojado* (enojado enojar),"*angry*
adjective: angry, displeased, cross",*angry*,enojado enojar,"[['angry', 'displeased', 'cross', 'vexed', 'huffy', 'snotty', 'shirty', 'hipped']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enojado,"adjective: angry, displeased, cross"


17,*felicidades* (felicidad),"*congratulations*
interjection: Congratulations!, All the best!",*congratulations*,felicidad,"[['Congratulations!', 'All the best!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=felicidades,"interjection: Congratulations!, All the best!"


18,*desaparecido* (desaparecido desaparecer),"*missing*
adjective: missing, extinct, unaccounted-for",*missing*,desaparecido desaparecer,"[['missing', 'extinct', 'unaccounted-for']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=desaparecido,"adjective: missing, extinct, unaccounted-for"


19,*acto*,"*act*
noun: act, event, deed",*act*,acto,"[['act', 'event', 'deed']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=acto,"noun: act, event, deed"


20,*pollo*,"*chicken*
noun: chicken, chick, fowl",*chicken*,pollo,"[['chicken', 'chick', 'fowl', 'poult']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pollo,"noun: chicken, chick, fowl"


21,*chocolate*,"*chocolate*
noun: chocolate, cocoa, hash",*chocolate*,chocolate,"[['chocolate', 'cocoa', 'hash']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=chocolate,"noun: chocolate, cocoa, hash"


22,*adonde*,"*where to*
adverb: where, where to
conjunction: where",*where to*,adonde,"[['where', 'where to'], ['where']]",adverb conjunction,adverb conjunction,https://www.linguee.com/english-dutch/search?source=auto&query=adonde,"adverb: where, where to
conjunction: where"


23,*resulta* (resultar),"*result*
noun: result",*result*,resultar,[['result']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=resulta,noun: result


24,*merece* (merecer),"*deserves*
verb: deserve, merit, earn",*deserves*,merecer,"[['deserve', 'merit', 'earn', 'gain', 'rate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=merece,"verb: deserve, merit, earn"


25,*gas*,"*gas*
noun: gas",*gas*,gas,[['gas']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gas,noun: gas


26,*examen*,"*exam*
noun: examination, review, exam",*exam*,examen,"[['examination', 'review', 'exam', 'test', 'inspection', 'quiz', 'checkup', 'inquiry', 'sight']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=examen,"noun: examination, review, exam"


27,*vean* (ver),"*see*
verb: see, view, watch",*see*,ver,"[['see', 'view', 'watch', 'look', 'hear', 'see into', 'eye', 'try', 'envisage', 'notice', 'witness']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vean,"verb: see, view, watch"


28,*tonta* (tonto),"*silly*
adjective: silly, fool, foolish
noun: silly, fool, stupid",*silly*,tonto,"[['silly', 'fool', 'foolish', 'idiotic', 'unwise', 'witless', 'soft', 'nonsensical', 'soppy', 'crass', 'calvish', 'spoony', 'simple-minded', 'idle-headed', 'soft-headed'], ['silly', 'fool', 'stupid', 'idiot', 'dummy', 'moron', 'ass', 'dimwit', 'cretin', 'dunderhead', 'dink', 'pinhead', 'cabbagehead', 'numbhead', 'clod-poll']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=tonta,"adjective: silly, fool, foolish
noun: silly, fool, stupid"


29,*importantes* (importante),"*important*
adjective: important, significant, large",*important*,importante,"[['important', 'significant', 'large', 'big', 'main', 'leading', 'considerable', 'essential', 'great', 'serious', 'valuable', 'top', 'sizeable', 'sizable', 'weighty', 'consequential', 'respectable']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=importantes,"adjective: important, significant, large"


30,*apuesta* (apuesta apostar),"*bet*
noun: bet, wager, betting",*bet*,apuesta apostar,"[['bet', 'wager', 'betting', 'punt']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=apuesta,"noun: bet, wager, betting"


31,*directamente*,"*directly*
adverb: directly, direct, straight",*directly*,directamente,"[['directly', 'direct', 'straight', 'right', 'right away', 'slapbang', 'non-stop']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=directamente,"adverb: directly, direct, straight"


32,*recuperar*,"*recover*
verb: recover, retrieve, regain",*recover*,recuperar,"[['recover', 'retrieve', 'regain', 'reclaim', 'recoup', 'recuperate', 'get back', 'make up for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=recuperar,"verb: recover, retrieve, regain"


33,*pongo* (poner),"*put*
verb: put, add, place",*put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pongo,"verb: put, add, place"


34,*llegaron* (llegar),"*they arrived*
verb: get, reach, arrive",*they arrived*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegaron,"verb: get, reach, arrive"


35,*cobarde*,"*coward*
adjective: coward, cowardly, craven
noun: coward, craven, quitter",*coward*,cobarde,"[['coward', 'cowardly', 'craven', 'yellow', 'poltroon', 'timid', 'recreant', 'faint-hearted', 'chicken-hearted', 'pigeon-hearted', 'lily-livered', 'weak-kneed'], ['coward', 'craven', 'quitter', 'poltroon', 'weakling', 'recreant', 'piker']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=cobarde,"adjective: coward, cowardly, craven
noun: coward, craven, quitter"


36,*cantidad*,"*amount*
noun: amount, quantity, lot",*amount*,cantidad,"[['amount', 'quantity', 'lot', 'deal', 'sum', 'total', 'volume', 'load', 'chunk', 'raft']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cantidad,"noun: amount, quantity, lot"


37,*sucio*,"*dirty*
adjective: dirty, unclean, grubby
adverb: unfairly, foully",*dirty*,sucio,"[['dirty', 'unclean', 'grubby', 'dingy', 'nasty', 'unwashed', 'impure', 'feculent'], ['unfairly', 'foully']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=sucio,"adjective: dirty, unclean, grubby
adverb: unfairly, foully"


38,*habia* (haber),"*there was*
verb: have",*there was*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=habia,verb: have


39,*emperador*,"*emperor*
noun: emperor, kaiser",*emperor*,emperador,"[['emperor', 'kaiser']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=emperador,"noun: emperor, kaiser"


40,*mono*,"*bun*
noun: ape, overalls, overall
adjective: cute, nice, lovely",*bun*,mono,"[['ape', 'overalls', 'overall', 'dungarees', 'boilersuit', 'rompers', 'mimic'], ['cute', 'nice', 'lovely', 'dandy', 'dinky', 'nice-looking']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mono,"noun: ape, overalls, overall
adjective: cute, nice, lovely"


41,*encontraremos* (encontrar),"*we will find*
verb: find, meet, encounter",*we will find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encontraremos,"verb: find, meet, encounter"


42,*disparen* (disparar),"*shoot*
verb: shoot, fire, discharge",*shoot*,disparar,"[['shoot', 'fire', 'discharge', 'loose off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=disparen,"verb: shoot, fire, discharge"


43,*gloria*,"*glory*
noun: glory, fame, triumph",*glory*,gloria,"[['glory', 'fame', 'triumph', 'kudos']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gloria,"noun: glory, fame, triumph"


44,*contrario*,"*contrary*
adjective: contrary, opposite, counter
noun: opponent, enemy",*contrary*,contrario,"[['contrary', 'opposite', 'counter', 'reverse', 'opposed', 'opponent', 'averse', 'adverse', 'counteractive', 'antipathetic', 'antipathetical'], ['opponent', 'enemy']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=contrario,"adjective: contrary, opposite, counter
noun: opponent, enemy"


45,*socorro* (socorro socorrer),"*Help*
noun: relief, help, aid",*Help*,socorro socorrer,"[['relief', 'help', 'aid', 'rescue', 'succor', 'succour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=socorro,"noun: relief, help, aid"


46,*sir*,"*sir*
noun: sir",*sir*,sir,[['sir']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sir,noun: sir


47,*escaleras* (escalera),"*stairs*
noun: staircase, ladder, stairs",*stairs*,escalera,"[['staircase', 'ladder', 'stairs', 'stairway', 'stair', 'steps', 'step', 'caracole']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escaleras,"noun: staircase, ladder, stairs"


48,*pasos* (paso),"*Steps*
noun: steps",*Steps*,paso,[['steps']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pasos,noun: steps


49,*nuevamente*,"*again*
adverb: newly, anew",*again*,nuevamente,"[['newly', 'anew']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=nuevamente,"adverb: newly, anew"


50,*derechos* (derecho),"*rights*
noun: duty, fee, tax",*rights*,derecho,"[['duty', 'fee', 'tax', 'duds']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=derechos,"noun: duty, fee, tax"


51,*obtener*,"*obtain*
verb: get, obtain, earn",*obtain*,obtener,"[['get', 'obtain', 'earn', 'secure', 'derive', 'acquire', 'elicit', 'procure', 'get in', 'poll']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=obtener,"verb: get, obtain, earn"


52,*guste* (gustar),"*like*
verb: like, taste, love",*like*,gustar,"[['like', 'taste', 'love', 'please', 'appeal', 'appeal to', 'interest', 'suit']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=guste,"verb: like, taste, love"


53,*búsqueda*,"*search*
noun: search, searching, quest",*search*,búsqueda,"[['search', 'searching', 'quest', 'pursuit', 'hunt', 'looking-for']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=búsqueda,"noun: search, searching, quest"


54,*helado* (helado helar),"*frozen*
noun: ice cream, ice, water ice
adjective: frozen, icy, freezing",*frozen*,helado helar,"[['ice cream', 'ice', 'water ice'], ['frozen', 'icy', 'freezing', 'frosty', 'glace', 'deepfrozen']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=helado,"noun: ice cream, ice, water ice
adjective: frozen, icy, freezing"


55,*fútbol*,"*soccer*
noun: football, soccer, association football",*soccer*,fútbol,"[['football', 'soccer', 'association football', 'footer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fútbol,"noun: football, soccer, association football"


56,*sexual*,"*sexual*
adjective: sexual, sex, sexy",*sexual*,sexual,"[['sexual', 'sex', 'sexy']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sexual,"adjective: sexual, sex, sexy"


57,*polvo*,"*dust*
noun: dust, powder
adjective: jammed",*dust*,polvo,"[['dust', 'powder'], ['jammed']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=polvo,"noun: dust, powder
adjective: jammed"


58,*aseguro* (asegurar),"*I assure*
noun: reassurance",*I assure*,asegurar,[['reassurance']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=aseguro,noun: reassurance


59,*rostro*,"*face*
noun: face, countenance, visage",*face*,rostro,"[['face', 'countenance', 'visage']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rostro,"noun: face, countenance, visage"


60,*robado* (robar robado),"*stolen*
adjective: stolen, taken",*stolen*,robar robado,"[['stolen', 'taken']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=robado,"adjective: stolen, taken"


61,*policia* (policía),"*police*
noun: police, policeman, cop",*police*,policía,"[['police', 'policeman', 'cop', 'police force', 'officer', 'peeler', 'constabulary', 'patrolman', 'copper', 'fuzz']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=policia,"noun: police, policeman, cop"


62,*empresa*,"*company*
noun: company, business, enterprise",*company*,empresa,"[['company', 'business', 'enterprise', 'firm', 'undertaking', 'venture', 'concern']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=empresa,"noun: company, business, enterprise"


63,*escuchas* (escuchar),"*do you listen*
verb: listen, hear, listen to",*do you listen*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuchas,"verb: listen, hear, listen to"


64,*pones* (poner),"*you put*
verb: put, add, place",*you put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pones,"verb: put, add, place"


65,*lárgate* (largar),"*get out*
interjection: Beat it!, Back off!, Hop off!",*get out*,largar,"[['Beat it!', 'Back off!', 'Hop off!', 'Get!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=lárgate,"interjection: Beat it!, Back off!, Hop off!"


66,*interés*,"*interest*
noun: interest
abbreviation: i",*interest*,interés,"[['interest'], ['i']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=interés,"noun: interest
abbreviation: i"


67,*discúlpeme* (disculpar),"*excuse me*
interjection: Excuse me!, I beg your pardon!",*excuse me*,disculpar,"[['Excuse me!', 'I beg your pardon!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=discúlpeme,"interjection: Excuse me!, I beg your pardon!"


68,*dejaron* (dejar),"*They left*
verb: leave, let, stop",*They left*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejaron,"verb: leave, let, stop"


69,*tengamos* (tener),"*let's have*
verb: have, keep, own",*let's have*,tener,"[['have', 'keep', 'own', 'bear', 'hold', 'possess', 'experience', 'wear']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tengamos,"verb: have, keep, own"


70,*firma* (firma firmar),"*signature*
noun: signature, firm, signing",*signature*,firma firmar,"[['signature', 'firm', 'signing', 'endorsement', 'sign manual', 'indorsement', 'indorsation', 'house']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=firma,"noun: signature, firm, signing"


71,*llevaba* (llevar),"*wore*
verb: carry, take, bring",*wore*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevaba,"verb: carry, take, bring"


72,*llegas* (llegar),"*you arrive*
verb: get, reach, arrive",*you arrive*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegas,"verb: get, reach, arrive"


73,*cristo* (Cristo),"*Christ*
noun: Christ",*Christ*,Cristo,[['Christ']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cristo,noun: Christ


74,*tercer* (tercero),"*third*
",*third*,tercero,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=tercer,


75,*senador*,"*senator*
noun: senator",*senator*,senador,[['senator']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=senador,noun: senator


76,*continúa* (continuar),"*keep going*
adjective: continuous, continuing, continual",*keep going*,continuar,"[['continuous', 'continuing', 'continual', 'steady', 'perpetual', 'persistent', 'rolling', 'unbroken', 'direct', 'chronic', 'non-stop']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=continúa,"adjective: continuous, continuing, continual"


77,*gracia*,"*funny*
noun: grace, charm, graciousness",*funny*,gracia,"[['grace', 'charm', 'graciousness', 'gracefulness', 'humor', 'wit', 'loveliness', 'cuteness', 'gain', 'drollery', 'die', 'humour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gracia,"noun: grace, charm, graciousness"


78,*cien*,"*hundred*
noun: hundred
: hundred",*hundred*,cien,"[['hundred'], ['hundred']]",noun ,noun ,https://www.linguee.com/english-dutch/search?source=auto&query=cien,"noun: hundred
: hundred"


79,*des* (dar),"*des*
prefix: mal-, un-, non-",*des*,dar,"[['mal-', 'un-', 'non-']]",prefix,prefix,https://www.linguee.com/english-dutch/search?source=auto&query=des,"prefix: mal-, un-, non-"


80,*tratado* (tratado tratar),"*treaty*
noun: treaty, treatise, agreement",*treaty*,tratado tratar,"[['treaty', 'treatise', 'agreement', 'tractate']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tratado,"noun: treaty, treatise, agreement"


81,*razones* (razón),"*reasons*
noun: reason, ratio, rate",*reasons*,razón,"[['reason', 'ratio', 'rate', 'cause', 'argument', 'gist']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=razones,"noun: reason, ratio, rate"


82,*caminando* (caminar),"*walking*
verb: walk, go, trot",*walking*,caminar,"[['walk', 'go', 'trot', 'home in on', ""wend one's way""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=caminando,"verb: walk, go, trot"


83,*urgencias* (urgencia),"*emergencies*
noun: urgency, emergency, immediacy",*emergencies*,urgencia,"[['urgency', 'emergency', 'immediacy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=urgencias,"noun: urgency, emergency, immediacy"


84,*u* (o),"*or*
conjunction: or",*or*,o,[['or']],conjunction,conjunction,https://www.linguee.com/english-dutch/search?source=auto&query=u,conjunction: or


85,*esperan* (esperar),"*are waiting*
verb: wait, expect, wait for",*are waiting*,esperar,"[['wait', 'expect', 'wait for', 'hope', 'await', 'wait around', 'look for', 'hold on', 'hold off', 'wait about', 'hang on', 'hang around', 'hang about', 'stand around', 'stand about', 'stay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=esperan,"verb: wait, expect, wait for"


86,*muñeca*,"*doll*
noun: wrist, doll, dummy
adjective: dollish",*doll*,muñeca,"[['wrist', 'doll', 'dummy'], ['dollish']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=muñeca,"noun: wrist, doll, dummy
adjective: dollish"


87,*firme* (firme firmar),"*firm*
adjective: firm, strong, steady
adverb: hard
noun: surface, road, roadbed",*firm*,firme firmar,"[['firm', 'strong', 'steady', 'solid', 'steadfast', 'hard', 'staunch', 'unwavering', 'secure', 'sure', 'adamant', 'set', 'positive', 'persistent', 'foursquare'], ['hard'], ['surface', 'road', 'roadbed', 'ballast bed', 'bed']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=firme,"adjective: firm, strong, steady
adverb: hard
noun: surface, road, roadbed"


88,*duerme* (dormir),"*sleep*
verb: sleep, slumber, doze",*sleep*,dormir,"[['sleep', 'slumber', 'doze', 'kip', 'doss', 'bunk down', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=duerme,"verb: sleep, slumber, doze"


89,*ambulancia*,"*ambulance*
noun: ambulance, ambulance car, ambulance station",*ambulance*,ambulancia,"[['ambulance', 'ambulance car', 'ambulance station']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ambulancia,"noun: ambulance, ambulance car, ambulance station"


90,*limpia* (limpio limpiar),"*clean*
noun: cleaning, cleanup",*clean*,limpio limpiar,"[['cleaning', 'cleanup']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=limpia,"noun: cleaning, cleanup"


91,*habéis* (haber),"*have you*
verb: have",*have you*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=habéis,verb: have


92,*flota* (flota flotar),"*fleet*
noun: fleet, navy, armada",*fleet*,flota flotar,"[['fleet', 'navy', 'armada', 'shipping']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=flota,"noun: fleet, navy, armada"


93,*leyenda*,"*legend*
noun: legend, caption, tale",*legend*,leyenda,"[['legend', 'caption', 'tale']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=leyenda,"noun: legend, caption, tale"


94,*encuentre* (encontrar),"*find*
verb: find, meet, encounter",*find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encuentre,"verb: find, meet, encounter"


95,*fué* (ir ser),"*was*
verb: be, come, come of",*was*,ir ser,"[['be', 'come', 'come of', 'play']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=fué,"verb: be, come, come of"


96,*romper*,"*break*
verb: break, break down, smash",*break*,romper,"[['break', 'break down', 'smash', 'break off', 'shatter', 'snap', 'cleave', 'cut through', 'sunder', 'snap off', 'smash down', 'smash in', 'take apart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=romper,"verb: break, break down, smash"


97,*muriendo* (morir),"*dying*
verb: die, kill, die out",*dying*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=muriendo,"verb: die, kill, die out"


98,*encontrarlo* (encontrar),"*find him*
",*find him*,encontrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=encontrarlo,


