,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
82,1582,fuerzas,*fuerzas* (forzar),forzar,forces,NOUN,NOUN,Noun
83,1583,cine,cine,,cinema,NOUN,NOUN,Noun
84,1584,escena,escena,,scene,NOUN,NOUN,Noun
85,1585,tía,tía,,aunt,VERB,VERB,Verb
86,1586,dando,*dando* (dar),,giving,VERB,VERB,Verb
87,1587,puntos,*puntos* (punto),,points,NOUN,NOUN,Noun
88,1588,teníamos,*teníamos* (tener),,we had,VERB,VERB,Verb
89,1589,dejaste,*dejaste* (dejar),,you left,VERB,VERB,Verb
90,1590,muévete,*muévete* (mover),,move on,NOUN,NOUN,Noun
91,1591,larga,*larga* (largo),largo,long,ADJ,ADJ,Adjective
92,1592,larga,*larga* (largar),largar,long,ADJ,ADJ,Adjective
93,1593,solía,*solía* (soler),,used to,VERB,VERB,Verb
94,1594,tema,tema,tema,issue,NOUN,NOUN,Noun
95,1595,tema,*tema* (temer),temer,issue,NOUN,NOUN,Noun
96,1596,preparado,preparado,preparado,prepared,ADJ,ADJ,Adjective
97,1597,preparado,*preparado* (preparar),preparar,prepared,ADJ,ADJ,Adjective
98,1598,depende,*depende* (depender),,depends,VERB,VERB,Verb
99,1599,policías,*policías* (policía),,police,NOUN,NOUN,Noun
