,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
85,1685,mataron,*mataron* (matar),,they killed,VERB,VERB,Verb
86,1686,ayude,*ayude* (ayudar),,help,VERB,VERB,Verb
87,1687,podremos,*podremos* (poder),,we will can,AUX,AUX,Auxiliary
88,1688,locos,*locos* (loco),,crazy,ADJ,ADJ,Adjective
89,1689,nombres,*nombres* (nombre),,Names,NOUN,NOUN,Noun
90,1690,parecer,parecer,,seem,VERB,VERB,Verb
91,1691,américa,*américa* (América),,America,NOUN,NOUN,Noun
92,1692,definitivamente,definitivamente,,definitely,ADV,ADV,Adverb
93,1693,cinta,cinta,,tape,NOUN,NOUN,Noun
94,1694,desea,*desea* (desear),,wishes,VERB,VERB,Verb
95,1695,brazos,*brazos* (brazo),,arms,NOUN,NOUN,Noun
96,1696,asuntos,*asuntos* (asunto),,affairs,NOUN,NOUN,Noun
97,1697,riesgo,riesgo,,risk,NOUN,NOUN,Noun
98,1698,escuché,*escuché* (escuchar),,listen,NOUN,NOUN,Noun
99,1699,lugares,*lugares* (lugar),,places,NOUN,NOUN,Noun
