,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
53,1953,cabo,cabo,,cape,VERB,VERB,Verb
54,1954,video,video,,video,VERB,VERB,Verb
55,1955,toques,*toques* (toque),toque,touches,NOUN,NOUN,Noun
56,1956,toques,*toques* (tocar),tocar,touches,NOUN,NOUN,Noun
57,1957,pelota,pelota,,ball,ADJ,ADJ,Adjective
58,1958,yendo,*yendo* (ir),,going,VERB,VERB,Verb
59,1959,directo,directo,,straight,ADJ,ADJ,Adjective
60,1960,termine,*termine* (terminar),,I finished,VERB,VERB,Verb
61,1961,vivos,*vivos* (vivo),,alive,ADJ,ADJ,Adjective
62,1962,sombrero,sombrero,,hat,ADJ,ADJ,Adjective
63,1963,tomé,*tomé* (tomar),,take,VERB,VERB,Verb
64,1964,estudio,estudio,estudio,study,NOUN,NOUN,Noun
65,1965,estudio,*estudio* (estudiar),estudiar,study,NOUN,NOUN,Noun
66,1966,grave,grave,,serious,ADJ,ADJ,Adjective
67,1967,protección,protección,,protection,NOUN,NOUN,Noun
68,1968,secretos,*secretos* (secreto),,secrets,ADJ,ADJ,Adjective
69,1969,perdiendo,*perdiendo* (perder),,losing,VERB,VERB,Verb
70,1970,pecho,pecho,,chest,NOUN,NOUN,Noun
71,1971,sepas,*sepas* (saber),,know,NOUN,NOUN,Noun
72,1972,enferma,*enferma* (enfermo),,sick,NOUN,NOUN,Noun
73,1973,cuesta,cuesta,cuesta,costs,VERB,VERB,Verb
74,1974,cuesta,*cuesta* (costar),costar,costs,VERB,VERB,Verb
75,1975,negros,*negros* (negro),,black,ADJ,ADJ,Adjective
76,1976,estrellas,*estrellas* (estrella),estrella,stars,NOUN,NOUN,Noun
77,1977,estrellas,*estrellas* (estrellar),estrellar,stars,NOUN,NOUN,Noun
78,1978,lago,lago,,lake,NOUN,NOUN,Noun
79,1979,clases,*clases* (clase),,classes,NOUN,NOUN,Noun
80,1980,obviamente,obviamente,,obviously,ADJ,ADJ,Adjective
81,1981,inmediato,inmediato,,immediate,ADJ,ADJ,Adjective
82,1982,modos,*modos* (modo),,modes,NOUN,NOUN,Noun
83,1983,irás,*irás* (ir),,you will go,NOUN,NOUN,Noun
84,1984,robo,robo,robo,heist,VERB,VERB,Verb
85,1985,robo,*robo* (robar),robar,heist,VERB,VERB,Verb
86,1986,mataré,*mataré* (matar),,I will kill,VERB,VERB,Verb
87,1987,seria,*seria* (ser),,I would be,ADJ,ADJ,Adjective
88,1988,apoyo,apoyo,apoyo,support,NOUN,NOUN,Noun
89,1989,apoyo,*apoyo* (apoyar),apoyar,support,NOUN,NOUN,Noun
90,1990,cerrar,cerrar,,close,VERB,VERB,Verb
91,1991,imagino,*imagino* (imaginar),,I imagine,ADJ,ADJ,Adjective
92,1992,amenaza,amenaza,amenaza,threat,VERB,VERB,Verb
93,1993,amenaza,*amenaza* (amenazar),amenazar,threat,VERB,VERB,Verb
94,1994,toque,toque,toque,touch,NOUN,NOUN,Noun
95,1995,toque,*toque* (tocar),tocar,touch,NOUN,NOUN,Noun
96,1996,saca,*saca* (sacar),,pulls out,VERB,VERB,Verb
97,1997,viernes,viernes,,Friday,NOUN,NOUN,Noun
98,1998,hayan,*hayan* (haber),,have,AUX,AUX,Auxiliary
99,1999,roto,roto,roto,broken,ADJ,ADJ,Adjective
