,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
13,*dejan* (dejar),"*leave*
verb: leave, let, stop",*leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejan,"verb: leave, let, stop"


14,*vacío*,"*empty*
noun: vacuum, void, emptiness
adjective: empty, void, blank",*empty*,vacío,"[['vacuum', 'void', 'emptiness', 'gap', 'hiatus'], ['empty', 'void', 'blank', 'vacant', 'hollow', 'bare', 'devoid', 'vacuous']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=vacío,"noun: vacuum, void, emptiness
adjective: empty, void, blank"


15,*trabajaba* (trabajar),"*worked*
verb: work, job, labor",*worked*,trabajar,"[['work', 'job', 'labor', 'labour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=trabajaba,"verb: work, job, labor"


16,*salón*,"*lounge*
noun: lounge, salon, saloon",*lounge*,salón,"[['lounge', 'salon', 'saloon', 'parlor', 'sitting room', 'show', 'drawing room', 'parlour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=salón,"noun: lounge, salon, saloon"


17,*motor*,"*engine*
noun: engine, motor, power unit
adjective: motor, driving, motive",*engine*,motor,"[['engine', 'motor', 'power unit', 'drive shaft'], ['motor', 'driving', 'motive', 'moving']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=motor,"noun: engine, motor, power unit
adjective: motor, driving, motive"


18,*conducir*,"*drive*
verb: lead, drive, conduct",*drive*,conducir,"[['lead', 'drive', 'conduct', 'bring', 'steer', 'guide', 'take', 'handle', 'navigate', 'transport', 'lead up', 'drive along', 'take the lead', 'show']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conducir,"verb: lead, drive, conduct"


19,*compré* (comprar),"*I bought*
verb: buy, purchase, get",*I bought*,comprar,"[['buy', 'purchase', 'get', 'buy up', 'pick up', 'invest in', 'lay in', 'take over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=compré,"verb: buy, purchase, get"


20,*quizas* (quizás),"*maybe*
adverb: perhaps, maybe, possibly",*maybe*,quizás,"[['perhaps', 'maybe', 'possibly', 'peradventure']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=quizas,"adverb: perhaps, maybe, possibly"


21,*den* (dar),"*give*
verb: give, yield, lend",*give*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=den,"verb: give, yield, lend"


22,*cerrada* (cerrado cerrar),"*closed*
verb: close, shut, shut down",*closed*,cerrado cerrar,"[['close', 'shut', 'shut down', 'lock', 'close down', 'seal', 'turn off', 'block', 'stop', 'seal off', 'fasten', 'zip', 'lock out', 'zip up', 'obstruct', 'jam', 'zip shut', 'put through']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cerrada,"verb: close, shut, shut down"


23,*cortar*,"*cut*
verb: cut, cut off, cut out",*cut*,cortar,"[['cut', 'cut off', 'cut out', 'chop', 'slice', 'sever', 'cut down', 'mow', 'hack', 'break', 'crop', 'cut away', 'cut up', 'nip', 'shut off', 'clip', 'turn off', 'slit', 'cut in', 'shear', 'fell', 'intersect', 'excise', 'whittle', 'trim off', 'lop', 'prune', 'incise', 'cut across', 'nick', 'lop off', 'trim away', 'pare', 'block off', 'shear off', 'shear through', 'turn out', 'snick', 'lop away', 'disbranch', 'exscind', 'lumber', 'detruncate', 'axe']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cortar,"verb: cut, cut off, cut out"


24,*crea* (crear),"*creates*
verb: create, make, set up",*creates*,crear,"[['create', 'make', 'set up', 'establish', 'develop', 'devise', 'launch', 'put together', 'think up', 'invent', 'run up', 'originate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=crea,"verb: create, make, set up"


25,*sera* (ser),"*be*
",*be*,ser,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=sera,


26,*mueva* (mover),"*move*
verb: move, shift, shake",*move*,mover,"[['move', 'shift', 'shake', 'stir', 'wag', 'budge', 'prompt', 'bob', 'wriggle', 'cause', 'lead']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mueva,"verb: move, shift, shake"


27,*hazme* (hacer),"*make me*
",*make me*,hacer,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hazme,


28,*bravo*,"*Bravo*
adjective: brave, rough, wild
adverb: doughtily",*Bravo*,bravo,"[['brave', 'rough', 'wild', 'courageous', 'dauntless', 'spirited', 'lion-hearted'], ['doughtily']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=bravo,"adjective: brave, rough, wild
adverb: doughtily"


29,*pregunté* (preguntar),"*I asked for*
verb: ask, inquire, question",*I asked for*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pregunté,"verb: ask, inquire, question"


30,*promesa*,"*promise*
noun: promise, vow, undertaking",*promise*,promesa,"[['promise', 'vow', 'undertaking']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=promesa,"noun: promise, vow, undertaking"


31,*espejo*,"*mirror*
noun: mirror, glass, reflection",*mirror*,espejo,"[['mirror', 'glass', 'reflection', 'reflexion', 'looking-glass']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=espejo,"noun: mirror, glass, reflection"


32,*dígale* (decir),"*tell him*
",*tell him*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dígale,


33,*sienta* (sentar sentir),"*feel*
verb: feel, sense, regret",*feel*,sentar sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sienta,"verb: feel, sense, regret"


34,*médicos* (médico),"*doctors*
noun: doctor, physician, medico
adjective: medical, medic",*doctors*,médico,"[['doctor', 'physician', 'medico', 'medic', 'surgeon'], ['medical', 'medic']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=médicos,"noun: doctor, physician, medico
adjective: medical, medic"


35,*cero*,"*zero*
adjective: zero
noun: zero, nil, nothing
: zero",*zero*,cero,"[['zero'], ['zero', 'nil', 'nothing', 'naught', 'cipher', 'cypher', 'love', 'nought'], ['zero']]",adjective noun ,adjective noun ,https://www.linguee.com/english-dutch/search?source=auto&query=cero,"adjective: zero
noun: zero, nil, nothing
: zero"


36,*escribió* (escribir),"*wrote*
verb: write, spell, write out",*wrote*,escribir,"[['write', 'spell', 'write out', 'write in', 'write up', 'write off', 'join up', 'indenture', 'get off', 'keep']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escribió,"verb: write, spell, write out"


37,*volveremos* (volver),"*we will be back*
verb: return, go back, come back",*we will be back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=volveremos,"verb: return, go back, come back"


38,*unidades* (unidad),"*units*
noun: unit, unity, oneness",*units*,unidad,"[['unit', 'unity', 'oneness', 'one', 'singleness', 'outfit', 'ensemble', 'denomination', 'coupling', 'corporation', 'lot']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=unidades,"noun: unit, unity, oneness"


39,*cheque*,"*check*
noun: check, cheque",*check*,cheque,"[['check', 'cheque']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cheque,"noun: check, cheque"


40,*consigue* (conseguir),"*get*
verb: get, achieve, obtain",*get*,conseguir,"[['get', 'achieve', 'obtain', 'gain', 'attain', 'accomplish', 'win', 'acquire', 'come by', 'score', 'procure', 'land', 'enlist', 'get hold of', 'purchase', 'pull off', 'bring off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=consigue,"verb: get, achieve, obtain"


41,*antiguo*,"*ancient*
adjective: old, ancient, former
noun: antique",*ancient*,antiguo,"[['old', 'ancient', 'former', 'antique', 'vintage', 'archaic', 'used', 'quondam', 'age-old', 'old-world', 'old-established', 'out-of-date', 'long-standing'], ['antique']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=antiguo,"adjective: old, ancient, former
noun: antique"


42,*regla*,"*ruler*
noun: rule, ruler, regulation",*ruler*,regla,"[['rule', 'ruler', 'regulation', 'period', 'law', 'monthlies']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=regla,"noun: rule, ruler, regulation"


43,*pesadilla*,"*nightmare*
noun: nightmare",*nightmare*,pesadilla,[['nightmare']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pesadilla,noun: nightmare


44,*enviar*,"*send*
verb: send, post, ship",*send*,enviar,"[['send', 'post', 'ship', 'forward', 'dispatch', 'despatch', 'send off', 'remit', 'consign', 'send away', 'pack off', 'tap out', 'extend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=enviar,"verb: send, post, ship"


45,*podías* (poder),"*could you*
verb: be able to, can, may",*could you*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=podías,"verb: be able to, can, may"


46,*llevarte* (llevar),"*take you*
",*take you*,llevar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llevarte,


47,*entrenador*,"*coach*
noun: coach, trainer",*coach*,entrenador,"[['coach', 'trainer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=entrenador,"noun: coach, trainer"


48,*cuida* (cuidar),"*takes care*
verb: care, look after, tend",*takes care*,cuidar,"[['care', 'look after', 'tend', 'nurse', 'mind', 'groom', 'look to', 'reck']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cuida,"verb: care, look after, tend"


49,*paciencia*,"*patience*
noun: patience, forbearance, tolerance",*patience*,paciencia,"[['patience', 'forbearance', 'tolerance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=paciencia,"noun: patience, forbearance, tolerance"


50,*dilo* (decir),"*say it*
",*say it*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dilo,


51,*levanta* (levantar),"*Raise*
verb: lift, raise, pick up",*Raise*,levantar,"[['lift', 'raise', 'pick up', 'build', 'get up', 'lift up', 'erect', 'raise up', 'pull up', 'set up', 'boost', 'put up', 'adjourn', 'hoist', 'elevate', 'heave', 'rouse', 'jack', 'push up', 'flush', 'heft', 'break up', 'wind up', 'spring', 'hitch', 'ring up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=levanta,"verb: lift, raise, pick up"


52,*complicado* (complicado complicar),"*complicated*
adjective: complicated, complex, elaborate",*complicated*,complicado complicar,"[['complicated', 'complex', 'elaborate', 'tangled', 'perplexing', 'knotty', 'compound', 'knotted', 'anfractuous', 'queasy', 'convolute', 'many-sided']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=complicado,"adjective: complicated, complex, elaborate"


53,*superior*,"*superior*
adjective: top, upper, higher
noun: superior, better",*superior*,superior,"[['top', 'upper', 'higher', 'superior', 'high', 'advanced', 'best', 'ranking', 'high-ranking'], ['superior', 'better']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=superior,"adjective: top, upper, higher
noun: superior, better"


54,*sugiero* (sugerir),"*I suggest*
verb: suggest, prompt, come up with",*I suggest*,sugerir,"[['suggest', 'prompt', 'come up with', 'invite']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sugiero,"verb: suggest, prompt, come up with"


55,*familias* (familia),"*families*
noun: family, household, kin",*families*,familia,"[['family', 'household', 'kin', 'parentage', 'kindred', 'dynasty', 'folk', 'blood', 'race']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=familias,"noun: family, household, kin"


56,*dirá* (decir),"*will tell*
verb: say, tell, speak",*will tell*,decir,"[['say', 'tell', 'speak', 'mention', 'call', 'word', 'recite', 'voice']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dirá,"verb: say, tell, speak"


57,*pienses* (pensar),"*think*
verb: think, reflect, ponder",*think*,pensar,"[['think', 'reflect', 'ponder', 'contemplate', 'think out', 'guess', 'think over', 'cogitate', 'see about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pienses,"verb: think, reflect, ponder"


58,*temporada*,"*season*
noun: season, time, spell",*season*,temporada,"[['season', 'time', 'spell']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=temporada,"noun: season, time, spell"


59,*suelta* (suelto soltar),"*loose*
adjective: loose, free, single",*loose*,suelto soltar,"[['loose', 'free', 'single', 'detached', 'separate', 'flyaway']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=suelta,"adjective: loose, free, single"


60,*corran* (correr),"*run*
verb: run, flow, hurry",*run*,correr,"[['run', 'flow', 'hurry', 'draw', 'chase', 'slide', 'scurry', 'stream', 'run along', 'pour', 'blow', 'scuttle', 'lap', 'go around', 'go round', 'scud', 'hie', 'go about', 'nip', 'hare', 'go it']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=corran,"verb: run, flow, hurry"


61,*propios* (propio),"*own*
adjective: own, proper, individual",*own*,propio,"[['own', 'proper', 'individual', 'peculiar', 'befitting']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=propios,"adjective: own, proper, individual"


62,*feo*,"*ugly*
adjective: ugly, unsightly, nasty",*ugly*,feo,"[['ugly', 'unsightly', 'nasty', 'homely', 'foul', 'tacky', 'miscreated', 'ungraceful', 'bad-looking', 'ill-favoured', 'ill-favored']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=feo,"adjective: ugly, unsightly, nasty"


63,*dispuesto* (dispuesto disponer),"*willing*
adjective: ready, disposed, prepared
adverb: all set",*willing*,dispuesto disponer,"[['ready', 'disposed', 'prepared', 'set', 'minded', 'unposted'], ['all set']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=dispuesto,"adjective: ready, disposed, prepared
adverb: all set"


64,*ayúdenme* (ayudar),"*help me*
",*help me*,ayudar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ayúdenme,


65,*teoría*,"*theory*
noun: theory",*theory*,teoría,[['theory']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=teoría,noun: theory


66,*salvaje*,"*wild*
adjective: wild, savage, feral
noun: savage",*wild*,salvaje,"[['wild', 'savage', 'feral', 'untamed', 'fierce'], ['savage']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=salvaje,"adjective: wild, savage, feral
noun: savage"


67,*negativo*,"*negative*
adjective: negative, adverse, minus
noun: negative",*negative*,negativo,"[['negative', 'adverse', 'minus', 'negativistic', 'negatory', 'privative'], ['negative']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=negativo,"adjective: negative, adverse, minus
noun: negative"


68,*íbamos* (ir),"*we were going*
verb: go, be, head",*we were going*,ir,"[['go', 'be', 'head', 'walk', 'pass', 'pursue', 'fit', 'run away', 'pass by', 'get at', 'run for', 'run after', 'chase after', 'suit', 'be behind', 'lead', 'follow']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=íbamos,"verb: go, be, head"


69,*hubieran* (haber),"*they would have*
verb: have",*they would have*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hubieran,verb: have


70,*tripulación*,"*crew*
noun: crew, aircrew, ship's company",*crew*,tripulación,"[['crew', 'aircrew', ""ship's company""]]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tripulación,"noun: crew, aircrew, ship's company"


71,*taza*,"*cup*
noun: cup, bowl, cuppa",*cup*,taza,"[['cup', 'bowl', 'cuppa', 'cupful']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=taza,"noun: cup, bowl, cuppa"


72,*perdida* (perdido perder),"*loss*
noun: loss, waste, leak",*loss*,perdido perder,"[['loss', 'waste', 'leak', 'forfeiture', 'wastage', 'forfeit', 'outflow']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perdida,"noun: loss, waste, leak"


73,*vinieron* (venir),"*they came*
verb: come, come round, come through",*they came*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vinieron,"verb: come, come round, come through"


74,*ponen* (poner),"*put*
verb: put, add, place",*put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ponen,"verb: put, add, place"


75,*pasamos* (pasar),"*we passed*
verb: pass, go, move",*we passed*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasamos,"verb: pass, go, move"


76,*parecido* (parecido parecer),"*similar*
adjective: like, similar, alike
adverb: like
noun: resemblance, similarity, likeness",*similar*,parecido parecer,"[['like', 'similar', 'alike', 'equal', 'such', 'lifelike', 'akin'], ['like'], ['resemblance', 'similarity', 'likeness', 'alike']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=parecido,"adjective: like, similar, alike
adverb: like
noun: resemblance, similarity, likeness"


77,*acepto* (aceptar),"*I agree*
verb: accept, take, agree",*I agree*,aceptar,"[['accept', 'take', 'agree', 'embrace', 'take up', 'allow', 'admit', 'receive', 'take on', 'honor', 'adopt', 'take in', 'say yes to', 'fall in', 'honour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acepto,"verb: accept, take, agree"


78,*gay*,"*gay*
",*gay*,gay,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=gay,


79,*señoras* (señora),"*ladies*
noun: ladies",*ladies*,señora,[['ladies']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=señoras,noun: ladies


80,*quedaré* (quedar),"*I will stay*
verb: stay, remain, keep",*I will stay*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedaré,"verb: stay, remain, keep"


81,*parada* (parada parar),"*stop*
noun: stop, stopping, stand",*stop*,parada parar,"[['stop', 'stopping', 'stand', 'standstill', 'stoppage', 'halt', 'parry', 'relay', 'stopping place', 'detention', 'stake', 'pull-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=parada,"noun: stop, stopping, stand"


82,*niñas* (niña),"*girls*
noun: child, kid, boy",*girls*,niña,"[['child', 'kid', 'boy', 'baby', 'infant', 'lad', 'junior', 'laddie']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=niñas,"noun: child, kid, boy"


83,*conseguí* (conseguir),"*got*
verb: get, achieve, obtain",*got*,conseguir,"[['get', 'achieve', 'obtain', 'gain', 'attain', 'accomplish', 'win', 'acquire', 'come by', 'score', 'procure', 'land', 'enlist', 'get hold of', 'purchase', 'pull off', 'bring off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conseguí,"verb: get, achieve, obtain"


84,*acabamos* (acabar),"*we finish*
verb: end, finish, complete",*we finish*,acabar,"[['end', 'finish', 'complete', 'terminate', 'come', 'wind up', 'round off', 'land', 'accomplish', 'get over', 'expire', 'go out', 'discontinue', 'play out', 'break off', 'top off', 'eat up', 'let up', 'give over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acabamos,"verb: end, finish, complete"


85,*normalmente*,"*usually*
adverb: normally, as a rule",*usually*,normalmente,"[['normally', 'as a rule']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=normalmente,"adverb: normally, as a rule"


86,*muchísimo* (muchísimo mucho),"*very much*
adverb: lot, very much, a great deal",*very much*,muchísimo mucho,"[['lot', 'very much', 'a great deal', 'awfully', 'very much indeed', 'very badly', 'heaps', 'heaps of', 'oodles']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=muchísimo,"adverb: lot, very much, a great deal"


87,*bruja*,"*witch*
noun: witch, sorceress, hag",*witch*,bruja,"[['witch', 'sorceress', 'hag', 'bitch', 'crone', 'harridan', 'beldam', 'hex', 'night-hag']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bruja,"noun: witch, sorceress, hag"


88,*vegas* (vega),"*vegas*
noun: bottom",*vegas*,vega,[['bottom']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vegas,noun: bottom


89,*tuvieron* (tener),"*they had*
verb: have, keep, own",*they had*,tener,"[['have', 'keep', 'own', 'bear', 'hold', 'possess', 'experience', 'wear']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tuvieron,"verb: have, keep, own"


90,*traigo* (traer),"*I bring*
verb: bring, bring in, get",*I bring*,traer,"[['bring', 'bring in', 'get', 'carry', 'bring along', 'wear', 'take along', 'call up', 'carry back', 'bring round', 'bring around', 'wheel out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=traigo,"verb: bring, bring in, get"


91,*matará* (matar),"*will kill*
verb: fuse, fuze",*will kill*,matar,"[['fuse', 'fuze']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=matará,"verb: fuse, fuze"


92,*funeral*,"*funeral*
noun: funeral",*funeral*,funeral,[['funeral']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=funeral,noun: funeral


93,*conseguiste* (conseguir),"*you got*
verb: get, achieve, obtain",*you got*,conseguir,"[['get', 'achieve', 'obtain', 'gain', 'attain', 'accomplish', 'win', 'acquire', 'come by', 'score', 'procure', 'land', 'enlist', 'get hold of', 'purchase', 'pull off', 'bring off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conseguiste,"verb: get, achieve, obtain"


94,*teatro*,"*theater*
noun: theater, stage, playhouse",*theater*,teatro,"[['theater', 'stage', 'playhouse', 'theatre', 'play-acting']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=teatro,"noun: theater, stage, playhouse"


95,*medianoche*,"*midnight*
noun: midnight, noontide",*midnight*,medianoche,"[['midnight', 'noontide']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=medianoche,"noun: midnight, noontide"


96,*biblioteca*,"*library*
noun: library",*library*,biblioteca,[['library']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=biblioteca,noun: library


97,*estemos* (estar),"*we are*
verb: be, stay, stand",*we are*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estemos,"verb: be, stay, stand"


98,*túnel*,"*tunnel*
noun: tunnel",*tunnel*,túnel,[['tunnel']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=túnel,noun: tunnel


