,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
10,*ponemos* (poner),"*we put*
verb: put, add, place",*we put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ponemos,"verb: put, add, place"


11,*monte*,"*mountain*
noun: mountain, mount, bush
abbreviation: Mt.",*mountain*,monte,"[['mountain', 'mount', 'bush', 'woods', 'cliff'], ['Mt.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=monte,"noun: mountain, mount, bush
abbreviation: Mt."


12,*discusión*,"*discussion*
noun: discussion, argument, debate",*discussion*,discusión,"[['discussion', 'argument', 'debate', 'dispute', 'disputation', 'argumentation', 'haggling', 'agitation', 'cample', 'controversy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=discusión,"noun: discussion, argument, debate"


13,*digno*,"*worthy*
adjective: worthy, dignified, deserving",*worthy*,digno,"[['worthy', 'dignified', 'deserving']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=digno,"adjective: worthy, dignified, deserving"


14,*desean* (desear),"*wish*
verb: want, wish, desire",*wish*,desear,"[['want', 'wish', 'desire', 'wish for', 'long for', 'covet']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=desean,"verb: want, wish, desire"


15,*darse* (dar),"*give yourself*
verb: assume, lend, dedicate",*give yourself*,dar,"[['assume', 'lend', 'dedicate', 'take to', 'exchange']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=darse,"verb: assume, lend, dedicate"


16,*considerar*,"*consider*
verb: consider, regard, account",*consider*,considerar,"[['consider', 'regard', 'account', 'think', 'look at', 'take into account', 'deem', 'contemplate', 'take into consideration', 'ponder', 'look upon', 'judge', 'reckon', 'look on', 'think over', 'rate', 'behold', 'perpend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=considerar,"verb: consider, regard, account"


17,*bancos* (banco),"*banks*
noun: bank, bench, shoal",*banks*,banco,"[['bank', 'bench', 'shoal', 'settle', 'school']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bancos,"noun: bank, bench, shoal"


18,*poción*,"*potion*
noun: potion, drench, philter",*potion*,poción,"[['potion', 'drench', 'philter', 'philtre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=poción,"noun: potion, drench, philter"


19,*perdóneme* (perdonar),"*excuse me*
interjection: Excuse me!, Pardon me!",*excuse me*,perdonar,"[['Excuse me!', 'Pardon me!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=perdóneme,"interjection: Excuse me!, Pardon me!"


20,*pensabas* (pensar),"*you thought*
verb: think, reflect, ponder",*you thought*,pensar,"[['think', 'reflect', 'ponder', 'contemplate', 'think out', 'guess', 'think over', 'cogitate', 'see about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pensabas,"verb: think, reflect, ponder"


21,*generoso*,"*generous*
adjective: generous, bountiful, rich",*generous*,generoso,"[['generous', 'bountiful', 'rich', 'munificent', 'bounteous', 'unsparing', 'ungrudging', 'noble-minded', 'open-handed', 'big-hearted']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=generoso,"adjective: generous, bountiful, rich"


22,*estatua*,"*statue*
noun: statue, figure",*statue*,estatua,"[['statue', 'figure']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estatua,"noun: statue, figure"


23,*convencer*,"*convince*
verb: convince, persuade, satisfy",*convince*,convencer,"[['convince', 'persuade', 'satisfy', 'prevail on', 'prevail upon', 'talk into', 'win over', 'win round']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=convencer,"verb: convince, persuade, satisfy"


24,*conocida* (conocida conocido conocer),"*known*
verb: know, meet, learn",*known*,conocida conocido conocer,"[['know', 'meet', 'learn', 'recognize', 'become acquainted', 'ken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conocida,"verb: know, meet, learn"


25,*comenzamos* (comenzar),"*we started*
verb: start, begin, commence",*we started*,comenzar,"[['start', 'begin', 'commence', 'initiate', 'launch', 'open', 'start up', 'kick off', 'take up', 'dawn', 'open up', 'lead off', 'come on', 'enter on', 'turn to', 'take to', 'institute', 'light']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comenzamos,"verb: start, begin, commence"


26,*aceptado* (aceptado aceptar),"*accepted*
adjective: accepted, taken, admitted",*accepted*,aceptado aceptar,"[['accepted', 'taken', 'admitted', 'granted', 'digested']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=aceptado,"adjective: accepted, taken, admitted"


27,*rob* (rob Rob),"*Rob*
",*Rob*,rob Rob,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=rob,


28,*importar*,"*matter*
verb: import, matter, amount to",*matter*,importar,"[['import', 'matter', 'amount to', 'reck']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=importar,"verb: import, matter, amount to"


29,*fracaso* (fracaso fracasar),"*failure*
noun: failure, flop, breakdown",*failure*,fracaso fracasar,"[['failure', 'flop', 'breakdown', 'fiasco', 'bust', 'miss', 'washout', 'miscarriage', 'turkey']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fracaso,"noun: failure, flop, breakdown"


30,*ciertos* (cierto),"*some*
adjective: some",*some*,cierto,[['some']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=ciertos,adjective: some


31,*bomberos* (bombero),"*firefighters*
noun: firefighter, fireman, fireguard",*firefighters*,bombero,"[['firefighter', 'fireman', 'fireguard']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bomberos,"noun: firefighter, fireman, fireguard"


32,*sorprendido* (sorprendido sorprender),"*surprised*
adjective: surprised, shocked, astonished",*surprised*,sorprendido sorprender,"[['surprised', 'shocked', 'astonished', 'startled']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sorprendido,"adjective: surprised, shocked, astonished"


33,*protegido* (protegido proteger),"*protected*
adjective: protected, sheltered
noun: protege",*protected*,protegido proteger,"[['protected', 'sheltered'], ['protege']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=protegido,"adjective: protected, sheltered
noun: protege"


34,*presenta* (presentar),"*presents*
verb: present, submit, introduce",*presents*,presentar,"[['present', 'submit', 'introduce', 'show', 'display', 'exhibit', 'put forward', 'feature', 'launch', 'bring forward', 'enter', 'come up with', 'set out', 'put up', 'hand in', 'bring in', 'prefer', 'put across', 'put over', 'model', 'come through with', 'pay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=presenta,"verb: present, submit, introduce"


35,*metí* (meter),"*I got*
verb: put, insert, place",*I got*,meter,"[['put', 'insert', 'place', 'shove', 'dip', 'thrust', 'introduce', 'sink', 'engage', 'involve', 'tuck in', 'enclose', 'stow', 'intrude', 'log in', 'inclose', 'jug', 'fay', 'throw on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=metí,"verb: put, insert, place"


36,*entenderlo* (entender),"*understand it*
",*understand it*,entender,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=entenderlo,


37,*detengan* (detener),"*stop*
verb: stop, halt, arrest",*stop*,detener,"[['stop', 'halt', 'arrest', 'detain', 'keep', 'stay', 'hold up', 'seize', 'hinder', 'capture', 'secure']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=detengan,"verb: stop, halt, arrest"


38,*conflicto*,"*conflict*
noun: conflict, dispute, clash",*conflict*,conflicto,"[['conflict', 'dispute', 'clash', 'struggle', 'trouble']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conflicto,"noun: conflict, dispute, clash"


39,*códigos* (código),"*codes*
noun: code, cipher, cypher",*codes*,código,"[['code', 'cipher', 'cypher']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=códigos,"noun: code, cipher, cypher"


40,*seco*,"*dry*
adjective: dried, dry, dead",*dry*,seco,"[['dried', 'dry', 'dead', 'sharp', 'curt', 'parched', 'sere', 'barren', 'rainless', 'hacking', 'short-spoken']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=seco,"adjective: dried, dry, dead"


41,*sabiendo* (saber),"*knowing*
verb: know, realize, taste",*knowing*,saber,"[['know', 'realize', 'taste', 'be conscious of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sabiendo,"verb: know, realize, taste"


42,*hacerla* (hacer),"*do it*
",*do it*,hacer,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hacerla,


43,*graves* (grave),"*serious*
adjective: serious, severe, grave",*serious*,grave,"[['serious', 'severe', 'grave', 'acute', 'bad', 'low', 'deep', 'grievous', 'heavy', 'difficult', 'desperate', 'grim', 'demure']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=graves,"adjective: serious, severe, grave"


44,*dejarás* (dejar),"*you will leave*
verb: leave, let, stop",*you will leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejarás,"verb: leave, let, stop"


45,*convencido* (convencido convencer),"*convinced*
adjective: convinced",*convinced*,convencido convencer,[['convinced']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=convencido,adjective: convinced


46,*comprende* (comprender),"*understands*
verb: understand, comprise, comprehend",*understands*,comprender,"[['understand', 'comprise', 'comprehend', 'include', 'grasp', 'perceive', 'incorporate', 'get', 'follow', 'interpret', 'catch', 'savvy', 'dig', 'take in', 'twig', 'come across', 'see', 'catch the point', 'latch on', 'bear in', 'trace']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comprende,"verb: understand, comprise, comprehend"


47,*bromas* (broma),"*jokes*
noun: joking, jesting",*jokes*,broma,"[['joking', 'jesting']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bromas,"noun: joking, jesting"


48,*oyen* (oír),"*hear*
verb: hear, listen, overhear",*hear*,oír,"[['hear', 'listen', 'overhear', 'catch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=oyen,"verb: hear, listen, overhear"


49,*moleste* (molestar),"*bother*
verb: disturb, bother, annoy",*bother*,molestar,"[['disturb', 'bother', 'annoy', 'trouble', 'tease', 'hassle', 'molest', 'pester', 'inconvenience', 'intrude', 'irritate', 'worry', 'fret', 'fuss', 'badger', 'distract', 'incommode', 'persecute', 'faze', 'discommode', 'put about', 'put out', 'commove', 'nettle', 'estop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=moleste,"verb: disturb, bother, annoy"


50,*mencionar*,"*mention*
verb: mention, name, refer to",*mention*,mencionar,"[['mention', 'name', 'refer to', 'cite', 'allude', 'touch on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mencionar,"verb: mention, name, refer to"


51,*gastos* (gasto),"*bills*
noun: expenses, expense, outlay",*bills*,gasto,"[['expenses', 'expense', 'outlay', 'outgoings', 'outgo', 'exes']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gastos,"noun: expenses, expense, outlay"


52,*estaríamos* (estar),"*we would be*
verb: be, stay, stand",*we would be*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estaríamos,"verb: be, stay, stand"


53,*esperaremos* (esperar),"*we will wait*
verb: wait, expect, wait for",*we will wait*,esperar,"[['wait', 'expect', 'wait for', 'hope', 'await', 'wait around', 'look for', 'hold on', 'hold off', 'wait about', 'hang on', 'hang around', 'hang about', 'stand around', 'stand about', 'stay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=esperaremos,"verb: wait, expect, wait for"


54,*encontrarán* (encontrar),"*they will find*
verb: find, meet, encounter",*they will find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encontrarán,"verb: find, meet, encounter"


55,*billetes* (billete),"*tickets*
noun: ticket, bill, fare",*tickets*,billete,"[['ticket', 'bill', 'fare', 'billet']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=billetes,"noun: ticket, bill, fare"


56,*arco*,"*bow*
noun: arc, bow, arch",*bow*,arco,"[['arc', 'bow', 'arch', 'archway', 'longbow']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=arco,"noun: arc, bow, arch"


57,*altos* (alto),"*tall*
adjective: high, tall, upper
noun: stop, halt, standstill",*tall*,alto,"[['high', 'tall', 'upper', 'loud', 'lofty', 'long', 'upward'], ['stop', 'halt', 'standstill']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=altos,"adjective: high, tall, upper
noun: stop, halt, standstill"


58,*actores* (actor),"*actors*
noun: actor, player, performer",*actors*,actor,"[['actor', 'player', 'performer', 'Thespian']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actores,"noun: actor, player, performer"


59,*talvez*,"*maybe*
adverb: perhaps, maybe, perchance",*maybe*,talvez,"[['perhaps', 'maybe', 'perchance']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=talvez,"adverb: perhaps, maybe, perchance"


60,*sitios* (sitio),"*sites*
noun: site, website, place",*sites*,sitio,"[['site', 'website', 'place', 'room', 'location', 'spot', 'space', 'position', 'locale', 'lieu', 'installation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sitios,"noun: site, website, place"


61,*saluda* (saludar),"*greets*
verb: greet, salute, hail",*greets*,saludar,"[['greet', 'salute', 'hail', 'acknowledge']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=saluda,"verb: greet, salute, hail"


62,*quejas* (queja quejar),"*complaints*
noun: nagging, wailing, niggling",*complaints*,queja quejar,"[['nagging', 'wailing', 'niggling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=quejas,"noun: nagging, wailing, niggling"


63,*planeando* (planear),"*planning*
verb: plan, glide, design",*planning*,planear,"[['plan', 'glide', 'design', 'arrange', 'devise', 'plane', 'set up', 'project', 'program', 'mastermind', 'model', 'contrive', 'programme']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=planeando,"verb: plan, glide, design"


64,*moriremos* (morir),"*we will die*
verb: die, kill, die out",*we will die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=moriremos,"verb: die, kill, die out"


65,*marica*,"*sissy*
noun: sissy, pansy, queen",*sissy*,marica,"[['sissy', 'pansy', 'queen', 'milksop', 'mollycoddle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=marica,"noun: sissy, pansy, queen"


66,*habrías* (haber),"*you would have*
verb: have",*you would have*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=habrías,verb: have


67,*estarían* (estar),"*they would be*
verb: be, stay, stand",*they would be*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estarían,"verb: be, stay, stand"


68,*dejarán* (dejar),"*they will leave*
verb: leave, let, stop",*they will leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejarán,"verb: leave, let, stop"


69,*amantes* (amante),"*lovers*
noun: lover, mistress, paramour
adjective: affectionate",*lovers*,amante,"[['lover', 'mistress', 'paramour', 'flame', 'swain'], ['affectionate']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=amantes,"noun: lover, mistress, paramour
adjective: affectionate"


70,*acostumbrado* (acostumbrado acostumbrar),"*used to*
adjective: used, accustomed, usual",*used to*,acostumbrado acostumbrar,"[['used', 'accustomed', 'usual', 'customary', 'wont', 'habitual', 'wonted', 'acclimated', 'acclimatized']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=acostumbrado,"adjective: used, accustomed, usual"


71,*torneo* (torneo tornear),"*tournament*
noun: tournament, tourney, championship",*tournament*,torneo tornear,"[['tournament', 'tourney', 'championship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=torneo,"noun: tournament, tourney, championship"


72,*planos* (plano),"*blueprints*
adjective: plane, flat, level
noun: plane, flat, map",*blueprints*,plano,"[['plane', 'flat', 'level'], ['plane', 'flat', 'map', 'plan']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=planos,"adjective: plane, flat, level
noun: plane, flat, map"


73,*ordeno* (ordenar),"*I order*
verb: order, sort, arrange",*I order*,ordenar,"[['order', 'sort', 'arrange', 'command', 'ordain', 'rank', 'tidy up', 'marshal', 'classify', 'put in order', 'enjoin', 'set in order', 'line up', 'assort', 'map out', 'fill an order', 'tidy out', 'demand', 'confer', 'tell off', 'accommodate', 'will']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ordeno,"verb: order, sort, arrange"


74,*miré* (mirar),"*Look*
interjection: Look!",*Look*,mirar,[['Look!']],interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=miré,interjection: Look!


75,*maldicion* (maldición),"*curse*
noun: curse, malediction, damn",*curse*,maldición,"[['curse', 'malediction', 'damn', 'damnation', 'damning', 'ban', 'malison', 'damnification']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=maldicion,"noun: curse, malediction, damn"


76,*kg* (kg kilogramo),"*kg*
",*kg*,kg kilogramo,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=kg,


77,*dirías* (decir),"*would you say*
verb: say, tell, speak",*would you say*,decir,"[['say', 'tell', 'speak', 'mention', 'call', 'word', 'recite', 'voice']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dirías,"verb: say, tell, speak"


78,*confirmado* (confirmado confirmar),"*confirmed*
adjective: confirmed",*confirmed*,confirmado confirmar,[['confirmed']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=confirmado,adjective: confirmed


79,*vacas* (vaca),"*cows*
noun: cattle, kine",*cows*,vaca,"[['cattle', 'kine']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vacas,"noun: cattle, kine"


80,*quirófano*,"*operating room*
",*operating room*,quirófano,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=quirófano,


81,*ponerlo* (poner),"*put it*
",*put it*,poner,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ponerlo,


82,*origen*,"*origin*
noun: origin, source, birth",*origin*,origen,"[['origin', 'source', 'birth', 'descent', 'beginning', 'root', 'origination', 'provenance', 'derivation', 'provenience', 'bottom']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=origen,"noun: origin, source, birth"


83,*fusión*,"*fusion*
noun: fusion, merger, melting",*fusion*,fusión,"[['fusion', 'merger', 'melting', 'coalescence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fusión,"noun: fusion, merger, melting"


84,*deberá* (deber),"*shall*
verb: must, owe, job",*shall*,deber,"[['must', 'owe', 'job', 'suppose']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=deberá,"verb: must, owe, job"


85,*verdaderos* (verdadero),"*true*
adjective: true, real, actual",*true*,verdadero,"[['true', 'real', 'actual', 'veritable', 'right', 'rightful', 'sheer', 'factual', 'legitimate', 'upstanding', 'sterling', 'trueborn', 'unerring', 'proper', 'regular', 'incorrupt', 'positive', 'effective']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=verdaderos,"adjective: true, real, actual"


86,*serían* (ser),"*would*
verb: be, come, come of",*would*,ser,"[['be', 'come', 'come of', 'play']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=serían,"verb: be, come, come of"


87,*seguía* (seguir),"*followed*
verb: follow, continue, keep",*followed*,seguir,"[['follow', 'continue', 'keep', 'pursue', 'go on', 'keep on', 'proceed', 'keep up', 'trace', 'keep track of', 'keep up with', 'hold', 'chase', 'go after', 'tail', 'go in for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=seguía,"verb: follow, continue, keep"


88,*sabrán* (saber),"*will know*
verb: know, realize, taste",*will know*,saber,"[['know', 'realize', 'taste', 'be conscious of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sabrán,"verb: know, realize, taste"


89,*pasaje*,"*passage*
noun: passage, ticket, passageway",*passage*,pasaje,"[['passage', 'ticket', 'passageway', 'fare', 'pass', 'crossing', 'alleyway', 'passage money', 'carfare', 'airbill', 'channel']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pasaje,"noun: passage, ticket, passageway"


90,*necesidades* (necesidad),"*needs*
noun: need, necessity, requirement",*needs*,necesidad,"[['need', 'necessity', 'requirement', 'want', 'desire', 'neediness', 'pinch']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=necesidades,"noun: need, necessity, requirement"


91,*lavado* (lavado lavar),"*washed*
noun: washing, wash, abstersion
adjective: washed",*washed*,lavado lavar,"[['washing', 'wash', 'abstersion'], ['washed']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=lavado,"noun: washing, wash, abstersion
adjective: washed"


92,*galaxia*,"*galaxy*
noun: galaxy",*galaxy*,galaxia,[['galaxy']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=galaxia,noun: galaxy


93,*fresca* (fresco),"*fresh*
noun: fresh air, minx",*fresh*,fresco,"[['fresh air', 'minx']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fresca,"noun: fresh air, minx"


94,*doloroso*,"*painful*
adjective: painful, grievous, distressing",*painful*,doloroso,"[['painful', 'grievous', 'distressing', 'sad', 'dolorous', 'doleful', 'distressful', 'afflictive']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=doloroso,"adjective: painful, grievous, distressing"


95,*comenzado* (comenzar),"*started*
verb: start, begin, commence",*started*,comenzar,"[['start', 'begin', 'commence', 'initiate', 'launch', 'open', 'start up', 'kick off', 'take up', 'dawn', 'open up', 'lead off', 'come on', 'enter on', 'turn to', 'take to', 'institute', 'light']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comenzado,"verb: start, begin, commence"


96,*uñas* (uña),"*nails*
adjective: some",*nails*,uña,[['some']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=uñas,adjective: some


97,*trajes* (traje),"*suits*
noun: wardrobe",*suits*,traje,[['wardrobe']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=trajes,noun: wardrobe


98,*perfil*,"*profile*
noun: profile, outline, side face",*profile*,perfil,"[['profile', 'outline', 'side face']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perfil,"noun: profile, outline, side face"


99,*necesitará* (necesitar),"*will need*
verb: need, require, take",*will need*,necesitar,"[['need', 'require', 'take', 'want', 'necessitate', 'lack']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=necesitará,"verb: need, require, take"


