,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*comunicaciones* (comunicación),"*communications*
noun: communication, message, announcement",*communications*,comunicación,"[['communication', 'message', 'announcement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comunicaciones,"noun: communication, message, announcement"


12,*caí* (caer),"*i fell*
verb: fall, drop, fall down",*i fell*,caer,"[['fall', 'drop', 'fall down', 'fall off', 'fall out', 'go', 'tumble', 'sink', 'decline', 'go down', 'fall over', 'fall on', 'come down', 'plunge', 'tumble down', 'crumble', 'like', 'demise', 'catch on', 'set', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=caí,"verb: fall, drop, fall down"


13,*ocuparé* (ocupar),"*I will occupy*
verb: occupy, fill, take",*I will occupy*,ocupar,"[['occupy', 'fill', 'take', 'hold', 'take up', 'engage', 'take over', 'deal with', 'employ', 'capture', 'concern', 'attend', 'live in', 'attend to', 'encroach on', 'pay attention', 'be busy', 'have a job']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ocuparé,"verb: occupy, fill, take"


14,*niñita*,"*little girl*
noun: toddler",*little girl*,niñita,[['toddler']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=niñita,noun: toddler


15,*hazte* (hacer),"*make yourself*
",*make yourself*,hacer,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hazte,


16,*estupenda* (estupendo),"*great*
adjective: great, super, wonderful",*great*,estupendo,"[['great', 'super', 'wonderful', 'fantastic', 'marvelous', 'terrific', 'stupendous', 'neat', 'stunning', 'fabulous', 'grand', 'swell', 'dandy', 'ripping', 'heavenly', 'admirable', 'rattling', 'divine', 'fantastical', 'hotstuff', 'socko', 'marvellous', 'super-duper', 'first-rate']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=estupenda,"adjective: great, super, wonderful"


17,*disciplina*,"*discipline*
noun: discipline, orderliness",*discipline*,disciplina,"[['discipline', 'orderliness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=disciplina,"noun: discipline, orderliness"


18,*case* (casar),"*case*
verb: marry, wed, marry off",*case*,casar,"[['marry', 'wed', 'marry off', 'blend', 'unite']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=case,"verb: marry, wed, marry off"


19,*arriesgado* (arriesgado arriesgar),"*risky*
adjective: risky, hazardous, dangerous",*risky*,arriesgado arriesgar,"[['risky', 'hazardous', 'dangerous', 'chancy', 'perilous', 'unsafe', 'devil-may-care']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=arriesgado,"adjective: risky, hazardous, dangerous"


20,*arquitecto*,"*architect*
noun: architect",*architect*,arquitecto,[['architect']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=arquitecto,noun: architect


21,*vaticano* (Vaticano),"*Vatican*
noun: Vatican",*Vatican*,Vaticano,[['Vatican']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vaticano,noun: Vatican


22,*traerme* (traer),"*bring me*
",*bring me*,traer,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=traerme,


23,*tiroteo*,"*shooting*
noun: gunfire",*shooting*,tiroteo,[['gunfire']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tiroteo,noun: gunfire


24,*sirvo* (servir),"*I serve*
verb: serve, help, do",*I serve*,servir,"[['serve', 'help', 'do', 'serve up', 'wait', 'attend', 'wait on', 'pour out', 'dish up', 'wait upon', 'bring in', 'put on', 'answer', 'wait at table', 'bear arms', 'issue']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sirvo,"verb: serve, help, do"


25,*sentirás* (sentir),"*you will feel*
verb: feel, sense, regret",*you will feel*,sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sentirás,"verb: feel, sense, regret"


26,*ratón*,"*mouse*
noun: mouse",*mouse*,ratón,[['mouse']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ratón,noun: mouse


27,*quitarme* (quitar),"*take me away*
",*take me away*,quitar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=quitarme,


28,*quedaba* (quedar),"*remained*
verb: stay, remain, keep",*remained*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedaba,"verb: stay, remain, keep"


29,*preguntan* (preguntar),"*they ask*
verb: ask, inquire, question",*they ask*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=preguntan,"verb: ask, inquire, question"


30,*permíteme* (permitir),"*allow me*
",*allow me*,permitir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=permíteme,


31,*masacre*,"*slaughter*
noun: massacre",*slaughter*,masacre,[['massacre']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=masacre,noun: massacre


32,*infancia*,"*childhood*
noun: childhood, infancy, babyhood",*childhood*,infancia,"[['childhood', 'infancy', 'babyhood', 'juvenile']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=infancia,"noun: childhood, infancy, babyhood"


33,*indio*,"*Indian*
adjective: Indian
noun: Indian, Red Indian",*Indian*,indio,"[['Indian'], ['Indian', 'Red Indian']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=indio,"adjective: Indian
noun: Indian, Red Indian"


34,*homosexual*,"*homosexual*
",*homosexual*,homosexual,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=homosexual,


35,*chance*,"*chance*
noun: chance, opportunity",*chance*,chance,"[['chance', 'opportunity']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=chance,"noun: chance, opportunity"


36,*barba*,"*beard*
noun: beard, chin, whiskers",*beard*,barba,"[['beard', 'chin', 'whiskers', 'barb', 'wattle', 'jowl']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=barba,"noun: beard, chin, whiskers"


37,*artes* (arte),"*Arts*
noun: art, craft, artistry",*Arts*,arte,"[['art', 'craft', 'artistry', 'skill', 'artifice']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=artes,"noun: art, craft, artistry"


38,*acerque* (acercar),"*approach*
verb: bring closer, bring near, draw near",*approach*,acercar,"[['bring closer', 'bring near', 'draw near', 'pull up', 'draw up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acerque,"verb: bring closer, bring near, draw near"


39,*susto*,"*scare*
noun: scare, fright, terror",*scare*,susto,"[['scare', 'fright', 'terror', 'alarm', 'affright']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=susto,"noun: scare, fright, terror"


40,*síntomas* (síntoma),"*symptoms*
noun: symptom, sign, trace",*symptoms*,síntoma,"[['symptom', 'sign', 'trace']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=síntomas,"noun: symptom, sign, trace"


41,*salvarte* (salvar),"*save you*
",*save you*,salvar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=salvarte,


42,*sabio*,"*sage*
adjective: wise, sage, learned
noun: sage, savant, guru",*sage*,sabio,"[['wise', 'sage', 'learned', 'intelligent', 'erudite'], ['sage', 'savant', 'guru', 'intellect', 'intellectual']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=sabio,"adjective: wise, sage, learned
noun: sage, savant, guru"


43,*romance*,"*Romance*
adjective: Romance
noun: ballad, Romanic",*Romance*,romance,"[['Romance'], ['ballad', 'Romanic']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=romance,"adjective: Romance
noun: ballad, Romanic"


44,*petición*,"*petition*
noun: request, demand, petition",*petition*,petición,"[['request', 'demand', 'petition', 'inquiry', 'application', 'appeal', 'claim', 'plea', 'behest', 'entreaty', 'supplication']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=petición,"noun: request, demand, petition"


45,*peligrosos* (peligroso),"*dangerous*
adjective: dangerous, hazardous, perilous",*dangerous*,peligroso,"[['dangerous', 'hazardous', 'perilous', 'risky', 'nasty', 'pernicious', 'parlous']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=peligrosos,"adjective: dangerous, hazardous, perilous"


46,*orinar*,"*pee*
verb: urinate, make water, micturate
phrase: pass water",*pee*,orinar,"[['urinate', 'make water', 'micturate'], ['pass water']]",verb phrase,verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=orinar,"verb: urinate, make water, micturate
phrase: pass water"


47,*macho*,"*male*
adjective: male, butch, bully
noun: male, macho, plug",*male*,macho,"[['male', 'butch', 'bully'], ['male', 'macho', 'plug', 'man', 'pin', 'buck', 'cock', 'mate', 'he', 'pintle']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=macho,"adjective: male, butch, bully
noun: male, macho, plug"


48,*llevarse* (llevar),"*carry off*
verb: get, take away, win",*carry off*,llevar,"[['get', 'take away', 'win', 'carry away', 'carry off', 'walk away', 'take off', 'drive away', 'blow away', 'wash', 'walk off', 'bring away']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevarse,"verb: get, take away, win"


49,*lindos* (lindo),"*cute*
adjective: cute, nice, beautiful",*cute*,lindo,"[['cute', 'nice', 'beautiful', 'pretty', 'comely', 'bonny', 'nice-looking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=lindos,"adjective: cute, nice, beautiful"


50,*protegerte* (proteger),"*protect you*
",*protect you*,proteger,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=protegerte,


51,*profundidad*,"*depth*
noun: depth, profundity, deepness",*depth*,profundidad,"[['depth', 'profundity', 'deepness', 'profoundness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=profundidad,"noun: depth, profundity, deepness"


52,*pides* (pedir),"*you ask*
verb: ask, request, ask for",*you ask*,pedir,"[['ask', 'request', 'ask for', 'order', 'demand', 'call for', 'require', 'apply for', 'inquire', 'invite', 'sue for', 'crave', 'charge', 'indent for', 'treat', 'postulate for', 'supplicate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pides,"verb: ask, request, ask for"


53,*permanente*,"*permanent*
adjective: permanent, standing, abiding
noun: permanent, perm, permanent wave",*permanent*,permanente,"[['permanent', 'standing', 'abiding', 'stable', 'chronic'], ['permanent', 'perm', 'permanent wave']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=permanente,"adjective: permanent, standing, abiding
noun: permanent, perm, permanent wave"


54,*investigaciones* (investigación),"*research*
noun: research",*research*,investigación,[['research']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=investigaciones,noun: research


55,*cruzando* (cruzar),"*crossing*
verb: cross, walk across, traverse",*crossing*,cruzar,"[['cross', 'walk across', 'traverse', 'go across', 'intersect', 'come across', 'get over', 'cut', 'pass across', 'jump across', 'criss-cross']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cruzando,"verb: cross, walk across, traverse"


56,*comenzando* (comenzar),"*starting*
verb: start, begin, commence",*starting*,comenzar,"[['start', 'begin', 'commence', 'initiate', 'launch', 'open', 'start up', 'kick off', 'take up', 'dawn', 'open up', 'lead off', 'come on', 'enter on', 'turn to', 'take to', 'institute', 'light']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comenzando,"verb: start, begin, commence"


57,*atrapada* (atrapado atrapar),"*trapped*
verb: catch, trap, cop",*trapped*,atrapado atrapar,"[['catch', 'trap', 'cop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=atrapada,"verb: catch, trap, cop"


58,*trampas* (trampa),"*traps*
noun: skulduggery",*traps*,trampa,[['skulduggery']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=trampas,noun: skulduggery


59,*tomemos* (tomar),"*let's take*
verb: take, have, drink",*let's take*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomemos,"verb: take, have, drink"


60,*tímido*,"*shy*
adjective: shy, timid, coy",*shy*,tímido,"[['shy', 'timid', 'coy', 'diffident', 'bashful', 'faint-hearted', 'fearful', 'timorous', 'shamefaced', 'blushing', 'sheepish', 'tongue-tied', 'mousy', 'mousey']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=tímido,"adjective: shy, timid, coy"


61,*ola*,"*wave*
noun: wave, surge, snap",*wave*,ola,"[['wave', 'surge', 'snap', 'billow', 'outbreak']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ola,"noun: wave, surge, snap"


62,*narices* (nariz),"*nose*
noun: nose, nozzle",*nose*,nariz,"[['nose', 'nozzle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=narices,"noun: nose, nozzle"


63,*diana* (diana Diana),"*Diana*
noun: bull's-eye, dartboard, reveille",*Diana*,diana Diana,"[[""bull's-eye"", 'dartboard', 'reveille']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=diana,"noun: bull's-eye, dartboard, reveille"


64,*presentarles* (presentar),"*introduce you*
",*introduce you*,presentar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=presentarles,


65,*pasaremos* (pasar),"*we will pass*
verb: pass, go, move",*we will pass*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasaremos,"verb: pass, go, move"


66,*observa* (observar),"*observe*
verb: observe, note, watch",*observe*,observar,"[['observe', 'note', 'watch', 'look', 'notice', 'monitor', 'remark', 'eye', 'sight', 'regard', 'behold', 'spy', 'catch sight', ""catch one's eye""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=observa,"verb: observe, note, watch"


67,*nacer*,"*be born*
verb: be born, rise, come into being
phrase: see the light",*be born*,nacer,"[['be born', 'rise', 'come into being', 'originate', 'litter'], ['see the light']]",verb phrase,verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=nacer,"verb: be born, rise, come into being
phrase: see the light"


68,*mona* (mona mono),"*monkey*
noun: bow, puff",*monkey*,mona mono,"[['bow', 'puff']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mona,"noun: bow, puff"


69,*mm* (mm milímetro),"*mm*
",*mm*,mm milímetro,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mm,


70,*increíblemente*,"*incredibly*
adverb: incredibly",*incredibly*,increíblemente,[['incredibly']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=increíblemente,adverb: incredibly


71,*despegar*,"*take off*
verb: take off, lift off, detach",*take off*,despegar,"[['take off', 'lift off', 'detach', 'peel off', 'blast off', 'unstick', 'take down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=despegar,"verb: take off, lift off, detach"


72,*comentario*,"*comment*
noun: comment, commentary, remark",*comment*,comentario,"[['comment', 'commentary', 'remark', 'observation', 'annotation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comentario,"noun: comment, commentary, remark"


73,*sufre* (sufrir),"*suffers*
verb: suffer, experience, sustain",*suffers*,sufrir,"[['suffer', 'experience', 'sustain', 'go through', 'trouble', 'come under', 'bear a load', 'meet with']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sufre,"verb: suffer, experience, sustain"


74,*ramera*,"*harlot*
noun: harlot, slut, trollop",*harlot*,ramera,"[['harlot', 'slut', 'trollop', 'strumpet', 'hustler']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ramera,"noun: harlot, slut, trollop"


75,*perfume*,"*fragrance*
noun: perfume, scent, odor",*fragrance*,perfume,"[['perfume', 'scent', 'odor', 'redolence', 'odour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perfume,"noun: perfume, scent, odor"


76,*oscura* (oscuro),"*dark*
adjective: dark, obscure, dim",*dark*,oscuro,"[['dark', 'obscure', 'dim', 'dusky', 'shadowy', 'murky', 'gloomy', 'dusk', 'darkling', 'darksome', 'abstruse', 'murk', 'Cimmerian', 'mirk', 'eery']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=oscura,"adjective: dark, obscure, dim"


77,*olas* (ola),"*waves*
noun: surf",*waves*,ola,[['surf']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=olas,noun: surf


78,*obligado* (obligado obligar),"*obliged*
adjective: obliged, bound, obligatory
noun: obbligato",*obliged*,obligado obligar,"[['obliged', 'bound', 'obligatory', 'drafted'], ['obbligato']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=obligado,"adjective: obliged, bound, obligatory
noun: obbligato"


79,*noviembre*,"*November*
noun: November
abbreviation: N., Nov.",*November*,noviembre,"[['November'], ['N.', 'Nov.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=noviembre,"noun: November
abbreviation: N., Nov."


80,*logré* (lograr),"*I achieved*
verb: achieve, accomplish, get",*I achieved*,lograr,"[['achieve', 'accomplish', 'get', 'attain', 'reach', 'obtain', 'win', 'pull off', 'get off', 'bring off', 'vanquish']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=logré,"verb: achieve, accomplish, get"


81,*llevaría* (llevar),"*would take*
verb: carry, take, bring",*would take*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevaría,"verb: carry, take, bring"


82,*fallado* (fallado fallar),"*failed*
verb: fail, miss, misfire",*failed*,fallado fallar,"[['fail', 'miss', 'misfire', 'backfire', 'let down', 'make a hash of it']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=fallado,"verb: fail, miss, misfire"


83,*escocia* (Escocia),"*Scotland*
noun: Scotland",*Scotland*,Escocia,[['Scotland']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escocia,noun: Scotland


84,*destruyó* (destruir),"*He destroyed*
verb: destroy, kill, smash",*He destroyed*,destruir,"[['destroy', 'kill', 'smash', 'shatter', 'demolish', 'ravage', 'knock down', 'pulp']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=destruyó,"verb: destroy, kill, smash"


85,*conduciendo* (conducir),"*driving*
verb: lead, drive, conduct",*driving*,conducir,"[['lead', 'drive', 'conduct', 'bring', 'steer', 'guide', 'take', 'handle', 'navigate', 'transport', 'lead up', 'drive along', 'take the lead', 'show']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conduciendo,"verb: lead, drive, conduct"


86,*camiseta*,"*t-shirt*
noun: vest, camisole, chemisette",*t-shirt*,camiseta,"[['vest', 'camisole', 'chemisette', 'undervest', 'undershirt', 'singlet', 'T-shirt']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=camiseta,"noun: vest, camisole, chemisette"


87,*venas* (vena),"*veins*
",*veins*,vena,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=venas,


88,*riendo* (reír),"*laughing*
",*laughing*,reír,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=riendo,


89,*resistir*,"*resist*
verb: resist, hold, endure",*resist*,resistir,"[['resist', 'hold', 'endure', 'hold out', 'fight', 'hold on', 'oppose', 'hang on', 'bear up', 'stick', 'bear up against', 'hang out', 'last out', 'last']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=resistir,"verb: resist, hold, endure"


90,*pavo*,"*turkey*
noun: turkey, turkeycock",*turkey*,pavo,"[['turkey', 'turkeycock']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pavo,"noun: turkey, turkeycock"


91,*pagué* (pagar),"*i paid*
verb: pay, pay for, repay",*i paid*,pagar,"[['pay', 'pay for', 'repay', 'pay back', 'pay out', 'meet', 'pay up', 'settle', 'foot', 'defray', 'pay over', 'make good', 'requite', 'pay away', 'put down', 'clear off', 'lash out', 'cheque out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pagué,"verb: pay, pay for, repay"


92,*nieto*,"*grandson*
noun: grandson, grandchild",*grandson*,nieto,"[['grandson', 'grandchild']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=nieto,"noun: grandson, grandchild"


93,*liberar*,"*release*
verb: liberate, set free, loose",*release*,liberar,"[['liberate', 'set free', 'loose', 'absolve', 'set loose', 'acquit', 'set at large']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=liberar,"verb: liberate, set free, loose"


94,*hogares* (hogar),"*homes*
noun: home, hearth, fireplace",*homes*,hogar,"[['home', 'hearth', 'fireplace', 'fireside', 'grate', 'menage']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hogares,"noun: home, hearth, fireplace"


95,*denle* (dar),"*give him*
",*give him*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=denle,


96,*barón*,"*baron*
noun: baron",*baron*,barón,[['baron']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=barón,noun: baron


97,*aguanto* (aguantar),"*I hold on*
verb: endure, stand, put up",*I hold on*,aguantar,"[['endure', 'stand', 'put up', 'bear', 'take', 'put up with', 'hold out', 'hold on', 'keep', 'suffer', 'ride out', 'stomach', 'weather', 'abide', 'stick out', 'brook', 'last out', 'hang out', 'wear', 'sit down under']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aguanto,"verb: endure, stand, put up"


98,*vicepresidente*,"*vice president*
noun: vice-president, vice-chairman",*vice president*,vicepresidente,"[['vice-president', 'vice-chairman']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vicepresidente,"noun: vice-president, vice-chairman"


99,*simón* (simón Simón),"*simon*
",*simon*,simón Simón,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=simón,


