,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
160,2160,enfermera,enfermera,enfermera,nurse,NOUN,NOUN,Noun
161,2161,ángel,ángel,ángel,angel,PROPN,PROPN,Proper noun
162,2162,sospechoso,sospechoso,sospechoso,suspicious,ADJ,ADJ,Adjective
163,2163,local,local,local,local,ADJ,ADJ,Adjective
164,2164,mentiras,*mentiras* (mentira),mentira,lies,NOUN,NOUN,Noun
165,2165,camisa,camisa,camisa,shirt,NOUN,NOUN,Noun
166,2166,confía,*confía* (confiar),confiar,trust,VERB,VERB,Verb
167,2167,aceptar,aceptar,aceptar,accept,VERB,VERB,Verb
168,2168,venganza,venganza,venganza,revenge,NOUN,NOUN,Noun
169,2169,perdimos,*perdimos* (perder),perder,we lost,VERB,VERB,Verb
170,2170,cuantos,*cuantos* (cuanto),cuanto,how many,DET,DET,Determiner
171,2171,parque,parque,parque,park,NOUN,NOUN,Noun
172,2172,juegos,*juegos* (juego),juego,games,NOUN,NOUN,Noun
173,2173,vives,*vives* (vivir),vivir,do you live,NOUN,NOUN,Noun
174,2174,varias,*varias* (varios),varios,several,DET,DET,Determiner
175,2175,harías,*harías* (hacer),hacer,would you do,NOUN,NOUN,Noun
176,2176,menudo,menudo,menudo,slight,ADJ,ADJ,Adjective
177,2177,déjenme,*déjenme* (dejar),dejar,leave me,VERB,VERB,Verb
178,2178,barrio,barrio,barrio,neighborhood,NOUN,NOUN,Noun
179,2179,virus,virus,virus,virus,NOUN,NOUN,Noun
180,2180,talento,talento,talento,talent,NOUN,NOUN,Noun
181,2181,ministro,ministro,ministro,Minister,NOUN,NOUN,Noun
182,2182,hiciera,*hiciera* (hacer),hacer,did,VERB,VERB,Verb
183,2183,robó,*robó* (robar),robar,heist,VERB,VERB,Verb
184,2184,conocerte,*conocerte* (conocer),conocer,know you,VERB,VERB,Verb
185,2185,viviendo,*viviendo* (vivir),vivir,living,VERB,VERB,Verb
186,2186,responsabilidad,responsabilidad,responsabilidad,responsibility,NOUN,NOUN,Noun
187,2187,respira,*respira* (respirar),respirar,breathe,VERB,VERB,Verb
188,2188,números,*números* (número),número,numbers,NOUN,NOUN,Noun
189,2189,pertenece,*pertenece* (pertenecer),pertenecer,belongs,VERB,VERB,Verb
190,2190,desayuno,desayuno,desayuno,breakfast,NOUN,NOUN,Noun
191,2191,desayuno,*desayuno* (desayunar),desayunar,breakfast,NOUN,NOUN,Noun
192,2192,campeón,campeón,campeón,champion,NOUN,NOUN,Noun
193,2193,controlar,controlar,controlar,check,VERB,VERB,Verb
194,2194,maría,*maría* (María),María,Maria,PROPN,PROPN,Proper noun
195,2195,maría,maría,maría,Maria,PROPN,PROPN,Proper noun
196,2196,nieve,nieve,nieve,snow,NOUN,NOUN,Noun
197,2197,méxico,*méxico* (México),México,Mexico,PROPN,PROPN,Proper noun
198,2198,dias,*dias* (día),día,days,ADJ,ADJ,Adjective
199,2199,vergüenza,vergüenza,vergüenza,shame,NOUN,NOUN,Noun
200,2200,doctora,doctora,doctora,doctor,NOUN,NOUN,Noun
201,2201,blancos,*blancos* (blanco),blanco,white,ADJ,ADJ,Adjective
202,2202,fumar,fumar,fumar,smoke,VERB,VERB,Verb
203,2203,llevamos,*llevamos* (llevar),llevar,we carry,VERB,VERB,Verb
204,2204,Europa,Europa,Europa,Europe,PROPN,PROPN,Proper noun
205,2205,dudo,*dudo* (dudar),dudar,I doubt,ADV,ADV,Adverb
206,2206,pastel,pastel,pastel,cake,NOUN,NOUN,Noun
207,2207,quedas,*quedas* (quedar),quedar,stay,ADJ,ADJ,Adjective
208,2208,cae,*cae* (caer),caer,falls off,VERB,VERB,Verb
209,2209,vimos,*vimos* (ver),ver,we saw,VERB,VERB,Verb
210,2210,recibido,*recibido* (recibir),recibir,received,ADJ,ADJ,Adjective
211,2211,andando,*andando* (andar),andar,walking,VERB,VERB,Verb
212,2212,agentes,*agentes* (agente),agente,agents,NOUN,NOUN,Noun
213,2213,fueras,*fueras* (ser),ser,you were,NOUN,NOUN,Noun
214,2214,fueras,*fueras* (ir),ir,you were,NOUN,NOUN,Noun
215,2215,asustado,asustado,asustado,scared,ADJ,ADJ,Adjective
216,2216,asustado,*asustado* (asustar),asustar,scared,ADJ,ADJ,Adjective
217,2217,perdóname,*perdóname* (perdonar),perdonar,forgive me,PROPN,PROPN,Proper noun
218,2218,reino,reino,reino,kingdom,PROPN,PROPN,Proper noun
219,2219,reino,*reino* (reinar),reinar,kingdom,PROPN,PROPN,Proper noun
220,2220,clave,clave,clave,clue,NOUN,NOUN,Noun
221,2221,papeles,*papeles* (papel),papel,papers,NOUN,NOUN,Noun
222,2222,matando,*matando* (matar),matar,killing,VERB,VERB,Verb
223,2223,efecto,efecto,efecto,effect,NOUN,NOUN,Noun
224,2224,plata,plata,plata,silver,NOUN,NOUN,Noun
225,2225,olvidé,*olvidé* (olvidar),olvidar,forget,NOUN,NOUN,Noun
226,2226,iban,*iban* (ir),ir,were going,VERB,VERB,Verb
227,2227,universo,universo,universo,universe,NOUN,NOUN,Noun
228,2228,política,política,política,policy,ADJ,ADJ,Adjective
229,2229,almuerzo,almuerzo,almuerzo,lunch,NOUN,NOUN,Noun
230,2230,almuerzo,*almuerzo* (almorzar),almorzar,lunch,NOUN,NOUN,Noun
231,2231,magia,magia,magia,Magic,NOUN,NOUN,Noun
232,2232,lluvia,lluvia,lluvia,rain,NOUN,NOUN,Noun
233,2233,humor,humor,humor,humor,NOUN,NOUN,Noun
234,2234,autos,*autos* (auto),auto,cars,ADJ,ADJ,Adjective
235,2235,veía,*veía* (ver),ver,saw,VERB,VERB,Verb
236,2236,tantas,*tantas* (tanto),tanto,many,DET,DET,Determiner
237,2237,respirar,respirar,respirar,breathe,VERB,VERB,Verb
238,2238,cantar,cantar,cantar,sing,VERB,VERB,Verb
239,2239,trabajas,*trabajas* (trabajar),trabajar,you work,VERB,VERB,Verb
240,2240,disparo,disparo,disparo,Shooting,ADJ,ADJ,Adjective
241,2241,conversación,conversación,conversación,conversation,NOUN,NOUN,Noun
242,2242,olor,olor,olor,smell,NOUN,NOUN,Noun
243,2243,asesinos,*asesinos* (asesino),asesino,murderers,ADJ,ADJ,Adjective
244,2244,muchacha,muchacha,muchacha,girl,ADJ,ADJ,Adjective
245,2245,modelo,modelo,modelo,model,NOUN,NOUN,Noun
246,2246,curso,curso,curso,course,NOUN,NOUN,Noun
247,2247,canal,canal,canal,channel,NOUN,NOUN,Noun
248,2248,rock,rock,rock,rock,NOUN,NOUN,Noun
249,2249,llorar,llorar,llorar,cry,VERB,VERB,Verb
