,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives


13,*llámeme* (llamar),"*call me*
",*call me*,llamar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llámeme,


14,*huella*,"*fingerprint*
noun: footprint, mark, trace",*fingerprint*,huella,"[['footprint', 'mark', 'trace', 'imprint', 'track', 'print', 'tread', 'impression', 'trail', 'sign', 'impress', 'footmark', 'step', 'tack']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=huella,"noun: footprint, mark, trace"


15,*gilipollas*,"*douchebag*
noun: asshole, ass, idiot",*douchebag*,gilipollas,"[['asshole', 'ass', 'idiot', 'dickhead', 'wanker', 'arsehole', 'shithead', 'tit', 'shitass']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gilipollas,"noun: asshole, ass, idiot"


16,*fingiendo* (fingir),"*pretending*
verb: pretend, fake, feign",*pretending*,fingir,"[['pretend', 'fake', 'feign', 'act', 'simulate', 'dissemble', 'make believe', 'sham', 'fox', 'mint']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=fingiendo,"verb: pretend, fake, feign"


17,*eterno*,"*eternal*
adjective: eternal, everlasting, timeless",*eternal*,eterno,"[['eternal', 'everlasting', 'timeless', 'undying', 'perpetual', 'ageless']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=eterno,"adjective: eternal, everlasting, timeless"


18,*escopeta*,"*shotgun*
noun: shotgun, gun",*shotgun*,escopeta,"[['shotgun', 'gun']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escopeta,"noun: shotgun, gun"


19,*divertirse* (divertir),"*have fun*
verb: enjoy, sport, frolic",*have fun*,divertir,"[['enjoy', 'sport', 'frolic', 'have a good time', 'make merry', 'amuse oneself', 'fool around', 'toy', 'play about', 'make whoopee']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=divertirse,"verb: enjoy, sport, frolic"


20,*distintos* (distinto),"*different*
adjective: different, distinct, separate",*different*,distinto,"[['different', 'distinct', 'separate', 'dissimilar', 'diverse', 'varied', 'several']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=distintos,"adjective: different, distinct, separate"


21,*desesperado* (desesperado desesperar),"*desperate*
adjective: desperate, hopeless, in despair
noun: last ditch",*desperate*,desesperado desesperar,"[['desperate', 'hopeless', 'in despair', 'unattended'], ['last ditch']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=desesperado,"adjective: desperate, hopeless, in despair
noun: last ditch"


22,*bailarina* (bailarina bailarín),"*dancer*
noun: ballerina, dancing girl",*dancer*,bailarina bailarín,"[['ballerina', 'dancing girl']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bailarina,"noun: ballerina, dancing girl"


23,*alimentar*,"*feed*
verb: feed, nourish, nurture",*feed*,alimentar,"[['feed', 'nourish', 'nurture', 'aliment']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=alimentar,"verb: feed, nourish, nurture"


24,*adora* (adorar),"*adores*
verb: worship, adore, dote",*adores*,adorar,"[['worship', 'adore', 'dote', 'deify']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=adora,"verb: worship, adore, dote"


25,*simpático*,"*nice*
adjective: sympathetic, friendly, nice",*nice*,simpático,"[['sympathetic', 'friendly', 'nice', 'likeable', 'charming', 'pleasant', 'lovely', 'congenial', 'genial', 'decent']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=simpático,"adjective: sympathetic, friendly, nice"


26,*ridícula* (ridículo),"*ridiculous*
adjective: ridiculous, ridicule, ludicrous",*ridiculous*,ridículo,"[['ridiculous', 'ridicule', 'ludicrous', 'silly', 'absurd', 'farcical']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=ridícula,"adjective: ridiculous, ridicule, ludicrous"


27,*respetar*,"*respect*
verb: respect, honor, tolerate",*respect*,respetar,"[['respect', 'honor', 'tolerate', 'look up', 'honour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=respetar,"verb: respect, honor, tolerate"


28,*rabia* (rabia rabiar),"*Rage*
noun: rage, rabies, madness",*Rage*,rabia rabiar,"[['rage', 'rabies', 'madness', 'ire', 'rabidity']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rabia,"noun: rage, rabies, madness"


29,*presentó* (presentar),"*presented*
verb: present, submit, introduce",*presented*,presentar,"[['present', 'submit', 'introduce', 'show', 'display', 'exhibit', 'put forward', 'feature', 'launch', 'bring forward', 'enter', 'come up with', 'set out', 'put up', 'hand in', 'bring in', 'prefer', 'put across', 'put over', 'model', 'come through with', 'pay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=presentó,"verb: present, submit, introduce"


30,*poderosos* (poderoso),"*powerful*
adjective: powerful, mighty, potent",*powerful*,poderoso,"[['powerful', 'mighty', 'potent', 'capable']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=poderosos,"adjective: powerful, mighty, potent"


31,*pito* (pito pitar),"*whistle*
noun: whistle, beep, prick",*whistle*,pito pitar,"[['whistle', 'beep', 'prick', 'pipe', 'gasper']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pito,"noun: whistle, beep, prick"


32,*perla*,"*pearl*
noun: pearl, bead",*pearl*,perla,"[['pearl', 'bead']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perla,"noun: pearl, bead"


33,*pendiente*,"*earring*
noun: slope, earring, pendant
adjective: pending, outstanding, pendant",*earring*,pendiente,"[['slope', 'earring', 'pendant', 'descent', 'incline', 'grade', 'dip', 'drop', 'acclivity'], ['pending', 'outstanding', 'pendant', 'hanging', 'pendent', 'unsettled']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pendiente,"noun: slope, earring, pendant
adjective: pending, outstanding, pendant"


34,*maestros* (maestro),"*teachers*
adjective: master, masterful, expert
noun: master, teacher, maestro",*teachers*,maestro,"[['master', 'masterful', 'expert', 'main', 'masterly'], ['master', 'teacher', 'maestro', 'schoolmaster', 'schoolteacher', 'lecturer', 'dean', 'crack', 'do-all']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=maestros,"adjective: master, masterful, expert
noun: master, teacher, maestro"


35,*humanas* (humano),"*human*
adjective: human, humane",*human*,humano,"[['human', 'humane']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=humanas,"adjective: human, humane"


36,*estare* (estar),"*I will be*
verb: be, stay, stand",*I will be*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estare,"verb: be, stay, stand"


37,*escuchame* (escuchar),"*listen to me*
",*listen to me*,escuchar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=escuchame,


38,*entere* (enterar),"*find out*
verb: pay, tell, become acquainted",*find out*,enterar,"[['pay', 'tell', 'become acquainted', 'inform']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entere,"verb: pay, tell, become acquainted"


39,*bésame* (besar),"*kiss Me*
",*kiss Me*,besar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=bésame,


40,*suicida*,"*suicide*
noun: suicide
adjective: suicidal",*suicide*,suicida,"[['suicide'], ['suicidal']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=suicida,"noun: suicide
adjective: suicidal"


41,*suelten* (soltar),"*let go*
verb: drop, release, loosen",*let go*,soltar,"[['drop', 'release', 'loosen', 'loose', 'free', 'disengage', 'let out', 'put down', 'set free', 'unclasp', 'let down', 'pay out', 'extricate', 'unhand']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suelten,"verb: drop, release, loosen"


42,*sobrina*,"*niece*
noun: niece",*niece*,sobrina,[['niece']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sobrina,noun: niece


43,*presentarte* (presentar),"*introduce you*
",*introduce you*,presentar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=presentarte,


44,*padrino*,"*godfather*
noun: godfather, sponsor, second",*godfather*,padrino,"[['godfather', 'sponsor', 'second']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=padrino,"noun: godfather, sponsor, second"


45,*fractura* (fractura fracturar),"*fracture*
noun: fracture, breakage",*fracture*,fractura fracturar,"[['fracture', 'breakage']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fractura,"noun: fracture, breakage"


46,*explicarte* (explicar),"*explain to you*
",*explain to you*,explicar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=explicarte,


47,*escuches* (escuchar),"*listen*
verb: listen, hear, listen to",*listen*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuches,"verb: listen, hear, listen to"


48,*envío* (envío enviar),"*shipment*
noun: shipping, sending, shipment",*shipment*,envío enviar,"[['shipping', 'sending', 'shipment', 'dispatch', 'consignment', 'mailing', 'despatch', 'remittance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=envío,"noun: shipping, sending, shipment"


49,*enterrar*,"*bury*
verb: bury, inter, grave",*bury*,enterrar,"[['bury', 'inter', 'grave', 'entomb', 'plough under']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=enterrar,"verb: bury, inter, grave"


50,*destrozado* (destrozado destrozar),"*shattered*
adjective: torn apart, wasted, shot",*shattered*,destrozado destrozar,"[['torn apart', 'wasted', 'shot', 'broken-down', 'total', 'bust']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=destrozado,"adjective: torn apart, wasted, shot"


51,*dejarle* (dejar),"*let him*
",*let him*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dejarle,


52,*condicional*,"*conditional*
adjective: conditional, conditioning, provisory",*conditional*,condicional,"[['conditional', 'conditioning', 'provisory']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=condicional,"adjective: conditional, conditioning, provisory"


53,*cometió* (cometer),"*committed*
verb: commit, make, foul",*committed*,cometer,"[['commit', 'make', 'foul']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cometió,"verb: commit, make, foul"


54,*avergonzado* (avergonzado avergonzar),"*ashamed*
adjective: ashamed, embarrassed, abashed",*ashamed*,avergonzado avergonzar,"[['ashamed', 'embarrassed', 'abashed', 'shamefaced', 'hangdog']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=avergonzado,"adjective: ashamed, embarrassed, abashed"


55,*artículos* (artículo),"*articles*
noun: articles, goods, manufactures",*articles*,artículo,"[['articles', 'goods', 'manufactures']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=artículos,"noun: articles, goods, manufactures"


56,*amenazas* (amenaza amenazar),"*threats*
noun: sabre-rattling",*threats*,amenaza amenazar,[['sabre-rattling']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=amenazas,noun: sabre-rattling


57,*victima* (víctima),"*victim*
noun: victim, sufferer, casualty",*victim*,víctima,"[['victim', 'sufferer', 'casualty', 'prey', 'fatality', 'underdog', 'sport']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=victima,"noun: victim, sufferer, casualty"


58,*val*,"*val*
",*val*,val,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=val,


59,*símbolos* (símbolo),"*symbols*
noun: symbol, sign, emblem",*symbols*,símbolo,"[['symbol', 'sign', 'emblem', 'badge', 'trace']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=símbolos,"noun: symbol, sign, emblem"


60,*saltó* (saltar),"*leap*
noun: jump, leap, hop",*leap*,saltar,"[['jump', 'leap', 'hop', 'skip', 'bounce', 'pounce', 'capriole', 'dap', 'curvet']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=saltó,"noun: jump, leap, hop"


61,*repetir*,"*repeat*
verb: repeat, echo, replay",*repeat*,repetir,"[['repeat', 'echo', 'replay', 'retake', 'encore', 'play back', 'retail', 're-echo']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=repetir,"verb: repeat, echo, replay"


62,*pelos* (pelo),"*hairs*
noun: hair, pile, coat",*hairs*,pelo,"[['hair', 'pile', 'coat', 'locks', 'head of hair']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pelos,"noun: hair, pile, coat"


63,*organizado* (organizado organizar),"*organized*
adjective: organized, arranged",*organized*,organizado organizar,"[['organized', 'arranged']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=organizado,"adjective: organized, arranged"


64,*novato*,"*rookie*
noun: rookie, freshman, newcomer
adjective: new, green, raw",*rookie*,novato,"[['rookie', 'freshman', 'newcomer'], ['new', 'green', 'raw']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=novato,"noun: rookie, freshman, newcomer
adjective: new, green, raw"


65,*localizar*,"*to locate*
verb: locate, localize, trace",*to locate*,localizar,"[['locate', 'localize', 'trace', 'track down', 'nail', 'get on to', 'raise', 'localise']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=localizar,"verb: locate, localize, trace"


66,*lindas* (lindo),"*cute*
adjective: cute, nice, beautiful",*cute*,lindo,"[['cute', 'nice', 'beautiful', 'pretty', 'comely', 'bonny', 'nice-looking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=lindas,"adjective: cute, nice, beautiful"


67,*intentan* (intentar),"*they try*
verb: try, attempt, intend",*they try*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intentan,"verb: try, attempt, intend"


68,*estara* (estar),"*will be*
verb: be, stay, stand",*will be*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estara,"verb: be, stay, stand"


69,*enamorados* (enamorado enamorar),"*in love*
adjective: in love, enamored, enamoured
noun: admirer, valentine",*in love*,enamorado enamorar,"[['in love', 'enamored', 'enamoured'], ['admirer', 'valentine']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=enamorados,"adjective: in love, enamored, enamoured
noun: admirer, valentine"


70,*discutiendo* (discutir),"*arguing*
verb: discuss, argue, debate",*arguing*,discutir,"[['discuss', 'argue', 'debate', 'dispute', 'talk over', 'talk through', 'talk out', 'lecture', 'treat', 'carry on', 'agitate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=discutiendo,"verb: discuss, argue, debate"


71,*cajón*,"*drawer*
noun: drawer, crate, bin",*drawer*,cajón,"[['drawer', 'crate', 'bin', 'case', 'tray', 'coffin', 'locker', 'till']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cajón,"noun: drawer, crate, bin"


72,*aliados* (aliado aliar),"*allies*
noun: ally
adjective: allied",*allies*,aliado aliar,"[['ally'], ['allied']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=aliados,"noun: ally
adjective: allied"


73,*águila*,"*eagle*
noun: eagle, eagle hawk",*eagle*,águila,"[['eagle', 'eagle hawk']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=águila,"noun: eagle, eagle hawk"


74,*sugiere* (sugerir),"*suggests*
verb: suggest, prompt, come up with",*suggests*,sugerir,"[['suggest', 'prompt', 'come up with', 'invite']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sugiere,"verb: suggest, prompt, come up with"


75,*sexto*,"*sixth*
adjective: sixth
noun: sixth
: sixth",*sixth*,sexto,"[['sixth'], ['sixth'], ['sixth']]",adjective noun ,adjective noun ,https://www.linguee.com/english-dutch/search?source=auto&query=sexto,"adjective: sixth
noun: sixth
: sixth"


76,*retirarse* (retirar),"*backing out*
verb: withdraw, retire, retreat",*backing out*,retirar,"[['withdraw', 'retire', 'retreat', 'remove', 'disengage', 'bow out', 'fall back', 'draw back', 'draw away', 'sequester oneself']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=retirarse,"verb: withdraw, retire, retreat"


77,*reciente*,"*recent*
adjective: recent, new, fresh",*recent*,reciente,"[['recent', 'new', 'fresh']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=reciente,"adjective: recent, new, fresh"


78,*protector*,"*protective*
adjective: protective, protecting, patronizing
noun: protector, guardian, defender",*protective*,protector,"[['protective', 'protecting', 'patronizing'], ['protector', 'guardian', 'defender', 'custodian', 'embankment']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=protector,"adjective: protective, protecting, patronizing
noun: protector, guardian, defender"


79,*presos* (preso),"*prisoners*
noun: prisoner, inmate",*prisoners*,preso,"[['prisoner', 'inmate']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=presos,"noun: prisoner, inmate"


80,*pidieron* (pedir),"*they asked*
verb: ask, request, ask for",*they asked*,pedir,"[['ask', 'request', 'ask for', 'order', 'demand', 'call for', 'require', 'apply for', 'inquire', 'invite', 'sue for', 'crave', 'charge', 'indent for', 'treat', 'postulate for', 'supplicate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pidieron,"verb: ask, request, ask for"


81,*mide* (medir),"*measure*
verb: measure, gauge, measure out",*measure*,medir,"[['measure', 'gauge', 'measure out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mide,"verb: measure, gauge, measure out"


82,*materia*,"*subject*
noun: matter, material, stuff",*subject*,materia,"[['matter', 'material', 'stuff', 'subject-matter']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=materia,"noun: matter, material, stuff"


83,*hueón* (hueón huevón),"*jerk*
",*jerk*,hueón huevón,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hueón,


84,*gentil*,"*Gentile*
adjective: gentile, genteel, graceful
noun: gentile",*Gentile*,gentil,"[['gentile', 'genteel', 'graceful', 'comely', 'sonsy'], ['gentile']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=gentil,"adjective: gentile, genteel, graceful
noun: gentile"


85,*evidente*,"*evident*
adjective: evident, obvious, apparent",*evident*,evidente,"[['evident', 'obvious', 'apparent', 'plain', 'noticeable', 'manifest', 'blatant', 'overt', 'patent', 'palpable', 'axiomatic', 'plain as a pikestaff', 'axiomatical', 'open-and-shut', 'self-apparent', 'self-evident']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=evidente,"adjective: evident, obvious, apparent"


86,*enlace*,"*link*
noun: link, bond, liaison",*link*,enlace,"[['link', 'bond', 'liaison', 'connection', 'linkage', 'linking', 'marriage', 'union', 'wedding', 'relationship', 'connexion', 'link-up', 'tie-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=enlace,"noun: link, bond, liaison"


87,*dorado* (dorado dorar),"*golden*
adjective: golden, gilded, gilt
noun: dorado, gilding, gold-plating",*golden*,dorado dorar,"[['golden', 'gilded', 'gilt', 'gold-plated', 'aureate'], ['dorado', 'gilding', 'gold-plating']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=dorado,"adjective: golden, gilded, gilt
noun: dorado, gilding, gold-plating"


88,*discúlpenme* (disculpar),"*excuse me*
",*excuse me*,disculpar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=discúlpenme,


89,*dejare* (dejar),"*I will leave*
verb: leave, let, stop",*I will leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejare,"verb: leave, let, stop"


90,*conclusión*,"*conclusion*
noun: conclusion, end, ending",*conclusion*,conclusión,"[['conclusion', 'end', 'ending', 'closure', 'close', 'inference', 'finish', 'deduction', 'consensus', 'finality', 'epitome']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conclusión,"noun: conclusion, end, ending"


91,*competir*,"*compete*
verb: compete, race",*compete*,competir,"[['compete', 'race']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=competir,"verb: compete, race"


92,*auténtico*,"*authentic*
adjective: authentic, real, genuine",*authentic*,auténtico,"[['authentic', 'real', 'genuine', 'true', 'bona fide', 'realistic', 'pukka', 'Simon Pure', 'real-life']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=auténtico,"adjective: authentic, real, genuine"


93,*anuncios* (anuncio),"*advertisements*
noun: ad, advert, announcement",*advertisements*,anuncio,"[['ad', 'advert', 'announcement', 'advertisement', 'notice', 'commercial', 'sign', 'bulletin', 'catchword']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=anuncios,"noun: ad, advert, announcement"


94,*afortunadamente*,"*fortunately*
adverb: fortunately, happily",*fortunately*,afortunadamente,"[['fortunately', 'happily']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=afortunadamente,"adverb: fortunately, happily"


95,*siesta*,"*snap*
noun: nap, siesta",*snap*,siesta,"[['nap', 'siesta']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=siesta,"noun: nap, siesta"


96,*sentidos* (sentido sentir),"*senses*
noun: sense, meaning, senses
adjective: felt, heartfelt",*senses*,sentido sentir,"[['sense', 'meaning', 'senses', 'purport', 'why', 'instinct'], ['felt', 'heartfelt']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sentidos,"noun: sense, meaning, senses
adjective: felt, heartfelt"


97,*principales* (principal),"*main*
adjective: main, principal, leading
noun: principal, chief, head",*main*,principal,"[['main', 'principal', 'leading', 'chief', 'head', 'prime', 'foremost', 'primal', 'capital', 'grand', 'cardinal', 'arch', 'great', 'preferred', 'star'], ['principal', 'chief', 'head', 'chief officer']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=principales,"adjective: main, principal, leading
noun: principal, chief, head"


98,*mátame* (matar),"*kill me*
",*kill me*,matar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mátame,


99,*hallé* (hallar),"*I found*
verb: find, find out, discover",*I found*,hallar,"[['find', 'find out', 'discover', 'locate', 'meet with']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hallé,"verb: find, find out, discover"


