,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
12,*sábado*,"*Saturday*
noun: Saturday, sabbath
abbreviation: Sat.",*Saturday*,sábado,"[['Saturday', 'sabbath'], ['Sat.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=sábado,"noun: Saturday, sabbath
abbreviation: Sat."


13,*limpiar*,"*clean*
verb: clean, clean up, clear",*clean*,limpiar,"[['clean', 'clean up', 'clear', 'cleanse', 'wipe', 'clean out', 'wash', 'clear out', 'mop', 'purge', 'wipe down', 'mop up', 'wipe up', 'tidy', 'polish', 'swab', 'wipe out', 'tidy up', 'scavenge', 'dust', 'shine', 'scour', 'do', 'scrape', 'debug', 'clean down', 'dredge', 'live down', 'efface', 'tidy out', 'manicure', 'rub up', 'swob', 'frank']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=limpiar,"verb: clean, clean up, clear"


14,*puto*,"*fucking*
",*fucking*,puto,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=puto,


15,*poquito* (poco),"*a little*
noun: touch, trifle, dash
adverb: a little bit of",*a little*,poco,"[['touch', 'trifle', 'dash', 'spot', 'thought'], ['a little bit of']]",noun adverb,noun adverb,https://www.linguee.com/english-dutch/search?source=auto&query=poquito,"noun: touch, trifle, dash
adverb: a little bit of"


16,*cientos* (ciento),"*hundreds*
noun: hundred",*hundreds*,ciento,[['hundred']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cientos,noun: hundred


17,*muero* (morir),"*I die*
verb: die, kill, die out",*I die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=muero,"verb: die, kill, die out"


18,*irak* (Irak),"*Iraq*
noun: Iraq",*Iraq*,Irak,[['Iraq']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=irak,noun: Iraq


19,*inteligencia*,"*intelligence*
noun: intelligence, brains, knowledge",*intelligence*,inteligencia,"[['intelligence', 'brains', 'knowledge', 'wit', 'comprehension', 'head', 'brightness', 'abilities']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=inteligencia,"noun: intelligence, brains, knowledge"


20,*funcionar*,"*function*
verb: work, function, run",*function*,funcionar,"[['work', 'function', 'run', 'operate', 'perform', 'act', 'start', 'behave', 'flush', 'functionate', 'go']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=funcionar,"verb: work, function, run"


21,*felicitaciones* (felicitación),"*congratulations*
noun: congratulations, backslapping",*congratulations*,felicitación,"[['congratulations', 'backslapping']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=felicitaciones,"noun: congratulations, backslapping"


22,*escapó* (escapar),"*escaped*
verb: escape, get away, flee",*escaped*,escapar,"[['escape', 'get away', 'flee', 'run away', 'break away', 'get off', 'take flight', 'let off', 'drive hard']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escapó,"verb: escape, get away, flee"


23,*criatura*,"*creature*
noun: creature, thing, infant",*creature*,criatura,"[['creature', 'thing', 'infant']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=criatura,"noun: creature, thing, infant"


24,*milagro*,"*miracle*
noun: miracle, wonder",*miracle*,milagro,"[['miracle', 'wonder']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=milagro,"noun: miracle, wonder"


25,*deprisa*,"*quickly*
adverb: fast, hastily
adjective: slippy",*quickly*,deprisa,"[['fast', 'hastily'], ['slippy']]",adverb adjective,adverb adjective,https://www.linguee.com/english-dutch/search?source=auto&query=deprisa,"adverb: fast, hastily
adjective: slippy"


26,*especiales* (especial),"*specials*
adjective: special, particular, especial",*specials*,especial,"[['special', 'particular', 'especial', 'peculiar']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=especiales,"adjective: special, particular, especial"


27,*campamento*,"*camp*
noun: camp, camping, campsite",*camp*,campamento,"[['camp', 'camping', 'campsite', 'encampment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=campamento,"noun: camp, camping, campsite"


28,*responde* (responder),"*reply*
verb: respond, answer, reply",*reply*,responder,"[['respond', 'answer', 'reply', 'answer for', 'talk back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=responde,"verb: respond, answer, reply"


29,*escuchaste* (escuchar),"*you listened*
verb: listen, hear, listen to",*you listened*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuchaste,"verb: listen, hear, listen to"


30,*debiste* (deber),"*you should have*
verb: must, owe, job",*you should have*,deber,"[['must', 'owe', 'job', 'suppose']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=debiste,"verb: must, owe, job"


31,*adios* (adiós),"*bye*
noun: adieu",*bye*,adiós,[['adieu']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=adios,noun: adieu


32,*viven* (vivir),"*they live*
verb: live, live on, reside",*they live*,vivir,"[['live', 'live on', 'reside', 'live up', 'live through', 'exist', 'do', 'breathe', 'hang out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=viven,"verb: live, live on, reside"


33,*recoger*,"*collect*
verb: collect, pick, pick up",*collect*,recoger,"[['collect', 'pick', 'pick up', 'gather', 'reap', 'harvest', 'gather up', 'glean', 'take up', 'scoop up', 'garner', 'gather in', 'take in', 'bring in', 'lift', 'scavenge', 'rake in', 'get in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=recoger,"verb: collect, pick, pick up"


34,*preguntarte* (preguntar),"*ask you*
",*ask you*,preguntar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=preguntarte,


35,*compras* (compra comprar),"*shopping*
noun: shopping",*shopping*,compra comprar,[['shopping']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=compras,noun: shopping


36,*cansada* (cansado cansar),"*tired*
adjective: tired, weary, tiresome",*tired*,cansado cansar,"[['tired', 'weary', 'tiresome', 'wearing', 'deadbeat', 'outworn', 'effete', 'doleful', 'chapfallen', 'impotent']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cansada,"adjective: tired, weary, tiresome"


37,*elegir*,"*choose*
verb: choose, select, elect",*choose*,elegir,"[['choose', 'select', 'elect', 'opt', 'pick out', 'pick on', 'vote in', 'pitch upon']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=elegir,"verb: choose, select, elect"


38,*cáncer*,"*cancer*
noun: cancer",*cancer*,cáncer,[['cancer']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cáncer,noun: cancer


39,*servir*,"*serve*
verb: serve, help, do",*serve*,servir,"[['serve', 'help', 'do', 'serve up', 'wait', 'attend', 'wait on', 'pour out', 'dish up', 'wait upon', 'bring in', 'put on', 'answer', 'wait at table', 'bear arms', 'issue']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=servir,"verb: serve, help, do"


40,*pata*,"*paw*
noun: leg, paw, foot",*paw*,pata,"[['leg', 'paw', 'foot', 'tab', 'duck', 'hoof', 'pad', 'drake']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pata,"noun: leg, paw, foot"


41,*huir*,"*flee*
verb: escape, run away, run
phrase: turn tail",*flee*,huir,"[['escape', 'run away', 'run', 'fly', 'avoid', 'run off', 'evade', 'abscond', 'shy away from'], ['turn tail']]",verb phrase,verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=huir,"verb: escape, run away, run
phrase: turn tail"


42,*útil*,"*useful*
adjective: helpful, useful, good",*useful*,útil,"[['helpful', 'useful', 'good', 'serviceable', 'profitable', 'meaningful', 'purposeful', 'purposive', 'adjuvant', 'rewarding']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=útil,"adjective: helpful, useful, good"


43,*grados* (grado),"*degrees*
noun: degree, grade, extent",*degrees*,grado,"[['degree', 'grade', 'extent', 'rank', 'stage', 'point', 'step', 'coefficient', 'dimension', 'category']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=grados,"noun: degree, grade, extent"


44,*atacar*,"*attack*
verb: attack, strike, tackle",*attack*,atacar,"[['attack', 'strike', 'tackle', 'assault', 'raid', 'engage', 'charge', 'assail', 'prey', 'bite', 'go for', 'slash', 'tamp', 'go in', 'get at', 'come at', 'stuff', 'tamp down', 'set on', 'arraign', 'pitch into', 'tamp in', 'walk in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=atacar,"verb: attack, strike, tackle"


45,*recién*,"*newly*
adverb: newly, freshly, recently",*newly*,recién,"[['newly', 'freshly', 'recently', 'just']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=recién,"adverb: newly, freshly, recently"


46,*querría* (querer),"*I would want*
verb: want, love, wish",*I would want*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=querría,"verb: want, love, wish"


47,*guapo*,"*handsome*
adjective: handsome, beautiful, pretty",*handsome*,guapo,"[['handsome', 'beautiful', 'pretty', 'nice', 'comely', 'good-looking', 'nice-looking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=guapo,"adjective: handsome, beautiful, pretty"


48,*alcance* (alcance alcanzar),"*scope*
noun: scope, reach, range",*scope*,alcance alcanzar,"[['scope', 'reach', 'range', 'extent', 'grasp', 'purview', 'compass', 'stretch', 'chase', 'size', 'shot']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alcance,"noun: scope, reach, range"


49,*dejame* (dejar),"*let me*
",*let me*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dejame,


50,*quedamos* (quedar),"*we stay*
verb: stay, remain, keep",*we stay*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedamos,"verb: stay, remain, keep"


51,*llegará* (llegar),"*reach*
verb: arrive at, come to, hit",*reach*,llegar,"[['arrive at', 'come to', 'hit', 'get at', 'attain', 'grow to', 'enter into', 'get up to', 'come at', 'get down to', 'come up to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegará,"verb: arrive at, come to, hit"


52,*seremos* (ser),"*we will be*
verb: be, come, come of",*we will be*,ser,"[['be', 'come', 'come of', 'play']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=seremos,"verb: be, come, come of"


53,*desierto*,"*desert*
adjective: desert, deserted, empty
noun: desert, wilderness",*desert*,desierto,"[['desert', 'deserted', 'empty', 'lonely', 'dead'], ['desert', 'wilderness']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=desierto,"adjective: desert, deserted, empty
noun: desert, wilderness"


54,*licencia*,"*license*
noun: license, leave, permit",*license*,licencia,"[['license', 'leave', 'permit', 'permission', 'furlough', 'degree', 'licence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=licencia,"noun: license, leave, permit"


55,*trató* (tratar),"*deal*
noun: treatment, deal, bargain",*deal*,tratar,"[['treatment', 'deal', 'bargain', 'relationship', 'intercourse', 'agreement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=trató,"noun: treatment, deal, bargain"


56,*proceso* (proceso procesar),"*process*
noun: process, proceedings, trial",*process*,proceso procesar,"[['process', 'proceedings', 'trial', 'prosecution', 'course', 'action', 'impeachment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=proceso,"noun: process, proceedings, trial"


57,*llevado* (llevar),"*carried*
adjective: kept, leaded",*carried*,llevar,"[['kept', 'leaded']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=llevado,"adjective: kept, leaded"


58,*durmiendo* (dormir),"*sleeping*
verb: sleep, slumber, doze",*sleeping*,dormir,"[['sleep', 'slumber', 'doze', 'kip', 'doss', 'bunk down', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=durmiendo,"verb: sleep, slumber, doze"


59,*tensión*,"*strain*
noun: tension, stress, strain",*strain*,tensión,"[['tension', 'stress', 'strain', 'pressure', 'tenseness', 'suspense', 'heat', 'concentration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tensión,"noun: tension, stress, strain"


60,*martes*,"*Tuesday*
noun: Tuesday
abbreviation: Tue.",*Tuesday*,martes,"[['Tuesday'], ['Tue.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=martes,"noun: Tuesday
abbreviation: Tue."


61,*kilómetros* (kilómetro),"*kilometres*
noun: kilometer, kilometre",*kilometres*,kilómetro,"[['kilometer', 'kilometre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=kilómetros,"noun: kilometer, kilometre"


62,*cartera*,"*briefcase*
noun: portfolio, wallet, briefcase",*briefcase*,cartera,"[['portfolio', 'wallet', 'briefcase', 'purse', 'bag', 'handbag', 'satchel', 'pocketbook', 'billfold', 'schoolbag', 'notecase', 'dispatch box', 'saddlebag', 'pannier', 'pannier bag']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cartera,"noun: portfolio, wallet, briefcase"


63,*tráfico*,"*traffic*
noun: traffic, trade, trading",*traffic*,tráfico,"[['traffic', 'trade', 'trading']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tráfico,"noun: traffic, trade, trading"


64,*guarda* (guardar),"*guard*
noun: guard, keeper, ward",*guard*,guardar,"[['guard', 'keeper', 'ward', 'blank page']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=guarda,"noun: guard, keeper, ward"


65,*impresionante*,"*awesome*
adjective: impressive, awesome, spectacular",*awesome*,impresionante,"[['impressive', 'awesome', 'spectacular', 'grandiose', 'awe-inspiring']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=impresionante,"adjective: impressive, awesome, spectacular"


66,*víctimas* (víctima),"*victims*
noun: victim, sufferer, casualty",*victims*,víctima,"[['victim', 'sufferer', 'casualty', 'prey', 'fatality', 'underdog', 'sport']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=víctimas,"noun: victim, sufferer, casualty"


67,*ricos* (rico),"*rich*
adjective: rich, wealthy, delicious",*rich*,rico,"[['rich', 'wealthy', 'delicious', 'affluent', 'expensive', 'costly']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=ricos,"adjective: rich, wealthy, delicious"


68,*primeros* (primero),"*first*
adjective: first, top, early
noun: first, leading, leader",*first*,primero,"[['first', 'top', 'early', 'primary', 'front', 'initial', 'foremost', 'premier', 'leading', 'original', 'head', 'opening', 'outermost', 'overriding'], ['first', 'leading', 'leader']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=primeros,"adjective: first, top, early
noun: first, leading, leader"


69,*dejamos* (dejar),"*we left*
verb: leave, let, stop",*we left*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejamos,"verb: leave, let, stop"


70,*tomen* (tomar),"*take*
verb: take, have, drink",*take*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomen,"verb: take, have, drink"


71,*iguales* (igual),"*equal*
adjective: equal, same, like",*equal*,igual,"[['equal', 'same', 'like', 'alike', 'even', 'uniform', 'duplicate']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=iguales,"adjective: equal, same, like"


72,*domingo*,"*Sunday*
noun: Sunday, sabbath
abbreviation: Sun.",*Sunday*,domingo,"[['Sunday', 'sabbath'], ['Sun.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=domingo,"noun: Sunday, sabbath
abbreviation: Sun."


73,*crear*,"*create*
verb: create, make, set up",*create*,crear,"[['create', 'make', 'set up', 'establish', 'develop', 'devise', 'launch', 'put together', 'think up', 'invent', 'run up', 'originate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=crear,"verb: create, make, set up"


74,*quedará* (quedar),"*will remain*
verb: stay, remain, keep",*will remain*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedará,"verb: stay, remain, keep"


75,*pérdida*,"*loss*
noun: loss, waste, leak",*loss*,pérdida,"[['loss', 'waste', 'leak', 'forfeiture', 'wastage', 'forfeit', 'outflow']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pérdida,"noun: loss, waste, leak"


76,*extra*,"*extra*
noun: extra, bonus",*extra*,extra,"[['extra', 'bonus']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=extra,"noun: extra, bonus"


77,*fuese* (ser ir),"*were*
verb: be, come, come of",*were*,ser ir,"[['be', 'come', 'come of', 'play']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=fuese,"verb: be, come, come of"


78,*confío* (confiar),"*I trust*
verb: trust, rely, entrust",*I trust*,confiar,"[['trust', 'rely', 'entrust', 'confide', 'intrust']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=confío,"verb: trust, rely, entrust"


79,*sabido* (saber),"*known*
adjective: learned, famed, informed",*known*,saber,"[['learned', 'famed', 'informed']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sabido,"adjective: learned, famed, informed"


80,*análisis*,"*analysis*
noun: analysis, test, review",*analysis*,análisis,"[['analysis', 'test', 'review', 'assay', 'breakdown']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=análisis,"noun: analysis, test, review"


81,*llegaste* (llegar),"*you arrived*
verb: get, reach, arrive",*you arrived*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegaste,"verb: get, reach, arrive"


82,*fría* (frío freír),"*cold*
adjective: cold, cool, chilly",*cold*,frío freír,"[['cold', 'cool', 'chilly', 'chill', 'frigid', 'frosty', 'bleak', 'stiff', 'frosted', 'frosting', 'parky', 'uncommunicative', 'distant']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=fría,"adjective: cold, cool, chilly"


83,*violencia*,"*violence*
noun: violence, mayhem, fury",*violence*,violencia,"[['violence', 'mayhem', 'fury', 'savagery', 'wildness', 'sharpness', 'rudeness', 'intemperance', 'savageness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=violencia,"noun: violence, mayhem, fury"


84,*mate* (matar mate),"*mate*
noun: mate, matt, gourd
adjective: dull, mat, matted",*mate*,matar mate,"[['mate', 'matt', 'gourd'], ['dull', 'mat', 'matted']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mate,"noun: mate, matt, gourd
adjective: dull, mat, matted"


85,*lobo*,"*wolf*
noun: wolf, lupus",*wolf*,lobo,"[['wolf', 'lupus']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lobo,"noun: wolf, lupus"


86,*discurso*,"*speech*
noun: speech, discourse, address",*speech*,discurso,"[['speech', 'discourse', 'address', 'oration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=discurso,"noun: speech, discourse, address"


87,*actor*,"*actor*
noun: actor, player, performer",*actor*,actor,"[['actor', 'player', 'performer', 'Thespian']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actor,"noun: actor, player, performer"


88,*orgullo*,"*pride*
noun: pride, loftiness",*pride*,orgullo,"[['pride', 'loftiness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=orgullo,"noun: pride, loftiness"


89,*odia* (odiar),"*hates*
verb: hate, loathe, detest",*hates*,odiar,"[['hate', 'loathe', 'detest', 'abhor', 'hold in abhorrence']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=odia,"verb: hate, loathe, detest"


90,*libras* (libra librar),"*pounds*
noun: pound, quid, smacker",*pounds*,libra librar,"[['pound', 'quid', 'smacker', 'pound-weight']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=libras,"noun: pound, quid, smacker"


91,*alli* (allí),"*over there*
adverb: there, yonder",*over there*,allí,"[['there', 'yonder']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=alli,"adverb: there, yonder"


92,*agencia*,"*agency*
noun: agency, ministration",*agency*,agencia,"[['agency', 'ministration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=agencia,"noun: agency, ministration"


93,*vuelvan* (volver),"*come back*
verb: return, go back, come back",*come back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vuelvan,"verb: return, go back, come back"


94,*necesidad*,"*need*
noun: need, necessity, requirement",*need*,necesidad,"[['need', 'necessity', 'requirement', 'want', 'desire', 'neediness', 'pinch']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=necesidad,"noun: need, necessity, requirement"


95,*naves* (nave),"*ships*
noun: nave, shed, auditorium",*ships*,nave,"[['nave', 'shed', 'auditorium']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=naves,"noun: nave, shed, auditorium"


96,*descubrir*,"*discover*
verb: discover, find out, uncover",*discover*,descubrir,"[['discover', 'find out', 'uncover', 'learn', 'detect', 'expose', 'search out', 'come upon', 'break through']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=descubrir,"verb: discover, find out, uncover"


97,*tira* (tira tirar),"*strip*
noun: strip, strap, band",*strip*,tira tirar,"[['strip', 'strap', 'band', 'shred']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tira,"noun: strip, strap, band"


98,*resolver*,"*solve*
verb: solve, resolve, settle",*solve*,resolver,"[['solve', 'resolve', 'settle', 'decide', 'work out', 'determine', 'clear up', 'dispose of', 'arrange', 'have out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=resolver,"verb: solve, resolve, settle"


99,*pondré* (poner),"*I will put*
verb: put, add, place",*I will put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pondré,"verb: put, add, place"


