,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
10,*espía* (espía espiar),"*spy*
noun: spy, spook, snooper",*spy*,espía espiar,"[['spy', 'spook', 'snooper', 'warping', 'spier', 'keek']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=espía,"noun: spy, spook, snooper"


11,*efectos* (efecto),"*effects*
noun: goods, things",*effects*,efecto,"[['goods', 'things']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=efectos,"noun: goods, things"


12,*salto* (salto saltar),"*leap*
noun: jump, leap, hop",*leap*,salto saltar,"[['jump', 'leap', 'hop', 'skip', 'bounce', 'pounce', 'capriole', 'dap', 'curvet']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=salto,"noun: jump, leap, hop"


13,*pagó* (pagar),"*pay*
noun: payment, paying, fee",*pay*,pagar,"[['payment', 'paying', 'fee', 'repayment', 'payout', 'settlement', 'payoff', 'installment', 'wage', 'property', 'discharge', 'dividend', 'defrayal', 'acquittal', 'defrayment', 'acquittance', 'indemnification', 'deliverance', 'divvy', 'area', 'region', 'zone', 'instalment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pagó,"noun: payment, paying, fee"


14,*impacto*,"*impact*
noun: impact, hit",*impact*,impacto,"[['impact', 'hit']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=impacto,"noun: impact, hit"


15,*emoción*,"*emotion*
noun: emotion, excitement, thrill",*emotion*,emoción,"[['emotion', 'excitement', 'thrill', 'feeling', 'tension', 'emotionality', 'emotionalism', 'suspense', 'flutter', 'tizzy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=emoción,"noun: emotion, excitement, thrill"


16,*disparos* (disparo),"*shots*
noun: shot, shooting, firing",*shots*,disparo,"[['shot', 'shooting', 'firing', 'release']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=disparos,"noun: shot, shooting, firing"


17,*comando*,"*command*
noun: command, commando",*command*,comando,"[['command', 'commando']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comando,"noun: command, commando"


18,*autorización*,"*authorization*
noun: authorization, license, warrant",*authorization*,autorización,"[['authorization', 'license', 'warrant', 'sanction', 'allowance', 'warranty', 'approbation', 'licence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=autorización,"noun: authorization, license, warrant"


19,*informes* (informe informar),"*reports*
noun: information, intelligence",*reports*,informe informar,"[['information', 'intelligence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=informes,"noun: information, intelligence"


20,*honestamente*,"*honestly*
adverb: honestly",*honestly*,honestamente,[['honestly']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=honestamente,adverb: honestly


21,*existencia*,"*existence*
noun: existence, stock, life",*existence*,existencia,"[['existence', 'stock', 'life', 'being', 'goods']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=existencia,"noun: existence, stock, life"


22,*demasiada* (demasiado),"*too much*
",*too much*,demasiado,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=demasiada,


23,*coches* (coche),"*cars*
noun: car, coach, carriage",*cars*,coche,"[['car', 'coach', 'carriage', 'auto', 'cab', 'motor', 'motorcar', 'saloon', 'cabriolet']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=coches,"noun: car, coach, carriage"


24,*clara* (claro clara),"*clear*
noun: white, egg white, bright period",*clear*,claro clara,"[['white', 'egg white', 'bright period']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=clara,"noun: white, egg white, bright period"


25,*alcanzar*,"*reach*
verb: reach, achieve, attain",*reach*,alcanzar,"[['reach', 'achieve', 'attain', 'accomplish', 'hit', 'catch up', 'gain', 'arrive at', 'overtake', 'get at', 'add up to', 'overhaul', 'carry', 'win through', 'make up on', 'jockey', 'last out', 'do']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=alcanzar,"verb: reach, achieve, attain"


26,*volviste* (volver),"*you came back*
verb: return, go back, come back",*you came back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=volviste,"verb: return, go back, come back"


27,*octubre*,"*October*
noun: October
abbreviation: Oct.",*October*,octubre,"[['October'], ['Oct.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=octubre,"noun: October
abbreviation: Oct."


28,*conseguimos* (conseguir),"*we got*
verb: get, achieve, obtain",*we got*,conseguir,"[['get', 'achieve', 'obtain', 'gain', 'attain', 'accomplish', 'win', 'acquire', 'come by', 'score', 'procure', 'land', 'enlist', 'get hold of', 'purchase', 'pull off', 'bring off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conseguimos,"verb: get, achieve, obtain"


29,*barato*,"*cheap*
adjective: cheap, inexpensive, nickel-and-dime",*cheap*,barato,"[['cheap', 'inexpensive', 'nickel-and-dime', 'dog-cheap', 'dirt-cheap', 'two-bit']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=barato,"adjective: cheap, inexpensive, nickel-and-dime"


30,*apostar*,"*bet*
verb: bet, wager, stake",*bet*,apostar,"[['bet', 'wager', 'stake', 'lay', 'post', 'punt', 'lay down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=apostar,"verb: bet, wager, stake"


31,*requiere* (requerir),"*requires*
verb: call for, want",*requires*,requerir,"[['call for', 'want']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=requiere,"verb: call for, want"


32,*importan* (importar),"*matter*
verb: import, matter, amount to",*matter*,importar,"[['import', 'matter', 'amount to', 'reck']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=importan,"verb: import, matter, amount to"


33,*grano*,"*grain*
noun: grain, kernel, pimple",*grain*,grano,"[['grain', 'kernel', 'pimple', 'particle', 'speck', 'spot', 'carbuncle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=grano,"noun: grain, kernel, pimple"


34,*demasiados* (demasiado),"*too many*
",*too many*,demasiado,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=demasiados,


35,*casarte* (casar),"*get married*
",*get married*,casar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=casarte,


36,*tráeme* (traer),"*bring to me*
",*bring to me*,traer,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=tráeme,


37,*progreso* (progreso progresar),"*progress*
noun: progress, advancement, development",*progress*,progreso progresar,"[['progress', 'advancement', 'development', 'advance', 'improvement', 'headway', 'breakthrough', 'amelioration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=progreso,"noun: progress, advancement, development"


38,*odias* (odiar),"*you hate*
verb: hate, loathe, detest",*you hate*,odiar,"[['hate', 'loathe', 'detest', 'abhor', 'hold in abhorrence']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=odias,"verb: hate, loathe, detest"


39,*ocurrir*,"*occur*
verb: occur, happen, take place",*occur*,ocurrir,"[['occur', 'happen', 'take place', 'pass', 'come about', 'befall', 'come off', 'betide']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ocurrir,"verb: occur, happen, take place"


40,*hacías* (hacer),"*you did*
verb: do, make, ask",*you did*,hacer,"[['do', 'make', 'ask', 'be', 'cause', 'render', 'give', 'work', 'bring', 'perform', 'carry out', 'build', 'make up', 'create', 'act', 'pay', 'pull', 'drive', 'work out', 'take on', 'throw', 'poke', 'put forward', 'bring in', 'compose', 'punch', 'turn out', 'put out', 'lean', 'drop', 'emit', 'advance', 'set off', 'perpetrate', 'bind', 'wet', 'level', 'lumber', 'fabricate', 'generate', 'commit', 'force', 'form', 'effect']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hacías,"verb: do, make, ask"


41,*serías* (ser),"*would you be*
verb: be, come, come of",*would you be*,ser,"[['be', 'come', 'come of', 'play']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=serías,"verb: be, come, come of"


42,*secretario*,"*secretary*
noun: secretary, clerk, registrar
abbreviation: sec",*secretary*,secretario,"[['secretary', 'clerk', 'registrar', 'secretary-bird'], ['sec']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=secretario,"noun: secretary, clerk, registrar
abbreviation: sec"


43,*rusia* (Rusia rusia),"*Russia*
noun: Russia",*Russia*,Rusia rusia,[['Russia']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rusia,noun: Russia


44,*piénsalo* (pensar),"*think about it*
",*think about it*,pensar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=piénsalo,


45,*gatito* (gatito gato),"*kitten*
noun: kitten, pussy, catling",*kitten*,gatito gato,"[['kitten', 'pussy', 'catling', 'moggy', 'mog']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gatito,"noun: kitten, pussy, catling"


46,*déme* (dar),"*give me*
",*give me*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=déme,


47,*colección*,"*collection*
noun: collection, set, array",*collection*,colección,"[['collection', 'set', 'array', 'assemblage', 'lot']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=colección,"noun: collection, set, array"


48,*vais* (ir),"*you go*
verb: go, be, head",*you go*,ir,"[['go', 'be', 'head', 'walk', 'pass', 'pursue', 'fit', 'run away', 'pass by', 'get at', 'run for', 'run after', 'chase after', 'suit', 'be behind', 'lead', 'follow']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vais,"verb: go, be, head"


49,*sufrido* (sufrido sufrir),"*suffered*
adjective: long-suffering, afflicted",*suffered*,sufrido sufrir,"[['long-suffering', 'afflicted']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sufrido,"adjective: long-suffering, afflicted"


50,*ningun* (ningún),"*none*
",*none*,ningún,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ningun,


51,*helena* (heleno Helena),"*helena*
",*helena*,heleno Helena,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=helena,


52,*terror*,"*terror*
noun: terror, horror, dread",*terror*,terror,"[['terror', 'horror', 'dread', 'fright', 'terrorization']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=terror,"noun: terror, horror, dread"


53,*salva* (salvar salvo salva),"*save*
noun: salvo, volley, salute",*save*,salvar salvo salva,"[['salvo', 'volley', 'salute']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=salva,"noun: salvo, volley, salute"


54,*salgas* (salir),"*come out*
verb: leave, get out, go out",*come out*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salgas,"verb: leave, get out, go out"


55,*sacarte* (sacar),"*take you out*
",*take you out*,sacar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=sacarte,


56,*lanza* (lanza lanzar),"*lance*
noun: spear, lance, pole",*lance*,lanza lanzar,"[['spear', 'lance', 'pole']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lanza,"noun: spear, lance, pole"


57,*usó* (usar),"*use*
noun: use, using, usage",*use*,usar,"[['use', 'using', 'usage', 'purpose', 'utilization', 'wear', 'employment', 'fashion']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=usó,"noun: use, using, usage"


58,*quince*,"*fifteen*
noun: fifteen
: fifteen",*fifteen*,quince,"[['fifteen'], ['fifteen']]",noun ,noun ,https://www.linguee.com/english-dutch/search?source=auto&query=quince,"noun: fifteen
: fifteen"


59,*prometido* (prometido prometer),"*fiance*
adjective: promised, engaged, betrothed
noun: fiance, fiancé, betrothed",*fiance*,prometido prometer,"[['promised', 'engaged', 'betrothed'], ['fiance', 'fiancé', 'betrothed']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=prometido,"adjective: promised, engaged, betrothed
noun: fiance, fiancé, betrothed"


60,*preciso*,"*accurate*
adjective: precise, necessary, accurate",*accurate*,preciso,"[['precise', 'necessary', 'accurate', 'definite', 'requisite', 'pinpoint']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=preciso,"adjective: precise, necessary, accurate"


61,*pirata*,"*pirate*
noun: pirate, rover, picaroon
adjective: piratical",*pirate*,pirata,"[['pirate', 'rover', 'picaroon', 'sea rover', 'sea wolf', 'sea dog'], ['piratical']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pirata,"noun: pirate, rover, picaroon
adjective: piratical"


62,*moral*,"*moral*
adjective: moral
noun: moral, morality, morale",*moral*,moral,"[['moral'], ['moral', 'morality', 'morale', 'moral philosophy']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=moral,"adjective: moral
noun: moral, morality, morale"


63,*moneda*,"*currency*
noun: currency, coin, money",*currency*,moneda,"[['currency', 'coin', 'money', 'coinage', 'piece']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=moneda,"noun: currency, coin, money"


64,*haberle* (haber),"*have*
",*have*,haber,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=haberle,


65,*estuvieras* (estar),"*you were*
verb: be, stay, stand",*you were*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estuvieras,"verb: be, stay, stand"


66,*dijimos* (decir),"*we said*
verb: say, tell, speak",*we said*,decir,"[['say', 'tell', 'speak', 'mention', 'call', 'word', 'recite', 'voice']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dijimos,"verb: say, tell, speak"


67,*cayendo* (caer),"*falling down*
verb: fall, drop, fall down",*falling down*,caer,"[['fall', 'drop', 'fall down', 'fall off', 'fall out', 'go', 'tumble', 'sink', 'decline', 'go down', 'fall over', 'fall on', 'come down', 'plunge', 'tumble down', 'crumble', 'like', 'demise', 'catch on', 'set', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cayendo,"verb: fall, drop, fall down"


68,*bajas* (bajo baja),"*low*
adjective: low, lower, bass",*low*,bajo baja,"[['low', 'lower', 'bass', 'small', 'base', 'short', 'deep', 'subdued', 'menial', 'humble', 'despicable', 'low-lying', 'low-down']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=bajas,"adjective: low, lower, bass"


69,*viniera* (venir),"*came*
verb: come, come round, come through",*came*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=viniera,"verb: come, come round, come through"


70,*soñando* (soñar),"*ringing*
adverb: dreamily",*ringing*,soñar,[['dreamily']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=soñando,adverb: dreamily


71,*servirá* (servir),"*will serve*
verb: profit, dish up, pour out",*will serve*,servir,"[['profit', 'dish up', 'pour out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=servirá,"verb: profit, dish up, pour out"


72,*moscú* (Moscú),"*Moscow*
noun: Moscow",*Moscow*,Moscú,[['Moscow']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=moscú,noun: Moscow


73,*mínimo*,"*minimum*
adjective: minimum, least, minimal
noun: minimum",*minimum*,mínimo,"[['minimum', 'least', 'minimal', 'rock-bottom'], ['minimum']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=mínimo,"adjective: minimum, least, minimal
noun: minimum"


74,*hermosas* (hermoso),"*beautiful*
adjective: beautiful, handsome, lovely",*beautiful*,hermoso,"[['beautiful', 'handsome', 'lovely', 'fine', 'fair', 'goodly', 'beauteous', 'bonny', 'chic', 'good-looking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=hermosas,"adjective: beautiful, handsome, lovely"


75,*escondido* (escondido esconder),"*hidden*
adjective: dark, secret, blind",*hidden*,escondido esconder,"[['dark', 'secret', 'blind', 'quiet', 'doggo']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=escondido,"adjective: dark, secret, blind"


76,*demostrar*,"*demonstrate*
verb: demonstrate, show, prove",*demonstrate*,demostrar,"[['demonstrate', 'show', 'prove', 'evidence', 'display', 'illustrate', 'indicate', 'expose', 'exemplify']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=demostrar,"verb: demonstrate, show, prove"


77,*perrito* (perrito perro),"*puppy*
noun: puppy, doggie, doggy",*puppy*,perrito perro,"[['puppy', 'doggie', 'doggy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perrito,"noun: puppy, doggie, doggy"


78,*intente* (intentar),"*try*
verb: try, attempt, intend",*try*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intente,"verb: try, attempt, intend"


79,*habrán* (haber),"*there will be*
verb: have",*there will be*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=habrán,verb: have


80,*experimento*,"*experiment*
noun: experiment, experimentation",*experiment*,experimento,"[['experiment', 'experimentation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=experimento,"noun: experiment, experimentation"


81,*espaldas* (espalda),"*backs*
noun: back",*backs*,espalda,[['back']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=espaldas,noun: back


82,*diseño* (diseño diseñar),"*design*
noun: design, designing, pattern",*design*,diseño diseñar,"[['design', 'designing', 'pattern']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=diseño,"noun: design, designing, pattern"


83,*barra* (barra barrer),"*bar*
noun: bar, rod, stick",*bar*,barra barrer,"[['bar', 'rod', 'stick', 'pole']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=barra,"noun: bar, rod, stick"


84,*anciano*,"*old man*
noun: old man, elderly, elder
adjective: old, elderly, elder",*old man*,anciano,"[['old man', 'elderly', 'elder', 'ancient', 'greybeard', 'graybeard', 'ole'], ['old', 'elderly', 'elder', 'aged', 'grey-headed']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=anciano,"noun: old man, elderly, elder
adjective: old, elderly, elder"


85,*alfombra* (alfombra alfombrar),"*rug*
noun: carpet",*rug*,alfombra alfombrar,[['carpet']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alfombra,noun: carpet


86,*actriz*,"*actress*
noun: actress, performer, player",*actress*,actriz,"[['actress', 'performer', 'player']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actriz,"noun: actress, performer, player"


87,*tono*,"*tone*
noun: tone, pitch, shade",*tone*,tono,"[['tone', 'pitch', 'shade', 'key', 'ring']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tono,"noun: tone, pitch, shade"


88,*sentarse* (sentar),"*feel*
verb: sit, sit down, seat oneself",*feel*,sentar,"[['sit', 'sit down', 'seat oneself', 'sit oneself']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sentarse,"verb: sit, sit down, seat oneself"


89,*remedio*,"*remedy*
noun: remedy, redress, physic",*remedy*,remedio,"[['remedy', 'redress', 'physic', 'medicament']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=remedio,"noun: remedy, redress, physic"


90,*listas* (lista listo),"*ready*
noun: list, table, roster",*ready*,lista listo,"[['list', 'table', 'roster', 'schedule', 'roll', 'register']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=listas,"noun: list, table, roster"


91,*gris*,"*grey*
adjective: gray, drab, dull
noun: gray, grey",*grey*,gris,"[['gray', 'drab', 'dull', 'grizzly', 'cinereous', 'grey'], ['gray', 'grey']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=gris,"adjective: gray, drab, dull
noun: gray, grey"


92,*enviaron* (enviar),"*they sent*
verb: send, post, ship",*they sent*,enviar,"[['send', 'post', 'ship', 'forward', 'dispatch', 'despatch', 'send off', 'remit', 'consign', 'send away', 'pack off', 'tap out', 'extend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=enviaron,"verb: send, post, ship"


93,*entendiste* (entender),"*you understood*
verb: understand, grasp, realize",*you understood*,entender,"[['understand', 'grasp', 'realize', 'comprehend', 'get', 'believe', 'think', 'make out', 'interpret', 'infer', 'catch up', 'figure up', 'cotton on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entendiste,"verb: understand, grasp, realize"


94,*disfrutar*,"*enjoy*
verb: enjoy, delight, bask",*enjoy*,disfrutar,"[['enjoy', 'delight', 'bask', 'take pleasure in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=disfrutar,"verb: enjoy, delight, bask"


95,*contaré* (contar),"*I will count*
verb: count, tell, reckon",*I will count*,contar,"[['count', 'tell', 'reckon', 'recount', 'number', 'relate', 'narrate', 'bank', 'calculate', 'spin', 'pitch', 'peddle', 'yarn', 'check', 'retail']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=contaré,"verb: count, tell, reckon"


96,*comen* (comer),"*eat*
verb: eat, lunch, meal",*eat*,comer,"[['eat', 'lunch', 'meal', 'take', 'have dinner', 'luncheon', 'tuck', 'tuck in', 'eat away', 'take a meal', 'tuck away', 'live off', 'live on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comen,"verb: eat, lunch, meal"


97,*sentada* (sentado sentar),"*sitting*
noun: sitting",*sitting*,sentado sentar,[['sitting']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sentada,noun: sitting


98,*pregunte* (preguntar),"*I asked for*
verb: ask, inquire, question",*I asked for*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pregunte,"verb: ask, inquire, question"


99,*japonés*,"*Japanese*
adjective: Japanese, Nipponese
noun: Japanese, Nipponese, nip",*Japanese*,japonés,"[['Japanese', 'Nipponese'], ['Japanese', 'Nipponese', 'nip']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=japonés,"adjective: Japanese, Nipponese
noun: Japanese, Nipponese, nip"


