,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*visión*,"*vision*
noun: vision, view, sight",*vision*,visión,"[['vision', 'view', 'sight', 'picture', 'seeing']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=visión,"noun: vision, view, sight"


12,*montañas* (montaña),"*mountains*
noun: highland",*mountains*,montaña,[['highland']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=montañas,noun: highland


13,*comido* (comido comer),"*Eaten*
adjective: taken",*Eaten*,comido comer,[['taken']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=comido,adjective: taken


14,*construir*,"*build*
verb: build, construct, erect",*build*,construir,"[['build', 'construct', 'erect', 'set up', 'put up', 'rig up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=construir,"verb: build, construct, erect"


15,*comunidad*,"*community*
noun: community, common, clanship",*community*,comunidad,"[['community', 'common', 'clanship', 'joinder', 'league']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comunidad,"noun: community, common, clanship"


16,*verán* (ver),"*they will see*
verb: see, view, watch",*they will see*,ver,"[['see', 'view', 'watch', 'look', 'hear', 'see into', 'eye', 'try', 'envisage', 'notice', 'witness']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=verán,"verb: see, view, watch"


17,*pierde* (perder),"*misses*
verb: lose, miss, waste",*misses*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pierde,"verb: lose, miss, waste"


18,*piense* (pensar),"*think*
verb: think, reflect, ponder",*think*,pensar,"[['think', 'reflect', 'ponder', 'contemplate', 'think out', 'guess', 'think over', 'cogitate', 'see about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=piense,"verb: think, reflect, ponder"


19,*felicidad*,"*happiness*
noun: happiness, bliss, felicity",*happiness*,felicidad,"[['happiness', 'bliss', 'felicity', 'blessedness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=felicidad,"noun: happiness, bliss, felicity"


20,*diversión*,"*fun*
noun: fun, diversion, amusement",*fun*,diversión,"[['fun', 'diversion', 'amusement', 'entertainment', 'play', 'relaxation', 'avocation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=diversión,"noun: fun, diversion, amusement"


21,*salvó* (salvar),"*except*
preposition: except, save, but
conjunction: except for",*except*,salvar,"[['except', 'save', 'but', 'excluding', 'excepting', 'saving', 'bar'], ['except for']]",preposition conjunction,preposition conjunction,https://www.linguee.com/english-dutch/search?source=auto&query=salvó,"preposition: except, save, but
conjunction: except for"


22,*quita* (quitar),"*remove*
verb: remove, take away, take off",*remove*,quitar,"[['remove', 'take away', 'take off', 'pull off', 'take out', 'wash away', 'take from', 'clear away', 'relieve', 'get out', 'take up', 'brush away', 'get off', 'clear out', 'come off', 'wash off', 'knock off', 'brush off', 'get away', 'excise', 'blow off', 'knock out', 'pick off', 'weed', 'trim away', 'trim off', 'twist off', 'push off', 'encroach on', 'iron out', 'throw aside', 'let away', 'tidy away']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quita,"verb: remove, take away, take off"


23,*museo*,"*museum*
noun: museum",*museum*,museo,[['museum']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=museo,noun: museum


24,*disparó* (disparar),"*Shooting*
noun: shot, shooting, firing",*Shooting*,disparar,"[['shot', 'shooting', 'firing', 'release']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=disparó,"noun: shot, shooting, firing"


25,*desearía* (desear),"*I would like*
phrase: I would like",*I would like*,desear,[['I would like']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=desearía,phrase: I would like


26,*misterio*,"*mystery*
noun: mystery, riddle, mystique",*mystery*,misterio,"[['mystery', 'riddle', 'mystique', 'mystification', 'inscrutability']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=misterio,"noun: mystery, riddle, mystique"


27,*buscamos* (buscar),"*we seek*
verb: search, search for, look",*we seek*,buscar,"[['search', 'search for', 'look', 'seek', 'look for', 'look up', 'pursue', 'hunt', 'seek for', 'look out', 'hunt for', 'quest', 'look out for', 'seek after', 'go after', 'scout for', 'prospect for', 'search after', 'hunt out', 'look round', 'home in on', 'scrounge around for', 'investigate', 'forage']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=buscamos,"verb: search, search for, look"


28,*aviso* (aviso avisar),"*warning*
noun: notice, warning, ad",*warning*,aviso avisar,"[['notice', 'warning', 'ad', 'announcement', 'message', 'notification', 'advice', 'prompt', 'advertisement', 'aviso']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=aviso,"noun: notice, warning, ad"


29,*almirante*,"*admiral*
noun: admiral",*admiral*,almirante,[['admiral']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=almirante,noun: admiral


30,*solución*,"*solution*
noun: solution, settlement, answer",*solution*,solución,"[['solution', 'settlement', 'answer', 'settling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=solución,"noun: solution, settlement, answer"


31,*pequeñas* (pequeño),"*little*
adjective: small, little, short",*little*,pequeño,"[['small', 'little', 'short', 'slight', 'low', 'petty', 'baby', 'minute', 'lower', 'skimpy', 'dwarfish', 'undersized']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pequeñas,"adjective: small, little, short"


32,*faltan* (faltar),"*missing*
verb: lack, fail, fall short",*missing*,faltar,"[['lack', 'fail', 'fall short', 'default', 'go back on', 'let down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=faltan,"verb: lack, fail, fall short"


33,*existen* (existir),"*exist*
verb: exist, be, occur",*exist*,existir,"[['exist', 'be', 'occur', 'feature']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=existen,"verb: exist, be, occur"


34,*combustible*,"*fuel*
noun: fuel, combustible
adjective: combustible",*fuel*,combustible,"[['fuel', 'combustible'], ['combustible']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=combustible,"noun: fuel, combustible
adjective: combustible"


35,*leído* (leer),"*read*
noun: read
adjective: taken, well-read",*read*,leer,"[['read'], ['taken', 'well-read']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=leído,"noun: read
adjective: taken, well-read"


36,*tirar*,"*throw*
verb: pull, throw, shoot",*throw*,tirar,"[['pull', 'throw', 'shoot', 'throw away', 'throw out', 'discard', 'cast', 'dispose of', 'pitch', 'lay', 'toss away', 'heave', 'throw about', 'throw aside', 'toss over', 'sling away', 'turn out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tirar,"verb: pull, throw, shoot"


37,*responder*,"*reply*
verb: respond, answer, reply",*reply*,responder,"[['respond', 'answer', 'reply', 'answer for', 'talk back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=responder,"verb: respond, answer, reply"


38,*esfuerzo* (esfuerzo esforzar),"*effort*
noun: effort, endeavor, exertion",*effort*,esfuerzo esforzar,"[['effort', 'endeavor', 'exertion', 'attempt', 'strain', 'toil', 'stretch', 'endeavour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=esfuerzo,"noun: effort, endeavor, exertion"


39,*vuelves* (volver),"*come back*
verb: return, go back, come back",*come back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vuelves,"verb: return, go back, come back"


40,*pájaro*,"*bird*
noun: bird",*bird*,pájaro,[['bird']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pájaro,noun: bird


41,*hermanas* (hermana),"*sisters*
noun: brother, sibling, sib",*sisters*,hermana,"[['brother', 'sibling', 'sib']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hermanas,"noun: brother, sibling, sib"


42,*guerrero*,"*warrior*
noun: warrior, fighter
adjective: bellicose",*warrior*,guerrero,"[['warrior', 'fighter'], ['bellicose']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=guerrero,"noun: warrior, fighter
adjective: bellicose"


43,*esposas* (esposas esposa),"*wives*
noun: handcuffs, manacles, bracelets",*wives*,esposas esposa,"[['handcuffs', 'manacles', 'bracelets']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=esposas,"noun: handcuffs, manacles, bracelets"


44,*coma* (coma comer),"*eat*
noun: coma, comma, point",*eat*,coma comer,"[['coma', 'comma', 'point']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=coma,"noun: coma, comma, point"


45,*abra* (abrir abra),"*open*
verb: open, open up, start",*open*,abrir abra,"[['open', 'open up', 'start', 'break', 'cut open', 'unfold', 'undo', 'expose', 'put up', 'unbar', 'uncurl', 'zip open', 'discover']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=abra,"verb: open, open up, start"


46,*traes* (traer),"*you bring*
verb: bring, bring in, get",*you bring*,traer,"[['bring', 'bring in', 'get', 'carry', 'bring along', 'wear', 'take along', 'call up', 'carry back', 'bring round', 'bring around', 'wheel out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=traes,"verb: bring, bring in, get"


47,*sientas* (sentir sentar),"*feel*
verb: feel, sense, regret",*feel*,sentir sentar,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sientas,"verb: feel, sense, regret"


48,*olvide* (olvidar),"*forget*
verb: forget, neglect, leave",*forget*,olvidar,"[['forget', 'neglect', 'leave', 'get over', 'omit', 'leave behind', 'leave out', 'condone', 'come off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=olvide,"verb: forget, neglect, leave"


49,*bolsillo*,"*pocket*
noun: pocket",*pocket*,bolsillo,[['pocket']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bolsillo,noun: pocket


50,*heridas* (herida herir),"*wounds*
adjective: wounded, injured, lacerated",*wounds*,herida herir,"[['wounded', 'injured', 'lacerated']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=heridas,"adjective: wounded, injured, lacerated"


51,*saco* (saco sacar),"*coat*
noun: sack, bag, sac",*coat*,saco sacar,"[['sack', 'bag', 'sac', 'coat', 'jacket', 'sackful', 'carrier bag']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=saco,"noun: sack, bag, sac"


52,*gasolina*,"*gasoline*
noun: gasoline, petrol, gas",*gasoline*,gasolina,"[['gasoline', 'petrol', 'gas']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gasolina,"noun: gasoline, petrol, gas"


53,*conexión*,"*Connection*
noun: connection, link, connexion",*Connection*,conexión,"[['connection', 'link', 'connexion', 'linkage', 'hookup', 'bond', 'liaison', 'joining', 'touch', 'relationship', 'relation', 'putting through', 'link-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conexión,"noun: connection, link, connexion"


54,*correcta* (correcto),"*correct*
adjective: correct, right, proper",*correct*,correcto,"[['correct', 'right', 'proper', 'accurate', 'seemly', 'just']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=correcta,"adjective: correct, right, proper"


55,*pedazos* (pedazo),"*pieces*
noun: piece, chunk, hunk",*pieces*,pedazo,"[['piece', 'chunk', 'hunk', 'lump', 'little', 'morsel', 'nub', 'wedge', 'cantel', 'lieu', 'end']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pedazos,"noun: piece, chunk, hunk"


56,*líneas* (línea),"*lines*
noun: design, shell",*lines*,línea,"[['design', 'shell']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=líneas,"noun: design, shell"


57,*estarías* (estar),"*would you be*
verb: be, stay, stand",*would you be*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estarías,"verb: be, stay, stand"


58,*convierte* (convertir),"*converts*
verb: convert, turn, transform",*converts*,convertir,"[['convert', 'turn', 'transform', 'proselytize', 'turn around', 'turn about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=convierte,"verb: convert, turn, transform"


59,*ayudará* (ayudar),"*help to*
verb: serve",*help to*,ayudar,[['serve']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ayudará,verb: serve


60,*rumbo*,"*course*
noun: course, direction, route",*course*,rumbo,"[['course', 'direction', 'route', 'tack', 'rhumb', 'drift', 'tenor']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rumbo,"noun: course, direction, route"


61,*rompió* (romper),"*broke*
verb: break, break down, smash",*broke*,romper,"[['break', 'break down', 'smash', 'break off', 'shatter', 'snap', 'cleave', 'cut through', 'sunder', 'snap off', 'smash down', 'smash in', 'take apart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=rompió,"verb: break, break down, smash"


62,*muera* (morir),"*die*
verb: die, kill, die out",*die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=muera,"verb: die, kill, die out"


63,*mia* (mío Mia),"*mine*
pronoun: mine",*mine*,mío Mia,[['mine']],pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=mia,pronoun: mine


64,*material*,"*material*
adjective: material, physical, objective
noun: material, equipment",*material*,material,"[['material', 'physical', 'objective', 'true'], ['material', 'equipment']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=material,"adjective: material, physical, objective
noun: material, equipment"


65,*diamantes* (diamante),"*diamonds*
noun: diamond, adamant, rock",*diamonds*,diamante,"[['diamond', 'adamant', 'rock', 'sparkler']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=diamantes,"noun: diamond, adamant, rock"


66,*rápidamente*,"*quickly*
adverb: quickly, rapidly, fast",*quickly*,rápidamente,"[['quickly', 'rapidly', 'fast', 'quick', 'swiftly', 'speedily', 'apace', 'chop-chop']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=rápidamente,"adverb: quickly, rapidly, fast"


67,*mírate* (mirar),"*look to you*
",*look to you*,mirar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mírate,


68,*fecha*,"*date*
noun: date, day
abbreviation: d.",*date*,fecha,"[['date', 'day'], ['d.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=fecha,"noun: date, day
abbreviation: d."


69,*escritorio*,"*desk*
noun: desk, writing desk, bureau",*desk*,escritorio,"[['desk', 'writing desk', 'bureau', 'escritoire']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escritorio,"noun: desk, writing desk, bureau"


70,*digan* (decir),"*say*
verb: say, tell, speak",*say*,decir,"[['say', 'tell', 'speak', 'mention', 'call', 'word', 'recite', 'voice']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=digan,"verb: say, tell, speak"


71,*registro* (registro registrar),"*record*
noun: registration, record, register",*record*,registro registrar,"[['registration', 'record', 'register', 'registry', 'recording', 'search', 'searching', 'inspection', 'bookmark', 'marker', 'book', 'exam', 'stop', 'county']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=registro,"noun: registration, record, register"


72,*maten* (matar),"*kill*
verb: kill, slay, murder",*kill*,matar,"[['kill', 'slay', 'murder', 'slaughter', 'shoot', 'destroy', 'butcher', 'swat', 'homicide', 'cut down', 'knock off', 'carry off', 'do in', 'dispose of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=maten,"verb: kill, slay, murder"


73,*incendio*,"*fire*
noun: fire, burning, conflagration",*fire*,incendio,"[['fire', 'burning', 'conflagration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=incendio,"noun: fire, burning, conflagration"


74,*deme* (dar),"*give me*
",*give me*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=deme,


75,*sois* (ser),"*you are*
phrase: you are",*you are*,ser,[['you are']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=sois,phrase: you are


76,*pensamientos* (pensamiento),"*thoughts*
noun: thinking",*thoughts*,pensamiento,[['thinking']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pensamientos,noun: thinking


77,*dímelo* (decir),"*tell me*
",*tell me*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dímelo,


78,*comiendo* (comer),"*eating*
verb: eat, lunch, meal",*eating*,comer,"[['eat', 'lunch', 'meal', 'take', 'have dinner', 'luncheon', 'tuck', 'tuck in', 'eat away', 'take a meal', 'tuck away', 'live off', 'live on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comiendo,"verb: eat, lunch, meal"


79,*aparte*,"*apart*
adjective: apart
adverb: apart, aside, apart from
noun: aside",*apart*,aparte,"[['apart'], ['apart', 'aside', 'apart from', 'by'], ['aside']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=aparte,"adjective: apart
adverb: apart, aside, apart from
noun: aside"


80,*asesinatos* (asesinato),"*murders*
noun: murder, assassination, killing",*murders*,asesinato,"[['murder', 'assassination', 'killing', 'shooting']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=asesinatos,"noun: murder, assassination, killing"


81,*lección*,"*lesson*
noun: lesson, class, lection",*lesson*,lección,"[['lesson', 'class', 'lection']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lección,"noun: lesson, class, lection"


82,*algun* (algún),"*some*
adjective: some
pronoun: any",*some*,algún,"[['some'], ['any']]",adjective pronoun,adjective pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=algun,"adjective: some
pronoun: any"


83,*abrigo*,"*coat*
noun: coat, shelter, overcoat",*coat*,abrigo,"[['coat', 'shelter', 'overcoat', 'cover', 'protection', 'covering', 'covert']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=abrigo,"noun: coat, shelter, overcoat"


84,*tratamiento*,"*treatment*
noun: treatment, processing, medication",*treatment*,tratamiento,"[['treatment', 'processing', 'medication']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tratamiento,"noun: treatment, processing, medication"


85,*julio*,"*July*
noun: July, joule
abbreviation: Jul.",*July*,julio,"[['July', 'joule'], ['Jul.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=julio,"noun: July, joule
abbreviation: Jul."


86,*pene*,"*penis*
noun: penis",*penis*,pene,[['penis']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pene,noun: penis


87,*conejo*,"*rabbit*
noun: rabbit, coney, cottontail",*rabbit*,conejo,"[['rabbit', 'coney', 'cottontail', 'cony']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conejo,"noun: rabbit, coney, cottontail"


88,*suceder*,"*happen*
verb: happen, occur, come about",*happen*,suceder,"[['happen', 'occur', 'come about', 'befall']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suceder,"verb: happen, occur, come about"


89,*ruta*,"*route*
noun: route, road, way",*route*,ruta,"[['route', 'road', 'way', 'journey', 'itinerary', 'lane', 'line', 'tack', 'cumin']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ruta,"noun: route, road, way"


90,*ciego*,"*blind*
adjective: blind, sightless, unseeing
noun: blind man",*blind*,ciego,"[['blind', 'sightless', 'unseeing', 'purblind'], ['blind man']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=ciego,"adjective: blind, sightless, unseeing
noun: blind man"


91,*asqueroso*,"*disgusting*
adjective: disgusting, gross, foul",*disgusting*,asqueroso,"[['disgusting', 'gross', 'foul', 'nasty', 'revolting', 'lousy', 'crappy', 'ugly', 'noisome', 'beastly', 'mucky', 'squalid', 'putrid', 'sordid', 'Augean']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=asqueroso,"adjective: disgusting, gross, foul"


92,*súper*,"*super*
adjective: super, radical
adverb: super
noun: high-grade petrol",*super*,súper,"[['super', 'radical'], ['super'], ['high-grade petrol']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=súper,"adjective: super, radical
adverb: super
noun: high-grade petrol"


93,*prisionero*,"*prisoner*
noun: prisoner, captive, gaoler",*prisoner*,prisionero,"[['prisoner', 'captive', 'gaoler']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=prisionero,"noun: prisoner, captive, gaoler"


94,*odie* (odiar),"*hate*
verb: hate, loathe, detest",*hate*,odiar,"[['hate', 'loathe', 'detest', 'abhor', 'hold in abhorrence']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=odie,"verb: hate, loathe, detest"


95,*ocupada* (ocupado ocupar),"*busy*
verb: occupy, fill, take",*busy*,ocupado ocupar,"[['occupy', 'fill', 'take', 'hold', 'take up', 'engage', 'take over', 'deal with', 'employ', 'capture', 'concern', 'attend', 'live in', 'attend to', 'encroach on', 'pay attention', 'be busy', 'have a job']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ocupada,"verb: occupy, fill, take"


96,*llevarlo* (llevar),"*carry it*
",*carry it*,llevar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llevarlo,


97,*empezamos* (empezar),"*we started*
verb: start, begin, get",*we started*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empezamos,"verb: start, begin, get"


98,*estuvimos* (estar),"*we were*
verb: be, stay, stand",*we were*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estuvimos,"verb: be, stay, stand"


99,*decírselo* (decir),"*tell him*
",*tell him*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=decírselo,


