,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*permiten* (permitir),"*allow*
verb: allow, enable, permit",*allow*,permitir,"[['allow', 'enable', 'permit', 'let', 'give', 'empower', 'allow in', 'admit of', 'allow out', 'emend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=permiten,"verb: allow, enable, permit"


12,*heredero*,"*heir*
adjective: heir
noun: heir, inheritor, heritor",*heir*,heredero,"[['heir'], ['heir', 'inheritor', 'heritor']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=heredero,"adjective: heir
noun: heir, inheritor, heritor"


13,*entraron* (entrar),"*they entered*
verb: enter, get in, come in",*they entered*,entrar,"[['enter', 'get in', 'come in', 'go in', 'access', 'input', 'fit', 'walk in', 'step in', 'bring in', 'pass in', 'introduce', 'put in', 'march in', 'pull in', 'draw in', 'get at', 'show in', 'approach']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entraron,"verb: enter, get in, come in"


14,*canadá* (Canadá),"*Canada*
noun: Canada",*Canada*,Canadá,[['Canada']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=canadá,noun: Canada


15,*caminos* (camino),"*roads*
noun: way, road, path",*roads*,camino,"[['way', 'road', 'path', 'journey', 'track', 'trail', 'pathway', 'course', 'lane', 'avenue', 'line', 'bypath']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=caminos,"noun: way, road, path"


16,*sintió* (sentir),"*felt*
verb: feel, sense, regret",*felt*,sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sintió,"verb: feel, sense, regret"


17,*robé* (robar),"*I stole*
verb: steal, rob, draw",*I stole*,robar,"[['steal', 'rob', 'draw', 'thieve', 'pinch', 'remove', 'walk off', 'walk away']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=robé,"verb: steal, rob, draw"


18,*porno*,"*for not*
",*for not*,porno,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=porno,


19,*lejano*,"*far*
adjective: far, distant, remote",*far*,lejano,"[['far', 'distant', 'remote', 'faraway', 'farther', 'outlying', 'vital', 'far-off', 'out-of-the-way']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=lejano,"adjective: far, distant, remote"


20,*intercambio* (intercambio intercambiar),"*exchange*
noun: exchange, interchange, swap",*exchange*,intercambio intercambiar,"[['exchange', 'interchange', 'swap', 'swop', 'give-and-take', 'trade-off']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=intercambio,"noun: exchange, interchange, swap"


21,*hojas* (hoja),"*leaves*
noun: sheet, leaf, blade",*leaves*,hoja,"[['sheet', 'leaf', 'blade', 'foil']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hojas,"noun: sheet, leaf, blade"


22,*dispare* (disparar),"*shoot*
verb: shoot, fire, discharge",*shoot*,disparar,"[['shoot', 'fire', 'discharge', 'loose off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dispare,"verb: shoot, fire, discharge"


23,*cuan*,"*how*
",*how*,cuan,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=cuan,


24,*champaña*,"*champagne*
noun: champagne, bubbly",*champagne*,champaña,"[['champagne', 'bubbly']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=champaña,"noun: champagne, bubbly"


25,*atractiva* (atractivo),"*attractive*
adjective: attractive, sexy, appealing",*attractive*,atractivo,"[['attractive', 'sexy', 'appealing', 'inviting', 'engaging', 'alluring', 'catching', 'glamorous', 'seductive', 'tempting', 'delightful', 'fetching', 'winsome', 'neat', 'chic', 'prepossessing', 'magnetic', 'likeable', 'kissable', 'seemly', 'taking', 'good-looking', 'nice-looking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=atractiva,"adjective: attractive, sexy, appealing"


26,*terminal*,"*terminal*
adjective: terminal
noun: terminal",*terminal*,terminal,"[['terminal'], ['terminal']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=terminal,"adjective: terminal
noun: terminal"


27,*rita* (rito Rita),"*rita*
",*rita*,rito Rita,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=rita,


28,*poesía*,"*poetry*
noun: poetry, poem, verse",*poetry*,poesía,"[['poetry', 'poem', 'verse', 'poesy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=poesía,"noun: poetry, poem, verse"


29,*pierda* (perder),"*lose*
verb: lose, miss, waste",*lose*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pierda,"verb: lose, miss, waste"


30,*expertos* (experto),"*experts*
noun: cognoscenti",*experts*,experto,[['cognoscenti']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=expertos,noun: cognoscenti


31,*ensalada*,"*salad*
noun: salad",*salad*,ensalada,[['salad']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ensalada,noun: salad


32,*convertir*,"*convert*
verb: convert, turn, transform",*convert*,convertir,"[['convert', 'turn', 'transform', 'proselytize', 'turn around', 'turn about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=convertir,"verb: convert, turn, transform"


33,*calientes* (caliente),"*hot*
adjective: hot, warm, heated",*hot*,caliente,"[['hot', 'warm', 'heated', 'horny', 'randy', 'spirited', 'urgent']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=calientes,"adjective: hot, warm, heated"


34,*autopsia*,"*autopsy*
noun: autopsy, postmortem, postmortem examination",*autopsy*,autopsia,"[['autopsy', 'postmortem', 'postmortem examination']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=autopsia,"noun: autopsy, postmortem, postmortem examination"


35,*tristeza*,"*sadness*
noun: sadness, sorrow, gloom",*sadness*,tristeza,"[['sadness', 'sorrow', 'gloom', 'misery', 'dreariness', 'melancholia']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tristeza,"noun: sadness, sorrow, gloom"


36,*tiendas* (tienda tender),"*stores*
noun: store, shop, tent",*stores*,tienda tender,"[['store', 'shop', 'tent']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tiendas,"noun: store, shop, tent"


37,*mafia*,"*mafia*
noun: mafia",*mafia*,mafia,[['mafia']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mafia,noun: mafia


38,*jodas* (joder),"*fuck*
verb: fuck, screw, fuck up",*fuck*,joder,"[['fuck', 'screw', 'fuck up', 'fuck about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=jodas,"verb: fuck, screw, fuck up"


39,*escuchó* (escuchar),"*I'm listening*
verb: listen, hear, listen to",*I'm listening*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuchó,"verb: listen, hear, listen to"


40,*enormes* (enorme),"*huge*
adjective: huge, enormous, massive",*huge*,enorme,"[['huge', 'enormous', 'massive', 'tremendous', 'great', 'vast', 'immense', 'jumbo', 'mighty', 'monumental', 'monstrous', 'outsize', 'mountainous', 'egregious', 'thundering', 'walloping', 'whacking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enormes,"adjective: huge, enormous, massive"


41,*denme* (dar),"*give me*
",*give me*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=denme,


42,*atacaron* (atacar),"*attacked*
verb: attack, strike, tackle",*attacked*,atacar,"[['attack', 'strike', 'tackle', 'assault', 'raid', 'engage', 'charge', 'assail', 'prey', 'bite', 'go for', 'slash', 'tamp', 'go in', 'get at', 'come at', 'stuff', 'tamp down', 'set on', 'arraign', 'pitch into', 'tamp in', 'walk in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=atacaron,"verb: attack, strike, tackle"


43,*almacén*,"*store*
noun: store, warehouse, storehouse",*store*,almacén,"[['store', 'warehouse', 'storehouse', 'depot', 'shop', 'repository', 'shed', 'grocery', 'grocers', ""grocer's shop""]]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=almacén,"noun: store, warehouse, storehouse"


44,*sufrió* (sufrir),"*suffered*
verb: suffer, experience, sustain",*suffered*,sufrir,"[['suffer', 'experience', 'sustain', 'go through', 'trouble', 'come under', 'bear a load', 'meet with']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sufrió,"verb: suffer, experience, sustain"


45,*productos* (producto),"*products*
noun: produce",*products*,producto,[['produce']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=productos,noun: produce


46,*productor*,"*producer*
noun: producer
adjective: producing",*producer*,productor,"[['producer'], ['producing']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=productor,"noun: producer
adjective: producing"


47,*permitido* (permitido permitir),"*permitted*
adjective: permitted",*permitted*,permitido permitir,[['permitted']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=permitido,adjective: permitted


48,*pegó* (pegar),"*hit*
verb: paste, stick, glue",*hit*,pegar,"[['paste', 'stick', 'glue', 'hit', 'strike', 'beat', 'attach', 'post', 'affix', 'slap', 'stick on', 'catch', 'cement', 'put up', 'stick together', 'paste up', 'smack', 'hang', 'sock', 'stick down', 'touch', 'slug', 'plug', 'belt', 'beat up on', 'trounce', 'tie on', 'tag on', 'knock about', 'lam', 'slosh', 'welt']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pegó,"verb: paste, stick, glue"


49,*matarla* (matar),"*kill her*
",*kill her*,matar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=matarla,


50,*interno*,"*internal*
adjective: internal, inside, intern
noun: internal, intern, interior",*internal*,interno,"[['internal', 'inside', 'intern', 'interior', 'inward', 'resident', 'in-house'], ['internal', 'intern', 'interior', 'boarder']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=interno,"adjective: internal, inside, intern
noun: internal, intern, interior"


51,*interna* (interno internar),"*internal*
adjective: internal, inside, intern
noun: internal, intern, interior",*internal*,interno internar,"[['internal', 'inside', 'intern', 'interior', 'inward', 'resident', 'in-house'], ['internal', 'intern', 'interior', 'boarder']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=interna,"adjective: internal, inside, intern
noun: internal, intern, interior"


52,*infantil*,"*childish*
adjective: infantile, childish, childlike",*childish*,infantil,"[['infantile', 'childish', 'childlike', 'boyish', 'juvenile', 'babyish', ""child's"", ""children's""]]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=infantil,"adjective: infantile, childish, childlike"


53,*españa* (España),"*Spain*
noun: Spain",*Spain*,España,[['Spain']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=españa,noun: Spain


54,*diarios* (diario),"*diaries*
adjective: daily, everyday, per diem
noun: daily, journal, newspaper",*diaries*,diario,"[['daily', 'everyday', 'per diem', 'quotidian'], ['daily', 'journal', 'newspaper', 'diary', 'paper', 'agenda', 'day book']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=diarios,"adjective: daily, everyday, per diem
noun: daily, journal, newspaper"


55,*combinación*,"*combination*
noun: combination, blend, scheme",*combination*,combinación,"[['combination', 'blend', 'scheme', 'slip']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=combinación,"noun: combination, blend, scheme"


56,*acompañe* (acompañar),"*accompany*
verb: accompany, join, escort",*accompany*,acompañar,"[['accompany', 'join', 'escort', 'attach', 'go along with', 'partner', 'usher', 'play', 'squire', 'string along with', 'take out', 'let out', 'see', 'see off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acompañe,"verb: accompany, join, escort"


57,*ropas* (ropa),"*clothes*
noun: clothing, clothes, wear",*clothes*,ropa,"[['clothing', 'clothes', 'wear', 'dress']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ropas,"noun: clothing, clothes, wear"


58,*pondremos* (poner),"*we will put*
verb: put, add, place",*we will put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pondremos,"verb: put, add, place"


59,*metiste* (meter),"*you put*
verb: put, insert, place",*you put*,meter,"[['put', 'insert', 'place', 'shove', 'dip', 'thrust', 'introduce', 'sink', 'engage', 'involve', 'tuck in', 'enclose', 'stow', 'intrude', 'log in', 'inclose', 'jug', 'fay', 'throw on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=metiste,"verb: put, insert, place"


60,*esencia*,"*essence*
noun: essence, substance, core",*essence*,esencia,"[['essence', 'substance', 'core', 'nature', 'heart', 'gist', 'being', 'quiddity', 'pith']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=esencia,"noun: essence, substance, core"


61,*brillantes* (brillante),"*shiny*
adjective: bright, brilliant, shiny",*shiny*,brillante,"[['bright', 'brilliant', 'shiny', 'shining', 'glowing', 'sparkling', 'glistening', 'scintillating', 'radiant', 'reflective', 'twinkling', 'starry', 'scintillant', 'lurid', 'alight', 'glazy', 'sheeny']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=brillantes,"adjective: bright, brilliant, shiny"


62,*bingo*,"*bingo*
noun: bingo",*bingo*,bingo,[['bingo']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bingo,noun: bingo


63,*sordo*,"*deaf*
adjective: deaf, dull, muffled
noun: tone deaf",*deaf*,sordo,"[['deaf', 'dull', 'muffled', 'muted', 'surd'], ['tone deaf']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=sordo,"adjective: deaf, dull, muffled
noun: tone deaf"


64,*sacas* (sacar),"*you take out*
verb: take, get, draw",*you take out*,sacar,"[['take', 'get', 'draw', 'take out', 'bring out', 'extract', 'draw out', 'put out', 'bring up', 'throw out', 'educe', 'protract']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sacas,"verb: take, get, draw"


65,*rancho*,"*Ranch*
noun: ranch",*Ranch*,rancho,[['ranch']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rancho,noun: ranch


66,*objetivos* (objetivo),"*goals*
",*goals*,objetivo,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=objetivos,


67,*muebles* (mueble),"*furniture*
noun: furniture, furnishings, movables",*furniture*,mueble,"[['furniture', 'furnishings', 'movables', 'set of furniture']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=muebles,"noun: furniture, furnishings, movables"


68,*mencionó* (mencionar),"*mentioned*
verb: mention, name, refer to",*mentioned*,mencionar,"[['mention', 'name', 'refer to', 'cite', 'allude', 'touch on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mencionó,"verb: mention, name, refer to"


69,*estupido* (estúpido),"*idiot*
adjective: stupid, idiotic, asinine
noun: idiot, bonehead, coot",*idiot*,estúpido,"[['stupid', 'idiotic', 'asinine', 'dull', 'brainless', 'senseless', 'dense', 'crass', 'blockhead', 'obtuse', 'anserine', 'addle-head', 'addle-pated', 'rattle-brained', 'rattle-headed', 'addle-brained', 'dim-witted'], ['idiot', 'bonehead', 'coot', 'donkey', 'stupe', 'blunderhead', 'lame-brain']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=estupido,"adjective: stupid, idiotic, asinine
noun: idiot, bonehead, coot"


70,*enterado* (enterado enterar),"*aware*
adjective: knowledgeable",*aware*,enterado enterar,[['knowledgeable']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enterado,adjective: knowledgeable


71,*documento*,"*document*
noun: document, paper, record",*document*,documento,"[['document', 'paper', 'record', 'exhibit']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=documento,"noun: document, paper, record"


72,*vencer*,"*beat*
verb: overcome, beat, defeat",*beat*,vencer,"[['overcome', 'beat', 'defeat', 'win', 'conquer', 'expire', 'break', 'overpower', 'master', 'get over', 'beat down', 'best', 'bear down', 'outface']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vencer,"verb: overcome, beat, defeat"


73,*sintiendo* (sentir),"*feeling*
verb: feel, sense, regret",*feeling*,sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sintiendo,"verb: feel, sense, regret"


74,*quieta* (quieto),"*still*
adjective: still, calm, quiescent",*still*,quieto,"[['still', 'calm', 'quiescent', 'halcyon']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=quieta,"adjective: still, calm, quiescent"


75,*período*,"*period*
noun: period, time, term",*period*,período,"[['period', 'time', 'term', 'stretch', 'lapse', 'leg']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=período,"noun: period, time, term"


76,*oportunidades* (oportunidad),"*opportunities*
noun: opportunity, chance, occasion",*opportunities*,oportunidad,"[['opportunity', 'chance', 'occasion', 'shot', 'break', 'advisability', 'opportuneness', 'expedience', 'pertinence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=oportunidades,"noun: opportunity, chance, occasion"


77,*monos* (mono),"*monkeys*
noun: ape, overalls, overall
adjective: cute, nice, lovely",*monkeys*,mono,"[['ape', 'overalls', 'overall', 'dungarees', 'boilersuit', 'rompers', 'mimic'], ['cute', 'nice', 'lovely', 'dandy', 'dinky', 'nice-looking']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=monos,"noun: ape, overalls, overall
adjective: cute, nice, lovely"


78,*mercancía*,"*commodity*
noun: commodity, ware",*commodity*,mercancía,"[['commodity', 'ware']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mercancía,"noun: commodity, ware"


79,*lastimado* (lastimado lastimar),"*hurt*
adjective: hurt, injured, lacerated",*hurt*,lastimado lastimar,"[['hurt', 'injured', 'lacerated']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=lastimado,"adjective: hurt, injured, lacerated"


80,*internos* (interno),"*internal*
adjective: internal, inside, intern
noun: internal, intern, interior",*internal*,interno,"[['internal', 'inside', 'intern', 'interior', 'inward', 'resident', 'in-house'], ['internal', 'intern', 'interior', 'boarder']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=internos,"adjective: internal, inside, intern
noun: internal, intern, interior"


81,*hueco*,"*gap*
noun: gap, hollow, hole
adjective: hollow, empty",*gap*,hueco,"[['gap', 'hollow', 'hole', 'cavity', 'void'], ['hollow', 'empty']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=hueco,"noun: gap, hollow, hole
adjective: hollow, empty"


82,*golpea* (golpear),"*hit*
verb: hit, strike, beat",*hit*,golpear,"[['hit', 'strike', 'beat', 'knock', 'kick', 'bang', 'punch', 'bump', 'bat', 'slap', 'slam', 'whack', 'smite', 'thump', 'rap', 'thrash', 'club', 'lash', 'rattle', 'jab', 'wallop', 'clobber', 'bop', 'beat up on', 'flail', 'clip', 'slog', 'drive', 'beetle']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=golpea,"verb: hit, strike, beat"


83,*evento*,"*event*
noun: event",*event*,evento,[['event']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=evento,noun: event


84,*estudiando* (estudiar),"*studying*
verb: study, investigate, look at",*studying*,estudiar,"[['study', 'investigate', 'look at', 'research', 'survey', 'analyze', 'ponder', 'read', 'qualify', 'go through', 'think out', 'think about', 'think over', 'analyse']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estudiando,"verb: study, investigate, look at"


85,*elige* (elegir),"*choose*
verb: choose, select, elect",*choose*,elegir,"[['choose', 'select', 'elect', 'opt', 'pick out', 'pick on', 'vote in', 'pitch upon']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=elige,"verb: choose, select, elect"


86,*crecido* (crecido crecer),"*grown up*
adjective: grown-up, full-grown",*grown up*,crecido crecer,"[['grown-up', 'full-grown']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=crecido,"adjective: grown-up, full-grown"


87,*conspiración*,"*conspiracy*
noun: conspiracy, plot",*conspiracy*,conspiración,"[['conspiracy', 'plot']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conspiración,"noun: conspiracy, plot"


88,*avenida*,"*avenue*
noun: avenue, boulevard, flood
abbreviation: Ave",*avenue*,avenida,"[['avenue', 'boulevard', 'flood', 'spate', 'freshet'], ['Ave']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=avenida,"noun: avenue, boulevard, flood
abbreviation: Ave"


89,*tremendo*,"*tremendous*
adjective: tremendous, awful, terrific",*tremendous*,tremendo,"[['tremendous', 'awful', 'terrific', 'gross', 'thundering', 'deuced']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=tremendo,"adjective: tremendous, awful, terrific"


90,*tocas* (tocar),"*you touch*
verb: touch, play, perform",*you touch*,tocar,"[['touch', 'play', 'perform', 'contact', 'ring', 'feel', 'sound', 'handle', 'blow', 'press', 'finger', 'fall upon', 'bow', 'knock at the door', 'fall on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tocas,"verb: touch, play, perform"


91,*sabias* (sabio saber),"*did you know*
adjective: wise, sage, learned
noun: sage, savant, guru",*did you know*,sabio saber,"[['wise', 'sage', 'learned', 'intelligent', 'erudite'], ['sage', 'savant', 'guru', 'intellect', 'intellectual']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=sabias,"adjective: wise, sage, learned
noun: sage, savant, guru"


92,*raya* (raya rayar),"*stripe*
noun: stripe, line, streak",*stripe*,raya rayar,"[['stripe', 'line', 'streak', 'scratch', 'crease']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=raya,"noun: stripe, line, streak"


93,*líos* (lío),"*trouble*
noun: mess, hassle, fuss",*trouble*,lío,"[['mess', 'hassle', 'fuss', 'bundle', 'muddle', 'tangle', 'scrape', 'ruckus', 'clutter', 'hash', 'imbroglio', 'rumpus', 'stink', 'wad', 'palaver', 'package', 'truss', 'pell-mell', 'pellmell', 'ruction', 'mix-up', 'snarl-up', 'fuck-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=líos,"noun: mess, hassle, fuss"


94,*invitar*,"*invite*
verb: invite, ask, invite over",*invite*,invitar,"[['invite', 'ask', 'invite over', 'take out', 'invite out', 'ask out', 'ask round', 'ask along', 'ask back', 'have up', 'have down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=invitar,"verb: invite, ask, invite over"


95,*homicidios* (homicidio),"*homicides*
noun: homicide, murder",*homicides*,homicidio,"[['homicide', 'murder']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=homicidios,"noun: homicide, murder"


96,*herramientas* (herramienta),"*tools*
noun: gear, kit, outfit",*tools*,herramienta,"[['gear', 'kit', 'outfit']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=herramientas,"noun: gear, kit, outfit"


97,*flecha*,"*arrow*
noun: arrow, dart",*arrow*,flecha,"[['arrow', 'dart']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=flecha,"noun: arrow, dart"


98,*derrota*,"*defeat*
noun: defeat, rout, beating",*defeat*,derrota,"[['defeat', 'rout', 'beating']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=derrota,"noun: defeat, rout, beating"


