,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
12,*consigo* (conseguir),"*with him*
pronoun: with him, with her, with oneself",*with him*,conseguir,"[['with him', 'with her', 'with oneself']]",pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=consigo,"pronoun: with him, with her, with oneself"


13,*vuestra* (vuestro),"*your*
pronoun: your, yours",*your*,vuestro,"[['your', 'yours']]",pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=vuestra,"pronoun: your, yours"


14,*rara* (raro),"*strange*
adjective: rare, unusual, odd",*strange*,raro,"[['rare', 'unusual', 'odd', 'peculiar', 'quirky', 'extraordinary', 'infrequent', 'scarce', 'singular', 'oddball', 'exotic', 'uncanny', 'rum', 'extravagant', 'few and far between', 'oddish', 'queerish', 'odds-on']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=rara,"adjective: rare, unusual, odd"


15,*legal*,"*legal*
adjective: legal, lawful",*legal*,legal,"[['legal', 'lawful']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=legal,"adjective: legal, lawful"


16,*hablaremos* (hablar),"*we will talk*
verb: talk, speak, chat",*we will talk*,hablar,"[['talk', 'speak', 'chat', 'communicate', 'gab']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hablaremos,"verb: talk, speak, chat"


17,*cambió* (cambiar),"*change*
noun: change, exchange, shift",*change*,cambiar,"[['change', 'exchange', 'shift', 'changing', 'switch', 'the change', 'alteration', 'gear', 'conversion', 'swap', 'adjustment', 'break', 'evolution', 'deviation', 'dislocation', 'deflection', 'swop', 'veer', 'distortion', 'displacement', 'switch-over']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cambió,"noun: change, exchange, shift"


18,*solas* (solo),"*alone*
adjective: unique",*alone*,solo,[['unique']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=solas,adjective: unique


19,*salimos* (salir),"*we went out*
verb: leave, get out, go out",*we went out*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salimos,"verb: leave, get out, go out"


20,*ganador*,"*winner*
noun: winner, earner
adjective: earning",*winner*,ganador,"[['winner', 'earner'], ['earning']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=ganador,"noun: winner, earner
adjective: earning"


21,*estudiantes* (estudiante),"*students*
noun: student",*students*,estudiante,[['student']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estudiantes,noun: student


22,*despierto* (despierto despertar),"*awake*
adjective: awake, alert, wakeful",*awake*,despierto despertar,"[['awake', 'alert', 'wakeful', 'unsleeping']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=despierto,"adjective: awake, alert, wakeful"


23,*pare* (parar),"*stop*
verb: stop, halt, end",*stop*,parar,"[['stop', 'halt', 'end', 'end up', 'parry', 'cease', 'pull up', 'stay', 'arrest', 'stand up', 'turn off', 'interrupt', 'catch', 'ward off', 'deter', 'hold up', 'put up', 'come to a halt', 'gum up', 'bring up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pare,"verb: stop, halt, end"


24,*invitado* (invitado invitar),"*guest*
adjective: invited
noun: guest, invite",*guest*,invitado invitar,"[['invited'], ['guest', 'invite']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=invitado,"adjective: invited
noun: guest, invite"


25,*guía*,"*guide*
noun: guide, guidebook, leader",*guide*,guía,"[['guide', 'guidebook', 'leader', 'handbook', 'leading', 'pilot', 'beacon', 'timetable', 'reference book', 'exhibitor']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=guía,"noun: guide, guidebook, leader"


26,*oso* (oso osar),"*bear*
noun: bear, Bruin",*bear*,oso osar,"[['bear', 'Bruin']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=oso,"noun: bear, Bruin"


27,*leí* (leer),"*read*
verb: read",*read*,leer,[['read']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=leí,verb: read


28,*explosión*,"*burst*
noun: explosion, blast, burst",*burst*,explosión,"[['explosion', 'blast', 'burst', 'bang', 'outburst', 'blowup', 'plosion', 'blowoff']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=explosión,"noun: explosion, blast, burst"


29,*dejarme* (dejar),"*leave me*
",*leave me*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dejarme,


30,*chino*,"*Chinese*
adjective: Chinese, curly, kinky
noun: Chinese, Chinaman, Chinee",*Chinese*,chino,"[['Chinese', 'curly', 'kinky'], ['Chinese', 'Chinaman', 'Chinee']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=chino,"adjective: Chinese, curly, kinky
noun: Chinese, Chinaman, Chinee"


31,*sorprende* (sorprender),"*surprise*
verb: surprise, catch, astonish",*surprise*,sorprender,"[['surprise', 'catch', 'astonish', 'astound', 'overtake', 'catch out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sorprende,"verb: surprise, catch, astonish"


32,*sistemas* (sistema),"*systems*
noun: system, scheme, method",*systems*,sistema,"[['system', 'scheme', 'method', 'framework', 'machinery']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sistemas,"noun: system, scheme, method"


33,*nación*,"*nation*
noun: nation, people, folk",*nation*,nación,"[['nation', 'people', 'folk', 'men']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=nación,"noun: nation, people, folk"


34,*entienden* (entender),"*they understand*
verb: understand, grasp, realize",*they understand*,entender,"[['understand', 'grasp', 'realize', 'comprehend', 'get', 'believe', 'think', 'make out', 'interpret', 'infer', 'catch up', 'figure up', 'cotton on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entienden,"verb: understand, grasp, realize"


35,*arena*,"*sand*
noun: sand, arena, grit",*sand*,arena,"[['sand', 'arena', 'grit']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=arena,"noun: sand, arena, grit"


36,*mentiroso*,"*liar*
noun: liar, deceiver, fibber
adjective: lying, false, deceitful",*liar*,mentiroso,"[['liar', 'deceiver', 'fibber', 'prevaricator', 'bouncer', 'addicted to lying'], ['lying', 'false', 'deceitful', 'untruthful', 'deceptive', 'double-tongued']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mentiroso,"noun: liar, deceiver, fibber
adjective: lying, false, deceitful"


37,*hablaba* (hablar),"*she spoke*
verb: talk, speak, chat",*she spoke*,hablar,"[['talk', 'speak', 'chat', 'communicate', 'gab']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hablaba,"verb: talk, speak, chat"


38,*veas* (ver),"*go to S*
verb: see, view, watch",*go to S*,ver,"[['see', 'view', 'watch', 'look', 'hear', 'see into', 'eye', 'try', 'envisage', 'notice', 'witness']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=veas,"verb: see, view, watch"


39,*pura* (puro),"*pure*
adjective: pure, sheer, fresh",*pure*,puro,"[['pure', 'sheer', 'fresh', 'raw', 'unadulterated', 'unalloyed', 'bare', 'sinless', 'chaste', 'undefiled', 'frank', 'transparent', 'guiltless']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pura,"adjective: pure, sheer, fresh"


40,*asesinado* (asesinado asesinar),"*murdered*
adjective: murdered",*murdered*,asesinado asesinar,[['murdered']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=asesinado,adjective: murdered


41,*mintiendo* (mentir),"*lying*
verb: lie, tell a lie, prevaricate",*lying*,mentir,"[['lie', 'tell a lie', 'prevaricate', 'fib']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mintiendo,"verb: lie, tell a lie, prevaricate"


42,*casos* (caso),"*cases*
noun: case, instance, occurrence",*cases*,caso,"[['case', 'instance', 'occurrence', 'affair', 'subject']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=casos,"noun: case, instance, occurrence"


43,*vehículo*,"*vehicle*
noun: vehicle, tow",*vehicle*,vehículo,"[['vehicle', 'tow']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vehículo,"noun: vehicle, tow"


44,*rata*,"*rat*
noun: rat",*rat*,rata,[['rat']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rata,noun: rat


45,*importancia*,"*importance*
noun: importance, value, magnitude",*importance*,importancia,"[['importance', 'value', 'magnitude']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=importancia,"noun: importance, value, magnitude"


46,*distinto*,"*distinct*
adjective: different, distinct, separate",*distinct*,distinto,"[['different', 'distinct', 'separate', 'dissimilar', 'diverse', 'varied', 'several']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=distinto,"adjective: different, distinct, separate"


47,*pintura*,"*paint*
noun: painting, paint, picture",*paint*,pintura,"[['painting', 'paint', 'picture', 'paintwork', 'brushwork']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pintura,"noun: painting, paint, picture"


48,*intenté* (intentar),"*i tried*
verb: try, attempt, intend",*i tried*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intenté,"verb: try, attempt, intend"


49,*conciencia*,"*awareness*
noun: awareness, conscience",*awareness*,conciencia,"[['awareness', 'conscience']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conciencia,"noun: awareness, conscience"


50,*miras* (mirar),"*look*
noun: sight, intention, watchtower",*look*,mirar,"[['sight', 'intention', 'watchtower']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=miras,"noun: sight, intention, watchtower"


51,*máquinas* (máquina),"*machines*
noun: machine, engine, dolly tub",*machines*,máquina,"[['machine', 'engine', 'dolly tub', 'railway engine']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=máquinas,"noun: machine, engine, dolly tub"


52,*traeré* (traer),"*I'll bring*
verb: bring, bring in, get",*I'll bring*,traer,"[['bring', 'bring in', 'get', 'carry', 'bring along', 'wear', 'take along', 'call up', 'carry back', 'bring round', 'bring around', 'wheel out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=traeré,"verb: bring, bring in, get"


53,*revisar*,"*review*
verb: revise, look at, inspect",*review*,revisar,"[['revise', 'look at', 'inspect', 'overhaul', 'go over', 'look over', 'check over', 'vet']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=revisar,"verb: revise, look at, inspect"


54,*veinte*,"*twenty*
adjective: twenty
noun: twenty
: twenty",*twenty*,veinte,"[['twenty'], ['twenty'], ['twenty']]",adjective noun ,adjective noun ,https://www.linguee.com/english-dutch/search?source=auto&query=veinte,"adjective: twenty
noun: twenty
: twenty"


55,*seres* (ser),"*beings*
noun: being, thing",*beings*,ser,"[['being', 'thing']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=seres,"noun: being, thing"


56,*hablarle* (hablar),"*talk to him*
",*talk to him*,hablar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hablarle,


57,*disco* (disco discar),"*disk*
noun: disk, disc, record",*disk*,disco discar,"[['disk', 'disc', 'record', 'disco', 'dial', 'platter', 'puck', 'discus', 'diskette']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=disco,"noun: disk, disc, record"


58,*transporte* (transporte transportar),"*transport*
noun: transport, transportation, carriage",*transport*,transporte transportar,"[['transport', 'transportation', 'carriage', 'shipping', 'conveyance', 'shipment', 'transposition', 'ferriage']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=transporte,"noun: transport, transportation, carriage"


59,*mina*,"*mine*
noun: mine, quarry, pit",*mine*,mina,"[['mine', 'quarry', 'pit', 'bonanza']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mina,"noun: mine, quarry, pit"


60,*labios* (labio),"*lips*
noun: lips, chops",*lips*,labio,"[['lips', 'chops']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=labios,"noun: lips, chops"


61,*señoría*,"*lordship*
noun: lordship, ladyship",*lordship*,señoría,"[['lordship', 'ladyship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=señoría,"noun: lordship, ladyship"


62,*llamamos* (llamar),"*we call*
verb: call, get, knock",*we call*,llamar,"[['call', 'get', 'knock', 'name', 'ring', 'call up', 'call in', 'summon', 'term', 'call back', 'call upon', 'ring up', 'beckon', 'buzz', 'call over', 'call off', 'whip in', 'hollo', 'holloa', 'have in', 'get on to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llamamos,"verb: call, get, knock"


63,*doce*,"*twelve*
noun: twelve, dozen
: twelve",*twelve*,doce,"[['twelve', 'dozen'], ['twelve']]",noun ,noun ,https://www.linguee.com/english-dutch/search?source=auto&query=doce,"noun: twelve, dozen
: twelve"


64,*cuídate* (cuidar),"*take care of yourself*
",*take care of yourself*,cuidar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=cuídate,


65,*pasillo*,"*aisle*
noun: hall, corridor, aisle",*aisle*,pasillo,"[['hall', 'corridor', 'aisle', 'passage', 'passageway', 'gangway', 'lane', 'way', 'promenade']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pasillo,"noun: hall, corridor, aisle"


66,*tele* (tele televisión),"*TV*
abbreviation: TV
noun: television, telly, tube",*TV*,tele televisión,"[['TV'], ['television', 'telly', 'tube', 'TV set', 'television set', 'televisor']]",abbreviation noun,abbreviation noun,https://www.linguee.com/english-dutch/search?source=auto&query=tele,"abbreviation: TV
noun: television, telly, tube"


67,*podria* (poder),"*could*
auxiliary verb: could",*could*,poder,[['could']],auxiliary verb,auxiliary verb,https://www.linguee.com/english-dutch/search?source=auto&query=podria,auxiliary verb: could


68,*completa* (completo completar),"*complete*
adjective: full, complete, entire",*complete*,completo completar,"[['full', 'complete', 'entire', 'finished', 'thorough', 'total', 'round', 'perfect', 'inclusive', 'stark', 'downright', 'unalloyed', 'rank', 'plumb', 'consummate', 'plenary', 'all-around']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=completa,"adjective: full, complete, entire"


69,*rápida* (rápido),"*quick*
adjective: fast, quick, rapid",*quick*,rápido,"[['fast', 'quick', 'rapid', 'swift', 'prompt', 'speedy', 'express', 'short', 'snappy', 'agile', 'fleeting', 'lively', 'nippy', 'darting', 'rattling', 'spanking', 'rathe', 'high-speed', 'swift-flowing', 'quick-firing', 'quick-fire']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=rápida,"adjective: fast, quick, rapid"


70,*precisamente*,"*precisely*
adverb: precisely, just, accurately",*precisely*,precisamente,"[['precisely', 'just', 'accurately']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=precisamente,"adverb: precisely, just, accurately"


71,*llamaste* (llamar),"*called*
verb: call, get, knock",*called*,llamar,"[['call', 'get', 'knock', 'name', 'ring', 'call up', 'call in', 'summon', 'term', 'call back', 'call upon', 'ring up', 'beckon', 'buzz', 'call over', 'call off', 'whip in', 'hollo', 'holloa', 'have in', 'get on to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llamaste,"verb: call, get, knock"


72,*cumplir*,"*achieve*
verb: comply, fulfill, accomplish",*achieve*,cumplir,"[['comply', 'fulfill', 'accomplish', 'satisfy', 'perform', 'carry out', 'keep', 'serve', 'discharge', 'do', 'observe', 'obey', 'execute', 'make good', 'redeem', 'become', 'stand by', 'fulfil']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cumplir,"verb: comply, fulfill, accomplish"


73,*servicios* (servicio),"*services*
noun: services",*services*,servicio,[['services']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=servicios,noun: services


74,*señales* (señal),"*signs*
verb: mark, show, designate",*signs*,señal,"[['mark', 'show', 'designate', 'mark out', 'signalize', 'mark off', 'particularize']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=señales,"verb: mark, show, designate"


75,*acaban* (acabar),"*they finished*
verb: end, finish, complete",*they finished*,acabar,"[['end', 'finish', 'complete', 'terminate', 'come', 'wind up', 'round off', 'land', 'accomplish', 'get over', 'expire', 'go out', 'discontinue', 'play out', 'break off', 'top off', 'eat up', 'let up', 'give over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acaban,"verb: end, finish, complete"


76,*suéltame* (soltar),"*Let go*
",*Let go*,soltar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=suéltame,


77,*hablarte* (hablar),"*talk to you*
",*talk to you*,hablar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hablarte,


78,*traté* (tratar),"*i tried*
verb: treat, process, try on",*i tried*,tratar,"[['treat', 'process', 'try on', 'attend', 'behave towards']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=traté,"verb: treat, process, try on"


79,*pescado* (pescado pescar),"*fish*
noun: fish, seafood
adjective: landed",*fish*,pescado pescar,"[['fish', 'seafood'], ['landed']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pescado,"noun: fish, seafood
adjective: landed"


80,*huesos* (hueso),"*bones*
noun: bones",*bones*,hueso,[['bones']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=huesos,noun: bones


81,*daría* (dar),"*would give*
verb: give, yield, lend",*would give*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=daría,"verb: give, yield, lend"


82,*compra* (compra comprar),"*buys*
noun: purchase, buy, buyout",*buys*,compra comprar,"[['purchase', 'buy', 'buyout']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=compra,"noun: purchase, buy, buyout"


83,*trajiste* (traer),"*you brought*
verb: bring, bring in, get",*you brought*,traer,"[['bring', 'bring in', 'get', 'carry', 'bring along', 'wear', 'take along', 'call up', 'carry back', 'bring round', 'bring around', 'wheel out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=trajiste,"verb: bring, bring in, get"


84,*templo*,"*temple*
noun: temple, church",*temple*,templo,"[['temple', 'church']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=templo,"noun: temple, church"


85,*placa*,"*plate*
noun: plate, plaque, license plate",*plate*,placa,"[['plate', 'plaque', 'license plate', 'shield', 'shingle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=placa,"noun: plate, plaque, license plate"


86,*posibilidades* (posibilidad),"*odds*
noun: odds",*odds*,posibilidad,[['odds']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=posibilidades,noun: odds


87,*ira*,"*gonna*
noun: anger, wrath, rage",*gonna*,ira,"[['anger', 'wrath', 'rage', 'ire', 'temper', 'dander']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ira,"noun: anger, wrath, rage"


88,*vengas* (venir),"*come on*
verb: come, come round, come through",*come on*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vengas,"verb: come, come round, come through"


89,*siguiendo* (seguir),"*Following*
verb: follow, continue, keep",*Following*,seguir,"[['follow', 'continue', 'keep', 'pursue', 'go on', 'keep on', 'proceed', 'keep up', 'trace', 'keep track of', 'keep up with', 'hold', 'chase', 'go after', 'tail', 'go in for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=siguiendo,"verb: follow, continue, keep"


90,*podrán* (poder),"*will be able*
verb: be able to, can, may",*will be able*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=podrán,"verb: be able to, can, may"


91,*llamarme* (llamar),"*call me*
",*call me*,llamar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llamarme,


92,*cierta* (cierto),"*certain*
adjective: certain, sure, definite",*certain*,cierto,"[['certain', 'sure', 'definite']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cierta,"adjective: certain, sure, definite"


93,*permitir*,"*allow*
verb: allow, enable, permit",*allow*,permitir,"[['allow', 'enable', 'permit', 'let', 'give', 'empower', 'allow in', 'admit of', 'allow out', 'emend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=permitir,"verb: allow, enable, permit"


94,*condiciones* (condición),"*conditions*
noun: terms",*conditions*,condición,[['terms']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=condiciones,noun: terms


95,*atrapar*,"*catch*
verb: catch, trap, cop",*catch*,atrapar,"[['catch', 'trap', 'cop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=atrapar,"verb: catch, trap, cop"


96,*temperatura*,"*temperature*
noun: temperature, fever
abbreviation: temp.",*temperature*,temperatura,"[['temperature', 'fever'], ['temp.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=temperatura,"noun: temperature, fever
abbreviation: temp."


97,*explicación*,"*explanation*
noun: explanation, reason, explication",*explanation*,explicación,"[['explanation', 'reason', 'explication', 'interpretation', 'answer', 'exposition', 'illustration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=explicación,"noun: explanation, reason, explication"


98,*enviado* (enviado enviar),"*sent*
noun: envoy
adjective: dispatched",*sent*,enviado enviar,"[['envoy'], ['dispatched']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enviado,"noun: envoy
adjective: dispatched"


99,*contado* (contado contar),"*counted*
adjective: calculated",*counted*,contado contar,[['calculated']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=contado,adjective: calculated


