,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
9,*baje* (bajar),"*get off*
verb: lower, get off, go down",*get off*,bajar,"[['lower', 'get off', 'go down', 'descend', 'drop', 'come down', 'reduce', 'get down', 'bring down', 'walk down', 'turn down', 'climb down', 'let down', 'pull down', 'hop off', 'step down', 'take down', 'walk off', 'bow', 'put down', 'dismount', 'drop off', 'go below', 'wind down', 'ebb', 'demote', 'fall off', 'duck', 'sag', 'abate', 'lift down', 'stoop', 'depreciate', 'hand down', 'ring down', 'detrain', 'demean', 'deign', 'go belowdecks', 'decline', 'fall']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=baje,"verb: lower, get off, go down"


10,*vinimos* (venir),"*we came*
verb: come, come round, come through",*we came*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vinimos,"verb: come, come round, come through"


11,*ritmo*,"*rhythm*
noun: rhythm, rate, beat",*rhythm*,ritmo,"[['rhythm', 'rate', 'beat', 'tempo', 'timing', 'cadence', 'cadency']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ritmo,"noun: rhythm, rate, beat"


12,*quédense* (quedar),"*stay*
",*stay*,quedar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=quédense,


13,*suponía* (suponer),"*supposed*
verb: suppose, involve, guess",*supposed*,suponer,"[['suppose', 'involve', 'guess', 'presume', 'expect', 'entail', 'pretend', 'presuppose', 'say', 'trust']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suponía,"verb: suppose, involve, guess"


14,*pistas* (pista),"*tracks*
noun: track, runway, clue",*tracks*,pista,"[['track', 'runway', 'clue', 'trail', 'rink', 'path', 'lead', 'racetrack', 'floor', 'arena', 'ring', 'tarmac', 'circuit', 'line', 'racecourse', 'clew', 'spoor']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pistas,"noun: track, runway, clue"


15,*palacio*,"*palace*
noun: palace, mansion",*palace*,palacio,"[['palace', 'mansion']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=palacio,"noun: palace, mansion"


16,*encontraré* (encontrar),"*I'll find*
verb: find, meet, encounter",*I'll find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encontraré,"verb: find, meet, encounter"


17,*venta*,"*sale*
noun: sale, sales, disposal",*sale*,venta,"[['sale', 'sales', 'disposal', 'vending', 'closeout', 'inn']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=venta,"noun: sale, sales, disposal"


18,*urgente*,"*urgent*
adjective: urgent, pressing, express",*urgent*,urgente,"[['urgent', 'pressing', 'express', 'immediate', 'imperative']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=urgente,"adjective: urgent, pressing, express"


19,*tomamos* (tomar),"*we take*
verb: take, have, drink",*we take*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomamos,"verb: take, have, drink"


20,*salí* (salir),"*I left*
verb: leave, get out, go out",*I left*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salí,"verb: leave, get out, go out"


21,*cuerda* (cuerda cuerdo),"*rope*
noun: rope, string, cord",*rope*,cuerda cuerdo,"[['rope', 'string', 'cord', 'chord', 'line', 'tether', 'chorda', 'spring', 'winder', 'lead', 'chanterelle', 'clockwork mechanism']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cuerda,"noun: rope, string, cord"


22,*vendría* (venir),"*would come*
verb: come, come round, come through",*would come*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vendría,"verb: come, come round, come through"


23,*pasaba* (pasar),"*passed*
verb: pass, go, move",*passed*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasaba,"verb: pass, go, move"


24,*instante*,"*instant*
noun: instant, moment, minute",*instant*,instante,"[['instant', 'moment', 'minute', 'jiffy', 'jiff']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=instante,"noun: instant, moment, minute"


25,*almas* (alma),"*souls*
noun: soul, heart, spirit",*souls*,alma,"[['soul', 'heart', 'spirit', 'lifeblood']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=almas,"noun: soul, heart, spirit"


26,*suficientes* (suficiente),"*enough*
adjective: enough, sufficient, adequate
noun: D",*enough*,suficiente,"[['enough', 'sufficient', 'adequate', 'plenty', 'ample', 'comfortable', 'complacent', 'self-complacent', 'self-approving'], ['D']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=suficientes,"adjective: enough, sufficient, adequate
noun: D"


27,*secundaria* (secundario),"*secondary*
adjective: secondary, side, minor",*secondary*,secundario,"[['secondary', 'side', 'minor', 'supporting', 'subordinate', 'ancillary']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=secundaria,"adjective: secondary, side, minor"


28,*saltar*,"*hop*
verb: jump, leap, hop",*hop*,saltar,"[['jump', 'leap', 'hop', 'jump out', 'pounce', 'pop', 'leapfrog', 'vault', 'pop out', 'jump across', 'dance', 'plunge', 'prance']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=saltar,"verb: jump, leap, hop"


29,*queria* (querer),"*wanted to*
auxiliary verb: would",*wanted to*,querer,[['would']],auxiliary verb,auxiliary verb,https://www.linguee.com/english-dutch/search?source=auto&query=queria,auxiliary verb: would


30,*quedarnos* (quedar),"*stay*
",*stay*,quedar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=quedarnos,


31,*molesto* (molesto molestar),"*annoying*
adjective: annoying, troublesome, bothersome",*annoying*,molesto molestar,"[['annoying', 'troublesome', 'bothersome', 'irritating', 'inconvenient', 'obtrusive', 'irksome', 'vexed', 'bothering', 'trying', 'unwelcome', 'aggravating', 'plaguy', 'importunate', 'objectionable', 'ill-at-ease']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=molesto,"adjective: annoying, troublesome, bothersome"


32,*colina*,"*hill*
noun: hill",*hill*,colina,[['hill']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=colina,noun: hill


33,*porquería*,"*filth*
noun: filth, muck, dirt",*filth*,porquería,"[['filth', 'muck', 'dirt', 'rubbish', 'bullshit', 'piggery']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=porquería,"noun: filth, muck, dirt"


34,*sienten* (sentir sentar),"*feel*
verb: feel, sense, regret",*feel*,sentir sentar,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sienten,"verb: feel, sense, regret"


35,*pondrá* (poner),"*will put*
verb: put, add, place",*will put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pondrá,"verb: put, add, place"


36,*terroristas* (terrorista),"*terrorists*
adjective: terrorist
noun: terrorist",*terrorists*,terrorista,"[['terrorist'], ['terrorist']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=terroristas,"adjective: terrorist
noun: terrorist"


37,*empecé* (empezar),"*I started*
verb: start, begin, get",*I started*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empecé,"verb: start, begin, get"


38,*pongan* (poner),"*put*
verb: put, add, place",*put*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pongan,"verb: put, add, place"


39,*moto*,"*motorcycle*
noun: motorbike, scooter",*motorcycle*,moto,"[['motorbike', 'scooter']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=moto,"noun: motorbike, scooter"


40,*opinas* (opinar),"*do you think*
verb: say, think, opine",*do you think*,opinar,"[['say', 'think', 'opine', 'judge', ""express one's view"", ""give one's view""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=opinas,"verb: say, think, opine"


41,*habilidad*,"*ability*
noun: ability, skill, proficiency",*ability*,habilidad,"[['ability', 'skill', 'proficiency', 'expertise', 'prowess', 'competence', 'cleverness', 'skillfulness', 'aptitude', 'competency', 'adroitness', 'facility', 'deftness', 'skilfulness', 'sleight', 'savoir faire', 'aptness', 'artifice', 'know-how']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=habilidad,"noun: ability, skill, proficiency"


42,*entren* (entrar),"*come in*
verb: enter, get in, come in",*come in*,entrar,"[['enter', 'get in', 'come in', 'go in', 'access', 'input', 'fit', 'walk in', 'step in', 'bring in', 'pass in', 'introduce', 'put in', 'march in', 'pull in', 'draw in', 'get at', 'show in', 'approach']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entren,"verb: enter, get in, come in"


43,*descubierto* (descubierto descubrir),"*discovered*
adjective: uncovered, bare, exposed
noun: overdraft",*discovered*,descubierto descubrir,"[['uncovered', 'bare', 'exposed', 'learned', 'opened', 'bareheaded'], ['overdraft']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=descubierto,"adjective: uncovered, bare, exposed
noun: overdraft"


44,*convertido* (convertido convertir),"*converted*
adjective: converted, turned
noun: convert",*converted*,convertido convertir,"[['converted', 'turned'], ['convert']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=convertido,"adjective: converted, turned
noun: convert"


45,*asegúrate* (asegurar),"*make sure*
",*make sure*,asegurar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=asegúrate,


46,*quedé* (quedar),"*I stayed*
verb: stay, remain, keep",*I stayed*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedé,"verb: stay, remain, keep"


47,*kilos* (kilo),"*kilos*
noun: kilo, kilogram, kilogramme",*kilos*,kilo,"[['kilo', 'kilogram', 'kilogramme']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=kilos,"noun: kilo, kilogram, kilogramme"


48,*florida* (florido),"*Florida*
noun: Florida
abbreviation: FL",*Florida*,florido,"[['Florida'], ['FL']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=florida,"noun: Florida
abbreviation: FL"


49,*tomará* (tomar),"*it will take*
verb: assume, imbed, walk off",*it will take*,tomar,"[['assume', 'imbed', 'walk off', 'cup', 'tote']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomará,"verb: assume, imbed, walk off"


50,*sufrir*,"*suffer*
verb: suffer, experience, sustain",*suffer*,sufrir,"[['suffer', 'experience', 'sustain', 'go through', 'trouble', 'come under', 'bear a load', 'meet with']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sufrir,"verb: suffer, experience, sustain"


51,*mental*,"*mental*
adjective: mental, intellectual",*mental*,mental,"[['mental', 'intellectual']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mental,"adjective: mental, intellectual"


52,*lograr*,"*achieve*
verb: achieve, accomplish, get",*achieve*,lograr,"[['achieve', 'accomplish', 'get', 'attain', 'reach', 'obtain', 'win', 'pull off', 'get off', 'bring off', 'vanquish']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=lograr,"verb: achieve, accomplish, get"


53,*instituto*,"*Institute*
noun: institute, school, institution",*Institute*,instituto,"[['institute', 'school', 'institution']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=instituto,"noun: institute, school, institution"


54,*serlo* (ser),"*to be*
",*to be*,ser,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=serlo,


55,*rapido* (rápido),"*fast*
adjective: fast, quick, rapid
noun: rapid, rapids, riffle",*fast*,rápido,"[['fast', 'quick', 'rapid', 'swift', 'prompt', 'speedy', 'express', 'short', 'snappy', 'agile', 'fleeting', 'lively', 'nippy', 'darting', 'rattling', 'spanking', 'rathe', 'high-speed', 'swift-flowing', 'quick-firing', 'quick-fire'], ['rapid', 'rapids', 'riffle', 'fasting', 'express train', 'shoot', 'heel bar']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=rapido,"adjective: fast, quick, rapid
noun: rapid, rapids, riffle"


56,*plato*,"*dish*
noun: dish, plate, platter",*dish*,plato,"[['dish', 'plate', 'platter', 'disc', 'disk', 'plateful']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=plato,"noun: dish, plate, platter"


57,*llorando* (llorar),"*crying*
adverb: in tears",*crying*,llorar,[['in tears']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=llorando,adverb: in tears


58,*vd* (usted),"*you*
pronoun: you",*you*,usted,[['you']],pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=vd,pronoun: you


59,*váyase* (ir),"*Go away*
interjection: Go away!",*Go away*,ir,[['Go away!']],interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=váyase,interjection: Go away!


60,*sucediendo* (suceder),"*happening*
verb: happen, occur, come about",*happening*,suceder,"[['happen', 'occur', 'come about', 'befall']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sucediendo,"verb: happen, occur, come about"


61,*robaron* (robar),"*stole*
verb: steal, rob, draw",*stole*,robar,"[['steal', 'rob', 'draw', 'thieve', 'pinch', 'remove', 'walk off', 'walk away']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=robaron,"verb: steal, rob, draw"


62,*alemania* (Alemania),"*Germany*
noun: Germany",*Germany*,Alemania,[['Germany']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alemania,noun: Germany


63,*bolas* (bola),"*balls*
noun: balls",*balls*,bola,[['balls']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bolas,noun: balls


64,*pasaría* (pasar),"*would happen*
verb: pass, go, move",*would happen*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasaría,"verb: pass, go, move"


65,*ocurra* (ocurrir),"*happen*
verb: occur, happen, take place",*happen*,ocurrir,"[['occur', 'happen', 'take place', 'pass', 'come about', 'befall', 'come off', 'betide']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ocurra,"verb: occur, happen, take place"


66,*ilegal*,"*illegal*
adjective: illegal, unlawful, irregular",*illegal*,ilegal,"[['illegal', 'unlawful', 'irregular', 'wrongful', 'lawless']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=ilegal,"adjective: illegal, unlawful, irregular"


67,*fresco*,"*cool*
adjective: fresh, cool, crisp
noun: cool, fresco, fresh air",*cool*,fresco,"[['fresh', 'cool', 'crisp', 'new', 'sweet', 'sassy', 'saucy'], ['cool', 'fresco', 'fresh air', 'saucebox']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=fresco,"adjective: fresh, cool, crisp
noun: cool, fresco, fresh air"


68,*falso*,"*fake*
adjective: false, fake, untrue
noun: dud",*fake*,falso,"[['false', 'fake', 'untrue', 'bogus', 'phony', 'spurious', 'dummy', 'sham', 'disingenuous', 'pseudo', 'phoney', 'bad', 'hollow', 'lying', 'deceptive', 'dishonest', 'treacherous', 'dud', 'blind', 'mendacious', 'quack', 'shifty', 'pinchbeck', 'ambidexter', 'double-minded', 'two-faced', 'two-tongued'], ['dud']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=falso,"adjective: false, fake, untrue
noun: dud"


69,*abogados* (abogado),"*lawyers*
noun: lawyer, attorney, counsel",*lawyers*,abogado,"[['lawyer', 'attorney', 'counsel', 'advocate', 'solicitor', 'counsellor', 'counselor', 'sergeant-at-law', 'serjeant-at-law', 'barrister']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=abogados,"noun: lawyer, attorney, counsel"


70,*tómalo* (tomar),"*take it*
",*take it*,tomar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=tómalo,


71,*mandó* (mandar),"*command*
noun: command, leadership, rule",*command*,mandar,"[['command', 'leadership', 'rule', 'direction', 'earnest', 'exigency', 'furlough']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mandó,"noun: command, leadership, rule"


72,*cuán*,"*how*
",*how*,cuán,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=cuán,


73,*cuales* (cual),"*which*
",*which*,cual,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=cuales,


74,*botas* (bota botar),"*boots*
noun: boots",*boots*,bota botar,[['boots']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=botas,noun: boots


75,*tiburones* (tiburón),"*sharks*
noun: shark",*sharks*,tiburón,[['shark']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tiburones,noun: shark


76,*grado*,"*degree*
noun: degree, grade, extent",*degree*,grado,"[['degree', 'grade', 'extent', 'rank', 'stage', 'point', 'step', 'coefficient', 'dimension', 'category']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=grado,"noun: degree, grade, extent"


77,*deseas* (desear),"*you want*
phrase: Do you need?",*you want*,desear,[['Do you need?']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=deseas,phrase: Do you need?


78,*archivos* (archivo),"*files*
noun: records",*files*,archivo,[['records']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=archivos,noun: records


79,*adivina* (adivinar),"*guess*
verb: guess, divine",*guess*,adivinar,"[['guess', 'divine']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=adivina,"verb: guess, divine"


80,*cruz*,"*cross*
noun: cross, tails, rood",*cross*,cruz,"[['cross', 'tails', 'rood', 'mark', 'dagger', 'carfax', 'criss-cross']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cruz,"noun: cross, tails, rood"


81,*campaña*,"*Campaign*
noun: campaign, countryside, crackdown",*Campaign*,campaña,"[['campaign', 'countryside', 'crackdown']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=campaña,"noun: campaign, countryside, crackdown"


82,*asustada* (asustado asustar),"*scared*
verb: scare, frighten, startle",*scared*,asustado asustar,"[['scare', 'frighten', 'startle', 'alarm', 'affright']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=asustada,"verb: scare, frighten, startle"


83,*centavos* (centavo),"*cents*
noun: penny, cent, copper",*cents*,centavo,"[['penny', 'cent', 'copper']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=centavos,"noun: penny, cent, copper"


84,*vivimos* (vivir),"*we live*
verb: live, live on, reside",*we live*,vivir,"[['live', 'live on', 'reside', 'live up', 'live through', 'exist', 'do', 'breathe', 'hang out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vivimos,"verb: live, live on, reside"


85,*galletas* (galleta),"*cookies*
noun: cookies",*cookies*,galleta,[['cookies']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=galletas,noun: cookies


86,*frecuencia*,"*frequency*
noun: frequency, incidence, prevalence",*frequency*,frecuencia,"[['frequency', 'incidence', 'prevalence', 'periodicity', 'commonness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=frecuencia,"noun: frequency, incidence, prevalence"


87,*daños* (daño),"*damage*
",*damage*,daño,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=daños,


88,*minas* (mina),"*mines*
noun: mine, quarry, pit",*mines*,mina,"[['mine', 'quarry', 'pit', 'bonanza']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=minas,"noun: mine, quarry, pit"


89,*emociones* (emoción),"*emotions*
noun: emotion, excitement, thrill",*emotions*,emoción,"[['emotion', 'excitement', 'thrill', 'feeling', 'tension', 'emotionality', 'emotionalism', 'suspense', 'flutter', 'tizzy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=emociones,"noun: emotion, excitement, thrill"


90,*dejará* (dejar),"*will leave*
verb: vacate",*will leave*,dejar,[['vacate']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejará,verb: vacate


91,*regresó* (regresar),"*return*
noun: return, comeback, regress",*return*,regresar,"[['return', 'comeback', 'regress']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=regresó,"noun: return, comeback, regress"


92,*ratas* (rata),"*rats*
noun: rat",*rats*,rata,[['rat']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ratas,noun: rat


93,*pasión*,"*passion*
noun: passion, heat, fervor",*passion*,pasión,"[['passion', 'heat', 'fervor', 'liking', 'fervour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pasión,"noun: passion, heat, fervor"


94,*hacerse* (hacer),"*to be made*
verb: become, get, go",*to be made*,hacer,"[['become', 'get', 'go', 'form', 'grow into', 'go through', 'turn about', 'live']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hacerse,"verb: become, get, go"


95,*comportamiento*,"*behavior*
noun: behavior, conduct, demeanor",*behavior*,comportamiento,"[['behavior', 'conduct', 'demeanor', 'actions', 'deportment', 'behaviour', 'demeanour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comportamiento,"noun: behavior, conduct, demeanor"


96,*pense* (pensar),"*I thought*
verb: think, reflect, ponder",*I thought*,pensar,"[['think', 'reflect', 'ponder', 'contemplate', 'think out', 'guess', 'think over', 'cogitate', 'see about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pense,"verb: think, reflect, ponder"


