,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*condena*,"*sentence*
noun: conviction",*sentence*,condena,[['conviction']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=condena,noun: conviction


12,*bájate* (bajar),"*Get down*
",*Get down*,bajar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=bájate,


13,*alivio* (alivio aliviar),"*relief*
noun: relief, alleviation, comfort",*relief*,alivio aliviar,"[['relief', 'alleviation', 'comfort', 'ease', 'reprieve', 'abatement', 'appeasement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alivio,"noun: relief, alleviation, comfort"


14,*traerá* (traer),"*will bring*
verb: fetch, shed",*will bring*,traer,"[['fetch', 'shed']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=traerá,"verb: fetch, shed"


15,*quedaremos* (quedar),"*we will stay*
verb: stay, remain, keep",*we will stay*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedaremos,"verb: stay, remain, keep"


16,*micrófono*,"*microphone*
noun: microphone, mouthpiece",*microphone*,micrófono,"[['microphone', 'mouthpiece']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=micrófono,"noun: microphone, mouthpiece"


17,*matemáticas* (matemática),"*math*
noun: mathematics, maths",*math*,matemática,"[['mathematics', 'maths']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=matemáticas,"noun: mathematics, maths"


18,*interesan* (interesar),"*interest*
verb: interest, appeal, attract",*interest*,interesar,"[['interest', 'appeal', 'attract', 'intrigue', 'bear on', 'lead on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=interesan,"verb: interest, appeal, attract"


19,*ida* (ido ir),"*Going*
noun: going, departure",*Going*,ido ir,"[['going', 'departure']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ida,"noun: going, departure"


20,*hueles* (oler),"*you smell*
verb: smell, sniff, scent",*you smell*,oler,"[['smell', 'sniff', 'scent', 'sniff out', 'smack', 'whiff', 'reek', 'nose', 'smell out', 'savor', 'savour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hueles,"verb: smell, sniff, scent"


21,*giro* (giro girar),"*turn*
noun: turn, order, twirl",*turn*,giro girar,"[['turn', 'order', 'twirl', 'whirl', 'gyration', 'gyre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=giro,"noun: turn, order, twirl"


22,*desgraciados* (desgraciado desgraciar),"*wretched*
adjective: unfortunate, miserable, unhappy
noun: unfortunate, wretch, loser",*wretched*,desgraciado desgraciar,"[['unfortunate', 'miserable', 'unhappy', 'unlucky', 'poor'], ['unfortunate', 'wretch', 'loser', 'sad sack']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=desgraciados,"adjective: unfortunate, miserable, unhappy
noun: unfortunate, wretch, loser"


23,*arroz*,"*rice*
noun: rice",*rice*,arroz,[['rice']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=arroz,noun: rice


24,*andan* (andar),"*they walk*
verb: walk, go, go around",*they walk*,andar,"[['walk', 'go', 'go around', 'go about', 'hang around', 'carry', 'tramp', 'hang about', 'perambulate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=andan,"verb: walk, go, go around"


25,*unido* (unido unir),"*United*
adjective: united, joined, attached",*United*,unido unir,"[['united', 'joined', 'attached', 'connected', 'joint', 'adjoined', 'amalgamated', 'tied', 'adhered', 'accrete']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=unido,"adjective: united, joined, attached"


26,*traseros* (trasero),"*rear*
adjective: rear, back, rearward
noun: rear, bottom, backside",*rear*,trasero,"[['rear', 'back', 'rearward', 'hind', 'posterior', 'rearmost', 'rear-mounted'], ['rear', 'bottom', 'backside', 'behind', 'tail', 'posterior', 'seat']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=traseros,"adjective: rear, back, rearward
noun: rear, bottom, backside"


27,*torres* (torre),"*towers*
noun: tower, turret, rook",*towers*,torre,"[['tower', 'turret', 'rook', 'steeple']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=torres,"noun: tower, turret, rook"


28,*seda* (seda sedar),"*silk*
noun: silk",*silk*,seda sedar,[['silk']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=seda,noun: silk


29,*engañando* (engañar),"*cheating*
verb: deceive, fool, cheat",*cheating*,engañar,"[['deceive', 'fool', 'cheat', 'trick', 'mislead', 'dupe', 'delude', 'hoodwink', 'bluff', 'beguile', 'con', 'betray', 'spoof', 'outsmart', 'bamboozle', 'be deceptive', 'swindle', 'cheat on', 'befool', 'hoax', 'bilk', 'cozen', 'put off', 'belie', 'pull a fast one', 'bite', 'hocus', 'put over', 'put upon', 'double-cross']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=engañando,"verb: deceive, fool, cheat"


30,*encuentres* (encontrar),"*find*
verb: find, meet, encounter",*find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encuentres,"verb: find, meet, encounter"


31,*controles* (controlar control),"*controls*
noun: control, check, grip",*controls*,controlar control,"[['control', 'check', 'grip', 'checkpoint', 'restraint', 'grasp', 'censorship', 'censor', 'handgrip']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=controles,"noun: control, check, grip"


32,*choque* (choque chocar),"*shock*
noun: shock, clash, crash",*shock*,choque chocar,"[['shock', 'clash', 'crash', 'collision', 'hit', 'conflict', 'smash', 'jolt', 'knock', 'jar']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=choque,"noun: shock, clash, crash"


33,*celos* (celo),"*jealousy*
noun: jealousy",*jealousy*,celo,[['jealousy']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=celos,noun: jealousy


34,*aclarar*,"*clarify*
verb: clarify, clear, rinse",*clarify*,aclarar,"[['clarify', 'clear', 'rinse', 'clear up', 'brighten', 'lighten', 'explain', 'illuminate', 'illustrate', 'illumine', 'tell off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aclarar,"verb: clarify, clear, rinse"


35,*sentiría* (sentir),"*would feel*
verb: feel, sense, regret",*would feel*,sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sentiría,"verb: feel, sense, regret"


36,*santuario*,"*sanctuary*
noun: sanctuary, shrine, sanctum",*sanctuary*,santuario,"[['sanctuary', 'shrine', 'sanctum']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=santuario,"noun: sanctuary, shrine, sanctum"


37,*queden* (quedar),"*stay*
verb: stay, remain, keep",*stay*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=queden,"verb: stay, remain, keep"


38,*piratas* (pirata),"*pirates*
noun: pirate, rover, picaroon
adjective: piratical",*pirates*,pirata,"[['pirate', 'rover', 'picaroon', 'sea rover', 'sea wolf', 'sea dog'], ['piratical']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=piratas,"noun: pirate, rover, picaroon
adjective: piratical"


39,*impulso*,"*impulse*
noun: impulse, momentum, impetus",*impulse*,impulso,"[['impulse', 'momentum', 'impetus', 'drive', 'urge']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=impulso,"noun: impulse, momentum, impetus"


40,*impedir*,"*prevent*
verb: prevent, impede, keep",*prevent*,impedir,"[['prevent', 'impede', 'keep', 'inhibit', 'prohibit', 'guard against', 'cut off', 'keep off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=impedir,"verb: prevent, impede, keep"


41,*grita* (gritar),"*shouts*
verb: scream, shout, cry",*shouts*,gritar,"[['scream', 'shout', 'cry', 'yell', 'cry out', 'shout out', 'call', 'call out', 'holler', 'howl', 'shriek', 'bawl', 'chant', 'bellow', 'outcry', 'bark', 'clamor', 'whoop', 'hoot', 'scold', 'bawl out', 'break out', 'sing out', 'halloo', 'fagot', 'shrill out', 'clamour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=grita,"verb: scream, shout, cry"


42,*envíe* (enviar),"*send*
verb: send, post, ship",*send*,enviar,"[['send', 'post', 'ship', 'forward', 'dispatch', 'despatch', 'send off', 'remit', 'consign', 'send away', 'pack off', 'tap out', 'extend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=envíe,"verb: send, post, ship"


43,*entraste* (entrar),"*you entered*
verb: enter, get in, come in",*you entered*,entrar,"[['enter', 'get in', 'come in', 'go in', 'access', 'input', 'fit', 'walk in', 'step in', 'bring in', 'pass in', 'introduce', 'put in', 'march in', 'pull in', 'draw in', 'get at', 'show in', 'approach']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entraste,"verb: enter, get in, come in"


44,*debieron* (deber),"*should have*
verb: must, owe, job",*should have*,deber,"[['must', 'owe', 'job', 'suppose']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=debieron,"verb: must, owe, job"


45,*creías* (creer),"*did you believe*
verb: believe, think, trust",*did you believe*,creer,"[['believe', 'think', 'trust', 'suppose', 'hope', 'expect', 'credit', 'guess', 'deem', 'fancy', 'make', 'look at', 'think over', 'hold against', 'consider', 'depend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=creías,"verb: believe, think, trust"


46,*cobrar*,"*charge*
verb: charge, collect, receive",*charge*,cobrar,"[['charge', 'collect', 'receive', 'gain', 'get', 'retrieve', 'regain', 'pull in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cobrar,"verb: charge, collect, receive"


47,*audición*,"*hearing*
noun: hearing, audition",*hearing*,audición,"[['hearing', 'audition']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=audición,"noun: hearing, audition"


48,*asesinados* (asesinado asesinar),"*murdered*
adjective: murdered",*murdered*,asesinado asesinar,[['murdered']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=asesinados,adjective: murdered


49,*afueras*,"*outskirts*
noun: outskirts, suburbs, edge",*outskirts*,afueras,"[['outskirts', 'suburbs', 'edge', 'skirts', 'environs']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=afueras,"noun: outskirts, suburbs, edge"


50,*tribu*,"*tribe*
noun: tribe, clan",*tribe*,tribu,"[['tribe', 'clan']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tribu,"noun: tribe, clan"


51,*testamento*,"*will*
noun: will, testament",*will*,testamento,"[['will', 'testament']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=testamento,"noun: will, testament"


52,*postre*,"*dessert*
noun: dessert, sweet, afters",*dessert*,postre,"[['dessert', 'sweet', 'afters']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=postre,"noun: dessert, sweet, afters"


53,*paró* (parar),"*unemployment*
noun: arrest, strike, stoppage",*unemployment*,parar,"[['arrest', 'strike', 'stoppage', 'shutdown', 'standstill', 'chickadee', 'tit']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=paró,"noun: arrest, strike, stoppage"


54,*ópera*,"*Opera*
noun: opera, opera house",*Opera*,ópera,"[['opera', 'opera house']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ópera,"noun: opera, opera house"


55,*falló* (fallar),"*failed*
noun: failure, ruling, judgment",*failed*,fallar,"[['failure', 'ruling', 'judgment', 'decision', 'verdict', 'trouble', 'adjudication', 'order', 'rule', 'findings', 'shortcoming', 'judgement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=falló,"noun: failure, ruling, judgment"


56,*estatal*,"*state*
adjective: state, governmental, state-owned",*state*,estatal,"[['state', 'governmental', 'state-owned']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=estatal,"adjective: state, governmental, state-owned"


57,*esclavo*,"*slave*
noun: slave, thrall, bondman
adjective: bond",*slave*,esclavo,"[['slave', 'thrall', 'bondman', 'bondsman'], ['bond']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=esclavo,"noun: slave, thrall, bondman
adjective: bond"


58,*déjate* (dejar),"*let yourself*
",*let yourself*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=déjate,


59,*costillas* (costilla),"*ribs*
noun: rib",*ribs*,costilla,[['rib']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=costillas,noun: rib


60,*costará* (costar),"*it will cost*
verb: cost, charge, set back",*it will cost*,costar,"[['cost', 'charge', 'set back', 'knock back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=costará,"verb: cost, charge, set back"


61,*chistes* (chiste),"*jokes*
noun: jesting",*jokes*,chiste,[['jesting']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=chistes,noun: jesting


62,*arreglaré* (arreglar),"*i will fix*
verb: fix, arrange, settle",*i will fix*,arreglar,"[['fix', 'arrange', 'settle', 'sort', 'fix up', 'mend', 'sort out', 'order', 'tidy', 'do', 'regulate', 'patch up', 'tidy up', 'dress', 'accommodate', 'set right', 'lay out', 'smarten up', 'regularize', 'rig up', 'sew up', 'quadrate', 'assort', 'tidy out', 'trim up', 'phase', 'frame', 'square', 'doctor']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=arreglaré,"verb: fix, arrange, settle"


63,*alcanza* (alcanzar),"*achieves*
verb: reach, achieve, attain",*achieves*,alcanzar,"[['reach', 'achieve', 'attain', 'accomplish', 'hit', 'catch up', 'gain', 'arrive at', 'overtake', 'get at', 'add up to', 'overhaul', 'carry', 'win through', 'make up on', 'jockey', 'last out', 'do']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=alcanza,"verb: reach, achieve, attain"


64,*valientes* (valiente),"*brave*
adjective: brave, courageous, valiant
noun: brave, valiant, a devil of a fellow",*brave*,valiente,"[['brave', 'courageous', 'valiant', 'bold', 'gallant', 'game', 'manly', 'manful', 'die-hard', 'stout-hearted'], ['brave', 'valiant', 'a devil of a fellow']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=valientes,"adjective: brave, courageous, valiant
noun: brave, valiant, a devil of a fellow"


65,*privilegio*,"*privilege*
noun: privilege, right, charter",*privilege*,privilegio,"[['privilege', 'right', 'charter', 'patent', 'concession']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=privilegio,"noun: privilege, right, charter"


66,*orina*,"*urine*
noun: urine",*urine*,orina,[['urine']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=orina,noun: urine


67,*jovencito* (jovencito joven),"*youngster*
noun: youngster, youngling",*youngster*,jovencito joven,"[['youngster', 'youngling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=jovencito,"noun: youngster, youngling"


68,*invasión*,"*invasion*
noun: invasion, encroachment, infringement",*invasion*,invasión,"[['invasion', 'encroachment', 'infringement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=invasión,"noun: invasion, encroachment, infringement"


69,*estuvieran* (estar),"*were*
verb: be, stay, stand",*were*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estuvieran,"verb: be, stay, stand"


70,*estupideces* (estupidez),"*crap*
noun: crap",*crap*,estupidez,[['crap']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estupideces,noun: crap


71,*encaja* (encajar),"*fits*
adverb: in cash",*fits*,encajar,[['in cash']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=encaja,adverb: in cash


72,*durará* (durar),"*it will last*
verb: last, endure, continue",*it will last*,durar,"[['last', 'endure', 'continue', 'linger', 'last out', 'hold out', 'hold up', 'live out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=durará,"verb: last, endure, continue"


73,*descanse* (descansar),"*rest*
verb: rest, lie, repose",*rest*,descansar,"[['rest', 'lie', 'repose', 'take a rest', 'recline', 'lay over', 'lie up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=descanse,"verb: rest, lie, repose"


74,*déjanos* (dejar),"*leave us*
",*leave us*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=déjanos,


75,*camas* (cama),"*Beds*
noun: bed, couch, sack",*Beds*,cama,"[['bed', 'couch', 'sack', 'one bed']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=camas,"noun: bed, couch, sack"


76,*cables* (cable),"*cables*
noun: cable, cord, wire",*cables*,cable,"[['cable', 'cord', 'wire', 'lead', 'hawser']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cables,"noun: cable, cord, wire"


77,*bárbara* (bárbaro),"*Barbara*
noun: Barbara",*Barbara*,bárbaro,[['Barbara']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bárbara,noun: Barbara


78,*avanzando* (avanzar),"*going forward*
verb: advance, move, proceed",*going forward*,avanzar,"[['advance', 'move', 'proceed', 'go forward', 'go on', 'push forward', 'move in', 'come forward', 'move along', 'push on', 'encroach', 'come on', 'thrust forward', 'go off', 'trundle on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=avanzando,"verb: advance, move, proceed"


79,*usualmente*,"*usually*
",*usually*,usualmente,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=usualmente,


80,*sagrada* (sagrado),"*sacred*
adjective: sacred, holy, sacral",*sacred*,sagrado,"[['sacred', 'holy', 'sacral', 'sainted']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sagrada,"adjective: sacred, holy, sacral"


81,*sable*,"*saber*
noun: saber, sable, broadsword",*saber*,sable,"[['saber', 'sable', 'broadsword', 'backsword', 'sabre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sable,"noun: saber, sable, broadsword"


82,*retírense* (retirar),"*stand down*
",*stand down*,retirar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=retírense,


83,*retirada* (retirado retirar),"*withdrawal*
noun: withdrawal, retreat, retirement",*withdrawal*,retirado retirar,"[['withdrawal', 'retreat', 'retirement', 'recall', 'disengagement', 'walkout']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=retirada,"noun: withdrawal, retreat, retirement"


84,*psicópata*,"*psychopath*
noun: psychopath, psycho, psychotic",*psychopath*,psicópata,"[['psychopath', 'psycho', 'psychotic']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=psicópata,"noun: psychopath, psycho, psychotic"


85,*preocupo* (preocupar),"*I worry*
verb: worry, concern, trouble",*I worry*,preocupar,"[['worry', 'concern', 'trouble', 'bother', 'preoccupy', 'perturb', 'prepossess']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=preocupo,"verb: worry, concern, trouble"


86,*plaga* (plaga plagar),"*plague*
noun: plague, blight, bane",*plague*,plaga plagar,"[['plague', 'blight', 'bane']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=plaga,"noun: plague, blight, bane"


87,*ohh*,"*ooh*
",*ooh*,ohh,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ohh,


88,*malvada* (malvado),"*evil*
adjective: evil, wicked, tough
noun: villain",*evil*,malvado,"[['evil', 'wicked', 'tough', 'flagitious', 'no-good'], ['villain']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=malvada,"adjective: evil, wicked, tough
noun: villain"


89,*existir*,"*exist*
verb: exist, be, occur",*exist*,existir,"[['exist', 'be', 'occur', 'feature']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=existir,"verb: exist, be, occur"


90,*entendemos* (entender),"*we understand*
verb: understand, grasp, realize",*we understand*,entender,"[['understand', 'grasp', 'realize', 'comprehend', 'get', 'believe', 'think', 'make out', 'interpret', 'infer', 'catch up', 'figure up', 'cotton on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entendemos,"verb: understand, grasp, realize"


91,*bendito* (bendito bendecir),"*blessed*
adjective: blessed, blest",*blessed*,bendito bendecir,"[['blessed', 'blest']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=bendito,"adjective: blessed, blest"


92,*arregla* (arreglar),"*fix*
verb: fix, arrange, settle",*fix*,arreglar,"[['fix', 'arrange', 'settle', 'sort', 'fix up', 'mend', 'sort out', 'order', 'tidy', 'do', 'regulate', 'patch up', 'tidy up', 'dress', 'accommodate', 'set right', 'lay out', 'smarten up', 'regularize', 'rig up', 'sew up', 'quadrate', 'assort', 'tidy out', 'trim up', 'phase', 'frame', 'square', 'doctor']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=arregla,"verb: fix, arrange, settle"


93,*supuestamente*,"*supposedly*
adverb: professedly",*supposedly*,supuestamente,[['professedly']],adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=supuestamente,adverb: professedly


94,*residente*,"*resident*
adjective: resident
noun: resident, inmate, dweller",*resident*,residente,"[['resident'], ['resident', 'inmate', 'dweller']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=residente,"adjective: resident
noun: resident, inmate, dweller"


95,*rescatar*,"*rescue*
verb: rescue, redeem, recover",*rescue*,rescatar,"[['rescue', 'redeem', 'recover', 'ransom', 'free']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=rescatar,"verb: rescue, redeem, recover"


96,*pesada* (pesado pesar),"*heavy*
verb: weigh, weigh out, weigh up",*heavy*,pesado pesar,"[['weigh', 'weigh out', 'weigh up', 'scale', 'weigh on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pesada,"verb: weigh, weigh out, weigh up"


97,*oímos* (oír),"*we heard*
verb: hear, listen, overhear",*we heard*,oír,"[['hear', 'listen', 'overhear', 'catch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=oímos,"verb: hear, listen, overhear"


98,*locas* (loco),"*crazy*
adjective: crazy, mad, out of one's mind
noun: madman, zany, half-wit",*crazy*,loco,"[['crazy', 'mad', ""out of one's mind"", 'distraught', 'deranged', 'crazed', 'demented', 'crack-brained', 'loony', 'haywire', 'round the bend', 'up the pole', 'nutty', 'whacky', 'zany', 'daft', 'bugs', 'bonkers', 'cracky', 'barmy', 'hectic', 'wild', 'amok', 'amuck', 'loose', 'wet'], ['madman', 'zany', 'half-wit', 'loony']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=locas,"adjective: crazy, mad, out of one's mind
noun: madman, zany, half-wit"


99,*llegarán* (llegar),"*they will arrive*
verb: get, reach, arrive",*they will arrive*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegarán,"verb: get, reach, arrive"


