,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
43,43,muy,muy,muy,very,ADV,ADV,Adverb
44,44,hay,*hay* (haber),haber,there is,AUX,AUX,Auxiliary
45,45,ahora,ahora,ahora,now,ADV,ADV,Adverb
46,46,algo,algo,algo,something,PRON,PRON,Pronoun
47,47,estoy,*estoy* (estar),estar,I'm,AUX,AUX,Auxiliary
48,48,tengo,*tengo* (tener),tener,I have,VERB,VERB,Verb
49,49,nos,nos,nos,us,PRON,PRON,Pronoun
50,50,tú,tú,tú,you,PRON,PRON,Pronoun
51,51,nada,nada,nada,nothing,PRON,PRON,Pronoun
52,52,cuando,cuando,cuando,when,SCONJ,SCONJ,Conjunction
53,53,ha,*ha* (haber),haber,ha,AUX,AUX,Auxiliary
54,54,este,este,este,this,DET,DET,Determiner
55,55,sé,*sé* (saber),saber,HE,VERB,VERB,Verb
56,56,estás,*estás* (estar),estar,are,AUX,AUX,Auxiliary
57,57,así,así,así,So,ADV,ADV,Adverb
58,58,puedo,*puedo* (poder),poder,I can,AUX,AUX,Auxiliary
59,59,cómo,cómo,cómo,as,PRON,PRON,Pronoun
60,60,quiero,*quiero* (querer),querer,wanna,VERB,VERB,Verb
61,61,sólo,sólo,sólo,only,ADV,ADV,Adverb
62,62,soy,*soy* (ser),ser,am,AUX,AUX,Auxiliary
63,63,tiene,*tiene* (tener),tener,has,VERB,VERB,Verb
64,64,gracias,gracias,gracias,thank you,NOUN,NOUN,Noun
65,65,o,o,o,either,CCONJ,CCONJ,Conjunction
66,66,él,él,él,he,PRON,PRON,Pronoun
67,67,bueno,bueno,bueno,Well,ADJ,ADJ,Adjective
68,68,fue,*fue* (ser),ser,was,AUX,AUX,Auxiliary
69,69,fue,*fue* (ir),ir,was,AUX,AUX,Auxiliary
70,70,ser,ser,ser,be,AUX,AUX,Auxiliary
71,71,hacer,hacer,hacer,do,VERB,VERB,Verb
72,72,son,*son* (ser),ser,are,AUX,AUX,Auxiliary
73,73,todos,*todos* (todo),todo,all,PRON,PRON,Pronoun
74,74,era,*era* (ser),ser,was,AUX,AUX,Auxiliary
75,75,eres,*eres* (ser),ser,are,AUX,AUX,Auxiliary
76,76,vez,vez,vez,time,NOUN,NOUN,Noun
77,77,tienes,*tienes* (tener),tener,have,VERB,VERB,Verb
78,78,creo,*creo* (creer),creer,believe,VERB,VERB,Verb
79,79,ella,ella,ella,she,PRON,PRON,Pronoun
80,80,he,*he* (haber),haber,I have,AUX,AUX,Auxiliary
81,81,ese,ese,ese,that,DET,DET,Determiner
82,82,voy,*voy* (ir),ir,go,AUX,AUX,Auxiliary
83,83,puede,*puede* (poder),poder,can,AUX,AUX,Auxiliary
84,84,sabes,*sabes* (saber),saber,You know,VERB,VERB,Verb
85,85,hola,hola,hola,hello,VERB,VERB,Verb
86,86,sus,*sus* (su),su,their,DET,DET,Determiner
87,87,porque,porque,porque,because,SCONJ,SCONJ,Conjunction
88,88,dios,dios,dios,God,NOUN,NOUN,Noun
89,89,quién,quién,quién,who,PRON,PRON,Pronoun
90,90,nunca,nunca,nunca,never,ADV,ADV,Adverb
91,91,dónde,dónde,dónde,where,PRON,PRON,Pronoun
92,92,quieres,*quieres* (querer),querer,want,VERB,VERB,Verb
93,93,casa,casa,casa,home,NOUN,NOUN,Noun
94,94,casa,*casa* (casar),casar,home,NOUN,NOUN,Noun
95,95,favor,favor,favor,favor,NOUN,NOUN,Noun
96,96,esa,*esa* (ese),ese,that,DET,DET,Determiner
97,97,dos,dos,dos,two,NUM,NUM,Numeral
98,98,tan,*tan* (tanto),tanto,so,ADV,ADV,Adverb
99,99,señor,señor,señor,Sir,NOUN,NOUN,Noun
