,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
13,*actúa* (actuar),"*act*
verb: act, perform, play",*act*,actuar,"[['act', 'perform', 'play', 'proceed', 'appear']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=actúa,"verb: act, perform, play"


14,*periodista*,"*journalist*
noun: journalist, reporter, newspaperman",*journalist*,periodista,"[['journalist', 'reporter', 'newspaperman', 'columnist', 'pressman', 'newshawk', 'newshawker']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=periodista,"noun: journalist, reporter, newspaperman"


15,*luchando* (luchar),"*struggling*
verb: fight, struggle, strive",*struggling*,luchar,"[['fight', 'struggle', 'strive', 'wrestle', 'grapple', 'vie', 'tussle']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=luchando,"verb: fight, struggle, strive"


16,*estelar*,"*stellar*
adjective: stellar",*stellar*,estelar,[['stellar']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=estelar,adjective: stellar


17,*escritor*,"*writer*
noun: writer, penman",*writer*,escritor,"[['writer', 'penman']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escritor,"noun: writer, penman"


18,*encontrarás* (encontrar),"*you'll find*
verb: find, meet, encounter",*you'll find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encontrarás,"verb: find, meet, encounter"


19,*dejando* (dejar),"*leaving*
verb: leave, let, stop",*leaving*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejando,"verb: leave, let, stop"


20,*adecuado*,"*appropriate*
adjective: suitable, appropriate, adequate",*appropriate*,adecuado,"[['suitable', 'appropriate', 'adequate', 'fit', 'fitting', 'acceptable']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=adecuado,"adjective: suitable, appropriate, adequate"


21,*terrorista*,"*terrorist*
adjective: terrorist
noun: terrorist",*terrorist*,terrorista,"[['terrorist'], ['terrorist']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=terrorista,"adjective: terrorist
noun: terrorist"


22,*hierro*,"*iron*
noun: iron",*iron*,hierro,[['iron']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hierro,noun: iron


23,*enterrado* (enterrado enterrar),"*buried*
adjective: buried",*buried*,enterrado enterrar,[['buried']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enterrado,adjective: buried


24,*sincero*,"*sincere*
adjective: sincere, honest, candid",*sincere*,sincero,"[['sincere', 'honest', 'candid', 'genuine', 'hearty', 'unfeigned', 'unaffected', 'aboveboard', 'foursquare', 'open-hearted', 'true-hearted', 'whole-hearted', 'whole-souled']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=sincero,"adjective: sincere, honest, candid"


25,*representa* (representar),"*It represents*
verb: represent, depict, play",*It represents*,representar,"[['represent', 'depict', 'play', 'portray', 'act', 'perform', 'act out', 'stand for', 'enact', 'show', 'stage', 'put up', 'make out', 'body', 'give', 'do']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=representa,"verb: represent, depict, play"


26,*positivo*,"*positive*
adjective: positive, plus, assertive
noun: positive",*positive*,positivo,"[['positive', 'plus', 'assertive'], ['positive']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=positivo,"adjective: positive, plus, assertive
noun: positive"


27,*mereces* (merecer),"*you deserve*
verb: deserve, merit, earn",*you deserve*,merecer,"[['deserve', 'merit', 'earn', 'gain', 'rate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mereces,"verb: deserve, merit, earn"


28,*italia* (Italia),"*Italy*
noun: Italy",*Italy*,Italia,[['Italy']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=italia,noun: Italy


29,*fea* (feo),"*ugly*
adjective: ugly, unsightly, nasty",*ugly*,feo,"[['ugly', 'unsightly', 'nasty', 'homely', 'foul', 'tacky', 'miscreated', 'ungraceful', 'bad-looking', 'ill-favoured', 'ill-favored']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=fea,"adjective: ugly, unsightly, nasty"


30,*acerques* (acercar),"*approach*
verb: bring closer, bring near, draw near",*approach*,acercar,"[['bring closer', 'bring near', 'draw near', 'pull up', 'draw up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acerques,"verb: bring closer, bring near, draw near"


31,*petróleo*,"*Petroleum*
noun: oil, petroleum, paraffin",*Petroleum*,petróleo,"[['oil', 'petroleum', 'paraffin', 'fusel oil']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=petróleo,"noun: oil, petroleum, paraffin"


32,*encargado* (encargado encargar),"*in charge*
adverb: in charge
adjective: mandated
noun: attendant",*in charge*,encargado encargar,"[['in charge'], ['mandated'], ['attendant']]",adverb adjective noun,adverb adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=encargado,"adverb: in charge
adjective: mandated
noun: attendant"


33,*capítulo*,"*chapter*
noun: chapter, episode",*chapter*,capítulo,"[['chapter', 'episode']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=capítulo,"noun: chapter, episode"


34,*enseñaré* (enseñar),"*i will teach*
verb: teach, show, train",*i will teach*,enseñar,"[['teach', 'show', 'train', 'instruct', 'educate', 'hold up', 'point out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=enseñaré,"verb: teach, show, train"


35,*cuentos* (cuento),"*stories*
noun: story, tale, fairy tale",*stories*,cuento,"[['story', 'tale', 'fairy tale', 'yarn', 'fable', 'exaggeration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cuentos,"noun: story, tale, fairy tale"


36,*breve*,"*brief*
adjective: brief, short, terse
noun: brief, breve",*brief*,breve,"[['brief', 'short', 'terse'], ['brief', 'breve']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=breve,"adjective: brief, short, terse
noun: brief, breve"


37,*atreves* (atrever),"*dare*
",*dare*,atrever,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=atreves,


38,*súbete* (subir),"*get on*
",*get on*,subir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=súbete,


39,*sed*,"*thirst*
noun: thirst, craving, thirstiness",*thirst*,sed,"[['thirst', 'craving', 'thirstiness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sed,"noun: thirst, craving, thirstiness"


40,*patético*,"*pathetic*
adjective: pathetic, piteous, pathetical",*pathetic*,patético,"[['pathetic', 'piteous', 'pathetical', 'soulful']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=patético,"adjective: pathetic, piteous, pathetical"


41,*mostrarte* (mostrar),"*show you*
",*show you*,mostrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mostrarte,


42,*doctores* (doctor),"*doctors*
noun: doctor, doc",*doctors*,doctor,"[['doctor', 'doc']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=doctores,"noun: doctor, doc"


43,*carácter*,"*character*
noun: character, nature, type",*character*,carácter,"[['character', 'nature', 'type', 'kind', 'stature', 'guts']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=carácter,"noun: character, nature, type"


44,*tuyos* (tuyo),"*yours*
pronoun: yours",*yours*,tuyo,[['yours']],pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=tuyos,pronoun: yours


45,*plaza*,"*square*
noun: square, plaza, place",*square*,plaza,"[['square', 'plaza', 'place', 'piazza', 'seat', 'arena', 'lieu']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=plaza,"noun: square, plaza, place"


46,*obispo*,"*bishop*
noun: bishop",*bishop*,obispo,[['bishop']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=obispo,noun: bishop


47,*necesite* (necesitar),"*need*
verb: need, require, take",*need*,necesitar,"[['need', 'require', 'take', 'want', 'necessitate', 'lack']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=necesite,"verb: need, require, take"


48,*muevan* (mover),"*move*
verb: move, shift, shake",*move*,mover,"[['move', 'shift', 'shake', 'stir', 'wag', 'budge', 'prompt', 'bob', 'wriggle', 'cause', 'lead']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=muevan,"verb: move, shift, shake"


49,*involucrado* (involucrado involucrar),"*involved*
adjective: involved, implicated",*involved*,involucrado involucrar,"[['involved', 'implicated']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=involucrado,"adjective: involved, implicated"


50,*darán* (dar),"*they will give*
verb: give, yield, lend",*they will give*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=darán,"verb: give, yield, lend"


51,*ingleses* (inglés),"*English*
adjective: English
noun: English, Englishman, Sassenach",*English*,inglés,"[['English'], ['English', 'Englishman', 'Sassenach', 'pommy']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=ingleses,"adjective: English
noun: English, Englishman, Sassenach"


52,*usas* (usar),"*you use*
verb: use, wear, utilize",*you use*,usar,"[['use', 'wear', 'utilize', 'employ', 'draw on', 'draw upon', 'go through', 'explode', 'consume', 'expend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=usas,"verb: use, wear, utilize"


53,*ruedas* (rueda),"*wheels*
noun: wheel",*wheels*,rueda,[['wheel']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ruedas,noun: wheel


54,*prácticamente*,"*practically*
adverb: practically, virtually",*practically*,prácticamente,"[['practically', 'virtually']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=prácticamente,"adverb: practically, virtually"


55,*orejas* (oreja),"*ears*
noun: ears",*ears*,oreja,[['ears']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=orejas,noun: ears


56,*golpeó* (golpear),"*hit*
noun: knocking, batting",*hit*,golpear,"[['knocking', 'batting']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=golpeó,"noun: knocking, batting"


57,*costado* (costado costar),"*side stand*
noun: side, flank, broadside",*side stand*,costado costar,"[['side', 'flank', 'broadside']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=costado,"noun: side, flank, broadside"


58,*conducta*,"*conduct*
noun: conduct, behavior, demeanor",*conduct*,conducta,"[['conduct', 'behavior', 'demeanor', 'actions', 'manner', 'deportment', 'bearing', 'doings', 'behaviour', 'demeanour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conducta,"noun: conduct, behavior, demeanor"


59,*toman* (tomar),"*they take*
verb: take, have, drink",*they take*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=toman,"verb: take, have, drink"


60,*suban* (subir),"*go up*
verb: upload, rise, go up",*go up*,subir,"[['upload', 'rise', 'go up', 'come up', 'walk up', 'move up', 'gain', 'get up', 'step up', 'bump up', 'take up', 'carry up', 'advance']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suban,"verb: upload, rise, go up"


61,*médica* (médica médico),"*medical*
noun: lady-doctor",*medical*,médica médico,[['lady-doctor']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=médica,noun: lady-doctor


62,*manzana*,"*apple*
noun: apple, block, square",*apple*,manzana,"[['apple', 'block', 'square']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=manzana,"noun: apple, block, square"


63,*escuadrón*,"*squadron*
noun: squadron, troop",*squadron*,escuadrón,"[['squadron', 'troop']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escuadrón,"noun: squadron, troop"


64,*reconozco* (reconocer),"*I recognize*
verb: recognize, acknowledge, admit",*I recognize*,reconocer,"[['recognize', 'acknowledge', 'admit', 'know', 'spot', 'spy out', 'notice', 'face', 'survey', 'avouch', 'tell', 'taste', 'place', 'check up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=reconozco,"verb: recognize, acknowledge, admit"


65,*ordenes* (orden),"*orders*
verb: order, sort, arrange",*orders*,orden,"[['order', 'sort', 'arrange', 'command', 'ordain', 'rank', 'tidy up', 'marshal', 'classify', 'put in order', 'enjoin', 'set in order', 'line up', 'assort', 'map out', 'fill an order', 'tidy out', 'demand', 'confer', 'tell off', 'accommodate', 'will']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ordenes,"verb: order, sort, arrange"


66,*gallina*,"*hen*
noun: hen, chicken, fowl
adjective: chicken-hearted",*hen*,gallina,"[['hen', 'chicken', 'fowl', 'coward', 'sissy', 'funk'], ['chicken-hearted']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=gallina,"noun: hen, chicken, fowl
adjective: chicken-hearted"


67,*cambiando* (cambiar),"*Changing*
verb: change, switch, shift",*Changing*,cambiar,"[['change', 'switch', 'shift', 'exchange', 'alter', 'turn', 'swap', 'vary', 'transfer', 'turn around', 'swing', 'swap over', 'distort', 'swop', 'swap around', 'swap round', 'dislocate', 'barter']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cambiando,"verb: change, switch, shift"


68,*borde*,"*edge*
noun: edge, border, rim",*edge*,borde,"[['edge', 'border', 'rim', 'brink', 'verge', 'side', 'brim', 'lip', 'end', 'trim', 'fringe', 'flange', 'skirting', 'canvas', 'baseboard', 'mount', 'term', 'limitation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=borde,"noun: edge, border, rim"


69,*ataques* (ataque),"*attacks*
noun: attack, strike, assault",*attacks*,ataque,"[['attack', 'strike', 'assault', 'raid', 'seizure', 'bout', 'onset', 'charge', 'aggression', 'thrust', 'rush', 'paroxysm', 'turn', 'drive', 'onfall', 'access', 'point']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ataques,"noun: attack, strike, assault"


70,*actual*,"*current*
adjective: present, actual, existing",*current*,actual,"[['present', 'actual', 'existing', 'prevailing', 'reigning', 'topical', 'prevalent', 'going']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=actual,"adjective: present, actual, existing"


71,*pecados* (pecado),"*sins*
noun: sin, sinfulness, trespass",*sins*,pecado,"[['sin', 'sinfulness', 'trespass', 'offence', 'offense']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pecados,"noun: sin, sinfulness, trespass"


72,*invito* (invitar),"*invite*
verb: invite, ask, invite over",*invite*,invitar,"[['invite', 'ask', 'invite over', 'take out', 'invite out', 'ask out', 'ask round', 'ask along', 'ask back', 'have up', 'have down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=invito,"verb: invite, ask, invite over"


73,*inconsciente*,"*unconscious*
adjective: unconscious, unaware, senseless",*unconscious*,inconsciente,"[['unconscious', 'unaware', 'senseless', 'unwitting', 'thoughtless', 'insensible', 'insentient', 'insensate', 'insensitive', 'unacquainted']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=inconsciente,"adjective: unconscious, unaware, senseless"


74,*bastardos* (bastardo),"*bastards*
adjective: bastard, misbegotten, baseborn
noun: bastard",*bastards*,bastardo,"[['bastard', 'misbegotten', 'baseborn'], ['bastard']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=bastardos,"adjective: bastard, misbegotten, baseborn
noun: bastard"


75,*abrió* (abrir),"*Opened*
verb: open, open up, start",*Opened*,abrir,"[['open', 'open up', 'start', 'break', 'cut open', 'unfold', 'undo', 'expose', 'put up', 'unbar', 'uncurl', 'zip open', 'discover']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=abrió,"verb: open, open up, start"


76,*oyeron* (oír),"*they heard*
verb: hear, listen, overhear",*they heard*,oír,"[['hear', 'listen', 'overhear', 'catch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=oyeron,"verb: hear, listen, overhear"


77,*intentaba* (intentar),"*tried*
verb: try, attempt, intend",*tried*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intentaba,"verb: try, attempt, intend"


78,*cuartel*,"*barracks*
noun: barracks, quarter, hootch",*barracks*,cuartel,"[['barracks', 'quarter', 'hootch']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cuartel,"noun: barracks, quarter, hootch"


79,*consciente*,"*aware*
adjective: aware, conscious",*aware*,consciente,"[['aware', 'conscious']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=consciente,"adjective: aware, conscious"


80,*tranquilízate* (tranquilizar),"*calm down*
",*calm down*,tranquilizar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=tranquilízate,


81,*suyos* (suyo),"*his*
pronoun: his, yours, theirs",*his*,suyo,"[['his', 'yours', 'theirs', 'hers', 'their', 'its']]",pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=suyos,"pronoun: his, yours, theirs"


82,*residencia*,"*home*
noun: residence, residency, home",*home*,residencia,"[['residence', 'residency', 'home', 'hostel', 'hall']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=residencia,"noun: residence, residency, home"


83,*máxima* (máximo),"*maximum*
noun: maxim",*maximum*,máximo,[['maxim']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=máxima,noun: maxim


84,*llevarla* (llevar),"*take her*
",*take her*,llevar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llevarla,


85,*grasa*,"*fat*
noun: fat, grease",*fat*,grasa,"[['fat', 'grease']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=grasa,"noun: fat, grease"


86,*células* (célula),"*cells*
noun: cell, cellule",*cells*,célula,"[['cell', 'cellule']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=células,"noun: cell, cellule"


87,*retrocedan* (retroceder),"*back off*
verb: back, go back, move back",*back off*,retroceder,"[['back', 'go back', 'move back', 'back up', 'turn back', 'fall back', 'regress', 'back away', 'push back', 'flinch', 'move backwards', 'stand back', 'start back', 'give ground', 'walk backward']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=retrocedan,"verb: back, go back, move back"


88,*recepción*,"*reception*
noun: reception, receipt, receiving",*reception*,recepción,"[['reception', 'receipt', 'receiving', 'reservation desk', 'check-in', 'check-in counter']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=recepción,"noun: reception, receipt, receiving"


89,*medicinas* (medicina),"*medicines*
noun: medicine, medicament, mixture",*medicines*,medicina,"[['medicine', 'medicament', 'mixture']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=medicinas,"noun: medicine, medicament, mixture"


90,*explotar*,"*blow*
verb: exploit, explode, operate",*blow*,explotar,"[['exploit', 'explode', 'operate', 'tap', 'blow up', 'mine', 'work', 'pop', 'harness', 'blast', 'go off', 'set off', 'draw on', 'bang', 'go up', 'draw upon', 'make capital out of', 'touch off', 'go pop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=explotar,"verb: exploit, explode, operate"


91,*corona*,"*crown*
noun: crown, corona, wreath",*crown*,corona,"[['crown', 'corona', 'wreath', 'krone', 'coronet', 'diadem']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=corona,"noun: crown, corona, wreath"


92,*callate* (callar),"*be quiet*
interjection: Shut up!, Be quiet!, Keep quiet!",*be quiet*,callar,"[['Shut up!', 'Be quiet!', 'Keep quiet!', 'Hush!', 'Shut your trap!', 'Put a sock in it!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=callate,"interjection: Shut up!, Be quiet!, Keep quiet!"


93,*calidad*,"*quality*
noun: quality, grade, rank",*quality*,calidad,"[['quality', 'grade', 'rank']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=calidad,"noun: quality, grade, rank"


94,*ayúdeme* (ayudar),"*Help me*
interjection: Help me!",*Help me*,ayudar,[['Help me!']],interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=ayúdeme,interjection: Help me!


95,*asesina* (asesina asesino asesinar),"*murderess*
noun: murderess",*murderess*,asesina asesino asesinar,[['murderess']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=asesina,noun: murderess


96,*absurdo*,"*absurd*
adjective: absurd, preposterous, silly
noun: absurdity, blether",*absurd*,absurdo,"[['absurd', 'preposterous', 'silly', 'ridiculous', 'nonsensical', 'farcical', 'wacky', 'irrational', 'screwy'], ['absurdity', 'blether']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=absurdo,"adjective: absurd, preposterous, silly
noun: absurdity, blether"


97,*revés*,"*reverse*
noun: reverse, setback, backhand",*reverse*,revés,"[['reverse', 'setback', 'backhand', 'back', 'backstroke', 'backhand stroke', 'come-down']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=revés,"noun: reverse, setback, backhand"


98,*producto*,"*product*
noun: product, produce, proceeds",*product*,producto,"[['product', 'produce', 'proceeds', 'commodity', 'production', 'yield', 'figment', 'manufacture', 'throwput']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=producto,"noun: product, produce, proceeds"


99,*encontrarla* (encontrar),"*find her*
",*find her*,encontrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=encontrarla,


