,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
11,*daremos* (dar),"*we will give*
verb: give, yield, lend",*we will give*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=daremos,"verb: give, yield, lend"


12,*circo*,"*circus*
noun: circus, cirque",*circus*,circo,"[['circus', 'cirque']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=circo,"noun: circus, cirque"


13,*ascensor*,"*elevator*
noun: elevator, lift",*elevator*,ascensor,"[['elevator', 'lift']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ascensor,"noun: elevator, lift"


14,*aca* (acá),"*here*
adverb: here, hither",*here*,acá,"[['here', 'hither']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=aca,"adverb: here, hither"


15,*investigar*,"*investigate*
verb: investigate, research, explore",*investigate*,investigar,"[['investigate', 'research', 'explore', 'look into', 'study', 'probe', 'probe into', 'see into']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=investigar,"verb: investigate, research, explore"


16,*encuentren* (encontrar),"*find*
verb: find, meet, encounter",*find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encuentren,"verb: find, meet, encounter"


17,*archivo*,"*archive*
noun: archive, archives, registry",*archive*,archivo,"[['archive', 'archives', 'registry', 'filing drawer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=archivo,"noun: archive, archives, registry"


18,*salve* (salvar),"*Hail*
interjection: Hail!",*Hail*,salvar,[['Hail!']],interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=salve,interjection: Hail!


19,*presentar*,"*introduce*
verb: present, submit, introduce",*introduce*,presentar,"[['present', 'submit', 'introduce', 'show', 'display', 'exhibit', 'put forward', 'feature', 'launch', 'bring forward', 'enter', 'come up with', 'set out', 'put up', 'hand in', 'bring in', 'prefer', 'put across', 'put over', 'model', 'come through with', 'pay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=presentar,"verb: present, submit, introduce"


20,*logro* (logro lograr),"*achievement*
noun: achievement, accomplishment, attainment",*achievement*,logro lograr,"[['achievement', 'accomplishment', 'attainment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=logro,"noun: achievement, accomplishment, attainment"


21,*intentas* (intentar),"*you try*
verb: try, attempt, intend",*you try*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intentas,"verb: try, attempt, intend"


22,*encargaré* (encargar),"*I will order*
verb: order, commission, entrust",*I will order*,encargar,"[['order', 'commission', 'entrust', 'charge', 'mandate', 'task', 'ask for', 'intrust', 'bespeak', 'recommend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encargaré,"verb: order, commission, entrust"


23,*armado* (armado armar),"*armed*
adjective: armed",*armed*,armado armar,[['armed']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=armado,adjective: armed


24,*apuestas* (apuesta apostar),"*bets*
noun: bet, wager, betting",*bets*,apuesta apostar,"[['bet', 'wager', 'betting', 'punt']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=apuestas,"noun: bet, wager, betting"


25,*arrestado* (arrestado arrestar),"*arrested*
adjective: detained, detenu",*arrested*,arrestado arrestar,"[['detained', 'detenu']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=arrestado,"adjective: detained, detenu"


26,*unión*,"*Union*
noun: union, junction, joint",*Union*,unión,"[['union', 'junction', 'joint', 'marriage', 'joining', 'join', 'linkage', 'coupling', 'merger', 'coalition', 'coalescence', 'community', 'federation', 'league', 'confederation', 'consolidation', 'commune', 'total', 'link-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=unión,"noun: union, junction, joint"


27,*permanecer*,"*stay*
verb: stay, remain, keep",*stay*,permanecer,"[['stay', 'remain', 'keep', 'abide', 'stay in', 'linger', 'sojourn', 'last', 'bide', 'live for a time']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=permanecer,"verb: stay, remain, keep"


28,*muéstrame* (mostrar),"*show me*
",*show me*,mostrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=muéstrame,


29,*móvil*,"*mobile*
adjective: mobile, movable, fickle
noun: motive, incentive",*mobile*,móvil,"[['mobile', 'movable', 'fickle'], ['motive', 'incentive']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=móvil,"adjective: mobile, movable, fickle
noun: motive, incentive"


30,*dificil* (difícil),"*difficult*
adjective: difficult, hard, tough",*difficult*,difícil,"[['difficult', 'hard', 'tough', 'tricky', 'awkward', 'complicated', 'arduous', 'problem', 'heavy', 'delicate', 'difficile', 'grave', 'picky', 'complicative', 'off-putting']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=dificil,"adjective: difficult, hard, tough"


31,*casados* (casado casar),"*married*
adjective: married, wedded",*married*,casado casar,"[['married', 'wedded']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=casados,"adjective: married, wedded"


32,*cañón*,"*Canyon*
noun: cannon, canyon, barrel",*Canyon*,cañón,"[['cannon', 'canyon', 'barrel', 'gun', 'tube', 'gorge', 'shaft', 'pipe', 'quill']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cañón,"noun: cannon, canyon, barrel"


33,*tribunal*,"*court*
noun: court, tribunal, bench",*court*,tribunal,"[['court', 'tribunal', 'bench', 'bar']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tribunal,"noun: court, tribunal, bench"


34,*sepan* (saber),"*know*
verb: know, realize, taste",*know*,saber,"[['know', 'realize', 'taste', 'be conscious of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sepan,"verb: know, realize, taste"


35,*satélite*,"*satelite*
noun: satellite, myrmidon",*satelite*,satélite,"[['satellite', 'myrmidon']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=satélite,"noun: satellite, myrmidon"


36,*recuerden* (recordar),"*remember*
verb: remember, recall, remind",*remember*,recordar,"[['remember', 'recall', 'remind', 'recollect', 'look back on', 'retrace', 'bring back', 'bethink', 'take back', 'eventide']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=recuerden,"verb: remember, recall, remind"


37,*intentaré* (intentar),"*I will try*
verb: try, attempt, intend",*I will try*,intentar,"[['try', 'attempt', 'intend', 'bring', 'give it a try', 'have a go', 'assay', 'bring to', 'bring up', 'have a bash at', 'bring for', 'give it a whirl']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=intentaré,"verb: try, attempt, intend"


38,*falsa* (falsa falso),"*false*
adjective: false, fake, untrue",*false*,falsa falso,"[['false', 'fake', 'untrue', 'bogus', 'phony', 'spurious', 'dummy', 'sham', 'disingenuous', 'pseudo', 'phoney', 'bad', 'hollow', 'lying', 'deceptive', 'dishonest', 'treacherous', 'dud', 'blind', 'mendacious', 'quack', 'shifty', 'pinchbeck', 'ambidexter', 'double-minded', 'two-faced', 'two-tongued']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=falsa,"adjective: false, fake, untrue"


39,*coca*,"*Coke*
noun: coca, coke",*Coke*,coca,"[['coca', 'coke']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=coca,"noun: coca, coke"


40,*símbolo*,"*symbol*
noun: symbol, sign, emblem",*symbol*,símbolo,"[['symbol', 'sign', 'emblem', 'badge', 'trace']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=símbolo,"noun: symbol, sign, emblem"


41,*rocas* (roca),"*rocks*
noun: rock, boulder",*rocks*,roca,"[['rock', 'boulder']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rocas,"noun: rock, boulder"


42,*putas* (puta),"*whores*
noun: bitch, whore, slut",*whores*,puta,"[['bitch', 'whore', 'slut', 'hooker', 'prostitute', 'tart', 'tramp', 'hustler', 'dyke', 'dike']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=putas,"noun: bitch, whore, slut"


43,*pendejo*,"*stupid*
adjective: stupid
noun: motherfucker, coward, berk",*stupid*,pendejo,"[['stupid'], ['motherfucker', 'coward', 'berk']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=pendejo,"adjective: stupid
noun: motherfucker, coward, berk"


44,*mátalo* (matar),"*kill him*
",*kill him*,matar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=mátalo,


45,*judío*,"*Jew*
adjective: Jewish, Yiddish
noun: Jew",*Jew*,judío,"[['Jewish', 'Yiddish'], ['Jew']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=judío,"adjective: Jewish, Yiddish
noun: Jew"


46,*estando* (estar),"*being*
verb: be, stay, stand",*being*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estando,"verb: be, stay, stand"


47,*subtítulos* (subtítulo),"*Subtitle*
noun: subtitle, caption, subheading",*Subtitle*,subtítulo,"[['subtitle', 'caption', 'subheading', 'subhead', 'cross-heading']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=subtítulos,"noun: subtitle, caption, subheading"


48,*gritando* (gritar),"*Screaming*
verb: scream, shout, cry",*Screaming*,gritar,"[['scream', 'shout', 'cry', 'yell', 'cry out', 'shout out', 'call', 'call out', 'holler', 'howl', 'shriek', 'bawl', 'chant', 'bellow', 'outcry', 'bark', 'clamor', 'whoop', 'hoot', 'scold', 'bawl out', 'break out', 'sing out', 'halloo', 'fagot', 'shrill out', 'clamour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gritando,"verb: scream, shout, cry"


49,*dejemos* (dejar),"*let's leave*
verb: leave, let, stop",*let's leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejemos,"verb: leave, let, stop"


50,*científicos* (científico),"*scientists*
adjective: scientific
noun: scientist",*scientists*,científico,"[['scientific'], ['scientist']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=científicos,"adjective: scientific
noun: scientist"


51,*bebiendo* (beber),"*drinking*
verb: drink, imbibe, booze",*drinking*,beber,"[['drink', 'imbibe', 'booze', 'swig', 'boose', ""wet one's whistle""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=bebiendo,"verb: drink, imbibe, booze"


52,*saque* (sacar),"*take out*
noun: serve, serving, server",*take out*,sacar,"[['serve', 'serving', 'server', 'service', 'bully-off']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=saque,"noun: serve, serving, server"


53,*metal*,"*metal*
noun: metal",*metal*,metal,[['metal']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=metal,noun: metal


54,*despedida* (despedida despedido despedir),"*farewell*
noun: farewell, goodbye, parting",*farewell*,despedida despedido despedir,"[['farewell', 'goodbye', 'parting', 'leave', 'discharge', 'valediction', 'adieu', 'send-off']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=despedida,"noun: farewell, goodbye, parting"


55,*golf*,"*Golf*
noun: golf",*Golf*,golf,[['golf']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=golf,noun: golf


56,*empiece* (empezar),"*start*
verb: start, begin, get",*start*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empiece,"verb: start, begin, get"


57,*defender*,"*defend*
verb: defend, uphold, advocate",*defend*,defender,"[['defend', 'uphold', 'advocate', 'stand up for', 'guard', 'back', 'back up', 'stick up for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=defender,"verb: defend, uphold, advocate"


58,*crecer*,"*grow*
verb: grow, grow up, increase",*grow*,crecer,"[['grow', 'grow up', 'increase', 'rise', 'swell', 'wax', 'shoot up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=crecer,"verb: grow, grow up, increase"


59,*rota* (roto),"*broken*
noun: rattan",*broken*,roto,[['rattan']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rota,noun: rattan


60,*sentimos* (sentir),"*sorry*
verb: feel, sense, regret",*sorry*,sentir,"[['feel', 'sense', 'regret', 'be sorry', 'be sorry to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sentimos,"verb: feel, sense, regret"


61,*guerreros* (guerrero),"*Warriors*
noun: warrior, fighter
adjective: bellicose",*Warriors*,guerrero,"[['warrior', 'fighter'], ['bellicose']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=guerreros,"noun: warrior, fighter
adjective: bellicose"


62,*echa* (echar),"*check out*
verb: cast, throw, put",*check out*,echar,"[['cast', 'throw', 'put', 'lay', 'pour', 'toss', 'drop', 'oust', 'throw out', 'kick out', 'fall back', 'blow', 'send', 'throw in', 'shoot', 'eject', 'put on', 'put out', 'throw away', 'tip', 'chuck', 'send out', 'throw up', 'turn out', 'pump', 'fasten', 'throw on', 'push out', 'send away', 'shoot forth', 'chuck out', 'shoot out', 'send forth', 'cast up', 'blow out', 'turf out', 'sick', 'put down as', 'toss over', 'tack on', 'bud', 'toss away', 'order off', 'order out', 'detrude', 'tell off', 'tick off', 'post']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=echa,"verb: cast, throw, put"


63,*comunicación*,"*communication*
noun: communication, message, announcement",*communication*,comunicación,"[['communication', 'message', 'announcement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=comunicación,"noun: communication, message, announcement"


64,*probado* (probar),"*tried*
adjective: tried, proven",*tried*,probar,"[['tried', 'proven']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=probado,"adjective: tried, proven"


65,*pensarlo* (pensar),"*think about it*
",*think about it*,pensar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=pensarlo,


66,*háblame* (hablar),"*tell me*
",*tell me*,hablar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=háblame,


67,*detenido* (detenido detener),"*arrested*
adjective: arrested, detained, kept
noun: detainee, prisoner",*arrested*,detenido detener,"[['arrested', 'detained', 'kept', 'taken'], ['detainee', 'prisoner']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=detenido,"adjective: arrested, detained, kept
noun: detainee, prisoner"


68,*sabría* (saber),"*would know*
verb: know, realize, taste",*would know*,saber,"[['know', 'realize', 'taste', 'be conscious of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sabría,"verb: know, realize, taste"


69,*muertes* (muerte),"*deaths*
noun: death, murder, demise",*deaths*,muerte,"[['death', 'murder', 'demise', 'passing', 'decease', 'dispatch', 'departure']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=muertes,"noun: death, murder, demise"


70,*movimientos* (movimiento),"*movements*
noun: movement, motion, move",*movements*,movimiento,"[['movement', 'motion', 'move', 'shake', 'action', 'shift', 'activity', 'wave', 'swing', 'bustle', 'twitch', 'flourish', 'flutter', 'wag', 'lurch']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=movimientos,"noun: movement, motion, move"


71,*prohibido* (prohibido prohibir),"*forbidden*
adjective: prohibited, forbidden, barred
noun: taboo, tabu",*forbidden*,prohibido prohibir,"[['prohibited', 'forbidden', 'barred', 'no', 'restricted', 'taboo', 'tabu', 'no-go'], ['taboo', 'tabu']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=prohibido,"adjective: prohibited, forbidden, barred
noun: taboo, tabu"


72,*pájaros* (pájaro),"*birds*
noun: bird",*birds*,pájaro,[['bird']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pájaros,noun: bird


73,*cargar*,"*carry*
verb: load, charge, upload",*carry*,cargar,"[['load', 'charge', 'upload', 'carry', 'load up', 'burden', 'pack', 'take on', 'encumber', 'lade', 'load down', 'stoke', 'pile up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cargar,"verb: load, charge, upload"


74,*podíamos* (poder),"*we could*
verb: be able to, can, may",*we could*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=podíamos,"verb: be able to, can, may"


75,*junior*,"*junior*
noun: junior, novice",*junior*,junior,"[['junior', 'novice']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=junior,"noun: junior, novice"


76,*imágenes* (imagen),"*images*
noun: imagery",*images*,imagen,[['imagery']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=imágenes,noun: imagery


77,*haberse* (haber),"*have*
verb: comport oneself",*have*,haber,[['comport oneself']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=haberse,verb: comport oneself


78,*acusado* (acusado acusar),"*accused*
adjective: accused, decided, displayed
noun: accused, charged, indicted",*accused*,acusado acusar,"[['accused', 'decided', 'displayed', 'pronounced', 'marked', 'striking'], ['accused', 'charged', 'indicted', 'respondent']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=acusado,"adjective: accused, decided, displayed
noun: accused, charged, indicted"


79,*peleando* (pelear),"*fighting*
verb: quarrel, row, skirmish",*fighting*,pelear,"[['quarrel', 'row', 'skirmish', 'scrimmage']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=peleando,"verb: quarrel, row, skirmish"


80,*lealtad*,"*loyalty*
noun: loyalty, allegiance, devotion",*loyalty*,lealtad,"[['loyalty', 'allegiance', 'devotion', 'trustiness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lealtad,"noun: loyalty, allegiance, devotion"


81,*considera* (considerar),"*considers*
verb: consider, regard, account",*considers*,considerar,"[['consider', 'regard', 'account', 'think', 'look at', 'take into account', 'deem', 'contemplate', 'take into consideration', 'ponder', 'look upon', 'judge', 'reckon', 'look on', 'think over', 'rate', 'behold', 'perpend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=considera,"verb: consider, regard, account"


82,*cazador*,"*Hunter*
noun: hunter, huntsman, shooter",*Hunter*,cazador,"[['hunter', 'huntsman', 'shooter', 'destroyer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cazador,"noun: hunter, huntsman, shooter"


83,*buscarlo* (buscar),"*look for it*
",*look for it*,buscar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=buscarlo,


84,*apaga* (apagar),"*turns off*
verb: turn off, put out, blow out",*turns off*,apagar,"[['turn off', 'put out', 'blow out', 'turn out', 'douse', 'mute', 'smother', 'silence', 'slake', 'kill', 'stub out', 'put off', 'beat out', 'puff out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=apaga,"verb: turn off, put out, blow out"


85,*objeto*,"*object*
noun: object, purpose, thing",*object*,objeto,"[['object', 'purpose', 'thing', 'goal', 'end']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=objeto,"noun: object, purpose, thing"


86,*sofá*,"*couch*
noun: sofa, couch, settee",*couch*,sofá,"[['sofa', 'couch', 'settee', 'chesterfield']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sofá,"noun: sofa, couch, settee"


87,*personales* (personal),"*personal*
noun: staff, personnel, crew
adjective: personal, individual, private",*personal*,personal,"[['staff', 'personnel', 'crew', 'workforce'], ['personal', 'individual', 'private', 'intimate', 'particular']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=personales,"noun: staff, personnel, crew
adjective: personal, individual, private"


88,*homicidio*,"*homicide*
noun: homicide, murder",*homicide*,homicidio,"[['homicide', 'murder']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=homicidio,"noun: homicide, murder"


89,*electricidad*,"*electricity*
noun: electricity",*electricity*,electricidad,[['electricity']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=electricidad,noun: electricity


90,*advertencia*,"*warning*
noun: warning, caution, caveat",*warning*,advertencia,"[['warning', 'caution', 'caveat', 'admonition']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=advertencia,"noun: warning, caution, caveat"


91,*rumores* (rumor),"*rumors*
noun: hearsay, whispering",*rumors*,rumor,"[['hearsay', 'whispering']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rumores,"noun: hearsay, whispering"


92,*mentir*,"*lie*
verb: lie, tell a lie, prevaricate",*lie*,mentir,"[['lie', 'tell a lie', 'prevaricate', 'fib']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mentir,"verb: lie, tell a lie, prevaricate"


93,*fíjate* (fijar),"*notice*
interjection: Imagine!, Just look!",*notice*,fijar,"[['Imagine!', 'Just look!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=fíjate,"interjection: Imagine!, Just look!"


94,*deuda*,"*debt*
noun: debt, indebtedness, due",*debt*,deuda,"[['debt', 'indebtedness', 'due']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=deuda,"noun: debt, indebtedness, due"


95,*celoso*,"*jealous*
adjective: jealous, zealous, mettlesome",*jealous*,celoso,"[['jealous', 'zealous', 'mettlesome', 'mettled']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=celoso,"adjective: jealous, zealous, mettlesome"


96,*bicicleta*,"*bicycle*
noun: bicycle, bike, push-bike",*bicycle*,bicicleta,"[['bicycle', 'bike', 'push-bike']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bicicleta,"noun: bicycle, bike, push-bike"


97,*azules* (azul),"*blue*
adjective: blue
noun: blue",*blue*,azul,"[['blue'], ['blue']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=azules,"adjective: blue
noun: blue"


98,*visitas* (visita visitar),"*visits*
noun: visit, visitor, stay",*visits*,visita visitar,"[['visit', 'visitor', 'stay', 'viewing', 'guest', 'search', 'company']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=visitas,"noun: visit, visitor, stay"


99,*mejorar*,"*improve*
verb: improve, enhance, upgrade",*improve*,mejorar,"[['improve', 'enhance', 'upgrade', 'get better', 'raise', 'improve on', 'ameliorate', 'beat', 'progress', 'gain', 'mend', 'amend', 'look up', 'pick up', 'soup up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mejorar,"verb: improve, enhance, upgrade"


