,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
12,*maldad*,"*evil*
noun: evil, wickedness, badness",*evil*,maldad,"[['evil', 'wickedness', 'badness', 'sinfulness', 'meanness', 'evildoing', 'devilry']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=maldad,"noun: evil, wickedness, badness"


13,*gustará* (gustar),"*will like*
verb: like, taste, love",*will like*,gustar,"[['like', 'taste', 'love', 'please', 'appeal', 'appeal to', 'interest', 'suit']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gustará,"verb: like, taste, love"


14,*eliminar*,"*eliminate*
verb: remove, eliminate, rid",*eliminate*,eliminar,"[['remove', 'eliminate', 'rid', 'dispose of', 'do away', 'do away with', 'take out', 'cut out', 'knock out', 'obliterate', 'push out', 'excise', 'make away with', 'bowl out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=eliminar,"verb: remove, eliminate, rid"


15,*corbata*,"*tie*
noun: tie, necktie",*tie*,corbata,"[['tie', 'necktie']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=corbata,"noun: tie, necktie"


16,*atrapados* (atrapado atrapar),"*caught up*
verb: catch, trap, cop",*caught up*,atrapado atrapar,"[['catch', 'trap', 'cop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=atrapados,"verb: catch, trap, cop"


17,*sabíamos* (saber),"*we knew*
verb: know, realize, taste",*we knew*,saber,"[['know', 'realize', 'taste', 'be conscious of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sabíamos,"verb: know, realize, taste"


18,*merezco* (merecer),"*I deserve*
verb: deserve, merit, earn",*I deserve*,merecer,"[['deserve', 'merit', 'earn', 'gain', 'rate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=merezco,"verb: deserve, merit, earn"


19,*medalla*,"*medal*
noun: medal, badge",*medal*,medalla,"[['medal', 'badge']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=medalla,"noun: medal, badge"


20,*lograste* (lograr),"*you achieved*
verb: achieve, accomplish, get",*you achieved*,lograr,"[['achieve', 'accomplish', 'get', 'attain', 'reach', 'obtain', 'win', 'pull off', 'get off', 'bring off', 'vanquish']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=lograste,"verb: achieve, accomplish, get"


21,*jaula*,"*cage*
noun: cage, birdcage, hutch",*cage*,jaula,"[['cage', 'birdcage', 'hutch', 'lockup', 'calaboose', 'mew']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=jaula,"noun: cage, birdcage, hutch"


22,*dió* (dar),"*gave*
verb: give, yield, lend",*gave*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dió,"verb: give, yield, lend"


23,*chofer*,"*driver*
noun: driver, chauffeur, motorist",*driver*,chofer,"[['driver', 'chauffeur', 'motorist']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=chofer,"noun: driver, chauffeur, motorist"


24,*informado* (informado informar),"*informed*
adjective: informed, inquired, acquainted",*informed*,informado informar,"[['informed', 'inquired', 'acquainted', 'enlightened']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=informado,"adjective: informed, inquired, acquainted"


25,*fatal*,"*fatal*
adjective: fatal, deadly, fateful",*fatal*,fatal,"[['fatal', 'deadly', 'fateful', 'lethal', 'dire', 'dismal', 'ghastly', 'desperate']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=fatal,"adjective: fatal, deadly, fateful"


26,*enfadado* (enfadado enfadar),"*angry*
adjective: angry, cross, vexed",*angry*,enfadado enfadar,"[['angry', 'cross', 'vexed', 'huffy', 'ratty', 'snuffy', 'aggravating']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enfadado,"adjective: angry, cross, vexed"


27,*cubierto* (cubierto cubrir),"*covered*
adjective: covered, overcast
noun: place, server, cloaking",*covered*,cubierto cubrir,"[['covered', 'overcast'], ['place', 'server', 'cloaking', 'cover-up']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=cubierto,"adjective: covered, overcast
noun: place, server, cloaking"


28,*compañera*,"*partner*
noun: girlfriend",*partner*,compañera,[['girlfriend']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=compañera,noun: girlfriend


29,*ronda* (ronda rondar),"*round*
noun: round, patrol, watch",*round*,ronda rondar,"[['round', 'patrol', 'watch', 'prowl']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ronda,"noun: round, patrol, watch"


30,*cobra* (cobra cobrar),"*cobra*
noun: cobra",*cobra*,cobra cobrar,[['cobra']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cobra,noun: cobra


31,*cantante*,"*singer*
noun: singer, cantor, songster",*singer*,cantante,"[['singer', 'cantor', 'songster']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cantante,"noun: singer, cantor, songster"


32,*abrazo* (abrazo abrazar),"*hug*
noun: hug, embrace, cuddle",*hug*,abrazo abrazar,"[['hug', 'embrace', 'cuddle', 'clinch', 'clasp']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=abrazo,"noun: hug, embrace, cuddle"


33,*tarjetas* (tarjeta),"*cards*
noun: card",*cards*,tarjeta,[['card']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tarjetas,noun: card


34,*sentarme* (sentar),"*sit down*
",*sit down*,sentar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=sentarme,


35,*refería* (referir),"*meant*
verb: refer, recount, narrate",*meant*,referir,"[['refer', 'recount', 'narrate', 'recite']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=refería,"verb: refer, recount, narrate"


36,*indica* (indicar),"*indicates*
verb: indicate, show, tell",*indicates*,indicar,"[['indicate', 'show', 'tell', 'suggest', 'signal', 'point out', 'denote', 'note', 'point to', 'signify', 'designate', 'point at']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=indica,"verb: indicate, show, tell"


37,*gravedad*,"*gravity*
noun: gravity, severity, seriousness
abbreviation: G",*gravity*,gravedad,"[['gravity', 'severity', 'seriousness', 'heaviness', 'nastiness'], ['G']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=gravedad,"noun: gravity, severity, seriousness
abbreviation: G"


38,*ganando* (ganar),"*winning*
verb: win, earn, gain",*winning*,ganar,"[['win', 'earn', 'gain', 'make', 'get', 'beat', 'save', 'take', 'profit', 'win out', 'make money', 'best', 'draw', 'reclaim', 'carry off', 'get the best of', 'carry', 'head', 'walk over', 'win the toss', 'land']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ganando,"verb: win, earn, gain"


39,*estúpidos* (estúpido),"*stupid*
adjective: stupid, idiotic, asinine
noun: idiot, bonehead, coot",*stupid*,estúpido,"[['stupid', 'idiotic', 'asinine', 'dull', 'brainless', 'senseless', 'dense', 'crass', 'blockhead', 'obtuse', 'anserine', 'addle-head', 'addle-pated', 'rattle-brained', 'rattle-headed', 'addle-brained', 'dim-witted'], ['idiot', 'bonehead', 'coot', 'donkey', 'stupe', 'blunderhead', 'lame-brain']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=estúpidos,"adjective: stupid, idiotic, asinine
noun: idiot, bonehead, coot"


40,*elecciones* (elección),"*elections*
noun: elections, vote, poll",*elections*,elección,"[['elections', 'vote', 'poll']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=elecciones,"noun: elections, vote, poll"


41,*collar*,"*necklace*
noun: necklace, collar, beads",*necklace*,collar,"[['necklace', 'collar', 'beads', 'dog collar', 'rope', 'string of beads']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=collar,"noun: necklace, collar, beads"


42,*cincuenta*,"*fifty*
noun: fifty
: fifty",*fifty*,cincuenta,"[['fifty'], ['fifty']]",noun ,noun ,https://www.linguee.com/english-dutch/search?source=auto&query=cincuenta,"noun: fifty
: fifty"


43,*programas* (programa),"*programs*
noun: viewing",*programs*,programa,[['viewing']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=programas,noun: viewing


44,*naturalmente*,"*naturally*
adverb: naturally, clearly",*naturally*,naturalmente,"[['naturally', 'clearly']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=naturalmente,"adverb: naturally, clearly"


45,*embajada*,"*embassy*
noun: embassy, ambassadorship",*embassy*,embajada,"[['embassy', 'ambassadorship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=embajada,"noun: embassy, ambassadorship"


46,*desayunar*,"*have breakfast*
verb: breakfast, have breakfast, take a meal",*have breakfast*,desayunar,"[['breakfast', 'have breakfast', 'take a meal']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=desayunar,"verb: breakfast, have breakfast, take a meal"


47,*dejaría* (dejar),"*would leave*
verb: leave, let, stop",*would leave*,dejar,"[['leave', 'let', 'stop', 'make', 'allow', 'quit', 'drop', 'put', 'give up', 'abandon', 'leave behind', 'forget', 'put down', 'forsake', 'leave off', 'lend', 'yield', 'leave alone', 'outdistance', 'outstrip', 'produce']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dejaría,"verb: leave, let, stop"


48,*vigila* (vigilar),"*watch*
verb: watch, guard, watch over",*watch*,vigilar,"[['watch', 'guard', 'watch over', 'keep an eye on', 'look', 'follow', 'look after', 'patrol', 'overlook']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vigila,"verb: watch, guard, watch over"


49,*quisieras* (querer),"*would you like*
verb: want, love, wish",*would you like*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quisieras,"verb: want, love, wish"


50,*intereses* (interés),"*interests*
noun: interests",*interests*,interés,[['interests']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=intereses,noun: interests


51,*agárrate* (agarrar),"*hold on*
",*hold on*,agarrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=agárrate,


52,*aéreo*,"*aerial*
adjective: air, aerial, overhead",*aerial*,aéreo,"[['air', 'aerial', 'overhead']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=aéreo,"adjective: air, aerial, overhead"


53,*traición*,"*treason*
noun: betrayal, treason, treachery",*treason*,traición,"[['betrayal', 'treason', 'treachery', 'sellout']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=traición,"noun: betrayal, treason, treachery"


54,*seguiré* (seguir),"*I will continue*
verb: follow, continue, keep",*I will continue*,seguir,"[['follow', 'continue', 'keep', 'pursue', 'go on', 'keep on', 'proceed', 'keep up', 'trace', 'keep track of', 'keep up with', 'hold', 'chase', 'go after', 'tail', 'go in for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=seguiré,"verb: follow, continue, keep"


55,*salvajes* (salvaje),"*wild*
adjective: wild, savage, feral
noun: savage",*wild*,salvaje,"[['wild', 'savage', 'feral', 'untamed', 'fierce'], ['savage']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=salvajes,"adjective: wild, savage, feral
noun: savage"


56,*prefiere* (preferir),"*prefer*
verb: prefer, favor, like better",*prefer*,preferir,"[['prefer', 'favor', 'like better', 'favour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=prefiere,"verb: prefer, favor, like better"


57,*podéis* (poder),"*you can*
phrase: you can",*you can*,poder,[['you can']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=podéis,phrase: you can


58,*mueres* (morir),"*you die*
verb: die, kill, die out",*you die*,morir,"[['die', 'kill', 'die out', 'expire', 'demise', 'go out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mueres,"verb: die, kill, die out"


59,*molestar*,"*annoy*
verb: disturb, bother, annoy",*annoy*,molestar,"[['disturb', 'bother', 'annoy', 'trouble', 'tease', 'hassle', 'molest', 'pester', 'inconvenience', 'intrude', 'irritate', 'worry', 'fret', 'fuss', 'badger', 'distract', 'incommode', 'persecute', 'faze', 'discommode', 'put about', 'put out', 'commove', 'nettle', 'estop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=molestar,"verb: disturb, bother, annoy"


60,*italiano*,"*Italian*
adjective: Italian
noun: Italian",*Italian*,italiano,"[['Italian'], ['Italian']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=italiano,"adjective: Italian
noun: Italian"


61,*dejarla* (dejar),"*leave her*
",*leave her*,dejar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dejarla,


62,*corazones* (corazón),"*hearts*
noun: heart, center, core",*hearts*,corazón,"[['heart', 'center', 'core', 'ticker', 'centre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=corazones,"noun: heart, center, core"


63,*averiguarlo* (averiguar),"*find out*
",*find out*,averiguar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=averiguarlo,


64,*ave*,"*bird*
noun: bird, fowl",*bird*,ave,"[['bird', 'fowl']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ave,"noun: bird, fowl"


65,*arreglarlo* (arreglar),"*fix it*
",*fix it*,arreglar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=arreglarlo,


66,*advierto* (advertir),"*I warn*
verb: warn, notice, note",*I warn*,advertir,"[['warn', 'notice', 'note', 'caution', 'forewarn', 'admonish', 'mark', 'tip off', 'point out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=advierto,"verb: warn, notice, note"


67,*vendiendo* (vender),"*selling*
verb: sell, market, trade",*selling*,vender,"[['sell', 'market', 'trade', 'vend', 'hive off', 'trade up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vendiendo,"verb: sell, market, trade"


68,*pública* (público),"*public*
adjective: public, open, overt",*public*,público,"[['public', 'open', 'overt']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pública,"adjective: public, open, overt"


69,*monje*,"*monk*
noun: monk, conventual, Cistercian",*monk*,monje,"[['monk', 'conventual', 'Cistercian']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=monje,"noun: monk, conventual, Cistercian"


70,*jugamos* (jugar),"*let's play*
verb: play, gamble, play around",*let's play*,jugar,"[['play', 'gamble', 'play around', 'play at', 'move', 'sport', 'play about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=jugamos,"verb: play, gamble, play around"


71,*hablarme* (hablar),"*Talk to me*
",*Talk to me*,hablar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=hablarme,


72,*escoger*,"*choose*
verb: choose, pick, select",*choose*,escoger,"[['choose', 'pick', 'select', 'pick out', 'favor', 'elect', 'opt', 'go for', 'cull', 'mark out', 'pitch upon', 'favour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escoger,"verb: choose, pick, select"


73,*andas* (andar),"*you walk*
noun: bier",*you walk*,andar,[['bier']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=andas,noun: bier


74,*ví* (ver),"*saw*
verb: see, view, watch",*saw*,ver,"[['see', 'view', 'watch', 'look', 'hear', 'see into', 'eye', 'try', 'envisage', 'notice', 'witness']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ví,"verb: see, view, watch"


75,*pico*,"*beak*
noun: peak, beak, spout",*beak*,pico,"[['peak', 'beak', 'spout', 'pick', 'lip', 'pinnacle', 'lips', 'capstan']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pico,"noun: peak, beak, spout"


76,*llevé* (llevar),"*I carried*
verb: carry, take, bring",*I carried*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevé,"verb: carry, take, bring"


77,*entro* (entrar),"*I enter*
verb: enter, get in, come in",*I enter*,entrar,"[['enter', 'get in', 'come in', 'go in', 'access', 'input', 'fit', 'walk in', 'step in', 'bring in', 'pass in', 'introduce', 'put in', 'march in', 'pull in', 'draw in', 'get at', 'show in', 'approach']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entro,"verb: enter, get in, come in"


78,*tenias* (tener),"*you had*
noun: tapeworm",*you had*,tener,[['tapeworm']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tenias,noun: tapeworm


79,*priorato*,"*priory*
noun: priory, priorate, priorship",*priory*,priorato,"[['priory', 'priorate', 'priorship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=priorato,"noun: priory, priorate, priorship"


80,*perdemos* (perder),"*we lose*
verb: lose, miss, waste",*we lose*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=perdemos,"verb: lose, miss, waste"


81,*industria*,"*industry*
noun: industry, trade",*industry*,industria,"[['industry', 'trade']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=industria,"noun: industry, trade"


82,*cretino*,"*cretin*
noun: cretin
adjective: cretinous",*cretin*,cretino,"[['cretin'], ['cretinous']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cretino,"noun: cretin
adjective: cretinous"


83,*cafetería*,"*café*
noun: cafeteria, cafe, coffee shop",*café*,cafetería,"[['cafeteria', 'cafe', 'coffee shop', 'snack bar', 'diner', 'buffet', 'lunch counter', 'coffee pot', 'milk bar']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cafetería,"noun: cafeteria, cafe, coffee shop"


84,*cabaña*,"*cabin*
noun: cabin, cottage, cabana",*cabin*,cabaña,"[['cabin', 'cottage', 'cabana', 'hut', 'hovel']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cabaña,"noun: cabin, cottage, cabana"


85,*aparecer*,"*appear*
verb: appear, show, show up",*appear*,aparecer,"[['appear', 'show', 'show up', 'emerge', 'turn up', 'come up', 'come out', 'come on', 'arrive', 'loom', 'come into view', 'loom up', 'come on the scene', 'walk', 'intervene', 'develop']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aparecer,"verb: appear, show, show up"


86,*tradición*,"*tradition*
noun: tradition, custom, usage",*tradition*,tradición,"[['tradition', 'custom', 'usage', 'institution']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tradición,"noun: tradition, custom, usage"


87,*suelto* (suelto soltar),"*loose*
adjective: loose, free, single
noun: change, item, paragraph",*loose*,suelto soltar,"[['loose', 'free', 'single', 'detached', 'separate', 'flyaway'], ['change', 'item', 'paragraph', 'silver']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=suelto,"adjective: loose, free, single
noun: change, item, paragraph"


88,*publicidad*,"*advertising*
noun: advertising, publicity, commercial",*advertising*,publicidad,"[['advertising', 'publicity', 'commercial', 'promotion', 'promo']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=publicidad,"noun: advertising, publicity, commercial"


89,*pares* (parar par),"*peers*
noun: pair, couple, par
adjective: even, equal, like",*peers*,parar par,"[['pair', 'couple', 'par', 'two', 'peer', 'rafter', 'placenta'], ['even', 'equal', 'like']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pares,"noun: pair, couple, par
adjective: even, equal, like"


90,*oídos* (oído),"*ears*
noun: ear, hearing",*ears*,oído,"[['ear', 'hearing']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=oídos,"noun: ear, hearing"


91,*medida* (medida medir),"*extent*
noun: measure, measurement, action",*extent*,medida medir,"[['measure', 'measurement', 'action', 'metering', 'meter', 'arrangement', 'mensuration', 'meterage', 'metre']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=medida,"noun: measure, measurement, action"


92,*japoneses* (japonés),"*japanese*
adjective: Japanese, Nipponese
noun: Japanese, Nipponese, nip",*japanese*,japonés,"[['Japanese', 'Nipponese'], ['Japanese', 'Nipponese', 'nip']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=japoneses,"adjective: Japanese, Nipponese
noun: Japanese, Nipponese, nip"


93,*dieta*,"*diet*
noun: diet",*diet*,dieta,[['diet']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dieta,noun: diet


94,*capa*,"*layer*
noun: layer, capa, coat",*layer*,capa,"[['layer', 'capa', 'coat', 'coating', 'cloak', 'cape', 'film', 'ply', 'sheet', 'blanket', 'pall']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=capa,"noun: layer, capa, coat"


95,*vendrás* (venir),"*you will come*
verb: come, come round, come through",*you will come*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vendrás,"verb: come, come round, come through"


96,*sincronizado* (sincronizado sincronizar),"*synchronized*
verb: synchronize, time",*synchronized*,sincronizado sincronizar,"[['synchronize', 'time']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sincronizado,"verb: synchronize, time"


97,*historial*,"*record*
noun: record, background
adjective: historical, historic",*record*,historial,"[['record', 'background'], ['historical', 'historic']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=historial,"noun: record, background
adjective: historical, historic"


98,*guión*,"*script*
noun: script, hyphen, screenplay",*script*,guión,"[['script', 'hyphen', 'screenplay', 'dash', 'scenario', 'movie script', 'shooting script', 'guidon']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=guión,"noun: script, hyphen, screenplay"


99,*enano*,"*dwarf*
noun: dwarf, midget, pygmy
adjective: dwarfish, stunted",*dwarf*,enano,"[['dwarf', 'midget', 'pygmy', 'runt', 'pigmy', 'manikin'], ['dwarfish', 'stunted']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=enano,"noun: dwarf, midget, pygmy
adjective: dwarfish, stunted"


