,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
12,*pánico*,"*panic*
adjective: panic
noun: panic, scare",*panic*,pánico,"[['panic'], ['panic', 'scare']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=pánico,"adjective: panic
noun: panic, scare"


13,*llames* (llamar),"*call*
verb: call, get, knock",*call*,llamar,"[['call', 'get', 'knock', 'name', 'ring', 'call up', 'call in', 'summon', 'term', 'call back', 'call upon', 'ring up', 'beckon', 'buzz', 'call over', 'call off', 'whip in', 'hollo', 'holloa', 'have in', 'get on to']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llames,"verb: call, get, knock"


14,*ladrones* (ladrón),"*thieves*
noun: thief, robber, burglar",*thieves*,ladrón,"[['thief', 'robber', 'burglar', 'crook', 'villain', 'raider', 'cracksman', 'grabber']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ladrones,"noun: thief, robber, burglar"


15,*enseñó* (enseñar),"*taught*
",*taught*,enseñar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=enseñó,


16,*logramos* (lograr),"*we achieved*
verb: achieve, accomplish, get",*we achieved*,lograr,"[['achieve', 'accomplish', 'get', 'attain', 'reach', 'obtain', 'win', 'pull off', 'get off', 'bring off', 'vanquish']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=logramos,"verb: achieve, accomplish, get"


17,*estuvieron* (estar),"*they were*
verb: be, stay, stand",*they were*,estar,"[['be', 'stay', 'stand', 'remain', 'lie', 'be present', 'be found', 'hold', 'stand around', 'stand about', 'come of', 'hold down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=estuvieron,"verb: be, stay, stand"


18,*últimas* (último),"*latest*
adjective: last, latest, latter",*latest*,último,"[['last', 'latest', 'latter', 'final', 'ultimate', 'dernier', 'bottommost']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=últimas,"adjective: last, latest, latter"


19,*página*,"*page*
noun: page",*page*,página,[['page']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=página,noun: page


20,*metro*,"*meter*
noun: metro, meter, subway
abbreviation: m",*meter*,metro,"[['metro', 'meter', 'subway', 'underground', 'tube', 'rule', 'metre'], ['m']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=metro,"noun: metro, meter, subway
abbreviation: m"


21,*alla* (allá),"*there*
adverb: there, thither, yonder",*there*,allá,"[['there', 'thither', 'yonder']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=alla,"adverb: there, thither, yonder"


22,*pudieron* (poder),"*could*
verb: be able to, can, may",*could*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pudieron,"verb: be able to, can, may"


23,*mostrar*,"*show*
verb: show, display, exhibit",*show*,mostrar,"[['show', 'display', 'exhibit', 'present', 'indicate', 'manifest', 'evince', 'hold up', 'put forth']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mostrar,"verb: show, display, exhibit"


24,*escribe* (escribir),"*writes*
verb: write, spell, write out",*writes*,escribir,"[['write', 'spell', 'write out', 'write in', 'write up', 'write off', 'join up', 'indenture', 'get off', 'keep']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escribe,"verb: write, spell, write out"


25,*ventaja*,"*advantage*
noun: advantage, benefit, vantage",*advantage*,ventaja,"[['advantage', 'benefit', 'vantage', 'avail', 'interest', 'pull']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ventaja,"noun: advantage, benefit, vantage"


26,*enamorada* (enamorado enamorar),"*in love*
adjective: in love, enamored, enamoured
noun: admirer, valentine",*in love*,enamorado enamorar,"[['in love', 'enamored', 'enamoured'], ['admirer', 'valentine']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=enamorada,"adjective: in love, enamored, enamoured
noun: admirer, valentine"


27,*gorda* (gordo),"*fat woman*
noun: fat woman",*fat woman*,gordo,[['fat woman']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gorda,noun: fat woman


28,*vendrán* (venir),"*they will come*
verb: come, come round, come through",*they will come*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vendrán,"verb: come, come round, come through"


29,*paren* (parar),"*stop*
verb: stop, halt, end",*stop*,parar,"[['stop', 'halt', 'end', 'end up', 'parry', 'cease', 'pull up', 'stay', 'arrest', 'stand up', 'turn off', 'interrupt', 'catch', 'ward off', 'deter', 'hold up', 'put up', 'come to a halt', 'gum up', 'bring up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=paren,"verb: stop, halt, end"


30,*piedras* (piedra),"*stones*
noun: stone, rock, flint",*stones*,piedra,"[['stone', 'rock', 'flint']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=piedras,"noun: stone, rock, flint"


31,*pesado* (pesado pesar),"*heavy*
adjective: heavy, heavyweight, burdensome
noun: nuisance",*heavy*,pesado pesar,"[['heavy', 'heavyweight', 'burdensome', 'weighty', 'ponderous', 'hefty', 'unwieldy', 'stodgy', 'onerous', 'bulky', 'leaden', 'awkward', 'weary', 'hulking', 'labored', 'irritating', 'pestilent', 'soupy', 'importunate', 'laboured'], ['nuisance']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=pesado,"adjective: heavy, heavyweight, burdensome
noun: nuisance"


32,*despertar*,"*wake up*
noun: awakening, arousal
verb: wake, awaken, arouse",*wake up*,despertar,"[['awakening', 'arousal'], ['wake', 'awaken', 'arouse', 'rouse', 'waken', 'get up', 'revive', 'knock up']]",noun verb,noun verb,https://www.linguee.com/english-dutch/search?source=auto&query=despertar,"noun: awakening, arousal
verb: wake, awaken, arouse"


33,*pierdes* (perder),"*you lose*
verb: lose, miss, waste",*you lose*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pierdes,"verb: lose, miss, waste"


34,*jesucristo* (Jesucristo),"*Jesus Christ*
noun: Christ
abbreviation: J.C.",*Jesus Christ*,Jesucristo,"[['Christ'], ['J.C.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=jesucristo,"noun: Christ
abbreviation: J.C."


35,*damos* (dar),"*we give*
verb: give, yield, lend",*we give*,dar,"[['give', 'yield', 'lend', 'show', 'teach', 'hand', 'gift', 'put on', 'give off', 'take to', 'surrender', 'lecture', 'turn on', 'produce', 'feed on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=damos,"verb: give, yield, lend"


36,*treinta*,"*thirty*
adjective: thirty
noun: thirty
: thirty",*thirty*,treinta,"[['thirty'], ['thirty'], ['thirty']]",adjective noun ,adjective noun ,https://www.linguee.com/english-dutch/search?source=auto&query=treinta,"adjective: thirty
noun: thirty
: thirty"


37,*recuerde* (recordar),"*remember*
verb: remember, recall, remind",*remember*,recordar,"[['remember', 'recall', 'remind', 'recollect', 'look back on', 'retrace', 'bring back', 'bethink', 'take back', 'eventide']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=recuerde,"verb: remember, recall, remind"


38,*capacidad*,"*ability*
noun: capacity, ability, capability",*ability*,capacidad,"[['capacity', 'ability', 'capability', 'power', 'capacitance', 'competence', 'aptitude', 'competency', 'accommodation', 'proficiency', 'size', 'caliber', 'aptness', 'liking', 'calling', 'calibre', 'know-how']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=capacidad,"noun: capacity, ability, capability"


39,*soportar*,"*bear*
verb: bear, endure, hold",*bear*,soportar,"[['bear', 'endure', 'hold', 'put up with', 'hold up', 'abide', 'brook', 'bide', 'outstay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=soportar,"verb: bear, endure, hold"


40,*senado*,"*senate*
noun: senate",*senate*,senado,[['senate']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=senado,noun: senate


41,*decidió* (decidir),"*He decided*
verb: decide, determine, rule",*He decided*,decidir,"[['decide', 'determine', 'rule', 'adjudge', 'make decision', 'clinch', 'have in mind', 'seal', ""make up one's mind""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=decidió,"verb: decide, determine, rule"


42,*prepárense* (preparar),"*get ready*
",*get ready*,preparar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=prepárense,


43,*asusta* (asustar),"*scares*
verb: scare, frighten, startle",*scares*,asustar,"[['scare', 'frighten', 'startle', 'alarm', 'affright']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=asusta,"verb: scare, frighten, startle"


44,*aquello*,"*that*
pronoun: that",*that*,aquello,[['that']],pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=aquello,pronoun: that


45,*aguantar*,"*put up with*
verb: endure, stand, put up",*put up with*,aguantar,"[['endure', 'stand', 'put up', 'bear', 'take', 'put up with', 'hold out', 'hold on', 'keep', 'suffer', 'ride out', 'stomach', 'weather', 'abide', 'stick out', 'brook', 'last out', 'hang out', 'wear', 'sit down under']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aguantar,"verb: endure, stand, put up"


46,*aprendí* (aprender),"*I learned*
verb: learn, pick up, acquire",*I learned*,aprender,"[['learn', 'pick up', 'acquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aprendí,"verb: learn, pick up, acquire"


47,*tenéis* (tener),"*you have*
phrase: you have",*you have*,tener,[['you have']],phrase,phrase,https://www.linguee.com/english-dutch/search?source=auto&query=tenéis,phrase: you have


48,*parezca* (parecer),"*seem*
verb: seem, appear, look like",*seem*,parecer,"[['seem', 'appear', 'look like', 'look', 'sound', 'resemble', 'hallucinate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=parezca,"verb: seem, appear, look like"


49,*alegría*,"*happiness*
noun: joy, happiness, cheerfulness",*happiness*,alegría,"[['joy', 'happiness', 'cheerfulness', 'gladness', 'gaiety', 'contentment', 'rejoicing', 'fun', 'merriment', 'mirth', 'playfulness', 'joyfulness', 'liveliness', 'hilarity', 'perkiness', 'contention', 'breeziness', 'chuff', 'light-heartedness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alegría,"noun: joy, happiness, cheerfulness"


50,*territorio*,"*territory*
noun: territory",*territory*,territorio,[['territory']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=territorio,noun: territory


51,*física* (física físico),"*physical*
noun: physics",*physical*,física físico,[['physics']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=física,noun: physics


52,*escape* (escape escapar),"*exhaust*
noun: exhaust, escape, leak",*exhaust*,escape escapar,"[['exhaust', 'escape', 'leak', 'leakage', 'escapement', 'getaway', 'blowout', 'flight', 'avoidance', 'blowoff']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=escape,"noun: exhaust, escape, leak"


53,*tomes* (tomar),"*take*
verb: take, have, drink",*take*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomes,"verb: take, have, drink"


54,*excusa* (excusa excusar),"*excuse*
noun: excuse, apology, alibi",*excuse*,excusa excusar,"[['excuse', 'apology', 'alibi']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=excusa,"noun: excuse, apology, alibi"


55,*estudios* (estudio),"*studies*
noun: studies, schooling",*studies*,estudio,"[['studies', 'schooling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estudios,"noun: studies, schooling"


56,*septiembre*,"*September*
noun: September",*September*,septiembre,[['September']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=septiembre,noun: September


57,*personaje*,"*character*
noun: character, personage, very important person
abbreviation: VIP",*character*,personaje,"[['character', 'personage', 'very important person'], ['VIP']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=personaje,"noun: character, personage, very important person
abbreviation: VIP"


58,*fábrica*,"*factory*
noun: factory, plant, manufacture",*factory*,fábrica,"[['factory', 'plant', 'manufacture', 'mill', 'works', 'fabric', 'masonry']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fábrica,"noun: factory, plant, manufacture"


59,*elegido* (elegido elegir),"*chosen one*
adjective: elected
noun: elect",*chosen one*,elegido elegir,"[['elected'], ['elect']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=elegido,"adjective: elected
noun: elect"


60,*cole* (cole colegio),"*school*
verb: strain, pour, pass",*school*,cole colegio,"[['strain', 'pour', 'pass', 'percolate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=cole,"verb: strain, pour, pass"


61,*tanque*,"*tank*
noun: tank, cistern",*tank*,tanque,"[['tank', 'cistern']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tanque,"noun: tank, cistern"


62,*salta* (saltar),"*jump*
verb: jump, leap, hop",*jump*,saltar,"[['jump', 'leap', 'hop', 'jump out', 'pounce', 'pop', 'leapfrog', 'vault', 'pop out', 'jump across', 'dance', 'plunge', 'prance']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salta,"verb: jump, leap, hop"


63,*hablaste* (hablar),"*you spoke*
verb: talk, speak, chat",*you spoke*,hablar,"[['talk', 'speak', 'chat', 'communicate', 'gab']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hablaste,"verb: talk, speak, chat"


64,*conferencia*,"*conference*
noun: conference, lecture, conference call",*conference*,conferencia,"[['conference', 'lecture', 'conference call', 'palaver', 'toll call', 'confabulation', 'prelection', 'long distance', 'pow-wow', 'long-distance call']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=conferencia,"noun: conference, lecture, conference call"


65,*compromiso*,"*commitment*
noun: commitment, engagement, compromise",*commitment*,compromiso,"[['commitment', 'engagement', 'compromise', 'undertaking', 'obligation', 'pledge', 'agreement', 'committal', 'date', 'meeting', 'meet', 'difficulty']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=compromiso,"noun: commitment, engagement, compromise"


66,*ayudaré* (ayudar),"*I'll help*
verb: help, assist, aid",*I'll help*,ayudar,"[['help', 'assist', 'aid', 'support', 'help out', 'boost', 'lend a hand', 'help along', 'abet', 'subserve', 'tide over', 'dole', 'favor', 'pull up', 'advance', 'favour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ayudaré,"verb: help, assist, aid"


67,*salieron* (salir),"*They left*
verb: leave, get out, go out",*They left*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salieron,"verb: leave, get out, go out"


68,*rusos* (ruso),"*russians*
adjective: Russian, Soviet
noun: Russian, Soviet",*russians*,ruso,"[['Russian', 'Soviet'], ['Russian', 'Soviet']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=rusos,"adjective: Russian, Soviet
noun: Russian, Soviet"


69,*parezco* (parecer),"*I look like*
verb: seem, appear, look like",*I look like*,parecer,"[['seem', 'appear', 'look like', 'look', 'sound', 'resemble', 'hallucinate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=parezco,"verb: seem, appear, look like"


70,*llevando* (llevar),"*wearing*
verb: carry, take, bring",*wearing*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevando,"verb: carry, take, bring"


71,*exterior*,"*abroad*
noun: outside, exterior, surface
adjective: outer, exterior, foreign",*abroad*,exterior,"[['outside', 'exterior', 'surface', 'wing', 'winger'], ['outer', 'exterior', 'foreign', 'external', 'outward', 'out', 'outlying']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=exterior,"noun: outside, exterior, surface
adjective: outer, exterior, foreign"


72,*punta*,"*tip*
noun: tip, point, end",*tip*,punta,"[['tip', 'point', 'end', 'peak', 'toe', 'spike', 'head', 'nib', 'jag', 'beak', 'pen nib', 'pike', 'bodkin']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=punta,"noun: tip, point, end"


73,*ponerse* (poner),"*to put on*
verb: wear, put on, become",*to put on*,poner,"[['wear', 'put on', 'become', 'up', 'turn', 'don', 'get down', 'put oneself', 'get on', 'go down', 'pull on', 'get into', 'slip on', 'throw on', 'come over', 'put forward', 'draw on', 'gown', 'turn around', 'garb', 'turn about']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ponerse,"verb: wear, put on, become"


74,*pasen* (pasar),"*pass*
verb: pass, go, move",*pass*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasen,"verb: pass, go, move"


75,*puerto*,"*port*
noun: port, harbor, haven",*port*,puerto,"[['port', 'harbor', 'haven', 'harbour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=puerto,"noun: port, harbor, haven"


76,*decírtelo* (decir),"*tell you*
",*tell you*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=decírtelo,


77,*caro*,"*expensive*
adjective: expensive, pricey, costly
adverb: dearly, dear",*expensive*,caro,"[['expensive', 'pricey', 'costly', 'dear'], ['dearly', 'dear']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=caro,"adjective: expensive, pricey, costly
adverb: dearly, dear"


78,*asombroso*,"*amazing*
adjective: amazing, astonishing, astounding",*amazing*,asombroso,"[['amazing', 'astonishing', 'astounding', 'staggering', 'surprising', 'startling', 'breathtaking', 'appalling', 'stupendous']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=asombroso,"adjective: amazing, astonishing, astounding"


79,*pasara* (pasar),"*it will happen*
verb: proceed, adjourn to, foretaste",*it will happen*,pasar,"[['proceed', 'adjourn to', 'foretaste']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasara,"verb: proceed, adjourn to, foretaste"


80,*matarán* (matar),"*they will kill*
verb: kill, slay, murder",*they will kill*,matar,"[['kill', 'slay', 'murder', 'slaughter', 'shoot', 'destroy', 'butcher', 'swat', 'homicide', 'cut down', 'knock off', 'carry off', 'do in', 'dispose of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=matarán,"verb: kill, slay, murder"


81,*maleta*,"*suitcase*
noun: suitcase, case, baggage
adjective: ham-fisted",*suitcase*,maleta,"[['suitcase', 'case', 'baggage', 'portmanteau', 'hump', 'clumsy novice'], ['ham-fisted']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=maleta,"noun: suitcase, case, baggage
adjective: ham-fisted"


82,*competencia*,"*competence*
noun: competition, competence, proficiency",*competence*,competencia,"[['competition', 'competence', 'proficiency', 'competency', 'purview', 'capacity', 'scope', 'rivalry', 'capability', 'efficiency', 'adeptness', 'opposition']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=competencia,"noun: competition, competence, proficiency"


83,*canciones* (canción),"*songs*
noun: song, singing, chanson",*songs*,canción,"[['song', 'singing', 'chanson', 'lyric', 'dirge']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=canciones,"noun: song, singing, chanson"


84,*cinturón*,"*belt*
noun: belt",*belt*,cinturón,[['belt']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cinturón,noun: belt


85,*papas* (papa),"*potatoes*
noun: chip",*potatoes*,papa,[['chip']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=papas,noun: chip


86,*marco* (marco marcar),"*frame*
noun: framework, frame, setting",*frame*,marco marcar,"[['framework', 'frame', 'setting', 'mark', 'picture frame', 'mounting']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=marco,"noun: framework, frame, setting"


87,*destrucción*,"*destruction*
noun: destruction, obliteration, havoc",*destruction*,destrucción,"[['destruction', 'obliteration', 'havoc', 'wreckage', 'wreck', 'rape', 'bane', 'defeasance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=destrucción,"noun: destruction, obliteration, havoc"


88,*paraíso*,"*paradise*
noun: paradise, heaven, gods",*paradise*,paraíso,"[['paradise', 'heaven', 'gods']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=paraíso,"noun: paradise, heaven, gods"


89,*meta* (meta meter),"*goal*
noun: goal, aim, finish",*goal*,meta meter,"[['goal', 'aim', 'finish', 'home']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=meta,"noun: goal, aim, finish"


90,*alternativa* (alternativa alternativo),"*alternative*
noun: alternative, choice",*alternative*,alternativa alternativo,"[['alternative', 'choice']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alternativa,"noun: alternative, choice"


91,*socios* (socio),"*partners*
noun: partner, member, associate",*partners*,socio,"[['partner', 'member', 'associate', 'business associate', 'fellow', 'sidekick', 'cahoot']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=socios,"noun: partner, member, associate"


92,*alas* (ala),"*at*
noun: wing",*at*,ala,[['wing']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alas,noun: wing


93,*ocasión*,"*chance*
noun: chance, occasion, time",*chance*,ocasión,"[['chance', 'occasion', 'time', 'opportunity']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ocasión,"noun: chance, occasion, time"


94,*casarme* (casar),"*get married*
",*get married*,casar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=casarme,


95,*salsa*,"*dip*
noun: sauce, gravy, dressing",*dip*,salsa,"[['sauce', 'gravy', 'dressing', 'relish']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=salsa,"noun: sauce, gravy, dressing"


96,*romano*,"*Roman*
adjective: Roman
noun: Roman, Romany, Romanes",*Roman*,romano,"[['Roman'], ['Roman', 'Romany', 'Romanes']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=romano,"adjective: Roman
noun: Roman, Romany, Romanes"


97,*prisioneros* (prisionero),"*prisoners*
noun: prisoner, captive, gaoler",*prisoners*,prisionero,"[['prisoner', 'captive', 'gaoler']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=prisioneros,"noun: prisoner, captive, gaoler"


98,*encantan* (encantar),"*they love*
verb: love, enchant, delight",*they love*,encantar,"[['love', 'enchant', 'delight', 'charm', 'captivate', 'bewitch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encantan,"verb: love, enchant, delight"


