,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
9,*elegante*,"*elegant*
adjective: elegant, stylish, smart",*elegant*,elegante,"[['elegant', 'stylish', 'smart', 'chic', 'graceful', 'fashionable', 'posh', 'refined', 'dressy', 'handsome', 'snazzy', 'nifty', 'neat', 'genteel', 'debonair', 'trim', 'natty', 'dainty', 'courtly', 'sporty', 'nobby', 'fragrant', 'flossy', 'bijou', 'silk-stocking']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=elegante,"adjective: elegant, stylish, smart"


10,*divorcio*,"*divorce*
noun: divorce, divorcement",*divorce*,divorcio,"[['divorce', 'divorcement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=divorcio,"noun: divorce, divorcement"


11,*depósito*,"*deposit*
noun: deposit, tank, reservoir",*deposit*,depósito,"[['deposit', 'tank', 'reservoir', 'warehouse', 'repository', 'storage', 'depot', 'store', 'escrow', 'storehouse', 'storeroom', 'barrel', 'down payment', 'cistern', 'retainer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=depósito,"noun: deposit, tank, reservoir"


12,*concierto*,"*concert*
noun: concert, gig, concerto",*concert*,concierto,"[['concert', 'gig', 'concerto']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=concierto,"noun: concert, gig, concerto"


13,*calla* (callar),"*shut up*
verb: shut up, keep quiet, quieten",*shut up*,callar,"[['shut up', 'keep quiet', 'quieten', 'unvoice']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=calla,"verb: shut up, keep quiet, quieten"


14,*transmisión*,"*transmission*
noun: transmission, broadcasting, emission",*transmission*,transmisión,"[['transmission', 'broadcasting', 'emission']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=transmisión,"noun: transmission, broadcasting, emission"


15,*mataría* (matar),"*would kill*
verb: kill, slay, murder",*would kill*,matar,"[['kill', 'slay', 'murder', 'slaughter', 'shoot', 'destroy', 'butcher', 'swat', 'homicide', 'cut down', 'knock off', 'carry off', 'do in', 'dispose of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mataría,"verb: kill, slay, murder"


16,*flor*,"*flower*
noun: flower, blossom, bloom",*flower*,flor,"[['flower', 'blossom', 'bloom', 'posy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=flor,"noun: flower, blossom, bloom"


17,*viejas* (viejo),"*old*
adjective: old, aged, elder
noun: old man, oldster, greybeard",*old*,viejo,"[['old', 'aged', 'elder', 'elderly', 'antique', 'stale', 'olden', 'used', 'old-aged', 'old-established', 'old-time'], ['old man', 'oldster', 'greybeard', 'mustiness', 'old-timer']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=viejas,"adjective: old, aged, elder
noun: old man, oldster, greybeard"


18,*trabajan* (trabajar),"*they work*
verb: work, job, labor",*they work*,trabajar,"[['work', 'job', 'labor', 'labour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=trabajan,"verb: work, job, labor"


19,*onda*,"*vibe*
noun: wave, ripple",*vibe*,onda,"[['wave', 'ripple']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=onda,"noun: wave, ripple"


20,*saldremos* (salir),"*we will go out*
verb: leave, get out, go out",*we will go out*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=saldremos,"verb: leave, get out, go out"


21,*preguntado* (preguntar),"*asked*
verb: ask, inquire, question",*asked*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=preguntado,"verb: ask, inquire, question"


22,*aliento*,"*breath*
noun: breath, encouragement",*breath*,aliento,"[['breath', 'encouragement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=aliento,"noun: breath, encouragement"


23,*academia*,"*academy*
noun: academy, school",*academy*,academia,"[['academy', 'school']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=academia,"noun: academy, school"


24,*sonar*,"*dream*
noun: sonar
verb: sound, ring, play",*dream*,sonar,"[['sonar'], ['sound', 'ring', 'play', 'toot', 'rattle', 'jangle', 'blare', 'clang', 'speak', 'chink', 'skirl']]",noun verb,noun verb,https://www.linguee.com/english-dutch/search?source=auto&query=sonar,"noun: sonar
verb: sound, ring, play"


25,*recibe* (recibir),"*receives*
verb: receive, get, welcome",*receives*,recibir,"[['receive', 'get', 'welcome', 'take in', 'bow in']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=recibe,"verb: receive, get, welcome"


26,*patio*,"*yard*
noun: patio, courtyard, yard",*yard*,patio,"[['patio', 'courtyard', 'yard', 'playground', 'court', 'quad', 'area', 'forecourt', 'schoolyard', 'quadrangle', 'farmyard', 'areaway']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=patio,"noun: patio, courtyard, yard"


27,*función*,"*function*
noun: function, performance, show",*function*,función,"[['function', 'performance', 'show']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=función,"noun: function, performance, show"


28,*conduce* (conducir),"*she drives*
verb: lead, drive, conduct",*she drives*,conducir,"[['lead', 'drive', 'conduct', 'bring', 'steer', 'guide', 'take', 'handle', 'navigate', 'transport', 'lead up', 'drive along', 'take the lead', 'show']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conduce,"verb: lead, drive, conduct"


29,*pregúntale* (preguntar),"*ask her*
",*ask her*,preguntar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=pregúntale,


30,*palo*,"*stick*
noun: stick, club, pole",*stick*,palo,"[['stick', 'club', 'pole', 'wood', 'staff', 'spar', 'cock', 'wicket', 'pin']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=palo,"noun: stick, club, pole"


31,*internacional*,"*international*
adjective: international
noun: international",*international*,internacional,"[['international'], ['international']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=internacional,"adjective: international
noun: international"


32,*hueso*,"*bone*
noun: bone",*bone*,hueso,[['bone']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hueso,noun: bone


33,*esclavos* (esclavo),"*slaves*
noun: slave, thrall, bondman
adjective: bond",*slaves*,esclavo,"[['slave', 'thrall', 'bondman', 'bondsman'], ['bond']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=esclavos,"noun: slave, thrall, bondman
adjective: bond"


34,*versión*,"*version*
noun: version, edition, translation",*version*,versión,"[['version', 'edition', 'translation', 'rendering']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=versión,"noun: version, edition, translation"


35,*sacrificio*,"*sacrifice*
noun: sacrifice, slaughter, offering",*sacrifice*,sacrificio,"[['sacrifice', 'slaughter', 'offering']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sacrificio,"noun: sacrifice, slaughter, offering"


36,*judíos* (judío),"*Jews*
adjective: Jewish, Yiddish
noun: Jew",*Jews*,judío,"[['Jewish', 'Yiddish'], ['Jew']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=judíos,"adjective: Jewish, Yiddish
noun: Jew"


37,*increible* (increíble),"*incredible*
adjective: incredible, unbelievable, extraordinary",*incredible*,increíble,"[['incredible', 'unbelievable', 'extraordinary', 'unreal', 'beyond belief', 'implausible', 'steep', 'mind-bending']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=increible,"adjective: incredible, unbelievable, extraordinary"


38,*fotografía*,"*Photography*
noun: photograph, photography, picture",*Photography*,fotografía,"[['photograph', 'photography', 'picture']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fotografía,"noun: photograph, photography, picture"


39,*delicioso*,"*delicious*
adjective: delicious, delectable, luscious",*delicious*,delicioso,"[['delicious', 'delectable', 'luscious']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=delicioso,"adjective: delicious, delectable, luscious"


40,*crímenes* (crimen),"*crimes*
noun: crime, felony, offense",*crimes*,crimen,"[['crime', 'felony', 'offense', 'misdeed', 'delinquency', 'malfeasance', 'offence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=crímenes,"noun: crime, felony, offense"


41,*zorra*,"*bitch*
noun: fox, bitch, vixen",*bitch*,zorra,"[['fox', 'bitch', 'vixen', 'hooker']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=zorra,"noun: fox, bitch, vixen"


42,*valle*,"*valley*
noun: valley, vale, dale",*valley*,valle,"[['valley', 'vale', 'dale']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=valle,"noun: valley, vale, dale"


43,*llevaremos* (llevar),"*we will carry*
verb: carry, take, bring",*we will carry*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevaremos,"verb: carry, take, bring"


44,*lentamente*,"*slowly*
adverb: slow, inchmeal",*slowly*,lentamente,"[['slow', 'inchmeal']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=lentamente,"adverb: slow, inchmeal"


45,*encantada* (encantado encantar),"*nice to meet you*
adjective: delighted, haunted, bewitched",*nice to meet you*,encantado encantar,"[['delighted', 'haunted', 'bewitched', 'darling']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=encantada,"adjective: delighted, haunted, bewitched"


46,*arreglo*,"*arrangement*
noun: arrangement, settlement, fix",*arrangement*,arreglo,"[['arrangement', 'settlement', 'fix', 'agreement', 'adjustment', 'compromise', 'settling', 'accommodation', 'setting', 'regulation', 'adaptation', 'understanding']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=arreglo,"noun: arrangement, settlement, fix"


47,*volvería* (volver),"*would come back*
verb: return, go back, come back",*would come back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=volvería,"verb: return, go back, come back"


48,*logró* (lograr),"*achievement*
noun: achievement, accomplishment, attainment",*achievement*,lograr,"[['achievement', 'accomplishment', 'attainment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=logró,"noun: achievement, accomplishment, attainment"


49,*romántico*,"*Romantic*
adjective: romantic, sentimental, novelettish
noun: romantic, romanticist",*Romantic*,romántico,"[['romantic', 'sentimental', 'novelettish'], ['romantic', 'romanticist']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=romántico,"adjective: romantic, sentimental, novelettish
noun: romantic, romanticist"


50,*preocuparte* (preocupar),"*worry*
",*worry*,preocupar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=preocuparte,


51,*olvido* (olvido olvidar),"*forgot*
noun: oblivion, forgetfulness, omission",*forgot*,olvido olvidar,"[['oblivion', 'forgetfulness', 'omission', 'absentmindedness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=olvido,"noun: oblivion, forgetfulness, omission"


52,*fascinante*,"*fascinating*
adjective: fascinating, spellbinding, enthralling",*fascinating*,fascinante,"[['fascinating', 'spellbinding', 'enthralling', 'engrossing', 'bewitching', 'entrancing', 'gripping']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=fascinante,"adjective: fascinating, spellbinding, enthralling"


53,*cuadro*,"*chart*
noun: picture, frame, painting",*chart*,cuadro,"[['picture', 'frame', 'painting', 'chart', 'square', 'cadre', 'board', 'tableau', 'plot', 'patch', 'likeness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cuadro,"noun: picture, frame, painting"


54,*creyó* (creer),"*believed*
verb: believe, think, trust",*believed*,creer,"[['believe', 'think', 'trust', 'suppose', 'hope', 'expect', 'credit', 'guess', 'deem', 'fancy', 'make', 'look at', 'think over', 'hold against', 'consider', 'depend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=creyó,"verb: believe, think, trust"


55,*adultos* (adulto),"*Adults*
adjective: adult, grown-up
noun: adult",*Adults*,adulto,"[['adult', 'grown-up'], ['adult']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=adultos,"adjective: adult, grown-up
noun: adult"


56,*wow*,"*wow*
",*wow*,wow,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=wow,


57,*sobrino*,"*nephew*
noun: nephew",*nephew*,sobrino,[['nephew']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sobrino,noun: nephew


58,*secuencia*,"*sequence*
noun: sequence",*sequence*,secuencia,[['sequence']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=secuencia,noun: sequence


59,*lleven* (llevar),"*carry*
verb: carry, take, bring",*carry*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=lleven,"verb: carry, take, bring"


60,*huh*,"*huh*
",*huh*,huh,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=huh,


61,*entradas* (entrada entrar),"*tickets*
",*tickets*,entrada entrar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=entradas,


62,*decirnos* (decir),"*tell us*
",*tell us*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=decirnos,


63,*resistencia*,"*endurance*
noun: resistance, strength, endurance",*endurance*,resistencia,"[['resistance', 'strength', 'endurance', 'resilience', 'toughness', 'resiliency', 'opposition', 'stand', 'underground']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=resistencia,"noun: resistance, strength, endurance"


64,*llamarlo* (llamar),"*call him*
",*call him*,llamar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llamarlo,


65,*ayudas* (ayuda ayudar),"*help*
noun: help, aid, assistance",*help*,ayuda ayudar,"[['help', 'aid', 'assistance', 'charity', 'ministration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ayudas,"noun: help, aid, assistance"


66,*esperanzas* (esperanza),"*hopes*
noun: hope, expectation, promise",*hopes*,esperanza,"[['hope', 'expectation', 'promise', 'prospect', 'confidence', 'anticipation', 'think']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=esperanzas,"noun: hope, expectation, promise"


67,*disponible*,"*available*
adjective: available, disposable, free",*available*,disponible,"[['available', 'disposable', 'free', 'spare', 'on call', 'vacant', 'unoccupied', 'unattached']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=disponible,"adjective: available, disposable, free"


68,*civil*,"*civil*
adjective: civil, civilian
noun: civilian",*civil*,civil,"[['civil', 'civilian'], ['civilian']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=civil,"adjective: civil, civilian
noun: civilian"


69,*caos*,"*chaos*
noun: chaos",*chaos*,caos,[['chaos']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=caos,noun: chaos


70,*velas* (vela),"*candles*
verb: veil, keep vigil, wake",*candles*,vela,"[['veil', 'keep vigil', 'wake', 'stop up', 'wait up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=velas,"verb: veil, keep vigil, wake"


71,*tenerlo* (tener),"*have it*
",*have it*,tener,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=tenerlo,


72,*ponerle* (poner),"*put*
",*put*,poner,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ponerle,


73,*muestras* (muestra mostrar),"*samples*
noun: sample, sign, specimen",*samples*,muestra mostrar,"[['sample', 'sign', 'specimen', 'sampling', 'taste', 'token', 'demonstration', 'indication', 'pattern', 'model', 'point', 'piece']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=muestras,"noun: sample, sign, specimen"


74,*lógica*,"*logic*
noun: logic",*logic*,lógica,[['logic']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=lógica,noun: logic


75,*casualidad*,"*chance*
noun: chance, accident, coincidence",*chance*,casualidad,"[['chance', 'accident', 'coincidence', 'causality', 'fortuity']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=casualidad,"noun: chance, accident, coincidence"


76,*sigamos* (seguir),"*let's keep going*
verb: follow, continue, keep",*let's keep going*,seguir,"[['follow', 'continue', 'keep', 'pursue', 'go on', 'keep on', 'proceed', 'keep up', 'trace', 'keep track of', 'keep up with', 'hold', 'chase', 'go after', 'tail', 'go in for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sigamos,"verb: follow, continue, keep"


77,*rayo*,"*ray*
noun: ray, beam, thunderbolt",*ray*,rayo,"[['ray', 'beam', 'thunderbolt', 'spoke', 'bolt', 'shaft', 'gleam', 'blue streak']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rayo,"noun: ray, beam, thunderbolt"


78,*pato*,"*duck*
noun: duck, drake",*duck*,pato,"[['duck', 'drake']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pato,"noun: duck, drake"


79,*pagado* (pagar pagado),"*paid*
adjective: paid, discharged, prepaid",*paid*,pagar pagado,"[['paid', 'discharged', 'prepaid', 'acquitted', 'paid-up']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=pagado,"adjective: paid, discharged, prepaid"


80,*máscara*,"*mask*
noun: mask, mascara, blind",*mask*,máscara,"[['mask', 'mascara', 'blind']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=máscara,"noun: mask, mascara, blind"


81,*gustado* (gustar),"*liked*
adjective: esteemed, lovable",*liked*,gustar,"[['esteemed', 'lovable']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=gustado,"adjective: esteemed, lovable"


82,*buscarte* (buscar),"*look for you*
",*look for you*,buscar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=buscarte,


83,*selva*,"*jungle*
noun: jungle, forest",*jungle*,selva,"[['jungle', 'forest']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=selva,"noun: jungle, forest"


84,*pm*,"*p.m*
abbreviation: p.m.
adverb: post meridiem",*p.m*,pm,"[['p.m.'], ['post meridiem']]",abbreviation adverb,abbreviation adverb,https://www.linguee.com/english-dutch/search?source=auto&query=pm,"abbreviation: p.m.
adverb: post meridiem"


85,*equivoqué* (equivocar),"*I was wrong*
",*I was wrong*,equivocar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=equivoqué,


86,*condenado* (condenado condenar),"*condemned*
adjective: condemned, convicted, doomed
noun: convicted, doom, cotton-picking",*condemned*,condenado condenar,"[['condemned', 'convicted', 'doomed', 'damned', 'indicted', 'darned', 'accursed', 'accurst', 'fated', 'stricken', 'fucking'], ['convicted', 'doom', 'cotton-picking']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=condenado,"adjective: condemned, convicted, doomed
noun: convicted, doom, cotton-picking"


87,*cometido* (cometer cometido),"*task*
noun: task, duty, charge
adjective: lapsed",*task*,cometer cometido,"[['task', 'duty', 'charge', 'job', 'commitment'], ['lapsed']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cometido,"noun: task, duty, charge
adjective: lapsed"


88,*tratan* (tratar),"*treat*
verb: treat, process, try on",*treat*,tratar,"[['treat', 'process', 'try on', 'attend', 'behave towards']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tratan,"verb: treat, process, try on"


89,*pudimos* (poder),"*we could*
verb: be able to, can, may",*we could*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pudimos,"verb: be able to, can, may"


90,*preguntando* (preguntar),"*asking*
verb: ask, inquire, question",*asking*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=preguntando,"verb: ask, inquire, question"


91,*tragedia*,"*tragedy*
noun: tragedy, drama",*tragedy*,tragedia,"[['tragedy', 'drama']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tragedia,"noun: tragedy, drama"


92,*poli* (poli policía),"*cop*
noun: cop, bobby",*cop*,poli policía,"[['cop', 'bobby']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=poli,"noun: cop, bobby"


93,*compañías* (compañía),"*companies*
noun: company, companionship, troupe",*companies*,compañía,"[['company', 'companionship', 'troupe', 'society', 'troop', 'circle of friends', 'ingathering']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=compañías,"noun: company, companionship, troupe"


94,*charla* (charla charlar),"*chat*
noun: chat, chatter, small talk",*chat*,charla charlar,"[['chat', 'chatter', 'small talk', 'chitchat', 'gossip', 'clack', 'natter', 'gab', 'causerie', 'prate', 'tattle', 'yap', 'tittle-tattle']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=charla,"noun: chat, chatter, small talk"


95,*mete* (meter),"*put*
verb: put, insert, place",*put*,meter,"[['put', 'insert', 'place', 'shove', 'dip', 'thrust', 'introduce', 'sink', 'engage', 'involve', 'tuck in', 'enclose', 'stow', 'intrude', 'log in', 'inclose', 'jug', 'fay', 'throw on']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mete,"verb: put, insert, place"


96,*malditas* (maldito),"*damn*
adjective: damn, fucking, cursed",*damn*,maldito,"[['damn', 'fucking', 'cursed', 'damned', 'accursed', 'darn', 'blasted', 'dratted', 'ruddy', 'blinking', 'accurst']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=malditas,"adjective: damn, fucking, cursed"


97,*campos* (campo),"*fields*
noun: field, countryside, country",*fields*,campo,"[['field', 'countryside', 'country', 'camp', 'pitch', 'ground', 'realm', 'sphere', 'land', 'open']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=campos,"noun: field, countryside, country"


98,*cadáveres* (cadáver),"*corpses*
noun: corpse, body, cadaver",*corpses*,cadáver,"[['corpse', 'body', 'cadaver', 'stiff', 'carrion']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cadáveres,"noun: corpse, body, cadaver"


99,*básicamente*,"*basically*
",*basically*,básicamente,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=básicamente,


