,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
13,*desgracia*,"*misfortune*
noun: misfortune, disgrace, mishap",*misfortune*,desgracia,"[['misfortune', 'disgrace', 'mishap', 'bad luck', 'misadventure', 'mischance', 'fatality', 'bale']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=desgracia,"noun: misfortune, disgrace, mishap"


14,*científico*,"*scientist*
adjective: scientific
noun: scientist",*scientist*,científico,"[['scientific'], ['scientist']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=científico,"adjective: scientific
noun: scientist"


15,*buscado* (buscar),"*sought*
verb: search, search for, look",*sought*,buscar,"[['search', 'search for', 'look', 'seek', 'look for', 'look up', 'pursue', 'hunt', 'seek for', 'look out', 'hunt for', 'quest', 'look out for', 'seek after', 'go after', 'scout for', 'prospect for', 'search after', 'hunt out', 'look round', 'home in on', 'scrounge around for', 'investigate', 'forage']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=buscado,"verb: search, search for, look"


16,*terapia*,"*therapy*
noun: therapy",*therapy*,terapia,[['therapy']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=terapia,noun: therapy


17,*prepara* (preparar),"*prepare*
verb: prepare, make, ready",*prepare*,preparar,"[['prepare', 'make', 'ready', 'draw up', 'train', 'draft', 'build', 'lay', 'prime', 'make up', 'coach', 'make ready', 'cook up', 'dispense', 'put up', 'lead up', 'train up', 'infuse', 'tee up', 'do', 'draught']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=prepara,"verb: prepare, make, ready"


18,*patrulla*,"*patrol*
noun: patrol",*patrol*,patrulla,[['patrol']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=patrulla,noun: patrol


19,*globo*,"*balloon*
noun: globe, balloon, ball",*balloon*,globo,"[['globe', 'balloon', 'ball', 'air balloon', 'lob', 'orb']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=globo,"noun: globe, balloon, ball"


20,*despejado* (despejado despejar),"*clear*
adjective: clear, fair, cloudless",*clear*,despejado despejar,"[['clear', 'fair', 'cloudless', 'clean']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=despejado,"adjective: clear, fair, cloudless"


21,*creado* (creado crear),"*created*
adjective: created",*created*,creado crear,[['created']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=creado,adjective: created


22,*aprendido* (aprender),"*learned*
adjective: learned",*learned*,aprender,[['learned']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=aprendido,adjective: learned


23,*nací* (nacer),"*i was born*
verb: be born, rise, come into being",*i was born*,nacer,"[['be born', 'rise', 'come into being', 'originate', 'litter']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=nací,"verb: be born, rise, come into being"


24,*embajador*,"*ambassador*
noun: ambassador",*ambassador*,embajador,[['ambassador']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=embajador,noun: ambassador


25,*barcos* (barco),"*boats*
noun: shipping, flotilla",*boats*,barco,"[['shipping', 'flotilla']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=barcos,"noun: shipping, flotilla"


26,*posiblemente*,"*possibly*
adverb: likely, conceivably",*possibly*,posiblemente,"[['likely', 'conceivably']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=posiblemente,"adverb: likely, conceivably"


27,*malvado*,"*wicked*
adjective: evil, wicked, tough
noun: villain",*wicked*,malvado,"[['evil', 'wicked', 'tough', 'flagitious', 'no-good'], ['villain']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=malvado,"adjective: evil, wicked, tough
noun: villain"


28,*dormitorio*,"*bedroom*
noun: bedroom, dormitory, bedchamber",*bedroom*,dormitorio,"[['bedroom', 'dormitory', 'bedchamber', 'sleeping quarters', 'dormer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dormitorio,"noun: bedroom, dormitory, bedchamber"


29,*despacho* (despacho despachar),"*dispatch*
noun: office, dispatch, study",*dispatch*,despacho despachar,"[['office', 'dispatch', 'study', 'despatch', 'handling', 'den', 'chamber', 'shop', 'place of business']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=despacho,"noun: office, dispatch, study"


30,*desagradable*,"*disgusting*
adjective: unpleasant, disagreeable, distasteful",*disgusting*,desagradable,"[['unpleasant', 'disagreeable', 'distasteful', 'obnoxious', 'objectionable', 'unsavory', 'displeasing', 'ornery', 'unsavoury']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=desagradable,"adjective: unpleasant, disagreeable, distasteful"


31,*viniendo* (venir),"*coming*
verb: come, come round, come through",*coming*,venir,"[['come', 'come round', 'come through', 'come across', 'come of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=viniendo,"verb: come, come round, come through"


32,*recibo* (recibo recibir),"*receipt*
noun: receipt, acquittance, quittance",*receipt*,recibo recibir,"[['receipt', 'acquittance', 'quittance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=recibo,"noun: receipt, acquittance, quittance"


33,*nuclear*,"*nuclear*
adjective: nuclear
verb: nucleate",*nuclear*,nuclear,"[['nuclear'], ['nucleate']]",adjective verb,adjective verb,https://www.linguee.com/english-dutch/search?source=auto&query=nuclear,"adjective: nuclear
verb: nucleate"


34,*mensajes* (mensaje),"*messages*
noun: message, dispatch, despatch",*messages*,mensaje,"[['message', 'dispatch', 'despatch']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mensajes,"noun: message, dispatch, despatch"


35,*mantengan* (mantener),"*keep*
verb: maintain, keep, hold",*keep*,mantener,"[['maintain', 'keep', 'hold', 'sustain', 'support', 'keep up', 'service', 'keep in', 'keep on', 'hold up', 'provide for', 'prop', 'abide', 'tend']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=mantengan,"verb: maintain, keep, hold"


36,*ultimo* (último),"*last*
adjective: last, latest, latter
noun: last
adverb: latest",*last*,último,"[['last', 'latest', 'latter', 'final', 'ultimate', 'dernier', 'bottommost'], ['last'], ['latest']]",adjective noun adverb,adjective noun adverb,https://www.linguee.com/english-dutch/search?source=auto&query=ultimo,"adjective: last, latest, latter
noun: last
adverb: latest"


37,*autoridades* (autoridad),"*authorities*
noun: authorities",*authorities*,autoridad,[['authorities']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=autoridades,noun: authorities


38,*quedes* (quedar),"*stay*
verb: stay, remain, keep",*stay*,quedar,"[['stay', 'remain', 'keep', 'rest', 'stick around', 'come up', 'agree', 'leave off', 'throw aside', 'lead off', 'let into', 'leave over']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=quedes,"verb: stay, remain, keep"


39,*pasaron* (pasar),"*passed*
verb: pass, go, move",*passed*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasaron,"verb: pass, go, move"


40,*gano* (ganar),"*won*
verb: win, earn, gain",*won*,ganar,"[['win', 'earn', 'gain', 'make', 'get', 'beat', 'save', 'take', 'profit', 'win out', 'make money', 'best', 'draw', 'reclaim', 'carry off', 'get the best of', 'carry', 'head', 'walk over', 'win the toss', 'land']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gano,"verb: win, earn, gain"


41,*ayudo* (ayudar),"*helped*
verb: help, assist, aid",*helped*,ayudar,"[['help', 'assist', 'aid', 'support', 'help out', 'boost', 'lend a hand', 'help along', 'abet', 'subserve', 'tide over', 'dole', 'favor', 'pull up', 'advance', 'favour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ayudo,"verb: help, assist, aid"


42,*aprecio* (aprecio apreciar),"*appreciation*
noun: appreciation, esteem",*appreciation*,aprecio apreciar,"[['appreciation', 'esteem']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=aprecio,"noun: appreciation, esteem"


43,*sentimiento*,"*feeling*
noun: feeling, sentiment, feel",*feeling*,sentimiento,"[['feeling', 'sentiment', 'feel', 'regret', 'affect']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sentimiento,"noun: feeling, sentiment, feel"


44,*popular*,"*popular*
adjective: popular, pop, famed",*popular*,popular,"[['popular', 'pop', 'famed', ""people's""]]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=popular,"adjective: popular, pop, famed"


45,*extrañas* (extrañar),"*foreign*
adjective: strange, weird, odd
noun: alien",*foreign*,extrañar,"[['strange', 'weird', 'odd', 'foreign', 'bizarre', 'queer', 'uncommon', 'extraneous', 'peculiar', 'eerie', 'singular', 'quaint', 'kinky', 'oddish', 'out-of-the-way'], ['alien']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=extrañas,"adjective: strange, weird, odd
noun: alien"


46,*detenerlo* (detener),"*stop it*
",*stop it*,detener,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=detenerlo,


47,*civiles* (civil),"*civilians*
adjective: civil, civilian",*civilians*,civil,"[['civil', 'civilian']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=civiles,"adjective: civil, civilian"


48,*tontería*,"*nuisance*
noun: foolishness, silliness, farce",*nuisance*,tontería,"[['foolishness', 'silliness', 'farce', 'jiggery-pokery']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tontería,"noun: foolishness, silliness, farce"


49,*reyes* (rey),"*Kings*
noun: king",*Kings*,rey,[['king']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=reyes,noun: king


50,*americana* (americano),"*american*
adjective: American
noun: American",*american*,americano,"[['American'], ['American']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=americana,"adjective: American
noun: American"


51,*vuelven* (volver),"*come back*
verb: return, go back, come back",*come back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vuelven,"verb: return, go back, come back"


52,*ventanas* (ventana),"*windows*
noun: window, deadlight",*windows*,ventana,"[['window', 'deadlight']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ventanas,"noun: window, deadlight"


53,*tiburón*,"*shark*
noun: shark",*shark*,tiburón,[['shark']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tiburón,noun: shark


54,*peleas* (pelea pelear),"*fights*
noun: fight, fighting, quarrel",*fights*,pelea pelear,"[['fight', 'fighting', 'quarrel', 'battle', 'scuffle', 'tussle', 'combat', 'skirmish', 'tiff', 'hassle', 'infighting', 'broil', 'mix-up', 'mix-in', 'punch-up', 'bust-up']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=peleas,"noun: fight, fighting, quarrel"


55,*organización*,"*organization*
noun: organization, company, establishment",*organization*,organización,"[['organization', 'company', 'establishment', 'setup', 'organism']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=organización,"noun: organization, company, establishment"


56,*ayudarla* (ayudar),"*help her*
",*help her*,ayudar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ayudarla,


57,*tuvieras* (tener),"*you had*
verb: have, keep, own",*you had*,tener,"[['have', 'keep', 'own', 'bear', 'hold', 'possess', 'experience', 'wear']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tuvieras,"verb: have, keep, own"


58,*querrás* (querer),"*you will want*
verb: want, love, wish",*you will want*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=querrás,"verb: want, love, wish"


59,*querrá* (querer),"*will want*
verb: want, love, wish",*will want*,querer,"[['want', 'love', 'wish', 'will', 'like', 'cherish', 'feel like', 'desiderate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=querrá,"verb: want, love, wish"


60,*infección*,"*infection*
noun: infection, taint",*infection*,infección,"[['infection', 'taint']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=infección,"noun: infection, taint"


61,*decente*,"*decent*
adjective: proper, respectable, clean",*decent*,decente,"[['proper', 'respectable', 'clean', 'seemly', 'white']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=decente,"adjective: proper, respectable, clean"


62,*logrado* (logrado lograr),"*accomplished*
adjective: landed",*accomplished*,logrado lograr,[['landed']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=logrado,adjective: landed


63,*jersey*,"*sweater*
noun: jersey, sweater, pullover",*sweater*,jersey,"[['jersey', 'sweater', 'pullover', 'jumper']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=jersey,"noun: jersey, sweater, pullover"


64,*amar*,"*love*
verb: love",*love*,amar,[['love']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=amar,verb: love


65,*equipos* (equipo),"*equipment*
noun: hardware",*equipment*,equipo,[['hardware']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=equipos,noun: hardware


66,*canta* (cantar),"*sings*
verb: chant, jingle, sing",*sings*,cantar,"[['chant', 'jingle', 'sing']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=canta,"verb: chant, jingle, sing"


67,*bebés* (bebé),"*you drink*
noun: baby, babe, nurseling",*you drink*,bebé,"[['baby', 'babe', 'nurseling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bebés,"noun: baby, babe, nurseling"


68,*pozo*,"*well*
noun: well, pit, shaft",*well*,pozo,"[['well', 'pit', 'shaft', 'hole', 'pool', 'cesspool', 'kike', 'draw-well']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pozo,"noun: well, pit, shaft"


69,*india* (india indio India),"*India*
noun: Indian woman",*India*,india indio India,[['Indian woman']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=india,noun: Indian woman


70,*esperado* (esperar esperado),"*expected*
adjective: expected, hoped, due",*expected*,esperar esperado,"[['expected', 'hoped', 'due']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=esperado,"adjective: expected, hoped, due"


71,*enseñar*,"*teach*
verb: teach, show, train",*teach*,enseñar,"[['teach', 'show', 'train', 'instruct', 'educate', 'hold up', 'point out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=enseñar,"verb: teach, show, train"


72,*darnos* (dar),"*give us*
",*give us*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=darnos,


73,*tomaste* (tomar),"*do you drink tea*
verb: take, have, drink",*do you drink tea*,tomar,"[['take', 'have', 'drink', 'catch', 'take up', 'take on', 'take in', 'eat', 'take out', 'treat', 'take upon', 'draw in', 'impound', 'lift out', 'touch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tomaste,"verb: take, have, drink"


74,*internet*,"*Internet*
noun: Internet, web",*Internet*,internet,"[['Internet', 'web']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=internet,"noun: Internet, web"


75,*habilidades* (habilidad),"*skills*
noun: ability, skill, proficiency",*skills*,habilidad,"[['ability', 'skill', 'proficiency', 'expertise', 'prowess', 'competence', 'cleverness', 'skillfulness', 'aptitude', 'competency', 'adroitness', 'facility', 'deftness', 'skilfulness', 'sleight', 'savoir faire', 'aptness', 'artifice', 'know-how']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=habilidades,"noun: ability, skill, proficiency"


76,*encanto* (encanto encantar),"*charm*
noun: charm, glamor, spell",*charm*,encanto encantar,"[['charm', 'glamor', 'spell', 'delight', 'joy', 'sweetheart', 'lure', 'kaif', 'kief', 'glamour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=encanto,"noun: charm, glamor, spell"


77,*dispararon* (disparar),"*shot*
verb: shoot, fire, discharge",*shot*,disparar,"[['shoot', 'fire', 'discharge', 'loose off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=dispararon,"verb: shoot, fire, discharge"


78,*comprendes* (comprender),"*do you understand*
verb: understand, comprise, comprehend",*do you understand*,comprender,"[['understand', 'comprise', 'comprehend', 'include', 'grasp', 'perceive', 'incorporate', 'get', 'follow', 'interpret', 'catch', 'savvy', 'dig', 'take in', 'twig', 'come across', 'see', 'catch the point', 'latch on', 'bear in', 'trace']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=comprendes,"verb: understand, comprise, comprehend"


79,*áfrica* (África),"*Africa*
noun: Africa",*Africa*,África,[['Africa']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=áfrica,noun: Africa


80,*adorable*,"*adorable*
adjective: adorable",*adorable*,adorable,[['adorable']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=adorable,adjective: adorable


81,*rica* (rico),"*delicious*
",*delicious*,rico,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=rica,


82,*llegaremos* (llegar),"*we will arrive*
verb: get, reach, arrive",*we will arrive*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llegaremos,"verb: get, reach, arrive"


83,*reales* (real),"*real*
adjective: real, actual, royal
noun: real",*real*,real,"[['real', 'actual', 'royal', 'regal', 'kingly', 'doable'], ['real']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=reales,"adjective: real, actual, royal
noun: real"


84,*mismas* (mismo),"*same*
adjective: same, very, one",*same*,mismo,"[['same', 'very', 'one', 'like', 'selfsame', 'precise', 'proper']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mismas,"adjective: same, very, one"


85,*medios* (medio),"*media*
noun: wherewithal",*media*,medio,[['wherewithal']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=medios,noun: wherewithal


86,*marihuana*,"*dope*
",*dope*,marihuana,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=marihuana,


87,*traidor*,"*traitor*
noun: traitor, betrayer, quisling
adjective: treacherous, traitorous, treasonable",*traitor*,traidor,"[['traitor', 'betrayer', 'quisling', 'delator', 'double-dealer'], ['treacherous', 'traitorous', 'treasonable']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=traidor,"noun: traitor, betrayer, quisling
adjective: treacherous, traitorous, treasonable"


88,*funcione* (funcionar),"*work*
verb: work, function, run",*work*,funcionar,"[['work', 'function', 'run', 'operate', 'perform', 'act', 'start', 'behave', 'flush', 'functionate', 'go']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=funcione,"verb: work, function, run"


89,*clínica* (clínica clínico),"*clinic*
noun: clinic, medical clinic",*clinic*,clínica clínico,"[['clinic', 'medical clinic']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=clínica,"noun: clinic, medical clinic"


90,*preferiría* (preferir),"*I'd prefer*
auxiliary verb: would rather",*I'd prefer*,preferir,[['would rather']],auxiliary verb,auxiliary verb,https://www.linguee.com/english-dutch/search?source=auto&query=preferiría,auxiliary verb: would rather


91,*podían* (poder),"*they could*
verb: be able to, can, may",*they could*,poder,"[['be able to', 'can', 'may']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=podían,"verb: be able to, can, may"


92,*olvidó* (olvidar),"*forgot*
noun: oblivion, forgetfulness, omission",*forgot*,olvidar,"[['oblivion', 'forgetfulness', 'omission', 'absentmindedness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=olvidó,"noun: oblivion, forgetfulness, omission"


93,*entramos* (entrar),"*we enter*
verb: enter, get in, come in",*we enter*,entrar,"[['enter', 'get in', 'come in', 'go in', 'access', 'input', 'fit', 'walk in', 'step in', 'bring in', 'pass in', 'introduce', 'put in', 'march in', 'pull in', 'draw in', 'get at', 'show in', 'approach']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entramos,"verb: enter, get in, come in"


94,*ejercito* (ejercitar ejército),"*army*
noun: army, force, legion",*army*,ejercitar ejército,"[['army', 'force', 'legion']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ejercito,"noun: army, force, legion"


95,*división*,"*division*
noun: division, split, discord",*division*,división,"[['division', 'split', 'discord', 'difference', 'divergence', 'divergency']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=división,"noun: division, split, discord"


96,*sector*,"*sector*
noun: sector, section, quadrant",*sector*,sector,"[['sector', 'section', 'quadrant', 'neighborhood', 'neighbourhood']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sector,"noun: sector, section, quadrant"


97,*perdedor*,"*loser*
noun: loser",*loser*,perdedor,[['loser']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=perdedor,noun: loser


98,*patrón*,"*pattern*
noun: pattern, patron, standard",*pattern*,patrón,"[['pattern', 'patron', 'standard', 'employer', 'skipper', 'master', 'boss', 'landlord', 'model', 'captain', 'host', 'shipmaster', 'guv', 'governor']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=patrón,"noun: pattern, patron, standard"


99,*encontrará* (encontrar),"*will find*
verb: find, meet, encounter",*will find*,encontrar,"[['find', 'meet', 'encounter', 'locate', 'spot', 'trace', 'come upon', 'pitch upon', 'espy']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=encontrará,"verb: find, meet, encounter"


