,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
49,1849,oyes,*oyes* (oír),,you hear,NOUN,NOUN,Noun
50,1850,siguen,*siguen* (seguir),,follow,VERB,VERB,Verb
51,1851,sentado,*sentado* (sentar),sentar,sitting,ADJ,ADJ,Adjective
52,1852,sentado,sentado,sentado,sitting,ADJ,ADJ,Adjective
53,1853,saliendo,*saliendo* (salir),,coming out,VERB,VERB,Verb
54,1854,responsable,responsable,,responsible,ADJ,ADJ,Adjective
55,1855,olvidado,olvidado,olvidado,forgotten,ADJ,ADJ,Adjective
56,1856,olvidado,*olvidado* (olvidar),olvidar,forgotten,ADJ,ADJ,Adjective
57,1857,quedó,*quedó* (quedar),,remained,VERB,VERB,Verb
58,1858,permite,*permite* (permitir),,It allows,VERB,VERB,Verb
59,1859,aquella,aquella,,that,DET,DET,Determiner
60,1860,puse,*puse* (poner),,I put,NOUN,NOUN,Noun
61,1861,sonido,sonido,,sound,NOUN,NOUN,Noun
62,1862,quiso,*quiso* (querer),,wanted,VERB,VERB,Verb
63,1863,escrito,*escrito* (escribir),,written,ADJ,ADJ,Adjective
64,1864,carro,carro,,car,NOUN,NOUN,Noun
65,1865,preciosa,*preciosa* (precioso),,lovely,ADJ,ADJ,Adjective
66,1866,muestra,muestra,muestra,sample,VERB,VERB,Verb
67,1867,muestra,*muestra* (mostrar),mostrar,sample,VERB,VERB,Verb
68,1868,bastardo,bastardo,,bastard,NOUN,NOUN,Noun
69,1869,restaurante,restaurante,,restaurant,NOUN,NOUN,Noun
70,1870,huevos,*huevos* (huevo),,eggs,NOUN,NOUN,Noun
71,1871,fantasma,fantasma,,ghost,ADJ,ADJ,Adjective
72,1872,mismos,*mismos* (mismo),,themselves,PRON,PRON,Pronoun
73,1873,profesional,profesional,,professional,ADJ,ADJ,Adjective
74,1874,amas,*amas* (ama),ama,you love,NOUN,NOUN,Noun
75,1875,amas,*amas* (amar),amar,you love,NOUN,NOUN,Noun
76,1876,entero,entero,,whole,ADJ,ADJ,Adjective
77,1877,películas,*películas* (película),,films,NOUN,NOUN,Noun
78,1878,cerrado,cerrado,cerrado,closed,ADJ,ADJ,Adjective
79,1879,cerrado,*cerrado* (cerrar),cerrar,closed,ADJ,ADJ,Adjective
80,1880,dedos,*dedos* (dedo),,fingers,NOUN,NOUN,Noun
81,1881,sigan,*sigan* (seguir),,follow,VERB,VERB,Verb
82,1882,dueño,dueño,,owner,NOUN,NOUN,Noun
83,1883,cuchillo,cuchillo,,knife,NOUN,NOUN,Noun
84,1884,turno,turno,,shift,NOUN,NOUN,Noun
85,1885,tormenta,tormenta,,storm,NOUN,NOUN,Noun
86,1886,caray,caray,,Wow,NOUN,NOUN,Noun
87,1887,abierto,abierto,abierto,open,ADJ,ADJ,Adjective
88,1888,abierto,*abierto* (abrir),abrir,open,ADJ,ADJ,Adjective
89,1889,quede,*quede* (quedar),,I stayed,VERB,VERB,Verb
90,1890,verdadera,*verdadera* (verdadero),,true,ADJ,ADJ,Adjective
91,1891,mato,*mato* (matar),,kill,ADJ,ADJ,Adjective
92,1892,doc,*doc* (doctor),,doc,VERB,VERB,Verb
93,1893,playa,playa,,beach,VERB,VERB,Verb
94,1894,km,km,,km,DET,DET,Determiner
95,1895,victoria,victoria,,victory,NOUN,NOUN,Noun
96,1896,primo,primo,,cousin,NOUN,NOUN,Noun
97,1897,oíste,*oíste* (oír),,did you hear,VERB,VERB,Verb
98,1898,lisa,*lisa* (liso),liso,smooth,VERB,VERB,Verb
99,1899,lisa,*lisa* (Lisa),Lisa,smooth,VERB,VERB,Verb
