,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
10,*francesa* (francés),"*french*
adjective: French
noun: French, Frenchman, parleyvoo",*french*,francés,"[['French'], ['French', 'Frenchman', 'parleyvoo']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=francesa,"adjective: French
noun: French, Frenchman, parleyvoo"


11,*explica* (explicar),"*Explain*
verb: explain, account for, explicate",*Explain*,explicar,"[['explain', 'account for', 'explicate', 'interpret', 'sort out']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=explica,"verb: explain, account for, explicate"


12,*decide* (decidir),"*decide*
verb: decide, determine, rule",*decide*,decidir,"[['decide', 'determine', 'rule', 'adjudge', 'make decision', 'clinch', 'have in mind', 'seal', ""make up one's mind""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=decide,"verb: decide, determine, rule"


13,*vende* (vender),"*sells*
verb: sell, market, trade",*sells*,vender,"[['sell', 'market', 'trade', 'vend', 'hive off', 'trade up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vende,"verb: sell, market, trade"


14,*rutina*,"*routine*
noun: routine, grind, rut",*routine*,rutina,"[['routine', 'grind', 'rut', 'rote', 'round']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rutina,"noun: routine, grind, rut"


15,*gustar*,"*like*
verb: like, taste, love",*like*,gustar,"[['like', 'taste', 'love', 'please', 'appeal', 'appeal to', 'interest', 'suit']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gustar,"verb: like, taste, love"


16,*empieces* (empezar),"*start*
verb: start, begin, get",*start*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empieces,"verb: start, begin, get"


17,*caída* (caída caído caer),"*drop*
noun: drop, fall, hang",*drop*,caída caído caer,"[['drop', 'fall', 'hang', 'downfall', 'collapse', 'plunge', 'tumble', 'demise', 'sag', 'setback', 'gradient', 'disgrace', 'decadence', 'decadency']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=caída,"noun: drop, fall, hang"


18,*almorzar*,"*have lunch*
verb: lunch, luncheon, have a dinner",*have lunch*,almorzar,"[['lunch', 'luncheon', 'have a dinner']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=almorzar,"verb: lunch, luncheon, have a dinner"


19,*actividad*,"*activity*
noun: activity, movement, briskness",*activity*,actividad,"[['activity', 'movement', 'briskness', 'ado', 'commonness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actividad,"noun: activity, movement, briskness"


20,*inocentes* (inocente),"*innocent*
adjective: innocent, naive, guiltless
noun: innocent, April fool",*innocent*,inocente,"[['innocent', 'naive', 'guiltless', 'blameless', 'guileless', 'ingenuous', 'simple-hearted'], ['innocent', 'April fool']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=inocentes,"adjective: innocent, naive, guiltless
noun: innocent, April fool"


21,*fondos* (fondo),"*money*
noun: funds, funding, finance",*money*,fondo,"[['funds', 'funding', 'finance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fondos,"noun: funds, funding, finance"


22,*coraje*,"*courage*
noun: courage, guts",*courage*,coraje,"[['courage', 'guts']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=coraje,"noun: courage, guts"


23,*ayudando* (ayudar),"*Helping*
verb: help, assist, aid",*Helping*,ayudar,"[['help', 'assist', 'aid', 'support', 'help out', 'boost', 'lend a hand', 'help along', 'abet', 'subserve', 'tide over', 'dole', 'favor', 'pull up', 'advance', 'favour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ayudando,"verb: help, assist, aid"


24,*aterrizar*,"*to land*
verb: land, touch down, set down",*to land*,aterrizar,"[['land', 'touch down', 'set down', 'alight', 'come down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=aterrizar,"verb: land, touch down, set down"


25,*actuación*,"*performance*
noun: performance, action, operation",*performance*,actuación,"[['performance', 'action', 'operation', 'showing', 'show', 'gig', 'doings']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=actuación,"noun: performance, action, operation"


26,*suba* (subir),"*go up*
verb: upload, rise, go up",*go up*,subir,"[['upload', 'rise', 'go up', 'come up', 'walk up', 'move up', 'gain', 'get up', 'step up', 'bump up', 'take up', 'carry up', 'advance']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=suba,"verb: upload, rise, go up"


27,*ayudante*,"*assistant*
adjective: assistant, auxiliary
noun: assistant, helper, aide",*assistant*,ayudante,"[['assistant', 'auxiliary'], ['assistant', 'helper', 'aide', 'adjutant', 'aid', 'auxiliary', 'colleague', 'gillie', 'companion', 'contributor']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=ayudante,"adjective: assistant, auxiliary
noun: assistant, helper, aide"


28,*vuela* (volar),"*Flying*
verb: fly, blow, blow up",*Flying*,volar,"[['fly', 'blow', 'blow up', 'sail', 'wing']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vuela,"verb: fly, blow, blow up"


29,*vaca*,"*cow*
noun: cow, neat",*cow*,vaca,"[['cow', 'neat']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vaca,"noun: cow, neat"


30,*cirujano*,"*surgeon*
noun: surgeon",*surgeon*,cirujano,[['surgeon']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cirujano,noun: surgeon


31,*tio* (tío),"*uncle*
noun: uncle, guy, chap
adjective: chappy",*uncle*,tío,"[['uncle', 'guy', 'chap', 'fellow', 'bugger', 'gaffer'], ['chappy']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=tio,"noun: uncle, guy, chap
adjective: chappy"


32,*olvídate* (olvidar),"*forget*
",*forget*,olvidar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=olvídate,


33,*okay*,"*OK*
",*OK*,okay,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=okay,


34,*entregar*,"*deliver*
verb: deliver, give, hand",*deliver*,entregar,"[['deliver', 'give', 'hand', 'submit', 'hand over', 'surrender', 'turn in', 'turn over', 'give up', 'hand in', 'serve', 'yield', 'render', 'give over', 'give in', 'part with', 'concede', 'address', 'render up', 'show up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=entregar,"verb: deliver, give, hand"


35,*encerrado* (encerrado encerrar),"*locked*
adjective: pent, bounded, shut-in",*locked*,encerrado encerrar,"[['pent', 'bounded', 'shut-in', 'pent-up']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=encerrado,"adjective: pent, bounded, shut-in"


36,*rubia* (rubio),"*blonde*
adjective: blonde
noun: blonde, madder",*blonde*,rubio,"[['blonde'], ['blonde', 'madder']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=rubia,"adjective: blonde
noun: blonde, madder"


37,*joyas* (joya),"*jewelry*
noun: jewelry, jewels, jewellery",*jewelry*,joya,"[['jewelry', 'jewels', 'jewellery']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=joyas,"noun: jewelry, jewels, jewellery"


38,*empecemos* (empezar),"*let us begin*
verb: start, begin, get",*let us begin*,empezar,"[['start', 'begin', 'get', 'start off', 'commence', 'initiate', 'launch', 'kick off', 'open', 'take up', 'open up', 'lead off', 'set in', 'come on', 'enter on', 'inchoate', 'institute']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=empecemos,"verb: start, begin, get"


39,*amado* (amado amar),"*loved*
adjective: beloved, dear
noun: beloved, love",*loved*,amado amar,"[['beloved', 'dear'], ['beloved', 'love']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=amado,"adjective: beloved, dear
noun: beloved, love"


40,*terminamos* (terminar),"*finished*
verb: end, finish, complete",*finished*,terminar,"[['end', 'finish', 'complete', 'end up', 'terminate', 'conclude', 'stop', 'finish off', 'break', 'expire', 'discontinue', 'break off', 'sign off', 'close up', 'follow up', 'leave off', 'let up', 'dispose of']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=terminamos,"verb: end, finish, complete"


41,*romanos* (romano),"*romans*
adjective: Roman
noun: Roman, Romany, Romanes",*romans*,romano,"[['Roman'], ['Roman', 'Romany', 'Romanes']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=romanos,"adjective: Roman
noun: Roman, Romany, Romanes"


42,*piedad*,"*piety*
noun: piety, piousness, pieta",*piety*,piedad,"[['piety', 'piousness', 'pieta', 'pietism', 'ruth']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=piedad,"noun: piety, piousness, pieta"


43,*llamarte* (llamar),"*call you*
",*call you*,llamar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=llamarte,


44,*hacían* (hacer),"*they did*
verb: do, make, ask",*they did*,hacer,"[['do', 'make', 'ask', 'be', 'cause', 'render', 'give', 'work', 'bring', 'perform', 'carry out', 'build', 'make up', 'create', 'act', 'pay', 'pull', 'drive', 'work out', 'take on', 'throw', 'poke', 'put forward', 'bring in', 'compose', 'punch', 'turn out', 'put out', 'lean', 'drop', 'emit', 'advance', 'set off', 'perpetrate', 'bind', 'wet', 'level', 'lumber', 'fabricate', 'generate', 'commit', 'force', 'form', 'effect']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hacían,"verb: do, make, ask"


45,*furia*,"*rage*
noun: fury, anger, madness",*rage*,furia,"[['fury', 'anger', 'madness', 'fierceness', 'wildness', 'dander']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=furia,"noun: fury, anger, madness"


46,*detalle*,"*detail*
noun: detail, gesture, technicality",*detail*,detalle,"[['detail', 'gesture', 'technicality']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=detalle,"noun: detail, gesture, technicality"


47,*admitir*,"*admit*
verb: admit, accept, allow",*admit*,admitir,"[['admit', 'accept', 'allow', 'acknowledge', 'recognize', 'take in', 'concede', 'confess', 'bear', 'avow', 'allow out', 'initiate', 'tell']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=admitir,"verb: admit, accept, allow"


48,*tendrías* (tener),"*would you have*
verb: have, keep, own",*would you have*,tener,"[['have', 'keep', 'own', 'bear', 'hold', 'possess', 'experience', 'wear']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=tendrías,"verb: have, keep, own"


49,*respiración*,"*breathing*
noun: breathing, breath, respiration",*breathing*,respiración,"[['breathing', 'breath', 'respiration']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=respiración,"noun: breathing, breath, respiration"


50,*prepárate* (preparar),"*get ready*
",*get ready*,preparar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=prepárate,


51,*escribiendo* (escribir),"*writing*
verb: write, spell, write out",*writing*,escribir,"[['write', 'spell', 'write out', 'write in', 'write up', 'write off', 'join up', 'indenture', 'get off', 'keep']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escribiendo,"verb: write, spell, write out"


52,*confundido* (confundido confundir),"*confused*
adjective: confused, foxed, bemused",*confused*,confundido confundir,"[['confused', 'foxed', 'bemused']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=confundido,"adjective: confused, foxed, bemused"


53,*vigilando* (vigilar),"*watching*
verb: watch, guard, watch over",*watching*,vigilar,"[['watch', 'guard', 'watch over', 'keep an eye on', 'look', 'follow', 'look after', 'patrol', 'overlook']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vigilando,"verb: watch, guard, watch over"


54,*sufrimiento*,"*suffering*
noun: suffering, pain, misery",*suffering*,sufrimiento,"[['suffering', 'pain', 'misery', 'affliction', 'ache', 'martyrdom']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sufrimiento,"noun: suffering, pain, misery"


55,*saludos* (saludo),"*greetings*
noun: regards, respects",*greetings*,saludo,"[['regards', 'respects']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=saludos,"noun: regards, respects"


56,*robaste* (robar),"*you stole*
verb: steal, rob, draw",*you stole*,robar,"[['steal', 'rob', 'draw', 'thieve', 'pinch', 'remove', 'walk off', 'walk away']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=robaste,"verb: steal, rob, draw"


57,*golpear*,"*hit*
verb: hit, strike, beat",*hit*,golpear,"[['hit', 'strike', 'beat', 'knock', 'kick', 'bang', 'punch', 'bump', 'bat', 'slap', 'slam', 'whack', 'smite', 'thump', 'rap', 'thrash', 'club', 'lash', 'rattle', 'jab', 'wallop', 'clobber', 'bop', 'beat up on', 'flail', 'clip', 'slog', 'drive', 'beetle']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=golpear,"verb: hit, strike, beat"


58,*garaje*,"*garage*
noun: garage",*garage*,garaje,[['garage']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=garaje,noun: garage


59,*buscaré* (buscar),"*I will search*
verb: search, search for, look",*I will search*,buscar,"[['search', 'search for', 'look', 'seek', 'look for', 'look up', 'pursue', 'hunt', 'seek for', 'look out', 'hunt for', 'quest', 'look out for', 'seek after', 'go after', 'scout for', 'prospect for', 'search after', 'hunt out', 'look round', 'home in on', 'scrounge around for', 'investigate', 'forage']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=buscaré,"verb: search, search for, look"


60,*revolución*,"*revolution*
noun: revolution, rev, turn",*revolution*,revolución,"[['revolution', 'rev', 'turn']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=revolución,"noun: revolution, rev, turn"


61,*motel*,"*motel*
noun: motel",*motel*,motel,[['motel']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=motel,noun: motel


62,*buscaba* (buscar),"*was looking for*
verb: search, search for, look",*was looking for*,buscar,"[['search', 'search for', 'look', 'seek', 'look for', 'look up', 'pursue', 'hunt', 'seek for', 'look out', 'hunt for', 'quest', 'look out for', 'seek after', 'go after', 'scout for', 'prospect for', 'search after', 'hunt out', 'look round', 'home in on', 'scrounge around for', 'investigate', 'forage']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=buscaba,"verb: search, search for, look"


63,*alianza*,"*alliance*
noun: alliance",*alliance*,alianza,[['alliance']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=alianza,noun: alliance


64,*estupidez*,"*stupidity*
noun: stupidity, foolishness, idiocy",*stupidity*,estupidez,"[['stupidity', 'foolishness', 'idiocy', 'dumbness', 'obtuseness', 'crassness', 'crassitude']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estupidez,"noun: stupidity, foolishness, idiocy"


65,*disparado* (disparado disparar),"*fired*
adjective: discharged
noun: dischargee",*fired*,disparado disparar,"[['discharged'], ['dischargee']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=disparado,"adjective: discharged
noun: dischargee"


66,*sangrando* (sangrar),"*bleeding out*
verb: bleed, blood, indent",*bleeding out*,sangrar,"[['bleed', 'blood', 'indent', 'hemorrhage', 'haemorrhage', 'phlebotomize']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=sangrando,"verb: bleed, blood, indent"


67,*quietos* (quieto),"*still*
adjective: still, calm, quiescent",*still*,quieto,"[['still', 'calm', 'quiescent', 'halcyon']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=quietos,"adjective: still, calm, quiescent"


68,*miserable*,"*miserable*
adjective: miserable, wretched, measly",*miserable*,miserable,"[['miserable', 'wretched', 'measly', 'paltry', 'squalid', 'abject', 'beggarly', 'sordid', 'twopenny']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=miserable,"adjective: miserable, wretched, measly"


69,*ideal*,"*ideal*
adjective: ideal
noun: ideal, dream",*ideal*,ideal,"[['ideal'], ['ideal', 'dream']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=ideal,"adjective: ideal
noun: ideal, dream"


70,*empiezo* (empezar),"*I start*
noun: start, beginning, commencement",*I start*,empezar,"[['start', 'beginning', 'commencement', 'incipience', 'origin', 'inception', 'outset']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=empiezo,"noun: start, beginning, commencement"


71,*controla* (controlar),"*controls*
verb: control, monitor, check",*controls*,controlar,"[['control', 'monitor', 'check', 'verify', 'direct', 'censor', 'get under', 'talk down']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=controla,"verb: control, monitor, check"


72,*prometiste* (prometer),"*you promised*
verb: promise, pledge, vow",*you promised*,prometer,"[['promise', 'pledge', 'vow', 'undertake', ""give one's word""]]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=prometiste,"verb: promise, pledge, vow"


73,*heroína*,"*heroin*
noun: heroin, heroine",*heroin*,heroína,"[['heroin', 'heroine']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=heroína,"noun: heroin, heroine"


74,*empezado* (empezar),"*started*
adjective: initiated",*started*,empezar,[['initiated']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=empezado,adjective: initiated


75,*dámelo* (dar),"*give it to me*
",*give it to me*,dar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=dámelo,


76,*vecindario*,"*neighborhood*
noun: neighborhood, neighbourhood",*neighborhood*,vecindario,"[['neighborhood', 'neighbourhood']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=vecindario,"noun: neighborhood, neighbourhood"


77,*empleado* (empleado emplear),"*employee*
noun: employee, clerk, help
adjective: used",*employee*,empleado emplear,"[['employee', 'clerk', 'help', 'servant'], ['used']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=empleado,"noun: employee, clerk, help
adjective: used"


78,*conociste* (conocer),"*you met*
verb: know, meet, learn",*you met*,conocer,"[['know', 'meet', 'learn', 'recognize', 'become acquainted', 'ken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=conociste,"verb: know, meet, learn"


79,*colores* (color),"*colors*
noun: color, flush, hue",*colors*,color,"[['color', 'flush', 'hue', 'tint', 'dye', 'tail', 'colour']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=colores,"noun: color, flush, hue"


80,*cerebral*,"*cerebral*
adjective: cerebral",*cerebral*,cerebral,[['cerebral']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=cerebral,adjective: cerebral


81,*plástico*,"*plastic*
adjective: plastic
noun: plastic",*plastic*,plástico,"[['plastic'], ['plastic']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=plástico,"adjective: plastic
noun: plastic"


82,*piano*,"*piano*
adverb: piano
noun: piano",*piano*,piano,"[['piano'], ['piano']]",adverb noun,adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=piano,"adverb: piano
noun: piano"


83,*pensamiento*,"*thought*
noun: thought, thinking, pansy",*thought*,pensamiento,"[['thought', 'thinking', 'pansy', 'think', 'reflection', 'judgment', 'contemplation', 'reflexion', 'deliberation', 'judgement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pensamiento,"noun: thought, thinking, pansy"


84,*letra*,"*letter*
noun: letter, words, handwriting",*letter*,letra,"[['letter', 'words', 'handwriting', 'hand', 'script']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=letra,"noun: letter, words, handwriting"


85,*empleados* (empleado emplear),"*employees*
noun: staff",*employees*,empleado emplear,[['staff']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=empleados,noun: staff


86,*dosis*,"*dose*
noun: dose, dosage, fix",*dose*,dosis,"[['dose', 'dosage', 'fix', 'shot', 'admixture', 'potion', 'draught']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dosis,"noun: dose, dosage, fix"


87,*dólar*,"*dollar*
noun: dollar, buck, smacker",*dollar*,dólar,"[['dollar', 'buck', 'smacker', 'plonk', 'plunk']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=dólar,"noun: dollar, buck, smacker"


88,*agrada* (agradar),"*pleases*
verb: please, gratify",*pleases*,agradar,"[['please', 'gratify']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=agrada,"verb: please, gratify"


89,*tocado* (tocar),"*touched*
adjective: touched
noun: headdress, cuckoo",*touched*,tocar,"[['touched'], ['headdress', 'cuckoo']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=tocado,"adjective: touched
noun: headdress, cuckoo"


90,*tíos* (tío),"*uncles*
noun: uncle, guy, chap",*uncles*,tío,"[['uncle', 'guy', 'chap', 'fellow', 'bugger', 'gaffer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=tíos,"noun: uncle, guy, chap"


91,*super* (súper),"*super*
prefix: super-, over-, ultra-",*super*,súper,"[['super-', 'over-', 'ultra-', 'mega-']]",prefix,prefix,https://www.linguee.com/english-dutch/search?source=auto&query=super,"prefix: super-, over-, ultra-"


92,*rifle*,"*rifle*
noun: rifle",*rifle*,rifle,[['rifle']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rifle,noun: rifle


93,*renunciar*,"*give up*
verb: give up, renounce, resign",*give up*,renunciar,"[['give up', 'renounce', 'resign', 'relinquish', 'abandon', 'disclaim', 'recant', 'pass up', 'revoke', 'vacate', 'back out', 'leave off', 'quitclaim']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=renunciar,"verb: give up, renounce, resign"


94,*incluyendo* (incluir),"*including*
verb: include, cover, incorporate",*including*,incluir,"[['include', 'cover', 'incorporate', 'take in', 'comprehend', 'add in', 'add']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=incluyendo,"verb: include, cover, incorporate"


95,*hoyo*,"*hole*
noun: hole, pit, hollow",*hole*,hoyo,"[['hole', 'pit', 'hollow', 'dimple', 'depression', 'trough', 'cavity', 'crater', 'crevice', 'concave']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=hoyo,"noun: hole, pit, hollow"


96,*español*,"*Spanish*
adjective: Spanish
noun: Spanish, Spaniard",*Spanish*,español,"[['Spanish'], ['Spanish', 'Spaniard']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=español,"adjective: Spanish
noun: Spanish, Spaniard"


97,*acepta* (aceptar),"*you accept*
verb: accept, take, agree",*you accept*,aceptar,"[['accept', 'take', 'agree', 'embrace', 'take up', 'allow', 'admit', 'receive', 'take on', 'honor', 'adopt', 'take in', 'say yes to', 'fall in', 'honour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=acepta,"verb: accept, take, agree"


98,*rueda*,"*wheel*
noun: wheel",*wheel*,rueda,[['wheel']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rueda,noun: wheel


99,*municiones* (munición),"*ammunition*
noun: supplies",*ammunition*,munición,[['supplies']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=municiones,noun: supplies


