,Spanish,Quizlet,English,lemma forms,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
10,*ciencia*,"*science*
noun: science, knowledge",*science*,ciencia,"[['science', 'knowledge']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ciencia,"noun: science, knowledge"


11,*perdiste* (perder),"*you lost*
verb: lose, miss, waste",*you lost*,perder,"[['lose', 'miss', 'waste', 'shed', 'forfeit', 'drop', 'lose out', 'miss out on', 'ruin', 'misplace', 'mislay', 'idle away', 'balk', 'muff', 'misspend', 'loiter away', 'baulk']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=perdiste,"verb: lose, miss, waste"


12,*sociedad*,"*society*
noun: society, corporation, partnership",*society*,sociedad,"[['society', 'corporation', 'partnership', 'community', 'association', 'league']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=sociedad,"noun: society, corporation, partnership"


13,*regrese* (regresar),"*I am back*
verb: return, go back, come back",*I am back*,regresar,"[['return', 'go back', 'come back', 'get back', 'take back', 'put back', 'call back', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=regrese,"verb: return, go back, come back"


14,*camioneta*,"*van*
noun: van, wagon, waggon",*van*,camioneta,"[['van', 'wagon', 'waggon']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=camioneta,"noun: van, wagon, waggon"


15,*coño*,"*cone*
noun: pussy, cunt, fanny",*cone*,coño,"[['pussy', 'cunt', 'fanny', 'twat', 'canaille']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=coño,"noun: pussy, cunt, fanny"


16,*revista*,"*magazine*
noun: magazine, journal, review
abbreviation: Mag.",*magazine*,revista,"[['magazine', 'journal', 'review', 'revue'], ['Mag.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=revista,"noun: magazine, journal, review
abbreviation: Mag."


17,*pareció* (parecer),"*it seemed*
verb: seem, appear, look like",*it seemed*,parecer,"[['seem', 'appear', 'look like', 'look', 'sound', 'resemble', 'hallucinate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pareció,"verb: seem, appear, look like"


18,*montaña*,"*mountain*
noun: mountain",*mountain*,montaña,[['mountain']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=montaña,noun: mountain


19,*maravillosa* (maravilloso),"*wonderful*
adjective: wonderful, marvelous, amazing",*wonderful*,maravilloso,"[['wonderful', 'marvelous', 'amazing', 'wondrous', 'magnificent', 'gorgeous', 'stunning', 'blissful', 'heavenly', 'dreamy', 'divine', 'knockout', 'dandy', 'delightsome', 'marvellous']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=maravillosa,"adjective: wonderful, marvelous, amazing"


20,*dejarlo* (dejar),"*leave it*
interjection: Pack it in!, Kick it!",*leave it*,dejar,"[['Pack it in!', 'Kick it!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=dejarlo,"interjection: Pack it in!, Kick it!"


21,*máximo*,"*maximum*
adjective: maximum, most, full
noun: maximum, high, possible",*maximum*,máximo,"[['maximum', 'most', 'full', 'top', 'maximal', 'all-out'], ['maximum', 'high', 'possible']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=máximo,"adjective: maximum, most, full
noun: maximum, high, possible"


22,*echar*,"*throw*
verb: cast, throw, put",*throw*,echar,"[['cast', 'throw', 'put', 'lay', 'pour', 'toss', 'drop', 'oust', 'throw out', 'kick out', 'fall back', 'blow', 'send', 'throw in', 'shoot', 'eject', 'put on', 'put out', 'throw away', 'tip', 'chuck', 'send out', 'throw up', 'turn out', 'pump', 'fasten', 'throw on', 'push out', 'send away', 'shoot forth', 'chuck out', 'shoot out', 'send forth', 'cast up', 'blow out', 'turf out', 'sick', 'put down as', 'toss over', 'tack on', 'bud', 'toss away', 'order off', 'order out', 'detrude', 'tell off', 'tick off', 'post']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=echar,"verb: cast, throw, put"


23,*corriente*,"*current*
adjective: current, running, ordinary
noun: current, stream, flow",*current*,corriente,"[['current', 'running', 'ordinary', 'common', 'flowing', 'regular', 'normal', 'prevalent', 'going', 'popular', 'unexceptional', 'accepted', 'bread-and-butter'], ['current', 'stream', 'flow', 'tide', 'tendency', 'drift', 'outpour', 'onflow', 'nullah']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=corriente,"adjective: current, running, ordinary
noun: current, stream, flow"


24,*escuchando* (escuchar),"*listening*
verb: listen, hear, listen to",*listening*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuchando,"verb: listen, hear, listen to"


25,*disculpas* (disculpa disculpar),"*excuse me*
noun: apology, excuse, exculpation",*excuse me*,disculpa disculpar,"[['apology', 'excuse', 'exculpation']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=disculpas,"noun: apology, excuse, exculpation"


26,*cadáver*,"*corpse*
noun: corpse, body, cadaver",*corpse*,cadáver,"[['corpse', 'body', 'cadaver', 'stiff', 'carrion']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cadáver,"noun: corpse, body, cadaver"


27,*seguimos* (seguir),"*we continue*
verb: follow, continue, keep",*we continue*,seguir,"[['follow', 'continue', 'keep', 'pursue', 'go on', 'keep on', 'proceed', 'keep up', 'trace', 'keep track of', 'keep up with', 'hold', 'chase', 'go after', 'tail', 'go in for']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=seguimos,"verb: follow, continue, keep"


28,*ron* (ron Ron),"*Ron*
noun: rum",*Ron*,ron Ron,[['rum']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ron,noun: rum


29,*espectáculo*,"*show*
noun: show, spectacle, entertainment",*show*,espectáculo,"[['show', 'spectacle', 'entertainment']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=espectáculo,"noun: show, spectacle, entertainment"


30,*mundial*,"*world*
adjective: world, worldwide, universal",*world*,mundial,"[['world', 'worldwide', 'universal', 'mondial']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=mundial,"adjective: world, worldwide, universal"


31,*francia* (Francia),"*France*
noun: France",*France*,Francia,[['France']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=francia,noun: France


32,*decirles* (decir),"*tell them*
",*tell them*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=decirles,


33,*aspecto*,"*aspect*
noun: aspect, appearance, look",*aspect*,aspecto,"[['aspect', 'appearance', 'look', 'side', 'point', 'regard', 'guise', 'angle', 'semblance', 'exterior', 'likeness', 'outward appearance']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=aspecto,"noun: aspect, appearance, look"


34,*presencia*,"*presence*
noun: presence",*presence*,presencia,[['presence']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=presencia,noun: presence


35,*famoso*,"*famous*
adjective: famous, renowned, famed",*famous*,famoso,"[['famous', 'renowned', 'famed', 'celebrated', 'noted', 'well-known', 'far-famed']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=famoso,"adjective: famous, renowned, famed"


36,*corto* (corto cortar),"*short*
adjective: short, brief, narrow",*short*,corto cortar,"[['short', 'brief', 'narrow', 'curt', 'skimpy', 'scanty', 'timid', 'stumpy', 'bashful']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=corto,"adjective: short, brief, narrow"


37,*relájate* (relajar),"*just relax*
",*just relax*,relajar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=relájate,


38,*poderoso*,"*powerful*
adjective: powerful, mighty, potent
adverb: in power",*powerful*,poderoso,"[['powerful', 'mighty', 'potent', 'capable'], ['in power']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=poderoso,"adjective: powerful, mighty, potent
adverb: in power"


39,*recuerdos* (recuerdo),"*memories*
noun: regards, greetings, respects",*memories*,recuerdo,"[['regards', 'greetings', 'respects']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=recuerdos,"noun: regards, greetings, respects"


40,*llego* (llegar),"*arrive*
verb: get, reach, arrive",*arrive*,llegar,"[['get', 'reach', 'arrive', 'come', 'get in', 'come in', 'catch', 'get around', 'turn up', 'come through', 'come over', 'come across', 'roll in', 'break through', 'come round', 'dock', 'touch down', 'top off', 'infiltrate']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llego,"verb: get, reach, arrive"


41,*carretera*,"*road*
noun: road, highway, way",*road*,carretera,"[['road', 'highway', 'way', 'high road', 'line', 'load', 'tack']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=carretera,"noun: road, highway, way"


42,*pasé* (pasar),"*happens*
noun: pass, permit, entrance card",*happens*,pasar,"[['pass', 'permit', 'entrance card']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=pasé,"noun: pass, permit, entrance card"


43,*oigo* (oír),"*i hear*
verb: hear, listen, overhear",*i hear*,oír,"[['hear', 'listen', 'overhear', 'catch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=oigo,"verb: hear, listen, overhear"


44,*esperamos* (esperar),"*we wait*
verb: wait, expect, wait for",*we wait*,esperar,"[['wait', 'expect', 'wait for', 'hope', 'await', 'wait around', 'look for', 'hold on', 'hold off', 'wait about', 'hang on', 'hang around', 'hang about', 'stand around', 'stand about', 'stay']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=esperamos,"verb: wait, expect, wait for"


45,*escuchado* (escuchar),"*listened*
verb: listen, hear, listen to",*listened*,escuchar,"[['listen', 'hear', 'listen to', 'listen in', 'heed', 'pay attention', 'harken']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=escuchado,"verb: listen, hear, listen to"


46,*cable*,"*wire*
noun: cable, cord, wire",*wire*,cable,"[['cable', 'cord', 'wire', 'lead', 'hawser']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cable,"noun: cable, cord, wire"


47,*rosa*,"*pink*
adjective: pink
noun: pink, rose",*pink*,rosa,"[['pink'], ['pink', 'rose']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=rosa,"adjective: pink
noun: pink, rose"


48,*bola*,"*ball*
noun: ball, balloon",*ball*,bola,"[['ball', 'balloon']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bola,"noun: ball, balloon"


49,*oferta*,"*offer*
noun: offer, bid, tender",*offer*,oferta,"[['offer', 'bid', 'tender', 'proposal', 'proposition', 'proffer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=oferta,"noun: offer, bid, tender"


50,*intentarlo* (intentar),"*try*
",*try*,intentar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=intentarlo,


51,*habido* (haber),"*there have been*
verb: have",*there have been*,haber,[['have']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=habido,verb: have


52,*continuar*,"*continue*
verb: continue, carry on, keep",*continue*,continuar,"[['continue', 'carry on', 'keep', 'go on', 'pursue', 'keep up', 'remain', 'resume', 'keep on', 'persist', 'sustain', 'hold', 'push on', 'last', 'drag on', 'last out', 'get along with']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=continuar,"verb: continue, carry on, keep"


53,*ladrón*,"*thief*
noun: thief, robber, burglar",*thief*,ladrón,"[['thief', 'robber', 'burglar', 'crook', 'villain', 'raider', 'cracksman', 'grabber']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=ladrón,"noun: thief, robber, burglar"


54,*humanidad*,"*humanity*
noun: humanity, mankind, humankind",*humanity*,humanidad,"[['humanity', 'mankind', 'humankind', 'humaneness']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=humanidad,"noun: humanity, mankind, humankind"


55,*estómago*,"*stomach*
noun: stomach, inside",*stomach*,estómago,"[['stomach', 'inside']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estómago,"noun: stomach, inside"


56,*entera* (entero),"*whole*
adjective: whole, entire, complete",*whole*,entero,"[['whole', 'entire', 'complete', 'integral', 'total', 'intact', 'unbroken', 'livelong', 'upright', 'outright', 'not castrated', 'resolute', 'sound', 'clear', 'strong', 'all-in-one']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=entera,"adjective: whole, entire, complete"


57,*contó* (contar),"*counted*
verb: count, tell, reckon",*counted*,contar,"[['count', 'tell', 'reckon', 'recount', 'number', 'relate', 'narrate', 'bank', 'calculate', 'spin', 'pitch', 'peddle', 'yarn', 'check', 'retail']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=contó,"verb: count, tell, reckon"


58,*poniendo* (poner),"*putting up*
verb: put, add, place",*putting up*,poner,"[['put', 'add', 'place', 'set', 'lay', 'give', 'put on', 'put up', 'post', 'take', 'set up', 'insert', 'wear', 'put down', 'put out', 'raise', 'stick', 'attach', 'impose', 'affix', 'install', 'stand', 'put into', 'turn on', 'drop', 'arrange', 'switch on', 'get on', 'slip on', 'bet', 'play back', 'stow', 'put through', 'enclose', 'instal', 'encase', 'take along', 'inclose', 'dress', 'impawn', 'tag on', 'send', 'deposit', 'connect', 'append']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=poniendo,"verb: put, add, place"


59,*mercado*,"*market*
noun: market, marketplace, mart",*market*,mercado,"[['market', 'marketplace', 'mart', 'fairing']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mercado,"noun: market, marketplace, mart"


60,*granja*,"*farm*
noun: farm, homestead, grange",*farm*,granja,"[['farm', 'homestead', 'grange']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=granja,"noun: farm, homestead, grange"


61,*idiotas* (idiota),"*idiots*
noun: idiot, fool, moron
adjective: idiotic, mutton-headed, half-witted",*idiots*,idiota,"[['idiot', 'fool', 'moron', 'berk', 'stupid person'], ['idiotic', 'mutton-headed', 'half-witted']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=idiotas,"noun: idiot, fool, moron
adjective: idiotic, mutton-headed, half-witted"


62,*hablemos* (hablar),"*let's talk*
verb: talk, speak, chat",*let's talk*,hablar,"[['talk', 'speak', 'chat', 'communicate', 'gab']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hablemos,"verb: talk, speak, chat"


63,*estudiante*,"*student*
noun: student",*student*,estudiante,[['student']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=estudiante,noun: student


64,*siglo*,"*century*
noun: century, age, era
abbreviation: c, cent",*century*,siglo,"[['century', 'age', 'era', 'centenary', 'epoch'], ['c', 'cent']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=siglo,"noun: century, age, era
abbreviation: c, cent"


65,*relaciones* (relación),"*relations*
noun: relations, relationship, intercourse",*relations*,relación,"[['relations', 'relationship', 'intercourse', 'liaison', 'acquaintance', 'acquaintanceship']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=relaciones,"noun: relations, relationship, intercourse"


66,*hablan* (hablar),"*speak*
verb: talk, speak, chat",*speak*,hablar,"[['talk', 'speak', 'chat', 'communicate', 'gab']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=hablan,"verb: talk, speak, chat"


67,*nosotras*,"*we*
pronoun: us, we",*we*,nosotras,"[['us', 'we']]",pronoun,pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=nosotras,"pronoun: us, we"


68,*miembro*,"*member*
noun: member, limb, fellow",*member*,miembro,"[['member', 'limb', 'fellow', 'leaguer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=miembro,"noun: member, limb, fellow"


69,*fortuna*,"*fortune*
noun: fortune, luck",*fortune*,fortuna,"[['fortune', 'luck']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=fortuna,"noun: fortune, luck"


70,*libres* (libre),"*free*
adjective: free, loose, idle
noun: leisure",*free*,libre,"[['free', 'loose', 'idle', 'vacant', 'exempt', 'unoccupied', 'unattached', 'disengaged', 'quit', 'off-duty'], ['leisure']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=libres,"adjective: free, loose, idle
noun: leisure"


71,*acciones* (acción),"*Actions*
noun: doings",*Actions*,acción,[['doings']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=acciones,noun: doings


72,*esperas* (espera esperar),"*you wait*
noun: wait, waiting, delay",*you wait*,espera esperar,"[['wait', 'waiting', 'delay']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=esperas,"noun: wait, waiting, delay"


73,*suficientemente*,"*enough*
adverb: enough, sufficiently, adequately",*enough*,suficientemente,"[['enough', 'sufficiently', 'adequately']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=suficientemente,"adverb: enough, sufficiently, adequately"


74,*llevaron* (llevar),"*they took*
verb: carry, take, bring",*they took*,llevar,"[['carry', 'take', 'bring', 'lead', 'wear', 'bear', 'deliver', 'run', 'convey', 'transport', 'carry on', 'take along', 'lug', 'carry off', 'tote', 'have on', 'bring round', 'bring around', 'enter up', 'live through', 'cart']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=llevaron,"verb: carry, take, bring"


75,*ocurrido* (ocurrir),"*happened*
verb: occur, happen, take place",*happened*,ocurrir,"[['occur', 'happen', 'take place', 'pass', 'come about', 'befall', 'come off', 'betide']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=ocurrido,"verb: occur, happen, take place"


76,*andar*,"*walk*
noun: walk
verb: walk, go, go around",*walk*,andar,"[['walk'], ['walk', 'go', 'go around', 'go about', 'hang around', 'carry', 'tramp', 'hang about', 'perambulate']]",noun verb,noun verb,https://www.linguee.com/english-dutch/search?source=auto&query=andar,"noun: walk
verb: walk, go, go around"


77,*perfectamente*,"*perfectly*
adverb: perfectly, ideally",*perfectly*,perfectamente,"[['perfectly', 'ideally']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=perfectamente,"adverb: perfectly, ideally"


78,*pasan* (pasar),"*pass*
verb: pass, go, move",*pass*,pasar,"[['pass', 'go', 'move', 'happen', 'get', 'go by', 'go through', 'come', 'proceed', 'cross', 'go on', 'pass on', 'skip', 'get through', 'pass by', 'go over', 'reach', 'get by', 'come in', 'occur', 'go past', 'bypass', 'pass off', 'elapse', 'pass away', 'while', 'suffer', 'swallow', 'overtake', 'hand over', 'come by', 'get over', 'pass down', 'live through', 'relay', 'get across', 'lapse', 'miss out on', 'come about', 'roll by', 'come down', 'hand down', 'overstep', 'pass across', 'ride by', 'touch', 'ensue', 'tick by', 'pop in', 'tough', 'hand on', 'outdo', 'pass round', 'put down', 'tick away', 'put across', 'throw out', 'gait']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=pasan,"verb: pass, go, move"


79,*jardín*,"*garden*
noun: garden",*garden*,jardín,[['garden']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=jardín,noun: garden


80,*cola* (cola colar),"*line*
noun: tail, queue, glue",*line*,cola colar,"[['tail', 'queue', 'glue', 'line', 'bottom', 'train', 'rear', 'size', 'gum', 'trail', 'cement']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=cola,"noun: tail, queue, glue"


81,*resultados* (resultado),"*results*
noun: showing",*results*,resultado,[['showing']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=resultados,noun: showing


82,*francés*,"*French*
adjective: French
noun: French, Frenchman, parleyvoo",*French*,francés,"[['French'], ['French', 'Frenchman', 'parleyvoo']]",adjective noun,adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=francés,"adjective: French
noun: French, Frenchman, parleyvoo"


83,*troya* (Troya),"*trojan*
",*trojan*,Troya,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=troya,


84,*tercera* (tercero),"*third*
noun: third
adverb: third-class",*third*,tercero,"[['third'], ['third-class']]",noun adverb,noun adverb,https://www.linguee.com/english-dutch/search?source=auto&query=tercera,"noun: third
adverb: third-class"


85,*entrenamiento*,"*training*
noun: training, workout, coaching",*training*,entrenamiento,"[['training', 'workout', 'coaching', 'practice', 'exercise', 'practicing', 'practising']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=entrenamiento,"noun: training, workout, coaching"


86,*azúcar*,"*sugar*
noun: sugar",*sugar*,azúcar,[['sugar']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=azúcar,noun: sugar


87,*metido* (meter),"*tucked in*
adjective: placed",*tucked in*,meter,[['placed']],adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=metido,adjective: placed


88,*ayudarlo* (ayudar),"*help him*
",*help him*,ayudar,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ayudarlo,


89,*diles* (decir),"*tell them*
",*tell them*,decir,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=diles,


90,*coger*,"*take*
verb: take, catch, get",*take*,coger,"[['take', 'catch', 'get', 'pick', 'pick up', 'grab', 'fuck', 'hold', 'grasp', 'gather', 'seize', 'take up', 'take out', 'lift', 'take on', 'touch', 'get hold of', 'catch hold of', 'hook', 'pinch', 'nab', 'lay hold of', 'arrest', 'go down', 'frig', 'toss', 'nobble', 'yank off', 'land', 'accept']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=coger,"verb: take, catch, get"


91,*lunes*,"*Monday*
noun: Monday
abbreviation: Mon.",*Monday*,lunes,"[['Monday'], ['Mon.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=lunes,"noun: Monday
abbreviation: Mon."


92,*ey*,"*Hey*
",*Hey*,ey,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=ey,


93,*intención*,"*intention*
noun: intention, intent, purpose",*intention*,intención,"[['intention', 'intent', 'purpose', 'meaning', 'mind', 'purport', 'animus', 'design']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=intención,"noun: intention, intent, purpose"


94,*volviendo* (volver),"*getting back*
verb: return, go back, come back",*getting back*,volver,"[['return', 'go back', 'come back', 'get back', 'turn', 'put back', 'turn around', 'ride back', 'turn over', 'call back', 'hark back', 'cut back', 'turn round', 'turn about', 'throw back']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=volviendo,"verb: return, go back, come back"


95,*efectivo*,"*cash*
noun: cash
adjective: effective, actual",*cash*,efectivo,"[['cash'], ['effective', 'actual']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=efectivo,"noun: cash
adjective: effective, actual"


96,*salgamos* (salir),"*let's go out*
verb: leave, get out, go out",*let's go out*,salir,"[['leave', 'get out', 'go out', 'go', 'come out', 'depart', 'emerge', 'walk out', 'step out', 'get away', 'break out', 'rise', 'come off', 'come up', 'pull out', 'set out', 'go off', 'pop out', 'go on', 'take off', 'take out', 'sail', 'put out', 'march out', 'stand out', 'get over', 'set forth', 'sail out', 'turn up', 'start off', 'pan out', 'stick out', 'take away', 'push through', 'line out', 'shoot up', 'wash off', 'pierce', 'trot along', 'set forward', 'troop', 'trot over', 'trot round', 'radiate', 'branch']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=salgamos,"verb: leave, get out, go out"


97,*preguntaba* (preguntar),"*I was asking*
verb: ask, inquire, question",*I was asking*,preguntar,"[['ask', 'inquire', 'question', 'ask about', 'ask for', 'query', 'ask after', 'grill', 'enquire']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=preguntaba,"verb: ask, inquire, question"


98,*olvida* (olvidar),"*forget*
verb: forget, neglect, leave",*forget*,olvidar,"[['forget', 'neglect', 'leave', 'get over', 'omit', 'leave behind', 'leave out', 'condone', 'come off']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=olvida,"verb: forget, neglect, leave"


