,index,Dutch,Frequency,cumsum
155,1555,lunch,8107,94.1726671370532
156,1556,ondertitel,8106,94.1771834628774
157,1557,opstaan,8104,94.18169867438482
158,1558,lui,8083,94.18620218556629
159,1559,gezocht,8074,94.19070068232233
160,1560,ophalen,8071,94.19519750760324
161,1561,verslaan,8070,94.19969377572578
162,1562,ergste,8069,94.20418948668993
163,1563,drankje,8062,94.20868129754543
164,1564,publiek,8062,94.21317310840092
165,1565,nerveus,8061,94.21766436209803
166,1566,gedrag,8056,94.22215283000325
167,1567,troep,8052,94.22663906927495
168,1568,lab,8046,94.23112196559637
169,1569,roken,8042,94.23560263328427
170,1570,keren,8030,94.24007661507163
171,1571,zocht,8019,94.2445444681168
172,1572,bad,8019,94.24901232116198
173,1573,dik,8006,94.25347293114822
174,1574,vaders,7987,94.25792295512525
175,1575,alarm,7956,94.26235570719253
176,1576,akkoord,7948,94.26678400199275
177,1577,doelwit,7948,94.27121229679298
178,1578,vaker,7936,94.27563390569266
179,1579,schade,7926,94.28004994300855
180,1580,bruiloft,7901,94.28445205136494
181,1581,gegevens,7900,94.28885360256295
182,1582,genoemd,7896,94.29325292512746
183,1583,terugkomen,7894,94.2976511333752
184,1584,vernietigd,7889,94.30204655583104
185,1585,steken,7882,94.30643807817822
186,1586,geweld,7880,94.31082848620865
187,1587,vergeven,7880,94.31521889423908
188,1588,Amerikanen,7865,94.3196009448938
189,1589,mening,7861,94.32398076691503
190,1590,kies,7856,94.32835780314434
191,1591,type,7841,94.33272648199797
192,1592,bedacht,7831,94.3370895892678
193,1593,belangrijkste,7807,94.34143932473653
194,1594,las,7801,94.34578571725497
195,1595,grens,7800,94.35013155261504
196,1596,paniek,7798,94.35447627365835
197,1597,universiteit,7796,94.35881988038489
198,1598,verboden,7794,94.36316237279468
199,1599,west,7793,94.3675043080461
