,index,Dutch,Frequency,cumsum
51,2051,verhuizen,5628,96.04505860161191
52,2052,vermoordde,5626,96.04819317465495
53,2053,verstoppen,5622,96.05132551906448
54,2054,brood,5621,96.05445730631563
55,2055,bemanning,5620,96.05758853640839
56,2056,troepen,5618,96.0607186521844
57,2057,zwijg,5616,96.06384765364365
58,2058,zondag,5613,96.06697498362776
59,2059,dienen,5611,96.07010119929511
60,2060,Rose,5605,96.07322407201218
61,2061,Roger,5603,96.07634583041249
62,2062,opgenomen,5603,96.07946758881282
63,2063,oosten,5602,96.08258879005474
64,2064,gescheiden,5601,96.08570943413831
65,2065,plus,5600,96.08882952106347
66,2066,ademen,5597,96.09194793651352
67,2067,aanbod,5594,96.09506468048842
68,2068,wensen,5591,96.09817975298817
69,2069,doei,5587,96.10129259685442
70,2070,gekend,5586,96.10440488356228
71,2071,aanbieden,5583,96.10751549879501
72,2072,politiek,5570,96.11061887096879
73,2073,Russische,5565,96.1137194573507
74,2074,Morgan,5565,96.11682004373259
75,2075,genade,5562,96.11991895863935
76,2076,gewend,5560,96.12301675922933
77,2077,internet,5559,96.12611400266096
78,2078,buren,5558,96.1292106889342
79,2079,opgelost,5557,96.13230681804905
80,2080,pizza,5544,96.13539570410497
81,2081,dek,5536,96.13848013289386
82,2082,grijp,5534,96.141563447366
83,2083,eenzaam,5531,96.14464509036299
84,2084,vervelend,5530,96.14772617620159
85,2085,leugens,5528,96.15080614772344
86,2086,erheen,5519,96.15388110481989
87,2087,keizer,5517,96.15695494759956
88,2088,verslag,5517,96.16002879037924
89,2089,wild,5516,96.16310207600054
90,2090,telt,5514,96.16617424730508
91,2091,nachtmerrie,5513,96.16924586145123
92,2092,horloge,5510,96.17231580412225
93,2093,staten,5502,96.17538128952624
94,2094,bewerkt,5502,96.17844677493022
95,2095,vals,5501,96.18151170317583
96,2096,bezoeken,5496,96.18457384562954
97,2097,leert,5495,96.18763543092487
98,2098,min,5494,96.19069645906183
99,2099,seconde,5494,96.19375748719877
100,2100,aanwezig,5492,96.19681740101896
101,2101,interesseert,5489,96.19987564336401
102,2102,meent,5488,96.20293332855069
103,2103,streek,5486,96.2059898994206
104,2104,beweegt,5485,96.20904591313213
105,2105,feiten,5484,96.21210136968529
106,2106,burgers,5479,96.21515404044655
107,2107,waarheen,5477,96.21820559689104
108,2108,hierin,5475,96.22125603901878
109,2109,interesse,5473,96.22430536682975
110,2110,eindigen,5468,96.22735190884885
111,2111,patiënten,5462,96.23039510791764
112,2112,schrikken,5458,96.23343607835294
113,2113,buik,5453,96.23647426299632
114,2114,stront,5450,96.23951077616458
115,2115,regen,5446,96.24254506069931
116,2116,technologie,5445,96.24557878807566
117,2117,rechten,5444,96.24861195829364
118,2118,muren,5439,96.25164234271972
119,2119,chauffeur,5438,96.25467216998742
120,2120,noord,5436,96.25770088293835
121,2121,garage,5430,96.26072625293901
122,2122,netjes,5426,96.26374939430616
123,2123,terrein,5425,96.26677197851492
124,2124,lekkere,5421,96.26979233409017
125,2125,olie,5417,96.2728104610319
126,2126,klap,5414,96.27582691649849
127,2127,date,5412,96.27884225764832
128,2128,graven,5404,96.28185314153112
129,2129,nationale,5399,96.28486123962202
130,2130,voorbeeld,5394,96.28786655192101
131,2131,besluit,5394,96.29087186422001
132,2132,hang,5391,96.29387550504387
133,2133,herhaal,5390,96.29687858870935
134,2134,champagne,5389,96.29988111521645
135,2135,oceaan,5387,96.3028825274068
136,2136,geur,5385,96.30588282528038
137,2137,zelfde,5382,96.30888145167883
138,2138,groeten,5379,96.31187840660213
139,2139,verandering,5376,96.3148736900503
140,2140,ruiken,5376,96.31786897349848
141,2141,vierde,5369,96.32086035683798
142,2142,waarschuwen,5367,96.32385062586074
143,2143,verdien,5358,96.32683588045808
144,2144,bord,5357,96.32982057789704
145,2145,ambulance,5351,96.33280193238572
146,2146,neerschieten,5351,96.3357832868744
147,2147,spiegel,5349,96.33876352704632
148,2148,hersens,5343,96.34174042426797
149,2149,momenteel,5342,96.34471676433124
150,2150,dubbele,5341,96.34769254723612
151,2151,omstandigheden,5332,96.3506633157156
152,2152,melden,5332,96.35363408419506
153,2153,sync,5330,96.35660373835778
154,2154,tegelijk,5329,96.35957283536212
155,2155,knappe,5325,96.36253970373292
156,2156,woede,5325,96.36550657210374
157,2157,leefde,5321,96.36847121184104
158,2158,nat,5316,96.37143306578643
159,2159,jury,5304,96.37438823383128
160,2160,groeien,5303,96.37734284471775
161,2161,wezens,5303,96.38029745560421
162,2162,russen,5295,96.38324760922364
163,2163,morgenochtend,5294,96.3861972056847
164,2164,wegens,5289,96.38914401635384
165,2165,kampioen,5286,96.39208915554786
166,2166,loog,5285,96.39503373758349
167,2167,accepteren,5285,96.39797831961913
168,2168,studeren,5282,96.40092123017962
169,2169,behandeld,5278,96.4038619121066
170,2170,tieten,5277,96.4068020368752
171,2171,ernaar,5275,96.40974104732705
172,2172,stopte,5274,96.4126795006205
173,2173,vormen,5272,96.4156168395972
174,2174,grotere,5272,96.4185541785739
175,2175,gedag,5271,96.42149096039223
176,2176,kist,5271,96.42442774221055
177,2177,ruil,5267,96.42736229539535
178,2178,engel,5266,96.43029629142178
179,2179,Edward,5265,96.43322973028982
180,2180,gods,5263,96.4361620548411
181,2181,bril,5263,96.4390943793924
182,2182,keel,5260,96.44202503246854
183,2183,lef,5260,96.44495568554468
184,2184,ervandoor,5259,96.44788578146246
185,2185,lichten,5255,96.4508136487467
186,2186,medelijden,5250,96.45373873023905
187,2187,tel,5241,96.45665879730599
188,2188,rijke,5229,96.45957217847238
189,2189,tunnel,5229,96.46248555963876
190,2190,haten,5228,96.46539838364677
191,2191,afgesloten,5227,96.46831065049639
192,2192,opzoeken,5221,96.47121957439573
193,2193,hal,5220,96.4741279411367
194,2194,terugkomt,5217,96.47703463640254
195,2195,slimme,5216,96.47994077450998
196,2196,wedden,5213,96.4828452411423
197,2197,lichamen,5204,96.48574469334919
198,2198,handel,5200,96.48864191692257
199,2199,huizen,5199,96.49153858333757
