,index,Dutch,Frequency,cumsum
154,1954,verantwoordelijkheid,6098,95.72838649345793
155,1955,flink,6098,95.7317840452561
156,1956,biertje,6097,95.73518103989589
157,1957,officieel,6093,95.73857580590216
158,1958,tegenwoordig,6088,95.74196778611652
159,1959,belang,6083,95.745356980539
160,1960,ronde,6078,95.74874338916958
161,1961,redenen,6074,95.75212756916663
162,1962,opgeven,6072,95.75551063484693
163,1963,Frankrijk,6067,95.75889091473533
164,1964,schreeuwen,6058,95.76226618019831
165,1965,eenvoudig,6055,95.76563977418616
166,1966,gekeken,6050,95.76901058238211
167,1967,kerst,6043,95.7723774904694
168,1968,aanraken,6039,95.77574216992318
169,1969,genieten,6035,95.77910462074342
170,1970,ontslag,6032,95.78246540008855
171,1971,verslagen,6022,95.78582060784987
172,1972,opgesloten,6018,95.78917358697768
173,1973,groen,6008,95.7925209945217
174,1974,heette,6003,95.7958656162738
175,1975,graf,5991,95.79920355212536
176,1976,bond,5986,95.80253870218502
177,1977,high,5980,95.80587050929441
178,1978,stand,5976,95.80920008777028
179,1979,aardige,5970,95.81252632329586
180,1980,raden,5965,95.81584977302956
181,1981,vinger,5965,95.81917322276324
182,1982,bomen,5959,95.82249332954666
183,1983,helikopter,5956,95.82581176485493
184,1984,manager,5949,95.82912630005455
185,1985,vrolijk,5949,95.83244083525418
186,1986,Dean,5936,95.83574812739487
187,1987,zicht,5931,95.83905263374365
188,1988,slaapkamer,5926,95.84235435430054
189,1989,verbrand,5922,95.84565384622391
190,1990,rekenen,5918,95.84895110951378
191,1991,kust,5918,95.85224837280363
192,1992,race,5914,95.85554340745996
193,1993,leraar,5905,95.85883342769088
194,1994,zonde,5903,95.86212233360506
195,1995,stof,5900,95.86540956804407
196,1996,pot,5898,95.86869568816634
197,1997,eieren,5897,95.87198125113022
198,1998,verdedigen,5896,95.87526625693573
199,1999,kanker,5892,95.87854903410772
